person_id,occasion,situation_type,goal_activation,threat_appraisal,challenge_appraisal,self_efficacy,self_regulation,emotional_arousal,perceived_support,prosocial_behavior,avoidance_behavior,task_persistence,appraisal_balance,regulation_capacity,approach_orientation,avoidance_pressure
SCP049,3,performance_challenge,4.182,2.509,5.558,4.819,5.438,1.693,3.061,5.149,1.202,4.142,3.050,5.128,4.853,2.713
SCP049,4,authority_evaluation,4.574,4.022,3.995,5.457,5.206,2.879,2.589,4.579,1.616,3.949,-0.026,5.332,4.676,3.771
SCP049,5,collaborative_task,4.503,1.603,5.128,5.773,5.642,2.074,3.519,4.975,1.000,4.779,3.525,5.708,5.135,2.386
SCP049,6,rejection_cue,4.404,3.828,2.455,5.320,4.928,2.871,2.501,3.130,2.036,4.628,-1.373,5.124,4.060,3.733
SCP049,7,autonomy_opportunity,5.106,2.062,4.884,6.032,5.933,1.204,3.333,4.673,1.462,5.061,2.822,5.983,5.341,2.311
SCP049,8,conflict_repair,5.691,2.784,4.295,5.260,5.209,2.543,3.158,3.691,1.000,4.646,1.511,5.235,5.082,3.056
SCP050,1,supportive_feedback,3.548,1.758,5.936,6.411,5.772,1.876,4.019,4.264,1.000,5.377,4.178,6.092,5.299,2.205
SCP050,2,ambiguous_social_signal,3.545,2.460,4.104,6.262,5.796,1.550,3.646,3.843,1.000,5.001,1.644,6.029,4.637,2.455
SCP050,3,performance_challenge,4.207,2.100,5.745,5.881,6.310,2.112,3.493,4.640,1.000,5.177,3.645,6.096,5.278,2.573
SCP050,4,authority_evaluation,3.242,3.130,3.181,5.593,6.104,1.345,3.184,3.855,1.291,4.494,0.051,5.849,4.005,2.764
SCP050,5,collaborative_task,2.573,1.351,5.430,6.237,6.389,1.000,3.981,3.915,1.000,4.935,4.079,6.313,4.747,1.790
SCP050,6,rejection_cue,3.517,3.658,2.544,5.413,6.567,2.509,2.175,2.846,1.474,4.494,-1.114,5.990,3.825,3.664
SCP050,7,autonomy_opportunity,3.831,1.515,6.061,6.802,6.272,1.389,3.360,4.660,1.000,5.711,4.546,6.537,5.564,2.181
SCP050,8,conflict_repair,3.530,2.122,5.132,5.798,6.926,1.986,3.565,3.953,1.000,5.520,3.010,6.362,4.820,2.514
SCP051,1,supportive_feedback,5.066,1.994,5.379,5.202,4.957,2.505,4.067,4.377,1.000,4.512,3.385,5.079,5.215,2.477
SCP051,2,ambiguous_social_signal,4.043,3.785,3.446,4.134,4.504,2.186,3.916,3.703,1.646,3.913,-0.338,4.319,3.874,3.018
SCP051,3,performance_challenge,4.781,2.829,4.866,5.046,4.115,2.812,3.239,3.893,1.152,4.750,2.036,4.580,4.897,3.134
SCP051,4,authority_evaluation,4.190,3.369,3.690,4.037,3.808,2.670,3.305,3.224,1.705,3.963,0.320,3.922,3.972,3.245
SCP051,5,collaborative_task,4.737,1.898,4.999,4.462,4.828,1.171,3.848,4.936,1.000,4.671,3.101,4.645,4.732,2.073
SCP051,6,rejection_cue,4.270,4.623,2.057,3.473,3.787,3.177,2.279,2.718,2.515,3.667,-2.565,3.630,3.267,4.174
SCP051,7,autonomy_opportunity,5.291,2.723,5.347,5.218,4.472,2.962,3.651,4.206,1.000,4.487,2.624,4.845,5.285,3.012
SCP051,8,conflict_repair,3.848,3.058,3.790,4.543,4.756,2.446,3.903,3.936,1.432,4.008,0.731,4.649,4.060,2.867
SCP052,1,supportive_feedback,3.425,1.470,5.559,6.545,6.540,1.530,4.384,4.682,1.000,5.294,4.089,6.543,5.177,1.872
SCP052,2,ambiguous_social_signal,4.851,2.551,4.212,6.008,5.622,2.517,3.380,4.397,1.276,5.195,1.661,5.815,5.024,2.896
SCP052,3,performance_challenge,4.299,2.284,5.359,5.738,5.523,1.715,3.846,4.523,1.000,5.051,3.075,5.631,5.132,2.384
SCP052,4,authority_evaluation,4.194,3.142,3.195,6.007,5.998,2.536,3.214,4.415,1.105,4.659,0.053,6.003,4.465,3.155
SCP052,5,collaborative_task,4.033,1.662,5.255,6.650,6.577,1.638,4.898,5.110,1.000,5.307,3.593,6.613,5.313,1.801
SCP052,6,rejection_cue,3.741,3.463,3.044,5.180,5.491,2.750,2.564,3.636,1.701,3.941,-0.419,5.336,3.989,3.550
SCP052,7,autonomy_opportunity,3.546,1.287,6.145,6.875,7.000,1.000,3.753,4.701,1.000,5.536,4.858,6.937,5.522,1.845
SCP052,8,conflict_repair,4.171,1.984,5.958,7.000,6.445,2.065,4.495,4.880,1.000,6.198,3.974,6.723,5.710,2.185
SCP053,1,supportive_feedback,3.571,3.254,5.145,3.755,4.173,2.972,3.523,3.860,1.704,3.314,1.891,3.964,4.157,3.234
SCP053,2,ambiguous_social_signal,3.903,2.799,3.276,4.573,4.926,2.217,1.385,2.750,1.034,4.866,0.476,4.750,3.917,3.544
SCP053,3,performance_challenge,3.421,3.153,5.575,4.070,3.659,2.391,2.692,3.800,1.736,3.972,2.421,3.864,4.355,3.284
SCP053,4,authority_evaluation,3.605,3.074,2.840,4.626,3.909,2.026,3.362,3.408,1.402,4.226,-0.233,4.267,3.691,2.913
SCP053,5,collaborative_task,3.619,1.693,4.825,4.636,4.466,1.919,2.892,3.873,1.542,5.005,3.131,4.551,4.360,2.574
SCP053,6,rejection_cue,3.950,4.373,3.252,3.662,3.420,3.375,1.167,2.731,2.798,3.694,-1.122,3.541,3.621,4.527
SCP053,7,autonomy_opportunity,4.002,1.867,5.309,4.863,4.448,1.612,3.648,3.999,1.000,4.562,3.443,4.656,4.725,2.277
SCP053,8,conflict_repair,4.080,3.363,4.553,4.349,4.067,2.479,2.892,4.710,2.104,3.889,1.190,4.208,4.327,3.317
SCP054,1,supportive_feedback,4.898,3.237,5.088,3.666,2.863,2.430,4.289,4.276,1.385,4.613,1.850,3.265,4.551,2.793
SCP054,2,ambiguous_social_signal,4.697,4.872,2.886,2.292,2.349,4.373,1.858,2.693,2.943,3.739,-1.986,2.320,3.291,4.796
SCP054,3,performance_challenge,4.810,4.045,4.223,3.122,3.301,3.191,2.627,4.003,1.722,3.114,0.177,3.211,4.051,3.870
SCP054,4,authority_evaluation,4.746,4.029,3.431,2.707,2.270,3.503,1.878,2.697,2.883,3.206,-0.599,2.489,3.628,4.218
SCP054,5,collaborative_task,5.273,2.661,4.343,3.350,3.152,3.373,3.448,4.404,1.830,4.532,1.682,3.251,4.322,3.195
SCP054,6,rejection_cue,4.419,4.361,2.407,2.466,2.841,3.548,1.839,3.616,2.554,2.750,-1.953,2.654,3.097,4.356
SCP054,7,autonomy_opportunity,5.099,2.844,4.990,4.407,4.192,2.195,3.287,4.232,1.000,4.458,2.146,4.300,4.832,2.917
SCP054,8,conflict_repair,4.579,3.847,3.837,3.501,3.159,3.560,2.375,3.000,2.702,3.222,-0.010,3.330,3.972,4.010
SCP055,1,supportive_feedback,2.959,2.054,5.203,6.006,4.766,1.775,3.936,3.953,1.000,4.065,3.149,5.386,4.723,2.298
SCP055,2,ambiguous_social_signal,2.866,3.719,3.849,5.709,6.096,2.792,3.787,3.999,1.619,4.626,0.130,5.903,4.141,3.241
SCP055,3,performance_challenge,3.540,2.272,5.814,6.040,5.209,1.969,3.294,3.591,1.000,4.788,3.543,5.624,5.131,2.649
SCP055,4,authority_evaluation,3.460,3.787,3.946,5.478,5.071,3.039,2.772,3.313,2.798,3.735,0.159,5.275,4.295,3.685
SCP055,5,collaborative_task,2.954,1.392,5.402,6.678,5.717,1.507,4.075,3.413,1.000,5.000,4.010,6.198,5.011,1.941
SCP055,6,rejection_cue,2.584,2.891,2.649,5.307,4.989,1.990,3.185,3.257,1.224,3.688,-0.242,5.148,3.513,2.898
SCP055,7,autonomy_opportunity,4.085,2.068,5.819,6.539,5.895,1.817,3.840,4.648,1.000,5.176,3.751,6.217,5.481,2.348
SCP055,8,conflict_repair,3.469,2.590,5.310,6.337,5.691,1.771,3.906,4.046,1.000,5.807,2.720,6.014,5.039,2.485
SCP056,1,supportive_feedback,3.969,1.530,5.998,6.385,5.669,2.229,3.290,4.281,1.000,5.011,4.468,6.027,5.451,2.490
SCP056,2,ambiguous_social_signal,4.260,3.536,4.638,6.008,5.021,3.091,2.841,3.390,1.238,5.060,1.102,5.514,4.969,3.595
SCP056,3,performance_challenge,3.143,3.402,5.810,6.134,5.249,2.041,3.354,3.294,1.000,4.441,2.408,5.691,5.029,3.030
SCP056,4,authority_evaluation,4.325,3.220,3.792,5.614,4.917,2.879,2.218,3.202,1.644,3.951,0.573,5.265,4.577,3.627
SCP056,5,collaborative_task,3.916,1.450,4.637,5.678,5.563,1.000,3.872,4.283,1.000,4.679,3.187,5.621,4.744,1.859
SCP056,6,rejection_cue,3.636,3.370,2.217,5.223,5.182,2.265,2.506,2.928,1.526,4.066,-1.153,5.202,3.692,3.376
SCP056,7,autonomy_opportunity,4.211,3.145,5.458,6.031,5.012,2.275,3.714,4.203,1.848,4.705,2.313,5.521,5.233,2.902
SCP056,8,conflict_repair,4.616,2.462,4.423,5.691,5.822,1.902,3.004,4.466,1.000,5.264,1.961,5.757,4.910,2.787
SCP057,1,supportive_feedback,5.861,1.016,6.044,7.000,6.090,1.651,3.497,4.977,1.000,5.800,5.028,6.545,6.302,2.057
SCP057,2,ambiguous_social_signal,4.732,2.361,2.675,5.912,6.238,2.423,3.418,3.936,1.036,5.254,0.314,6.075,4.440,2.788
SCP057,3,performance_challenge,4.745,1.793,6.054,6.505,5.932,1.941,2.703,3.836,1.000,5.852,4.261,6.219,5.768,2.677
SCP057,4,authority_evaluation,4.891,2.933,3.430,5.487,5.992,2.064,2.289,4.195,1.000,4.932,0.497,5.739,4.603,3.236
SCP057,5,collaborative_task,5.305,1.365,5.811,6.910,6.676,1.068,3.193,4.596,1.000,6.282,4.446,6.793,6.008,2.080
SCP057,6,rejection_cue,5.095,2.906,3.946,6.079,6.428,2.152,2.403,4.340,1.673,5.774,1.040,6.253,5.040,3.218
SCP057,7,autonomy_opportunity,5.098,1.534,6.036,6.301,6.273,1.155,3.511,5.035,1.000,5.981,4.503,6.287,5.812,2.059
SCP057,8,conflict_repair,5.042,3.001,5.316,5.840,5.722,2.778,2.721,3.939,1.312,5.266,2.316,5.781,5.400,3.353
SCP058,1,supportive_feedback,3.690,2.750,5.083,3.633,4.132,1.868,3.810,3.611,1.815,4.024,2.333,3.883,4.135,2.603
SCP058,2,ambiguous_social_signal,4.084,4.145,3.146,2.717,2.611,3.703,2.775,2.793,2.217,3.352,-0.999,2.664,3.316,4.024
SCP058,3,performance_challenge,3.884,3.639,4.340,3.479,3.481,2.854,3.623,3.509,2.253,3.544,0.701,3.480,3.901,3.290
SCP058,4,authority_evaluation,3.453,4.120,2.871,3.396,3.149,3.175,3.311,3.109,2.225,3.193,-1.249,3.273,3.240,3.661
SCP058,5,collaborative_task,3.027,3.075,4.197,4.110,3.658,2.740,4.208,3.353,1.925,3.441,1.122,3.884,3.778,2.869
SCP058,6,rejection_cue,3.237,4.204,1.952,3.718,3.225,2.690,2.445,2.327,2.546,2.709,-2.252,3.471,2.969,3.816
SCP058,7,autonomy_opportunity,3.401,2.887,4.374,4.292,3.741,2.752,3.748,3.962,1.507,4.390,1.487,4.016,4.022,2.964
SCP058,8,conflict_repair,3.252,4.177,4.294,3.207,3.317,3.795,3.155,3.783,1.878,2.490,0.117,3.262,3.584,3.939
SCP059,1,supportive_feedback,4.630,2.125,6.049,5.993,5.618,2.144,3.882,5.122,1.000,4.897,3.924,5.806,5.557,2.462
SCP059,2,ambiguous_social_signal,3.801,3.409,3.030,5.254,4.851,2.023,2.566,2.900,1.932,4.619,-0.378,5.052,4.028,3.288
SCP059,3,performance_challenge,3.854,2.361,6.286,6.171,5.568,1.921,3.342,4.456,1.145,4.633,3.924,5.869,5.437,2.647
SCP059,4,authority_evaluation,4.095,3.429,3.919,6.012,4.963,2.584,3.036,3.987,1.669,5.034,0.490,5.488,4.676,3.326
SCP059,5,collaborative_task,3.422,1.358,5.436,6.031,5.911,1.736,3.474,3.951,1.000,5.150,4.077,5.971,4.963,2.207
SCP059,6,rejection_cue,3.973,4.099,3.491,4.867,4.416,2.927,2.423,3.515,1.622,4.179,-0.608,4.641,4.110,3.868
SCP059,7,autonomy_opportunity,4.405,2.131,5.544,5.350,5.603,1.694,3.090,4.145,1.322,4.842,3.413,5.477,5.100,2.578
SCP059,8,conflict_repair,3.931,3.186,4.904,5.353,5.519,1.828,3.116,4.175,1.117,4.490,1.718,5.436,4.730,2.966
SCP060,1,supportive_feedback,3.517,1.599,5.793,6.468,5.895,1.000,4.024,3.802,1.000,5.513,4.194,6.182,5.259,1.858
SCP060,2,ambiguous_social_signal,2.700,3.334,3.949,5.708,4.934,2.461,2.207,3.073,1.773,3.558,0.615,5.321,4.119,3.529
SCP060,3,performance_challenge,3.518,2.224,5.910,6.276,6.231,2.226,3.025,4.702,1.108,4.982,3.687,6.253,5.235,2.808
SCP060,4,authority_evaluation,2.656,2.390,3.231,6.006,5.703,1.543,2.720,3.560,1.000,4.346,0.842,5.854,3.964,2.738
SCP060,5,collaborative_task,2.588,1.741,4.926,5.745,6.583,1.184,3.682,4.964,1.000,5.017,3.185,6.164,4.420,2.081
SCP060,6,rejection_cue,2.342,3.332,2.862,4.968,5.292,2.808,2.309,3.125,1.701,3.607,-0.470,5.130,3.391,3.610
SCP060,7,autonomy_opportunity,2.511,1.720,6.130,5.939,6.121,1.280,3.522,4.110,1.000,4.465,4.410,6.030,4.860,2.159
SCP060,8,conflict_repair,3.767,1.559,5.115,7.000,6.040,1.676,2.965,4.896,1.000,5.425,3.556,6.520,5.294,2.423
