person_id,assessment_context,occasion,trait_extraversion,trait_conscientiousness,trait_neuroticism,state_extraversion,state_conscientiousness,state_neuroticism,situation_valence,situation_sociality,situation_demand,situation_evaluation,positive_affect,negative_affect,goal_pressure,autonomy_support,state_inertia_marker,dynamic_signature_score
PDY00078,clinical_conceptual_context,11,2.541,5.298,2.390,2.346,5.628,2.409,3.137,3.294,3.039,4.482,3.141,2.961,3.759,4.139,0.519,1.324
PDY00078,clinical_conceptual_context,12,2.541,5.298,2.390,1.745,5.559,1.596,3.336,1.000,3.895,3.895,3.392,2.706,4.421,3.928,0.495,1.825
PDY00078,clinical_conceptual_context,13,2.541,5.298,2.390,2.512,6.076,1.470,3.896,3.421,4.266,4.312,3.630,1.826,4.462,4.569,0.470,1.536
PDY00078,clinical_conceptual_context,14,2.541,5.298,2.390,2.352,6.372,1.627,5.030,3.246,4.725,3.216,4.389,2.278,4.651,3.555,0.204,1.601
PDY00078,clinical_conceptual_context,15,2.541,5.298,2.390,1.943,5.491,1.481,3.256,1.691,1.000,4.747,2.682,2.747,2.708,4.888,0.478,2.139
PDY00078,clinical_conceptual_context,16,2.541,5.298,2.390,2.413,4.800,2.024,2.251,2.058,2.239,5.265,2.117,2.658,2.946,3.041,0.568,1.854
PDY00079,clinical_conceptual_context,1,2.691,5.339,1.977,2.860,5.622,1.150,3.792,2.517,3.491,4.119,2.864,2.331,4.954,4.703,0.572,1.493
PDY00079,clinical_conceptual_context,2,2.691,5.339,1.977,3.177,4.773,1.000,2.433,2.423,1.404,5.403,2.725,2.448,2.158,5.458,0.438,2.064
PDY00079,clinical_conceptual_context,3,2.691,5.339,1.977,2.895,6.228,1.197,3.547,2.375,3.117,4.177,3.759,1.022,2.726,4.007,0.644,1.660
PDY00079,clinical_conceptual_context,4,2.691,5.339,1.977,2.345,5.704,1.000,5.312,2.633,2.264,2.622,3.995,1.282,1.889,4.998,0.424,1.686
PDY00079,clinical_conceptual_context,5,2.691,5.339,1.977,2.973,5.302,1.671,3.487,2.157,3.637,5.073,2.847,3.316,4.550,2.157,0.567,1.300
PDY00079,clinical_conceptual_context,6,2.691,5.339,1.977,2.796,5.372,1.181,3.803,2.447,3.836,5.360,4.041,2.102,3.143,3.834,0.246,1.115
PDY00079,clinical_conceptual_context,7,2.691,5.339,1.977,2.498,6.050,1.000,3.651,3.244,4.459,2.949,4.370,2.659,3.378,4.227,0.386,1.695
PDY00079,clinical_conceptual_context,8,2.691,5.339,1.977,2.190,5.817,1.590,3.274,3.418,3.986,4.025,3.207,2.818,3.998,3.619,0.377,1.372
PDY00079,clinical_conceptual_context,9,2.691,5.339,1.977,3.001,5.107,1.000,3.429,3.829,3.745,3.078,4.064,2.317,3.707,4.844,0.704,1.629
PDY00079,clinical_conceptual_context,10,2.691,5.339,1.977,3.006,6.294,1.387,3.446,3.365,5.335,5.441,3.755,2.322,4.228,2.899,0.527,1.966
PDY00079,clinical_conceptual_context,11,2.691,5.339,1.977,2.647,6.124,1.000,3.071,5.661,4.463,4.044,4.127,2.589,3.858,4.412,0.305,1.870
PDY00079,clinical_conceptual_context,12,2.691,5.339,1.977,1.968,5.564,2.211,3.674,3.892,2.779,5.561,2.897,3.329,3.564,3.298,0.816,1.762
PDY00079,clinical_conceptual_context,13,2.691,5.339,1.977,2.021,5.130,1.000,3.782,2.580,3.536,2.699,3.562,1.485,2.886,3.168,0.566,2.055
PDY00079,clinical_conceptual_context,14,2.691,5.339,1.977,1.997,6.502,1.777,3.363,1.722,4.916,3.465,2.818,2.278,4.400,3.515,0.724,1.696
PDY00079,clinical_conceptual_context,15,2.691,5.339,1.977,1.759,5.938,2.255,3.007,1.599,4.364,5.415,2.238,4.167,4.500,3.997,0.427,1.688
PDY00079,clinical_conceptual_context,16,2.691,5.339,1.977,2.617,4.971,1.131,4.074,1.449,3.166,3.914,2.715,1.048,2.782,3.201,0.983,1.776
PDY00080,clinical_conceptual_context,1,2.739,5.715,1.632,2.882,5.710,2.446,3.660,1.118,3.312,5.038,1.634,2.745,4.354,1.000,0.756,1.601
PDY00080,clinical_conceptual_context,2,2.739,5.715,1.632,2.859,5.644,1.761,3.029,2.777,3.580,3.112,3.087,2.051,4.215,2.293,0.258,1.591
PDY00080,clinical_conceptual_context,3,2.739,5.715,1.632,3.614,5.344,1.051,2.000,2.739,4.234,5.275,2.369,2.501,3.813,3.076,0.588,1.388
PDY00080,clinical_conceptual_context,4,2.739,5.715,1.632,2.535,5.520,1.669,3.365,2.081,3.682,3.841,2.496,3.720,4.389,2.775,0.625,1.077
PDY00080,clinical_conceptual_context,5,2.739,5.715,1.632,2.151,5.289,1.000,4.220,1.797,3.812,3.468,2.881,2.015,3.184,4.869,0.428,1.754
PDY00080,clinical_conceptual_context,6,2.739,5.715,1.632,2.749,5.715,1.000,3.392,1.923,3.872,4.423,2.103,3.448,3.753,1.968,0.341,1.058
PDY00080,clinical_conceptual_context,7,2.739,5.715,1.632,3.124,5.513,1.282,4.682,3.904,2.606,4.221,3.593,2.002,3.017,3.796,0.286,1.354
PDY00080,clinical_conceptual_context,8,2.739,5.715,1.632,2.708,6.274,1.273,4.441,3.409,2.804,4.766,3.204,2.405,4.715,3.241,0.395,1.519
PDY00080,clinical_conceptual_context,9,2.739,5.715,1.632,3.359,5.722,1.000,2.788,4.473,1.349,3.831,3.210,1.210,2.425,3.344,0.492,2.162
PDY00080,clinical_conceptual_context,10,2.739,5.715,1.632,3.414,5.950,1.000,4.865,5.907,3.263,4.345,4.792,2.280,3.475,4.271,0.095,1.543
PDY00080,clinical_conceptual_context,11,2.739,5.715,1.632,2.103,6.122,1.000,2.331,3.180,3.110,4.103,2.094,2.244,2.883,5.228,0.494,1.728
PDY00080,clinical_conceptual_context,12,2.739,5.715,1.632,1.809,7.000,1.217,3.721,3.088,4.359,4.514,3.397,2.653,4.620,2.849,0.463,1.646
PDY00080,clinical_conceptual_context,13,2.739,5.715,1.632,2.032,5.196,1.244,3.927,4.534,3.810,4.755,3.345,2.602,2.924,3.218,0.684,1.717
PDY00080,clinical_conceptual_context,14,2.739,5.715,1.632,2.729,6.502,1.000,4.742,1.179,5.379,5.331,3.155,2.661,5.355,5.189,0.749,1.556
PDY00080,clinical_conceptual_context,15,2.739,5.715,1.632,3.579,5.752,1.293,4.611,2.232,2.692,4.462,3.615,1.533,2.934,3.059,0.631,1.710
PDY00080,clinical_conceptual_context,16,2.739,5.715,1.632,3.477,6.306,1.123,4.688,4.099,3.405,3.317,4.226,1.000,2.259,4.264,0.275,1.740
PDY00081,clinical_conceptual_context,1,3.767,6.073,3.551,3.385,6.714,3.393,2.999,3.312,3.571,3.581,3.633,3.395,4.229,3.843,0.767,1.754
PDY00081,clinical_conceptual_context,2,3.767,6.073,3.551,3.138,7.000,2.298,3.138,2.407,4.905,3.091,2.369,2.539,6.272,2.926,0.543,2.148
PDY00081,clinical_conceptual_context,3,3.767,6.073,3.551,2.938,7.000,2.276,2.586,1.757,4.671,3.881,2.661,2.470,3.901,3.913,0.074,2.193
PDY00081,clinical_conceptual_context,4,3.767,6.073,3.551,3.405,5.874,2.545,2.543,4.130,2.317,4.088,2.879,2.427,3.082,3.413,0.621,1.804
PDY00081,clinical_conceptual_context,5,3.767,6.073,3.551,2.762,6.958,2.538,4.390,2.624,2.923,3.877,3.465,2.969,3.430,5.470,0.578,2.318
PDY00081,clinical_conceptual_context,6,3.767,6.073,3.551,3.587,7.000,2.580,3.795,4.302,3.048,2.269,3.454,3.222,3.732,3.181,0.303,1.682
PDY00081,clinical_conceptual_context,7,3.767,6.073,3.551,3.041,5.783,2.552,3.114,3.561,1.729,3.744,2.482,2.681,2.812,3.202,0.597,1.595
PDY00081,clinical_conceptual_context,8,3.767,6.073,3.551,3.195,6.377,2.374,4.696,2.177,3.210,3.804,3.827,1.780,3.535,3.841,0.309,2.134
PDY00081,clinical_conceptual_context,9,3.767,6.073,3.551,2.855,6.885,2.845,4.585,2.518,3.416,5.329,2.848,3.293,4.326,3.898,0.440,1.729
PDY00081,clinical_conceptual_context,10,3.767,6.073,3.551,3.427,7.000,2.388,5.118,5.202,2.677,3.809,4.586,1.042,3.551,3.924,0.381,1.785
PDY00081,clinical_conceptual_context,11,3.767,6.073,3.551,3.358,6.655,2.783,3.083,1.495,3.862,3.013,2.913,2.232,2.770,3.808,0.270,1.723
PDY00081,clinical_conceptual_context,12,3.767,6.073,3.551,3.011,5.895,2.127,4.857,3.647,2.410,2.889,3.315,2.568,2.751,2.026,0.587,2.017
PDY00081,clinical_conceptual_context,13,3.767,6.073,3.551,2.614,7.000,2.808,4.528,3.024,5.194,4.903,3.614,2.627,5.286,3.784,0.728,2.207
PDY00081,clinical_conceptual_context,14,3.767,6.073,3.551,2.520,7.000,3.040,3.001,2.114,4.310,3.120,3.070,1.773,3.320,2.666,0.109,1.995
PDY00081,clinical_conceptual_context,15,3.767,6.073,3.551,2.954,6.559,2.036,2.972,1.000,1.162,3.843,2.627,1.669,1.885,4.646,0.626,1.832
PDY00081,clinical_conceptual_context,16,3.767,6.073,3.551,2.979,6.506,2.439,3.010,1.000,4.168,4.927,3.177,3.631,4.666,3.136,0.160,2.148
PDY00082,clinical_conceptual_context,1,4.461,6.112,2.943,3.496,7.000,2.206,3.396,3.081,4.738,3.758,2.799,2.402,2.849,4.726,0.555,1.836
PDY00082,clinical_conceptual_context,2,4.461,6.112,2.943,3.732,6.852,1.905,5.517,2.778,2.797,4.058,3.961,2.034,3.446,5.363,0.228,2.113
PDY00082,clinical_conceptual_context,3,4.461,6.112,2.943,4.154,7.000,2.303,5.050,5.024,3.359,4.390,3.363,3.967,4.447,3.039,0.322,1.668
PDY00082,clinical_conceptual_context,4,4.461,6.112,2.943,4.191,6.099,1.088,4.926,2.786,3.390,4.450,3.219,2.651,3.165,3.934,0.718,1.565
PDY00082,clinical_conceptual_context,5,4.461,6.112,2.943,3.779,6.712,2.415,4.055,3.450,3.275,5.405,2.801,3.530,3.196,4.035,0.784,1.668
PDY00082,clinical_conceptual_context,6,4.461,6.112,2.943,2.884,6.807,3.253,3.963,3.208,4.770,3.204,3.058,2.688,3.890,1.542,0.609,1.632
PDY00082,clinical_conceptual_context,7,4.461,6.112,2.943,2.794,5.558,2.523,4.206,1.493,3.769,2.604,2.418,1.559,3.102,1.996,0.690,1.726
PDY00082,clinical_conceptual_context,8,4.461,6.112,2.943,4.033,6.866,2.057,3.016,4.651,3.771,4.167,2.363,3.623,3.683,3.075,1.005,1.802
PDY00082,clinical_conceptual_context,9,4.461,6.112,2.943,3.643,7.000,2.742,3.723,1.501,4.346,4.772,2.814,2.887,4.378,2.497,0.403,1.872
PDY00082,clinical_conceptual_context,10,4.461,6.112,2.943,3.366,7.000,2.571,3.374,1.000,3.995,4.584,2.417,3.302,4.273,1.820,0.149,1.674
PDY00082,clinical_conceptual_context,11,4.461,6.112,2.943,3.404,6.518,1.398,4.247,5.264,3.587,2.877,2.582,1.800,4.543,3.038,0.564,1.989
PDY00082,clinical_conceptual_context,12,4.461,6.112,2.943,3.103,7.000,2.010,4.847,3.364,3.438,5.264,3.324,2.927,4.588,2.788,0.465,1.864
PDY00082,clinical_conceptual_context,13,4.461,6.112,2.943,3.162,6.983,2.650,2.092,2.157,4.178,5.185,2.070,2.770,4.199,3.578,0.239,1.520
PDY00082,clinical_conceptual_context,14,4.461,6.112,2.943,2.674,6.849,2.251,3.406,2.593,3.567,4.808,3.006,3.209,4.525,3.110,0.340,2.024
PDY00082,clinical_conceptual_context,15,4.461,6.112,2.943,3.502,6.906,1.797,3.920,2.050,3.797,5.193,3.350,3.211,5.632,2.420,0.446,1.812
PDY00082,clinical_conceptual_context,16,4.461,6.112,2.943,3.108,5.406,1.332,5.147,1.000,2.463,4.447,3.030,1.000,2.295,3.799,0.786,2.333
PDY00083,clinical_conceptual_context,1,4.081,6.132,3.359,3.240,6.821,2.398,2.948,2.079,3.325,3.446,2.332,1.740,3.890,4.230,0.904,1.938
PDY00083,clinical_conceptual_context,2,4.081,6.132,3.359,3.028,7.000,2.300,2.100,2.449,4.812,5.181,2.458,2.993,3.341,4.292,0.163,1.942
PDY00083,clinical_conceptual_context,3,4.081,6.132,3.359,3.727,6.447,2.587,5.499,3.120,3.658,3.229,3.259,2.683,3.955,2.563,0.513,1.533
PDY00083,clinical_conceptual_context,4,4.081,6.132,3.359,3.896,6.703,1.740,4.354,2.517,3.365,3.574,2.926,2.682,4.011,3.163,0.424,1.727
PDY00083,clinical_conceptual_context,5,4.081,6.132,3.359,3.262,6.981,1.971,3.448,1.177,3.284,2.741,3.283,1.974,3.471,3.212,0.381,2.292
PDY00083,clinical_conceptual_context,6,4.081,6.132,3.359,3.366,6.334,1.883,3.281,3.869,3.464,4.592,3.475,2.943,2.439,4.570,0.280,1.740
PDY00083,clinical_conceptual_context,7,4.081,6.132,3.359,3.390,6.060,2.851,3.994,4.974,2.896,5.159,3.677,3.622,3.523,1.955,0.422,1.260
PDY00083,clinical_conceptual_context,8,4.081,6.132,3.359,3.020,7.000,1.792,4.438,3.408,4.577,3.271,3.820,2.590,3.912,4.224,0.789,1.649
PDY00083,clinical_conceptual_context,9,4.081,6.132,3.359,2.780,7.000,1.480,3.769,1.547,3.778,4.269,2.610,3.210,3.789,4.508,0.184,2.146
PDY00083,clinical_conceptual_context,10,4.081,6.132,3.359,2.968,7.000,1.883,4.689,2.951,3.548,3.085,3.018,1.000,3.563,4.268,0.197,2.051
PDY00083,clinical_conceptual_context,11,4.081,6.132,3.359,4.111,7.000,2.348,4.217,3.643,4.061,2.861,3.500,1.153,3.082,4.215,0.536,1.912
PDY00083,clinical_conceptual_context,12,4.081,6.132,3.359,3.576,7.000,2.193,3.221,2.754,4.057,3.057,3.387,2.950,3.409,3.781,0.230,1.846
PDY00083,clinical_conceptual_context,13,4.081,6.132,3.359,3.866,7.000,3.511,3.647,4.131,4.252,4.002,3.421,2.607,3.514,3.881,0.536,1.398
PDY00083,clinical_conceptual_context,14,4.081,6.132,3.359,3.325,6.166,2.919,4.399,2.109,3.421,3.236,3.288,2.754,2.837,3.577,0.656,1.325
PDY00083,clinical_conceptual_context,15,4.081,6.132,3.359,3.793,6.221,1.477,4.924,2.251,1.695,3.613,2.837,1.221,2.041,4.380,0.655,2.195
PDY00083,clinical_conceptual_context,16,4.081,6.132,3.359,2.771,5.455,2.136,2.248,2.899,1.742,3.461,2.868,1.778,1.000,2.982,0.815,2.302
PDY00084,clinical_conceptual_context,1,4.140,5.869,3.510,3.656,4.975,2.737,3.402,4.434,1.702,3.162,2.300,2.842,1.866,4.258,0.786,1.972
PDY00084,clinical_conceptual_context,2,4.140,5.869,3.510,3.512,6.344,2.629,3.598,1.073,2.184,2.863,3.238,2.059,3.558,3.737,0.540,2.003
PDY00084,clinical_conceptual_context,3,4.140,5.869,3.510,2.645,6.239,2.476,1.877,2.002,2.153,4.469,1.992,3.611,3.753,2.671,0.375,2.274
PDY00084,clinical_conceptual_context,4,4.140,5.869,3.510,2.499,6.057,3.334,2.283,2.118,2.557,5.085,1.474,4.228,3.098,3.533,0.395,1.713
PDY00084,clinical_conceptual_context,5,4.140,5.869,3.510,3.765,5.493,2.781,4.385,3.203,1.785,3.501,2.959,2.092,2.343,5.516,0.794,1.874
PDY00084,clinical_conceptual_context,6,4.140,5.869,3.510,3.914,6.240,2.266,2.343,2.669,2.088,2.849,1.148,2.294,3.262,4.834,0.471,1.751
PDY00084,clinical_conceptual_context,7,4.140,5.869,3.510,3.704,5.175,2.197,3.363,3.930,2.293,2.724,3.161,1.985,2.353,4.426,0.449,1.892
PDY00084,clinical_conceptual_context,8,4.140,5.869,3.510,3.714,5.919,2.467,3.916,1.000,1.914,3.154,1.938,2.953,3.297,3.756,0.342,1.752
PDY00084,clinical_conceptual_context,9,4.140,5.869,3.510,3.109,6.318,2.127,4.336,1.299,3.616,4.245,3.210,2.252,3.192,2.672,0.448,1.721
PDY00084,clinical_conceptual_context,10,4.140,5.869,3.510,3.580,7.000,2.702,3.585,2.431,5.232,5.706,2.246,4.137,5.533,2.716,0.576,2.203
PDY00084,clinical_conceptual_context,11,4.140,5.869,3.510,2.982,6.224,2.658,3.424,3.952,2.967,4.219,2.043,2.595,4.484,2.664,0.473,1.623
PDY00084,clinical_conceptual_context,12,4.140,5.869,3.510,3.031,6.093,2.202,3.256,1.964,3.611,2.838,2.116,1.964,2.310,4.490,0.212,2.157
PDY00084,clinical_conceptual_context,13,4.140,5.869,3.510,3.301,7.000,3.016,4.257,4.104,4.430,2.854,2.940,2.173,3.078,3.948,0.664,1.722
PDY00084,clinical_conceptual_context,14,4.140,5.869,3.510,4.085,6.385,1.826,3.074,2.668,3.273,2.855,2.564,1.213,2.353,3.238,0.864,1.813
PDY00084,clinical_conceptual_context,15,4.140,5.869,3.510,3.228,7.000,2.197,4.442,4.344,4.899,3.887,2.564,2.578,5.594,2.170,0.614,2.119
PDY00084,clinical_conceptual_context,16,4.140,5.869,3.510,3.574,6.485,1.818,5.354,1.501,4.008,2.706,3.113,2.451,4.202,3.188,0.413,1.832
PDY00085,clinical_conceptual_context,1,3.330,4.212,5.724,3.154,5.166,5.306,4.079,2.626,3.122,5.209,3.399,3.445,3.052,6.372,0.828,1.445
PDY00085,clinical_conceptual_context,2,3.330,4.212,5.724,2.447,5.183,6.433,3.973,2.410,4.643,4.145,2.903,2.854,3.976,3.406,0.617,2.150
PDY00085,clinical_conceptual_context,3,3.330,4.212,5.724,3.092,5.388,5.168,5.484,3.992,5.636,4.173,3.480,2.216,4.870,3.970,0.705,1.757
PDY00085,clinical_conceptual_context,4,3.330,4.212,5.724,2.377,5.166,5.891,4.125,1.000,3.380,3.784,1.901,3.867,3.442,4.422,0.553,1.381
PDY00085,clinical_conceptual_context,5,3.330,4.212,5.724,2.206,3.398,7.000,3.110,1.000,3.862,6.150,2.191,4.102,4.712,1.694,1.016,2.123
PDY00085,clinical_conceptual_context,6,3.330,4.212,5.724,2.339,4.018,6.754,3.968,3.265,3.484,5.522,2.474,4.450,4.053,3.220,0.333,1.701
PDY00085,clinical_conceptual_context,7,3.330,4.212,5.724,3.006,3.956,5.922,4.095,3.114,2.608,3.345,3.083,3.413,3.591,1.616,0.520,1.655
PDY00085,clinical_conceptual_context,8,3.330,4.212,5.724,2.570,4.671,5.773,4.693,3.407,4.327,4.459,4.010,3.348,4.678,5.463,0.433,1.306
PDY00085,clinical_conceptual_context,9,3.330,4.212,5.724,2.531,3.683,6.034,5.341,1.916,2.668,5.814,2.383,3.043,3.447,3.506,0.430,2.044
PDY00085,clinical_conceptual_context,10,3.330,4.212,5.724,2.743,4.860,4.640,4.196,1.130,5.122,2.391,1.950,2.545,3.794,3.513,0.928,2.194
PDY00085,clinical_conceptual_context,11,3.330,4.212,5.724,3.286,5.016,5.218,4.065,2.485,3.063,3.477,2.017,3.662,3.977,3.364,0.426,1.393
PDY00085,clinical_conceptual_context,12,3.330,4.212,5.724,2.525,4.773,5.747,3.402,3.613,4.361,4.603,2.785,3.714,3.300,4.239,0.511,1.305
PDY00085,clinical_conceptual_context,13,3.330,4.212,5.724,3.247,4.898,4.895,5.744,4.171,4.369,2.817,2.006,2.168,4.640,3.251,0.567,1.890
PDY00085,clinical_conceptual_context,14,3.330,4.212,5.724,2.496,4.473,5.508,3.412,3.422,3.509,4.416,2.881,3.883,4.423,3.297,0.597,1.464
PDY00085,clinical_conceptual_context,15,3.330,4.212,5.724,2.797,4.888,6.766,3.393,2.338,4.227,4.100,2.742,3.934,4.173,3.362,0.658,1.533
PDY00085,clinical_conceptual_context,16,3.330,4.212,5.724,2.354,3.823,4.758,4.910,3.069,4.021,2.773,2.597,3.148,3.227,3.928,1.172,1.831
PDY00086,clinical_conceptual_context,1,3.362,4.579,6.022,3.095,5.521,5.080,5.329,2.237,3.090,2.348,3.321,2.127,3.372,3.370,0.737,1.766
PDY00086,clinical_conceptual_context,2,3.362,4.579,6.022,2.321,4.421,5.509,2.932,3.885,3.245,4.021,2.709,3.678,3.925,3.842,0.767,1.257
PDY00086,clinical_conceptual_context,3,3.362,4.579,6.022,2.468,4.581,6.199,3.157,3.849,2.547,4.735,1.861,3.428,3.184,3.724,0.332,1.618
PDY00086,clinical_conceptual_context,4,3.362,4.579,6.022,2.881,4.165,7.000,5.214,3.166,2.755,5.986,3.035,3.720,4.069,2.145,0.543,1.695
PDY00086,clinical_conceptual_context,5,3.362,4.579,6.022,2.689,5.504,6.838,1.000,3.429,3.530,5.197,1.000,4.045,3.355,4.541,0.564,2.009
PDY00086,clinical_conceptual_context,6,3.362,4.579,6.022,2.546,5.358,6.341,4.812,2.601,3.046,5.457,3.413,4.002,4.065,4.230,0.262,1.715
PDY00086,clinical_conceptual_context,7,3.362,4.579,6.022,2.621,5.268,4.972,5.794,2.911,2.423,3.249,2.619,2.664,3.414,3.032,0.511,1.951
PDY00086,clinical_conceptual_context,8,3.362,4.579,6.022,2.902,4.973,5.331,5.215,3.354,4.076,3.285,3.742,3.612,4.014,2.726,0.312,1.739
PDY00086,clinical_conceptual_context,9,3.362,4.579,6.022,3.009,5.047,6.827,2.061,2.347,2.974,4.908,2.835,4.576,4.964,3.805,0.559,1.688
PDY00086,clinical_conceptual_context,10,3.362,4.579,6.022,2.495,4.624,6.646,5.180,2.213,4.433,3.962,2.734,3.724,3.396,2.748,0.373,1.404
PDY00086,clinical_conceptual_context,11,3.362,4.579,6.022,1.912,3.755,5.973,2.753,3.317,3.680,4.090,1.833,2.422,2.465,3.992,0.709,1.661
PDY00086,clinical_conceptual_context,12,3.362,4.579,6.022,2.896,4.152,4.992,6.389,3.526,3.830,3.181,2.553,2.884,3.003,3.838,0.787,1.479
PDY00086,clinical_conceptual_context,13,3.362,4.579,6.022,2.425,4.742,6.178,4.305,2.491,4.349,4.006,3.382,3.396,5.581,2.868,0.749,1.526
PDY00086,clinical_conceptual_context,14,3.362,4.579,6.022,3.081,5.504,5.237,4.143,2.587,4.223,2.555,2.812,2.287,3.490,4.808,0.787,1.747
PDY00086,clinical_conceptual_context,15,3.362,4.579,6.022,2.765,4.443,4.572,4.375,1.811,2.752,2.753,3.198,2.036,2.298,4.102,0.681,2.017
PDY00086,clinical_conceptual_context,16,3.362,4.579,6.022,3.034,5.253,5.636,6.682,4.712,4.296,4.672,3.117,3.882,3.610,3.476,0.714,1.374
PDY00087,clinical_conceptual_context,1,3.652,4.086,5.661,3.747,4.191,6.468,4.560,5.736,3.798,3.954,3.402,3.273,2.412,2.751,0.621,1.435
PDY00087,clinical_conceptual_context,2,3.652,4.086,5.661,3.565,4.274,5.127,3.519,1.556,3.612,2.793,1.965,3.064,3.374,1.968,0.535,1.510
PDY00087,clinical_conceptual_context,3,3.652,4.086,5.661,2.443,3.894,6.553,2.751,2.926,3.927,4.844,2.717,5.146,3.971,4.711,0.976,1.834
PDY00087,clinical_conceptual_context,4,3.652,4.086,5.661,3.177,4.853,6.538,2.755,3.005,2.678,4.234,3.543,3.891,2.993,3.503,0.569,1.892
PDY00087,clinical_conceptual_context,5,3.652,4.086,5.661,3.101,4.490,5.871,4.144,1.600,4.585,3.401,3.217,2.614,3.380,4.001,0.369,1.358
PDY00087,clinical_conceptual_context,6,3.652,4.086,5.661,2.624,5.085,5.878,3.203,2.518,4.538,4.750,3.686,3.925,5.266,2.363,0.360,1.940
PDY00087,clinical_conceptual_context,7,3.652,4.086,5.661,2.614,4.521,6.278,3.702,3.534,2.823,5.329,2.267,3.105,3.716,4.349,0.325,1.910
PDY00087,clinical_conceptual_context,8,3.652,4.086,5.661,1.996,4.094,4.648,5.259,1.531,3.883,2.398,2.341,2.141,3.901,3.536,0.892,2.444
PDY00087,clinical_conceptual_context,9,3.652,4.086,5.661,2.489,4.016,5.211,2.757,3.487,2.026,4.369,2.259,2.723,2.749,3.384,0.377,1.996
PDY00087,clinical_conceptual_context,10,3.652,4.086,5.661,2.727,5.394,5.886,4.793,5.638,3.404,3.562,3.859,3.473,4.534,4.984,0.764,1.931
PDY00087,clinical_conceptual_context,11,3.652,4.086,5.661,2.666,4.378,5.487,4.203,2.020,2.386,3.873,2.119,3.007,3.275,3.469,0.492,1.727
PDY00087,clinical_conceptual_context,12,3.652,4.086,5.661,2.644,4.565,4.555,4.417,2.730,2.613,2.718,3.407,2.597,2.426,3.397,0.380,2.019
PDY00087,clinical_conceptual_context,13,3.652,4.086,5.661,3.605,4.821,5.342,3.586,2.865,4.072,3.842,3.575,2.887,3.984,5.179,0.668,1.422
PDY00087,clinical_conceptual_context,14,3.652,4.086,5.661,3.176,4.863,6.471,3.729,2.225,3.087,5.622,2.696,3.396,3.468,3.730,0.533,2.183
PDY00087,clinical_conceptual_context,15,3.652,4.086,5.661,1.833,4.313,4.755,4.487,2.945,3.318,4.605,2.481,2.315,3.567,3.550,1.203,1.783
PDY00087,clinical_conceptual_context,16,3.652,4.086,5.661,2.620,4.856,4.441,5.338,1.592,2.005,2.942,2.826,1.801,3.140,3.210,0.548,2.267
PDY00088,clinical_conceptual_context,1,3.184,4.820,5.378,3.385,4.742,6.597,2.925,2.080,4.718,3.896,3.517,3.726,4.446,5.113,0.573,1.642
PDY00088,clinical_conceptual_context,2,3.184,4.820,5.378,3.807,4.873,6.314,5.082,3.506,2.911,4.861,3.347,3.286,3.088,3.349,0.279,1.614
PDY00088,clinical_conceptual_context,3,3.184,4.820,5.378,2.791,4.442,5.568,4.394,2.841,4.826,3.176,3.168,2.814,4.127,3.892,0.731,0.859
PDY00088,clinical_conceptual_context,4,3.184,4.820,5.378,3.140,4.724,5.088,5.069,4.270,4.559,3.457,3.291,2.279,3.296,4.082,0.370,1.205
PDY00088,clinical_conceptual_context,5,3.184,4.820,5.378,2.714,4.426,5.665,3.430,1.575,3.745,3.421,1.521,2.668,3.731,3.149,0.434,1.239
PDY00088,clinical_conceptual_context,6,3.184,4.820,5.378,2.696,4.914,4.444,5.541,3.442,3.155,2.949,3.439,1.796,2.253,3.782,0.576,1.562
PDY00088,clinical_conceptual_context,7,3.184,4.820,5.378,2.644,5.082,4.722,3.700,3.425,4.281,3.544,2.879,2.252,2.405,4.210,0.166,1.324
PDY00088,clinical_conceptual_context,8,3.184,4.820,5.378,2.214,5.158,5.640,2.645,2.617,2.077,3.670,2.595,2.541,1.995,4.187,0.475,1.726
PDY00088,clinical_conceptual_context,9,3.184,4.820,5.378,1.895,6.047,6.253,2.414,1.299,4.785,4.784,1.904,3.508,5.024,4.044,0.607,1.857
PDY00088,clinical_conceptual_context,10,3.184,4.820,5.378,2.564,4.524,4.319,4.876,1.088,3.869,3.435,2.826,2.799,3.397,4.477,1.375,1.619
PDY00088,clinical_conceptual_context,11,3.184,4.820,5.378,2.397,5.033,4.677,3.939,2.009,2.808,2.451,2.982,2.560,2.593,2.946,0.345,1.669
PDY00088,clinical_conceptual_context,12,3.184,4.820,5.378,2.027,4.634,5.443,2.991,3.328,6.084,3.865,2.216,2.777,3.771,3.371,0.512,1.652
PDY00088,clinical_conceptual_context,13,3.184,4.820,5.378,3.022,5.481,5.162,3.968,2.580,4.476,3.935,2.488,2.208,3.357,4.556,0.707,1.530
PDY00088,clinical_conceptual_context,14,3.184,4.820,5.378,3.240,5.696,4.818,3.128,2.730,2.436,3.833,3.490,2.651,3.822,3.878,0.259,1.072
PDY00088,clinical_conceptual_context,15,3.184,4.820,5.378,3.265,5.355,5.818,3.667,2.633,3.358,4.589,2.530,3.512,3.971,3.478,0.455,1.424
PDY00088,clinical_conceptual_context,16,3.184,4.820,5.378,2.497,4.037,5.646,2.730,2.253,2.044,3.058,1.498,2.920,1.789,3.336,0.753,1.695
PDY00089,clinical_conceptual_context,1,3.754,4.836,4.833,3.317,5.059,4.535,4.261,2.526,3.969,3.301,2.743,4.241,4.250,2.732,0.463,1.523
