person_id,occasion,situation_type,behavior_score,trait_score,situation_strength,trait_x_situation,observed_regulation,contextual_constraint
PER00422,1,public_presentation,4.966,4.285,5.139,3.145,3.739,5.263
PER00422,2,family_obligation,4.574,4.083,5.132,2.993,4.075,4.482
PER00422,3,deadline_pressure,4.081,4.690,5.245,3.514,4.759,6.207
PER00422,4,deadline_pressure,3.536,4.220,4.440,2.676,4.434,5.795
PER00422,5,social_event,4.206,4.450,5.304,3.372,4.056,2.978
PER00422,6,creative_exploration,4.219,4.710,3.944,2.653,4.448,2.913
PER00422,7,creative_exploration,4.508,4.458,4.525,2.882,4.082,2.743
PER00422,8,family_obligation,5.214,4.165,5.683,3.382,4.825,4.151
PER00422,9,public_presentation,5.501,4.746,6.510,4.414,4.806,5.228
PER00422,10,family_obligation,3.273,5.045,4.297,3.097,4.258,3.690
PER00422,11,family_obligation,4.179,4.908,3.918,2.747,3.832,4.617
PER00422,12,social_event,3.959,3.905,3.697,2.063,4.093,2.830
PER00422,13,public_presentation,4.513,3.681,6.488,3.412,4.558,5.488
PER00422,14,creative_exploration,4.606,4.469,3.517,2.245,3.330,1.000
PER00423,1,ambiguous_conflict,2.593,2.318,2.451,0.812,3.936,2.644
PER00423,2,quiet_work,3.399,2.926,4.141,1.731,2.828,4.955
PER00423,3,deadline_pressure,3.965,3.112,5.933,2.637,3.022,5.474
PER00423,4,quiet_work,3.169,3.445,3.028,1.490,3.983,5.659
PER00423,5,team_meeting,3.127,3.452,3.629,1.790,4.918,4.737
PER00423,6,public_presentation,3.720,2.555,5.963,2.177,2.687,4.530
PER00423,7,creative_exploration,3.837,3.268,3.967,1.852,2.995,1.663
PER00423,8,public_presentation,3.327,2.541,5.085,1.846,2.831,4.151
PER00423,9,team_meeting,3.714,2.708,4.911,1.900,3.037,4.582
PER00423,10,public_presentation,4.383,2.593,5.480,2.030,3.360,5.969
PER00423,11,deadline_pressure,3.752,3.499,5.270,2.634,2.852,5.389
PER00423,12,team_meeting,3.842,2.316,5.255,1.739,2.739,4.824
PER00423,13,team_meeting,2.679,1.992,3.415,0.972,2.373,4.857
PER00423,14,social_event,4.367,2.972,5.162,2.192,3.293,3.377
PER00424,1,ambiguous_conflict,4.782,4.375,4.127,2.580,2.776,2.498
PER00424,2,quiet_work,4.090,3.819,3.297,1.798,2.953,5.392
PER00424,3,public_presentation,4.987,3.452,7.000,3.452,3.157,5.018
PER00424,4,social_event,4.714,3.838,4.492,2.463,3.542,2.863
PER00424,5,public_presentation,3.969,3.948,6.737,3.800,2.802,4.933
PER00424,6,creative_exploration,4.098,3.644,3.834,1.996,4.281,2.738
PER00424,7,team_meeting,4.626,3.814,5.550,3.024,3.426,4.489
PER00424,8,public_presentation,2.973,3.368,4.643,2.234,4.301,5.456
PER00424,9,quiet_work,3.993,3.575,4.487,2.291,3.850,5.787
PER00424,10,public_presentation,4.383,3.677,5.970,3.136,3.611,4.255
PER00424,11,public_presentation,3.997,3.561,5.448,2.771,4.029,6.155
PER00424,12,team_meeting,3.396,3.118,5.053,2.250,3.314,3.859
PER00424,13,social_event,4.232,3.764,4.444,2.389,2.715,2.212
PER00424,14,quiet_work,3.972,3.749,4.295,2.300,4.378,5.770
PER00425,1,family_obligation,3.871,3.810,3.151,1.715,5.052,5.000
PER00425,2,social_event,4.863,4.305,5.420,3.333,3.681,2.408
PER00425,3,creative_exploration,5.146,4.556,3.611,2.350,4.521,3.740
PER00425,4,ambiguous_conflict,5.169,4.699,5.328,3.577,4.426,3.685
PER00425,5,quiet_work,4.295,4.344,2.590,1.607,4.263,6.427
PER00425,6,quiet_work,4.131,4.338,4.125,2.557,4.600,5.674
PER00425,7,creative_exploration,4.174,3.886,3.901,2.166,3.413,1.886
PER00425,8,family_obligation,4.346,4.320,4.179,2.579,4.184,4.507
PER00425,9,family_obligation,3.429,4.399,3.617,2.273,5.090,5.319
PER00425,10,public_presentation,5.760,4.860,6.392,4.438,6.128,5.638
PER00425,11,social_event,4.682,3.612,5.123,2.644,4.914,3.581
PER00425,12,team_meeting,4.277,4.151,4.228,2.507,5.124,5.008
PER00425,13,ambiguous_conflict,4.784,4.237,4.572,2.767,5.731,4.402
PER00425,14,public_presentation,4.158,3.741,5.766,3.081,4.529,5.341
PER00426,1,family_obligation,4.028,4.853,3.704,2.568,3.702,4.397
PER00426,2,public_presentation,5.413,5.202,6.872,5.106,4.858,5.254
PER00426,3,social_event,4.196,4.049,4.614,2.669,4.312,2.201
PER00426,4,team_meeting,4.563,4.779,5.472,3.735,5.606,4.260
PER00426,5,team_meeting,4.524,4.587,5.334,3.495,4.047,4.112
PER00426,6,quiet_work,4.351,4.274,3.915,2.390,4.869,6.783
PER00426,7,family_obligation,4.406,4.265,4.656,2.837,4.424,5.143
PER00426,8,family_obligation,4.823,4.328,5.034,3.112,4.484,4.428
PER00426,9,quiet_work,4.446,4.327,3.606,2.229,5.502,5.738
PER00426,10,ambiguous_conflict,4.876,4.840,3.824,2.644,4.911,3.459
PER00426,11,ambiguous_conflict,3.940,4.684,4.973,3.328,3.888,3.782
PER00426,12,social_event,4.685,3.875,4.312,2.387,4.004,1.730
PER00426,13,public_presentation,4.597,4.001,4.688,2.679,4.190,4.334
PER00426,14,quiet_work,4.050,4.020,4.540,2.607,4.825,5.781
PER00427,1,family_obligation,4.253,4.358,4.907,3.055,4.880,4.717
PER00427,2,team_meeting,3.954,4.209,3.249,1.953,4.993,3.819
PER00427,3,creative_exploration,4.359,4.612,3.366,2.217,3.870,1.776
PER00427,4,ambiguous_conflict,4.190,4.494,3.155,2.026,5.637,3.287
PER00427,5,family_obligation,4.766,4.333,4.113,2.546,3.957,4.715
PER00427,6,team_meeting,4.737,4.471,5.459,3.487,4.051,4.185
PER00427,7,social_event,4.318,4.872,4.142,2.883,4.923,3.120
PER00427,8,quiet_work,4.826,4.356,4.287,2.668,4.693,5.560
PER00427,9,ambiguous_conflict,5.451,4.619,4.641,3.063,4.505,3.438
PER00427,10,public_presentation,5.250,5.665,5.869,4.750,5.261,4.815
PER00427,11,creative_exploration,4.318,4.145,3.869,2.291,4.421,2.265
PER00427,12,family_obligation,4.001,4.793,3.740,2.561,4.865,3.911
PER00427,13,deadline_pressure,5.538,4.966,5.496,3.899,5.887,7.000
PER00427,14,quiet_work,3.866,4.387,4.142,2.596,5.207,5.688
PER00428,1,public_presentation,5.386,4.564,6.008,3.917,5.425,5.172
PER00428,2,quiet_work,4.547,3.924,2.819,1.581,5.481,5.688
PER00428,3,deadline_pressure,6.301,5.456,5.242,4.086,5.446,5.602
PER00428,4,public_presentation,4.303,4.177,6.349,3.789,4.669,6.169
PER00428,5,deadline_pressure,5.172,4.730,6.198,4.188,4.624,6.666
PER00428,6,ambiguous_conflict,4.856,4.884,3.965,2.766,4.428,3.380
PER00428,7,team_meeting,5.220,5.109,5.201,3.796,4.043,4.497
PER00428,8,social_event,4.311,4.846,4.279,2.962,3.452,2.241
PER00428,9,public_presentation,5.551,4.508,5.787,3.727,4.540,4.876
PER00428,10,team_meeting,5.198,4.648,4.444,2.950,4.751,5.239
PER00428,11,quiet_work,2.795,3.943,3.257,1.835,4.127,6.280
PER00428,12,family_obligation,4.077,4.374,4.059,2.536,3.978,4.177
PER00428,13,deadline_pressure,5.557,5.268,5.098,3.837,5.376,6.235
PER00428,14,public_presentation,4.907,4.624,4.935,3.260,4.769,4.618
PER00429,1,deadline_pressure,4.025,3.638,5.080,2.640,3.669,5.757
PER00429,2,social_event,4.447,3.825,5.214,2.849,3.036,1.942
PER00429,3,team_meeting,4.228,3.447,4.244,2.090,3.627,4.304
PER00429,4,public_presentation,4.258,3.797,5.721,3.103,3.408,6.186
PER00429,5,social_event,4.068,3.473,4.222,2.095,2.855,3.279
PER00429,6,ambiguous_conflict,3.188,3.958,3.520,1.991,3.597,3.605
PER00429,7,family_obligation,4.139,3.586,4.250,2.177,4.566,4.949
PER00429,8,quiet_work,3.793,3.685,4.537,2.389,3.425,5.083
PER00429,9,social_event,4.712,4.085,4.904,2.862,2.932,3.852
PER00429,10,public_presentation,4.483,3.631,5.847,3.033,4.037,4.506
PER00429,11,deadline_pressure,4.014,3.693,4.966,2.620,3.960,5.468
PER00429,12,public_presentation,4.666,3.449,6.381,3.144,3.552,5.065
PER00429,13,deadline_pressure,3.051,4.194,3.274,1.962,3.949,5.827
PER00429,14,team_meeting,4.686,3.448,5.334,2.627,4.004,4.001
PER00430,1,family_obligation,3.522,3.121,4.206,1.875,4.015,4.963
PER00430,2,deadline_pressure,3.253,3.754,4.553,2.442,4.050,4.909
PER00430,3,quiet_work,3.534,3.762,4.043,2.172,4.373,7.000
PER00430,4,family_obligation,2.671,2.500,4.049,1.446,3.916,4.465
PER00430,5,social_event,3.447,3.491,4.843,2.415,3.977,2.685
PER00430,6,family_obligation,4.982,3.413,4.384,2.137,3.611,5.342
PER00430,7,deadline_pressure,4.448,3.957,6.343,3.585,3.258,4.850
PER00430,8,public_presentation,4.864,4.306,5.394,3.318,3.996,5.814
PER00430,9,public_presentation,3.807,3.480,5.889,2.928,3.209,5.083
PER00430,10,public_presentation,4.392,4.089,6.043,3.530,3.535,6.018
PER00430,11,team_meeting,3.486,2.931,5.047,2.114,3.379,4.470
PER00430,12,social_event,4.155,3.336,5.486,2.615,3.697,3.317
PER00430,13,ambiguous_conflict,3.143,3.314,3.507,1.660,4.270,4.003
PER00430,14,quiet_work,3.703,4.327,4.460,2.756,3.711,6.094
PER00431,1,ambiguous_conflict,4.079,3.495,2.972,1.484,4.554,3.368
PER00431,2,quiet_work,3.835,4.295,3.336,2.047,3.354,5.573
PER00431,3,creative_exploration,3.405,4.242,3.288,1.992,3.269,2.698
PER00431,4,ambiguous_conflict,3.585,2.532,4.655,1.683,3.548,4.119
PER00431,5,family_obligation,3.664,2.935,4.190,1.757,5.055,5.966
PER00431,6,deadline_pressure,2.771,3.227,4.806,2.216,4.247,6.503
PER00431,7,family_obligation,3.756,4.141,4.257,2.519,4.142,5.510
PER00431,8,public_presentation,4.018,3.428,5.767,2.824,4.536,4.640
PER00431,9,social_event,4.869,3.813,4.660,2.538,3.671,3.399
PER00431,10,creative_exploration,3.618,3.607,3.450,1.778,3.204,3.525
PER00431,11,social_event,4.297,3.952,4.560,2.575,2.844,2.295
PER00431,12,creative_exploration,4.230,3.548,3.193,1.618,3.684,1.714
PER00431,13,ambiguous_conflict,3.514,3.836,4.131,2.264,3.865,3.973
PER00431,14,social_event,4.327,3.843,4.871,2.674,3.151,2.829
PER00432,1,family_obligation,4.749,4.305,4.713,2.898,3.574,4.995
PER00432,2,ambiguous_conflict,4.737,3.917,5.282,2.955,4.751,3.698
PER00432,3,team_meeting,4.879,4.396,5.411,3.398,4.667,4.876
PER00432,4,social_event,4.206,4.255,4.413,2.682,3.878,2.664
PER00432,5,creative_exploration,4.230,5.081,4.082,2.963,4.798,3.271
PER00432,6,social_event,3.497,4.299,3.916,2.405,3.794,1.944
PER00432,7,public_presentation,3.470,3.274,5.056,2.365,3.729,5.465
PER00432,8,quiet_work,3.686,4.494,3.451,2.216,4.119,6.337
PER00432,9,quiet_work,4.037,4.637,4.028,2.668,4.950,5.493
PER00432,10,social_event,4.125,4.389,4.355,2.731,3.495,2.910
PER00432,11,creative_exploration,6.275,3.812,4.466,2.432,4.923,2.619
PER00432,12,public_presentation,3.944,4.451,4.752,3.021,3.477,4.531
PER00432,13,quiet_work,3.877,4.678,2.598,1.737,5.074,5.300
PER00432,14,creative_exploration,3.931,3.899,3.245,1.808,4.013,2.617
PER00433,1,team_meeting,3.987,3.552,4.286,2.175,4.354,4.820
PER00433,2,family_obligation,3.430,3.238,5.249,2.428,3.878,5.231
PER00433,3,ambiguous_conflict,4.223,3.701,4.755,2.514,3.023,3.821
PER00433,4,quiet_work,3.520,2.932,3.259,1.365,3.832,5.832
PER00433,5,family_obligation,3.654,4.293,4.468,2.740,4.964,6.049
PER00433,6,family_obligation,5.099,3.783,5.076,2.743,3.804,4.676
PER00433,7,quiet_work,3.508,3.630,3.106,1.611,4.017,6.185
PER00433,8,creative_exploration,3.623,4.070,4.609,2.680,2.794,2.553
PER00433,9,ambiguous_conflict,3.913,3.399,4.410,2.141,3.083,3.123
PER00433,10,ambiguous_conflict,4.201,4.274,3.792,2.315,3.542,4.467
PER00433,11,creative_exploration,3.619,3.892,4.090,2.274,3.860,2.146
PER00433,12,public_presentation,4.129,3.820,6.568,3.584,4.083,4.810
PER00433,13,social_event,3.737,4.000,3.038,1.736,4.009,3.167
PER00433,14,ambiguous_conflict,4.099,3.685,4.748,2.500,2.693,3.545
PER00434,1,deadline_pressure,3.369,3.167,5.773,2.612,2.986,5.465
PER00434,2,ambiguous_conflict,4.296,3.423,4.912,2.402,3.966,3.458
PER00434,3,creative_exploration,4.587,4.006,3.984,2.280,3.432,1.937
PER00434,4,social_event,3.605,3.734,3.835,2.046,4.068,3.321
PER00434,5,creative_exploration,3.941,3.559,4.833,2.457,3.342,1.494
PER00434,6,family_obligation,3.340,4.111,4.506,2.646,4.455,4.849
PER00434,7,ambiguous_conflict,3.482,3.744,4.371,2.338,3.274,4.208
PER00434,8,deadline_pressure,4.861,3.851,5.813,3.198,4.133,5.389
PER00434,9,team_meeting,4.799,4.148,3.960,2.346,5.245,4.448
PER00434,10,deadline_pressure,3.169,2.603,4.419,1.643,3.541,4.981
PER00434,11,creative_exploration,3.672,3.146,3.459,1.555,2.831,2.257
PER00434,12,public_presentation,4.454,3.514,6.000,3.013,4.034,5.754
PER00434,13,deadline_pressure,4.220,3.658,5.870,3.067,4.327,6.141
PER00434,14,public_presentation,3.829,3.801,5.870,3.187,4.057,4.449
PER00435,1,quiet_work,1.931,2.627,2.705,1.015,2.393,5.573
PER00435,2,social_event,2.419,2.735,2.403,0.939,2.383,2.960
PER00435,3,public_presentation,3.563,3.160,6.300,2.844,2.510,4.540
PER00435,4,team_meeting,4.169,2.451,4.889,1.712,2.553,4.212
PER00435,5,deadline_pressure,3.632,3.527,5.071,2.555,3.569,5.082
PER00435,6,creative_exploration,3.583,3.177,3.852,1.748,1.723,2.048
PER00435,7,team_meeting,3.970,2.712,4.864,1.885,3.414,4.478
PER00435,8,team_meeting,4.722,2.567,5.657,2.075,3.523,5.253
PER00435,9,public_presentation,3.316,2.778,4.911,1.949,2.557,4.432
PER00435,10,public_presentation,3.198,2.852,5.373,2.189,1.813,3.823
PER00435,11,team_meeting,3.190,3.547,5.063,2.565,2.264,4.309
PER00435,12,public_presentation,4.926,3.596,6.504,3.341,2.552,5.388
PER00435,13,public_presentation,3.423,3.077,5.067,2.227,2.472,5.057
PER00435,14,quiet_work,3.191,2.686,4.176,1.602,3.856,6.729
PER00436,1,deadline_pressure,4.645,4.378,4.674,2.923,4.753,5.944
PER00436,2,deadline_pressure,3.501,3.827,5.083,2.779,4.287,5.287
PER00436,3,creative_exploration,3.859,3.666,3.000,1.571,3.481,1.652
PER00436,4,family_obligation,4.483,4.069,4.389,2.551,5.077,5.418
PER00436,5,social_event,4.130,4.163,3.822,2.273,4.081,3.018
PER00436,6,deadline_pressure,4.320,3.879,4.557,2.525,4.690,6.084
PER00436,7,creative_exploration,4.635,3.971,3.651,2.071,3.353,2.493
PER00436,8,ambiguous_conflict,4.230,3.921,4.895,2.742,3.934,3.481
PER00436,9,public_presentation,3.818,4.592,4.477,2.937,5.012,4.440
PER00436,10,deadline_pressure,4.449,3.463,5.424,2.684,4.440,5.878
PER00436,11,family_obligation,4.374,4.284,5.083,3.111,3.957,4.403
PER00436,12,family_obligation,3.891,4.117,4.094,2.408,4.011,5.067
PER00436,13,quiet_work,3.680,3.971,4.503,2.554,5.032,6.581
PER00436,14,creative_exploration,4.723,3.628,3.937,2.041,3.623,2.112
PER00437,1,public_presentation,4.975,3.688,4.934,2.599,3.768,4.772
PER00437,2,quiet_work,3.411,3.049,4.036,1.758,3.550,5.401
PER00437,3,quiet_work,3.416,3.117,4.620,2.057,2.512,4.767
PER00437,4,creative_exploration,3.720,3.498,4.469,2.234,3.174,2.490
PER00437,5,public_presentation,4.851,4.289,5.010,3.070,4.663,5.387
PER00437,6,public_presentation,3.845,3.395,5.503,2.669,2.715,4.434
PER00437,7,family_obligation,2.869,3.125,4.150,1.853,3.186,4.909
PER00437,8,ambiguous_conflict,4.191,4.310,4.556,2.805,2.749,2.860
PER00437,9,public_presentation,4.777,3.377,5.161,2.490,4.067,4.691
PER00437,10,family_obligation,4.341,3.469,5.709,2.829,3.691,4.681
PER00437,11,family_obligation,4.120,3.772,4.729,2.548,3.402,4.583
PER00437,12,ambiguous_conflict,4.792,3.872,4.029,2.229,3.898,4.638
PER00437,13,creative_exploration,3.257,3.449,3.543,1.746,2.461,1.154
PER00437,14,public_presentation,4.933,4.115,6.333,3.723,3.620,5.046
PER00438,1,quiet_work,3.310,2.807,3.931,1.577,4.605,5.353
PER00438,2,creative_exploration,3.334,3.227,3.941,1.817,3.159,2.435
PER00438,3,deadline_pressure,3.032,2.324,5.273,1.751,4.231,5.806
PER00438,4,family_obligation,4.043,3.003,4.389,1.883,4.080,5.384
PER00438,5,family_obligation,3.981,2.996,4.074,1.744,3.834,5.943
PER00438,6,creative_exploration,2.981,3.059,3.675,1.606,3.968,2.667
PER00438,7,social_event,4.059,2.539,5.087,1.845,2.926,3.314
PER00438,8,deadline_pressure,5.089,3.387,5.659,2.738,4.129,6.304
PER00438,9,deadline_pressure,3.824,3.254,3.567,1.658,4.478,5.576
PER00438,10,deadline_pressure,4.128,3.754,5.848,3.137,4.833,6.051
PER00438,11,deadline_pressure,2.913,2.605,5.481,2.040,4.519,6.511
PER00438,12,public_presentation,4.335,2.899,6.758,2.799,3.550,5.073
PER00438,13,team_meeting,4.135,3.129,4.882,2.182,3.968,3.915
PER00438,14,public_presentation,4.741,3.231,5.129,2.368,3.619,3.840
PER00439,1,ambiguous_conflict,4.213,3.553,4.272,2.168,3.803,3.720
PER00439,2,ambiguous_conflict,3.383,3.661,4.392,2.297,3.926,3.494
PER00439,3,creative_exploration,4.020,4.108,4.487,2.633,3.791,2.924
PER00439,4,public_presentation,4.917,4.464,6.694,4.269,4.718,4.268
PER00439,5,creative_exploration,3.525,3.866,3.934,2.173,3.537,3.015
PER00439,6,creative_exploration,3.608,3.462,4.291,2.122,3.794,2.280
PER00439,7,social_event,3.768,3.706,3.383,1.791,3.741,1.631
PER00439,8,family_obligation,3.921,3.175,4.365,1.980,3.391,5.191
PER00439,9,deadline_pressure,4.274,2.850,5.010,2.040,4.324,5.381
PER00439,10,deadline_pressure,5.085,3.778,6.175,3.333,4.283,4.937
PER00439,11,quiet_work,4.387,3.528,4.425,2.230,3.930,6.837
PER00439,12,team_meeting,5.049,3.945,5.594,3.152,4.096,4.109
PER00439,13,family_obligation,4.122,3.554,5.307,2.695,4.014,5.869
PER00439,14,social_event,4.099,3.759,3.549,1.906,4.299,2.011
PER00440,1,deadline_pressure,4.057,3.123,4.468,1.993,3.145,5.152
PER00440,2,creative_exploration,3.023,3.866,3.617,1.997,3.493,2.877
PER00440,3,quiet_work,3.971,4.364,4.353,2.713,3.305,5.971
PER00440,4,social_event,4.046,3.900,4.833,2.693,4.587,2.673
PER00440,5,team_meeting,3.604,3.236,3.417,1.580,3.419,3.550
PER00440,6,creative_exploration,3.229,2.920,3.590,1.498,2.312,1.850
PER00440,7,family_obligation,3.827,3.028,4.560,1.973,4.447,5.028
PER00440,8,quiet_work,2.944,2.357,3.546,1.194,4.159,6.263
PER00440,9,public_presentation,4.302,3.502,5.801,2.902,2.996,4.675
PER00440,10,team_meeting,3.484,2.695,4.295,1.653,3.152,3.833
PER00440,11,team_meeting,4.747,3.536,4.147,2.095,3.962,4.726
PER00440,12,public_presentation,5.163,3.347,6.707,3.207,3.856,5.098
PER00440,13,creative_exploration,4.374,3.667,4.796,2.513,3.583,2.552
PER00440,14,deadline_pressure,4.138,3.599,5.132,2.638,3.718,6.286
PER00441,1,family_obligation,4.054,3.628,3.559,1.845,4.465,4.917
PER00441,2,team_meeting,4.566,3.665,5.910,3.095,3.873,3.418
PER00441,3,creative_exploration,3.081,3.869,3.622,2.002,3.705,2.209
PER00441,4,deadline_pressure,3.164,3.223,3.998,1.841,3.236,5.430
PER00441,5,public_presentation,3.851,2.821,5.341,2.152,4.805,5.516
PER00441,6,social_event,3.605,4.186,3.914,2.340,3.866,2.984
PER00441,7,family_obligation,5.238,4.218,5.445,3.281,3.136,4.729
PER00441,8,family_obligation,4.716,3.594,5.275,2.709,3.378,4.318
PER00441,9,quiet_work,3.577,3.036,4.525,1.962,3.927,6.627
PER00441,10,quiet_work,3.361,4.002,4.836,2.764,3.894,6.034
PER00441,11,ambiguous_conflict,4.329,4.339,4.337,2.688,4.235,4.062
PER00441,12,ambiguous_conflict,4.337,3.760,4.768,2.561,3.290,3.598
PER00441,13,ambiguous_conflict,3.741,3.452,4.007,1.976,2.919,3.949
PER00441,14,creative_exploration,3.504,3.201,3.641,1.665,4.375,2.698
PER00442,1,social_event,4.426,3.809,5.540,3.015,2.860,3.415
PER00442,2,social_event,4.824,3.837,5.082,2.786,3.263,3.037
PER00442,3,quiet_work,4.106,3.387,3.881,1.878,4.005,6.601
PER00442,4,social_event,4.275,3.243,5.227,2.421,2.844,3.953
PER00442,5,ambiguous_conflict,4.018,3.603,4.685,2.411,3.348,3.848
PER00442,6,public_presentation,4.271,3.866,5.197,2.870,3.894,5.489
PER00442,7,ambiguous_conflict,3.674,2.936,3.926,1.647,2.401,2.607
PER00442,8,deadline_pressure,3.425,3.460,4.661,2.304,3.860,4.924
PER00442,9,ambiguous_conflict,4.691,3.610,3.805,1.962,4.377,3.480
PER00442,10,quiet_work,3.910,3.367,3.338,1.606,3.964,5.053
PER00442,11,creative_exploration,3.696,3.794,3.126,1.695,4.239,2.575
PER00442,12,deadline_pressure,3.673,3.392,4.792,2.322,3.817,5.001
PER00442,13,public_presentation,5.443,2.940,6.296,2.644,4.202,4.882
PER00442,14,creative_exploration,4.151,4.139,4.037,2.387,3.622,2.885
PER00443,1,creative_exploration,3.916,4.501,3.806,2.447,3.596,1.683
PER00443,2,ambiguous_conflict,3.839,3.973,3.770,2.140,4.505,3.645
PER00443,3,public_presentation,4.515,4.891,5.083,3.552,3.651,5.222
PER00443,4,public_presentation,4.407,3.399,6.384,3.100,3.963,5.406
PER00443,5,family_obligation,4.705,3.605,5.664,2.917,4.642,4.537
PER00443,6,team_meeting,4.494,3.749,4.559,2.441,3.440,4.270
PER00443,7,family_obligation,4.163,3.861,4.935,2.722,4.015,4.616
PER00443,8,deadline_pressure,4.054,3.613,4.328,2.234,3.882,4.423
PER00443,9,creative_exploration,3.353,3.946,2.304,1.299,3.356,1.949
PER00443,10,family_obligation,3.863,4.203,4.157,2.496,4.123,4.951
PER00443,11,public_presentation,4.657,3.936,5.544,3.117,3.535,5.177
PER00443,12,social_event,4.564,3.327,4.949,2.353,3.376,2.652
PER00443,13,social_event,4.003,3.378,4.058,1.958,4.054,3.158
PER00443,14,quiet_work,2.806,2.694,3.726,1.434,3.720,4.634
PER00444,1,deadline_pressure,4.118,4.024,4.774,2.745,4.199,4.833
PER00444,2,public_presentation,3.678,4.182,5.235,3.128,3.463,5.240
PER00444,3,team_meeting,4.201,3.968,3.748,2.124,3.260,3.645
PER00444,4,deadline_pressure,2.992,2.955,5.482,2.314,3.781,6.095
PER00444,5,deadline_pressure,3.592,3.358,4.155,1.993,3.662,5.890
PER00444,6,family_obligation,3.755,4.125,4.572,2.694,3.064,4.073
PER00444,7,social_event,4.457,2.910,5.190,2.158,3.866,1.827
PER00444,8,ambiguous_conflict,3.592,3.634,3.828,1.988,3.625,2.778
PER00444,9,quiet_work,4.459,3.048,3.774,1.643,3.567,5.315
PER00444,10,creative_exploration,3.526,3.412,3.988,1.944,3.784,2.681
PER00444,11,family_obligation,3.087,3.236,4.113,1.902,2.947,5.445
PER00444,12,creative_exploration,3.744,3.686,3.636,1.915,2.639,2.082
PER00444,13,ambiguous_conflict,4.277,3.374,4.685,2.258,2.870,2.966
PER00444,14,ambiguous_conflict,4.290,4.333,3.789,2.345,3.257,3.418
PER00445,1,creative_exploration,2.013,2.110,3.391,1.022,2.629,2.953
PER00445,2,quiet_work,3.406,3.370,4.127,1.986,3.819,5.383
PER00445,3,team_meeting,3.390,3.503,3.920,1.962,4.034,3.780
PER00445,4,social_event,3.826,3.743,5.169,2.764,3.300,2.293
PER00445,5,team_meeting,3.757,3.483,4.557,2.268,3.374,3.642
PER00445,6,family_obligation,3.735,3.670,4.417,2.316,4.119,5.371
PER00445,7,creative_exploration,4.503,2.921,4.839,2.019,3.336,2.760
PER00445,8,family_obligation,3.485,3.696,4.849,2.560,3.098,4.899
PER00445,9,ambiguous_conflict,4.509,3.342,3.814,1.821,3.933,3.711
PER00445,10,ambiguous_conflict,4.438,3.140,4.854,2.177,3.887,3.618
PER00445,11,social_event,4.065,3.729,3.862,2.057,2.755,3.666
PER00445,12,quiet_work,3.744,3.696,4.063,2.145,3.291,6.392
PER00445,13,quiet_work,3.814,3.411,3.805,1.854,4.453,5.853
PER00445,14,ambiguous_conflict,3.678,2.416,5.256,1.814,4.190,3.153
PER00446,1,quiet_work,3.930,4.140,4.400,2.602,3.474,5.816
PER00446,2,team_meeting,4.960,3.956,5.443,3.076,3.370,3.889
PER00446,3,creative_exploration,4.186,4.183,3.655,2.184,3.192,2.243
PER00446,4,quiet_work,3.326,3.310,3.422,1.618,4.561,5.748
PER00446,5,creative_exploration,4.674,3.988,4.102,2.337,4.390,1.867
PER00446,6,creative_exploration,3.859,3.662,3.027,1.583,4.339,2.585
PER00446,7,ambiguous_conflict,4.820,4.426,5.244,3.316,3.110,2.826
PER00446,8,family_obligation,4.036,4.372,4.226,2.640,4.423,4.730
PER00446,9,creative_exploration,3.372,3.383,2.813,1.359,3.279,2.431
PER00446,10,ambiguous_conflict,3.569,3.681,2.449,1.287,4.631,3.575
PER00446,11,ambiguous_conflict,3.695,3.967,4.380,2.482,3.869,3.400
PER00446,12,quiet_work,3.358,3.541,4.197,2.123,3.524,4.265
PER00446,13,quiet_work,3.001,3.834,4.885,2.676,3.635,6.710
PER00446,14,ambiguous_conflict,4.310,3.887,3.392,1.884,4.915,3.355
PER00447,1,public_presentation,3.850,3.743,5.792,3.097,4.127,5.923
PER00447,2,team_meeting,4.018,3.957,4.080,2.307,4.187,4.515
PER00447,3,deadline_pressure,5.147,3.960,5.696,3.222,4.993,5.389
PER00447,4,deadline_pressure,3.865,3.846,4.494,2.469,3.874,4.963
PER00447,5,public_presentation,4.576,4.436,3.767,2.388,4.562,4.894
PER00447,6,family_obligation,3.968,3.925,4.071,2.283,4.585,4.391
PER00447,7,creative_exploration,3.436,4.059,4.096,2.375,3.520,2.322
PER00447,8,family_obligation,4.970,3.991,5.919,3.375,4.146,4.872
PER00447,9,deadline_pressure,5.158,4.287,5.882,3.602,4.636,4.906
PER00447,10,creative_exploration,3.657,3.209,3.121,1.431,4.664,2.456
PER00447,11,deadline_pressure,4.057,3.815,4.488,2.446,4.540,6.276
PER00447,12,team_meeting,4.255,2.995,5.186,2.218,4.543,4.580
PER00447,13,deadline_pressure,3.736,3.807,5.502,2.992,3.849,5.825
PER00447,14,ambiguous_conflict,4.243,4.331,4.339,2.684,4.235,3.560
PER00448,1,public_presentation,3.402,3.259,4.460,2.077,3.067,4.440
PER00448,2,social_event,4.287,3.987,3.254,1.853,4.333,2.111
PER00448,3,creative_exploration,3.277,3.382,2.406,1.162,3.018,2.514
PER00448,4,family_obligation,3.144,2.671,5.348,2.040,2.713,4.796
PER00448,5,deadline_pressure,4.560,4.057,4.710,2.730,3.973,4.991
PER00448,6,team_meeting,3.018,2.829,3.851,1.557,2.788,4.386
