person_id,assessment_context,extraversion,agreeableness,conscientiousness,neuroticism,openness,extraversion_category,conscientiousness_category,neuroticism_category,profile_type,synthetic_cluster,nearest_threshold_distance,near_threshold_boundary,cluster_boundary_margin,near_cluster_boundary,dimensional_signal_strength,information_loss_index,well_being,collaboration_score,reflective_utility_score
TTD00274,organizational_learning_context,5.434,5.208,5.343,2.249,4.465,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.135,1,0.562,0,1.240,1.296,4.138,5.720,2.004
TTD00275,organizational_learning_context,4.726,5.593,5.377,2.955,5.244,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.396,0,0.681,0,1.197,0.900,4.231,3.968,1.009
TTD00276,organizational_learning_context,4.731,5.343,6.544,2.973,5.292,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.401,0,1.099,0,1.387,0.803,4.590,4.565,1.427
TTD00277,organizational_learning_context,5.940,4.680,4.767,2.351,5.048,higher,higher,lower,mixed_dimensional_profile,social_collaborative_profile,0.350,0,0.050,1,1.217,1.249,3.461,4.420,2.447
TTD00278,organizational_learning_context,5.229,5.480,7.000,1.943,5.510,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.899,0,1.167,0,1.855,0.642,4.860,5.647,1.122
TTD00279,organizational_learning_context,4.183,5.993,5.858,2.613,5.190,moderate,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.147,1,1.007,0,1.322,1.253,4.387,5.387,1.751
TTD00280,organizational_learning_context,4.953,6.352,5.653,2.654,5.218,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.623,0,0.501,1,1.504,1.114,3.744,4.635,1.587
TTD00281,organizational_learning_context,4.981,5.503,5.595,2.441,4.516,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.186,0,0.944,0,1.231,0.881,3.398,4.889,1.472
TTD00282,organizational_learning_context,5.351,6.364,5.782,2.542,3.801,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.131,1,0.150,1,1.431,1.564,4.280,6.097,1.376
TTD00283,organizational_learning_context,4.475,5.687,5.603,3.016,5.065,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.145,1,0.801,0,1.163,1.340,3.653,5.422,1.900
TTD00284,organizational_learning_context,4.854,5.079,6.162,2.880,5.460,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.524,0,1.127,0,1.335,0.827,4.002,5.544,2.170
TTD00285,organizational_learning_context,5.842,4.737,3.678,2.387,5.658,higher,moderate,lower,mixed_dimensional_profile,social_collaborative_profile,0.008,1,0.437,1,1.234,1.659,3.259,4.922,1.823
TTD00286,organizational_learning_context,5.425,4.206,5.745,1.906,5.245,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.124,1,0.965,0,1.343,1.243,4.957,4.428,1.811
TTD00287,organizational_learning_context,2.322,5.183,5.844,5.207,4.633,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.303,0,1.706,0,1.309,0.840,2.780,3.478,1.379
TTD00288,organizational_learning_context,2.478,5.588,5.391,5.282,5.426,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.952,0,0.887,0,1.442,0.779,3.517,4.643,1.922
TTD00289,organizational_learning_context,2.106,5.533,5.987,5.306,5.609,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.976,0,0.936,0,1.666,0.697,3.782,3.279,1.899
TTD00290,organizational_learning_context,2.300,3.090,5.503,4.746,3.544,lower,higher,higher,mixed_dimensional_profile,overcontrolled_sensitive_profile,0.126,1,0.390,1,1.063,1.766,2.919,3.308,1.512
TTD00291,organizational_learning_context,2.323,3.381,6.441,6.118,4.077,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.253,0,1.690,0,1.386,0.804,2.814,3.361,1.594
TTD00292,organizational_learning_context,3.405,4.531,5.677,5.825,3.540,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.130,1,1.323,0,1.018,1.440,2.563,3.069,1.816
TTD00293,organizational_learning_context,3.067,4.718,6.869,5.798,4.114,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.216,0,1.986,0,1.286,0.851,3.035,4.254,1.692
TTD00294,organizational_learning_context,2.911,5.217,6.228,4.704,4.144,lower,higher,higher,mixed_dimensional_profile,overcontrolled_sensitive_profile,0.186,0,1.546,0,1.077,0.977,3.139,3.642,1.000
TTD00295,organizational_learning_context,3.202,4.663,4.753,5.063,3.848,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.178,1,0.508,1,0.686,2.152,2.614,3.399,2.375
TTD00296,organizational_learning_context,3.321,5.860,5.897,6.237,4.244,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.086,1,2.027,0,1.383,1.225,3.188,3.660,2.347
TTD00297,organizational_learning_context,3.776,5.145,5.060,5.727,5.193,moderate,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.106,1,1.069,0,1.070,1.401,2.161,3.689,1.700
TTD00298,organizational_learning_context,3.024,5.065,6.115,5.138,5.236,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.646,0,1.303,0,1.306,0.841,3.255,3.801,1.569
TTD00299,organizational_learning_context,1.885,3.772,5.290,5.829,4.525,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.102,1,1.239,0,1.197,1.320,1.975,3.277,1.637
TTD00300,organizational_learning_context,2.620,5.236,6.129,5.770,5.020,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.690,0,1.801,0,1.507,0.753,2.991,3.417,1.216
TTD00301,organizational_learning_context,3.380,4.800,4.834,4.974,4.841,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.290,0,0.726,0,0.814,1.208,2.989,3.719,2.205
TTD00302,organizational_learning_context,3.345,6.374,5.155,5.700,4.538,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.208,0,1.404,0,1.285,0.852,2.661,3.881,1.829
TTD00303,organizational_learning_context,2.716,5.656,5.464,5.893,4.926,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.596,0,1.680,0,1.445,0.778,3.034,4.266,2.186
TTD00304,organizational_learning_context,3.335,5.118,5.731,4.733,4.810,lower,higher,higher,mixed_dimensional_profile,overcontrolled_sensitive_profile,0.335,0,1.165,0,1.011,1.024,3.938,4.124,2.108
TTD00305,organizational_learning_context,2.507,4.336,4.536,5.996,3.911,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.006,1,1.243,0,0.890,1.549,1.729,3.965,1.638
TTD00306,organizational_learning_context,2.281,5.454,6.044,5.802,4.341,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.011,1,2.036,0,1.472,1.187,2.799,2.962,2.223
TTD00307,organizational_learning_context,2.360,4.673,4.952,5.476,4.123,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.207,0,1.631,0,0.973,1.056,2.245,4.066,1.902
TTD00308,organizational_learning_context,2.356,4.307,5.562,6.844,4.491,lower,higher,higher,overcontrolled_sensitive_type,overcontrolled_sensitive_profile,0.023,1,1.842,0,1.370,1.231,2.661,3.518,1.610
TTD00309,organizational_learning_context,4.824,2.993,2.413,4.605,5.115,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.275,0,1.336,0,1.028,1.012,1.727,4.188,1.606
TTD00310,organizational_learning_context,5.201,3.215,3.136,4.467,5.343,higher,lower,higher,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.137,1,0.895,0,0.932,1.510,1.364,3.896,1.895
TTD00311,organizational_learning_context,5.487,3.493,3.134,4.912,4.681,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.177,1,1.314,0,0.891,1.549,1.780,3.361,2.208
TTD00312,organizational_learning_context,5.672,3.761,3.063,4.766,4.590,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.091,1,1.179,0,0.841,1.599,2.050,3.603,1.379
TTD00313,organizational_learning_context,5.671,3.204,2.173,4.054,3.970,higher,lower,moderate,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.276,0,1.471,0,0.876,1.143,1.461,3.534,1.904
TTD00314,organizational_learning_context,4.678,3.106,2.712,4.090,4.402,higher,lower,moderate,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.072,1,0.772,0,0.670,1.815,1.403,3.779,2.088
TTD00315,organizational_learning_context,5.026,3.250,3.400,5.186,4.296,higher,lower,higher,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.034,1,1.066,0,0.772,1.677,1.046,3.828,1.541
TTD00316,organizational_learning_context,6.048,2.948,2.816,4.840,4.136,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.194,0,1.851,0,1.052,0.994,1.116,2.790,2.592
TTD00317,organizational_learning_context,5.206,3.189,2.221,6.010,4.832,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.481,0,1.797,0,1.328,0.831,1.161,3.655,1.993
TTD00318,organizational_learning_context,6.016,3.309,3.413,4.718,4.304,higher,lower,higher,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.026,1,1.221,0,0.863,1.576,2.522,3.450,2.191
TTD00319,organizational_learning_context,4.763,2.992,2.705,4.546,4.248,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.082,1,1.332,0,0.772,1.677,1.934,3.805,1.563
TTD00320,organizational_learning_context,6.085,3.163,2.796,5.769,4.661,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.331,0,1.844,0,1.311,0.839,1.831,3.924,2.219
TTD00321,organizational_learning_context,5.515,3.865,3.151,5.493,3.617,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.053,1,1.069,0,0.875,1.564,1.980,4.342,2.124
TTD00322,organizational_learning_context,5.696,2.122,2.301,5.260,4.429,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.099,1,2.083,0,1.392,1.221,1.450,3.587,2.077
TTD00323,organizational_learning_context,5.551,2.785,2.647,5.986,3.831,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.161,1,1.871,0,1.255,1.288,1.286,2.818,2.224
TTD00324,organizational_learning_context,6.401,4.016,2.643,3.696,3.643,higher,lower,moderate,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.026,1,0.786,0,0.887,1.552,2.154,4.012,2.196
TTD00325,organizational_learning_context,4.250,3.944,3.225,4.358,4.082,moderate,lower,higher,mixed_dimensional_profile,mixed_boundary_profile,0.028,1,0.587,0,0.304,2.793,1.955,3.038,2.541
TTD00326,organizational_learning_context,5.434,3.205,2.618,4.804,3.965,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.295,0,1.920,0,0.890,1.129,1.385,3.716,2.410
TTD00327,organizational_learning_context,4.785,4.334,2.505,5.306,3.638,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.004,1,0.703,0,0.857,1.582,1.437,3.629,1.873
TTD00328,organizational_learning_context,5.400,3.454,4.056,5.094,3.415,higher,moderate,higher,mixed_dimensional_profile,undercontrolled_low_regulation_profile,0.216,0,0.319,1,0.736,1.662,1.431,3.971,1.845
TTD00329,organizational_learning_context,4.449,3.266,2.916,4.817,4.200,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.119,1,0.817,0,0.657,1.835,1.542,3.616,1.871
TTD00330,organizational_learning_context,4.468,3.131,1.797,4.608,3.449,higher,lower,higher,undercontrolled_reactive_type,undercontrolled_low_regulation_profile,0.138,1,1.135,0,0.940,1.504,1.244,3.160,1.890
TTD00331,organizational_learning_context,2.868,4.829,4.475,3.571,5.706,lower,higher,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.099,1,1.422,0,0.914,1.526,3.513,4.007,2.359
TTD00332,organizational_learning_context,3.344,4.746,4.612,3.998,7.000,lower,higher,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.282,0,1.668,0,1.003,1.031,3.186,4.629,1.449
TTD00333,organizational_learning_context,3.222,4.414,3.876,3.400,6.918,lower,moderate,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.084,1,1.745,0,0.967,1.480,3.348,3.861,2.525
TTD00334,organizational_learning_context,1.842,3.532,4.272,4.522,6.190,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.058,1,1.420,0,1.122,1.366,2.863,2.647,1.622
TTD00335,organizational_learning_context,1.964,4.066,3.632,4.843,5.762,lower,lower,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.038,1,1.276,0,1.015,1.442,2.344,3.878,2.664
TTD00336,organizational_learning_context,2.136,5.472,5.704,3.574,5.503,lower,higher,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.096,1,0.257,1,1.394,1.580,4.216,3.919,1.220
TTD00337,organizational_learning_context,2.850,4.527,4.652,4.022,4.290,lower,higher,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.040,1,0.256,1,0.528,2.434,2.426,3.252,1.974
TTD00338,organizational_learning_context,2.378,4.937,3.456,4.006,6.005,lower,lower,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.214,0,1.806,0,1.023,1.016,2.864,3.822,1.687
TTD00339,organizational_learning_context,2.289,3.173,4.817,4.617,6.671,lower,higher,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.287,0,1.247,0,1.329,0.830,2.483,3.830,1.414
TTD00340,organizational_learning_context,2.170,4.503,4.418,3.708,5.460,lower,higher,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.038,1,1.390,0,0.901,1.539,2.791,3.698,1.313
TTD00341,organizational_learning_context,2.902,4.549,4.900,3.358,6.405,lower,higher,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.219,0,1.664,0,1.119,0.948,3.360,3.533,2.319
TTD00342,organizational_learning_context,2.567,3.665,4.045,4.457,5.770,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.005,1,1.510,0,0.808,1.634,2.230,3.774,1.687
TTD00343,organizational_learning_context,3.329,4.036,3.801,4.490,6.017,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.131,1,1.313,0,0.683,1.796,2.576,3.516,1.999
TTD00344,organizational_learning_context,2.441,4.372,4.504,4.597,6.393,lower,higher,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.042,1,1.582,0,1.085,1.391,3.250,3.373,1.804
TTD00345,organizational_learning_context,3.594,5.098,5.027,3.244,5.500,lower,higher,lower,mixed_dimensional_profile,open_reflective_introverted_profile,0.076,1,0.004,1,0.958,1.848,3.525,4.725,1.658
TTD00346,organizational_learning_context,2.363,4.943,4.397,5.359,5.488,lower,higher,higher,open_reflective_introverted_type,overcontrolled_sensitive_profile,0.067,1,0.010,1,1.165,1.699,2.909,3.578,1.280
TTD00347,organizational_learning_context,2.890,4.908,4.298,4.926,6.508,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.032,1,1.237,0,1.150,1.348,3.173,3.239,1.845
TTD00348,organizational_learning_context,3.214,6.212,4.920,4.146,6.328,lower,higher,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.184,0,0.643,0,1.278,0.856,4.829,4.665,1.886
TTD00349,organizational_learning_context,1.804,5.108,4.074,3.156,6.550,lower,moderate,lower,open_reflective_introverted_type,open_reflective_introverted_profile,0.256,0,1.837,0,1.355,0.818,3.224,3.629,1.665
TTD00350,organizational_learning_context,3.324,4.246,4.006,4.443,5.954,lower,moderate,higher,open_reflective_introverted_type,open_reflective_introverted_profile,0.084,1,1.413,0,0.665,1.823,3.017,2.903,1.617
TTD00351,organizational_learning_context,1.961,4.087,3.871,4.219,6.076,lower,moderate,moderate,open_reflective_introverted_type,open_reflective_introverted_profile,0.111,1,1.843,0,0.910,1.530,2.239,4.031,1.980
TTD00352,organizational_learning_context,3.531,4.395,4.956,4.049,5.170,lower,higher,moderate,mixed_dimensional_profile,open_reflective_introverted_profile,0.065,1,0.226,1,0.608,2.277,3.281,3.465,1.543
TTD00353,organizational_learning_context,5.714,6.115,4.652,2.686,4.197,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.133,1,0.759,0,1.198,1.319,3.618,5.852,1.778
TTD00354,organizational_learning_context,5.384,5.880,4.800,3.736,4.338,higher,higher,moderate,social_collaborative_type,social_collaborative_profile,0.008,1,0.912,0,0.933,1.509,3.325,5.191,1.808
TTD00355,organizational_learning_context,6.538,5.511,5.542,2.848,4.640,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.310,0,0.433,1,1.476,1.125,3.663,5.435,1.489
TTD00356,organizational_learning_context,5.548,5.214,4.484,3.560,6.051,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.110,1,0.516,1,1.147,1.710,3.644,4.803,1.599
TTD00357,organizational_learning_context,6.705,5.374,4.139,3.277,3.799,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.129,1,1.164,0,1.028,1.432,2.625,5.454,2.185
TTD00358,organizational_learning_context,6.492,6.292,5.265,1.329,5.137,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.807,0,0.012,1,1.971,0.972,4.482,5.357,1.802
TTD00359,organizational_learning_context,5.583,5.440,4.806,2.948,4.096,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.234,0,0.590,0,0.995,1.037,4.016,5.701,1.613
TTD00360,organizational_learning_context,4.858,6.662,4.480,3.812,4.578,higher,higher,moderate,mixed_dimensional_profile,social_collaborative_profile,0.142,1,0.731,0,0.953,1.492,3.549,5.269,1.135
TTD00361,organizational_learning_context,5.103,5.326,4.969,3.463,4.093,higher,higher,lower,mixed_dimensional_profile,social_collaborative_profile,0.207,0,0.344,1,0.806,1.577,2.742,4.665,1.992
TTD00362,organizational_learning_context,6.084,5.375,4.811,2.608,4.922,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.481,0,0.598,0,1.317,0.836,3.436,5.137,2.626
TTD00363,organizational_learning_context,4.724,5.887,4.876,2.437,5.166,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.394,0,0.405,1,1.244,1.234,4.135,5.570,1.826
TTD00364,organizational_learning_context,6.165,6.454,4.053,3.604,3.511,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.066,1,1.202,0,1.112,1.373,3.412,5.484,1.991
TTD00365,organizational_learning_context,5.571,5.766,4.240,2.950,4.716,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.090,1,1.054,0,1.068,1.402,4.063,4.876,1.425
TTD00366,organizational_learning_context,5.387,4.647,4.379,3.641,6.276,higher,higher,lower,mixed_dimensional_profile,social_collaborative_profile,0.029,1,0.297,1,1.010,1.806,2.339,5.071,1.001
TTD00367,organizational_learning_context,5.289,5.804,4.204,2.500,5.332,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.126,1,0.412,1,1.226,1.664,3.884,4.838,2.023
TTD00368,organizational_learning_context,5.226,5.433,5.287,2.483,4.345,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.015,1,0.439,1,1.162,1.701,3.118,4.249,1.200
TTD00369,organizational_learning_context,5.032,5.536,5.223,2.775,4.432,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.102,1,0.326,1,1.090,1.748,3.869,5.105,2.226
TTD00370,organizational_learning_context,6.212,5.579,5.087,3.135,4.588,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.258,0,0.924,0,1.266,0.862,3.128,5.564,2.189
TTD00371,organizational_learning_context,5.664,4.629,3.859,2.082,5.170,higher,moderate,lower,mixed_dimensional_profile,social_collaborative_profile,0.189,0,0.226,1,1.104,1.318,3.789,5.813,1.944
TTD00372,organizational_learning_context,5.251,6.287,4.814,4.449,4.422,higher,higher,higher,social_collaborative_type,social_collaborative_profile,0.092,1,0.869,0,1.045,1.419,3.076,5.183,1.522
TTD00373,organizational_learning_context,6.423,5.030,4.063,2.436,5.162,higher,moderate,lower,social_collaborative_type,social_collaborative_profile,0.267,0,0.720,0,1.248,0.871,4.310,4.429,1.847
TTD00374,organizational_learning_context,5.580,5.761,3.351,2.873,4.159,higher,lower,lower,social_collaborative_type,social_collaborative_profile,0.171,1,0.994,0,1.055,1.412,2.494,5.424,2.054
TTD00375,organizational_learning_context,3.970,3.439,4.635,4.277,3.751,moderate,higher,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.053,1,1.515,0,0.350,2.595,3.082,3.634,2.542
TTD00376,organizational_learning_context,3.718,3.425,3.659,3.647,3.776,moderate,lower,lower,mixed_dimensional_profile,mixed_boundary_profile,0.011,1,1.392,0,0.355,2.578,2.696,4.069,1.786
TTD00377,organizational_learning_context,4.599,4.280,4.413,4.061,3.620,higher,higher,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.050,1,1.513,0,0.346,2.611,2.237,4.534,2.148
TTD00378,organizational_learning_context,3.511,3.694,3.773,4.102,4.295,lower,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.024,1,1.369,0,0.284,2.893,2.895,2.864,2.985
TTD00379,organizational_learning_context,4.218,4.119,3.944,4.198,3.911,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.112,1,1.697,0,0.136,4.003,2.942,4.459,1.548
TTD00380,organizational_learning_context,3.914,3.883,3.493,4.352,3.812,moderate,lower,higher,mixed_dimensional_profile,mixed_boundary_profile,0.022,1,1.168,0,0.250,3.080,2.841,3.840,2.046
TTD00381,organizational_learning_context,4.504,3.916,4.227,4.051,4.186,higher,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.103,1,1.459,0,0.210,3.340,2.015,3.676,1.889
TTD00382,organizational_learning_context,3.657,3.600,4.347,3.735,3.637,lower,higher,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.013,1,1.875,0,0.344,2.622,2.751,3.731,2.538
TTD00383,organizational_learning_context,3.575,3.820,3.931,3.800,3.560,lower,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.095,1,1.836,0,0.263,3.005,2.430,3.372,2.909
TTD00384,organizational_learning_context,3.443,3.757,3.860,3.485,4.879,lower,moderate,lower,mixed_dimensional_profile,mixed_boundary_profile,0.087,1,0.493,1,0.467,2.582,2.246,3.216,2.639
TTD00385,organizational_learning_context,4.070,4.644,3.220,3.903,3.667,moderate,lower,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.003,1,1.211,0,0.385,2.467,2.873,4.124,2.291
TTD00386,organizational_learning_context,3.696,3.946,4.152,3.784,3.919,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.026,1,1.974,0,0.161,3.743,2.100,4.351,2.538
TTD00387,organizational_learning_context,3.548,3.481,3.204,3.972,3.662,lower,lower,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.008,1,0.963,0,0.427,2.335,1.890,3.489,2.186
TTD00388,organizational_learning_context,3.976,3.638,3.973,4.479,3.937,moderate,moderate,higher,mixed_dimensional_profile,mixed_boundary_profile,0.032,1,1.307,0,0.191,3.487,1.191,3.412,2.495
TTD00389,organizational_learning_context,4.226,4.391,4.577,4.042,3.726,moderate,higher,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.056,1,1.618,0,0.302,2.803,2.500,3.744,1.984
TTD00390,organizational_learning_context,4.363,4.793,3.703,4.122,4.603,higher,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.033,1,1.077,0,0.435,2.309,3.208,4.098,2.352
TTD00391,organizational_learning_context,3.876,3.798,4.445,3.587,3.783,moderate,higher,lower,mixed_dimensional_profile,mixed_boundary_profile,0.083,1,1.977,0,0.280,2.912,3.062,3.239,2.155
TTD00392,organizational_learning_context,4.476,4.034,3.817,4.164,4.243,higher,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.087,1,1.195,0,0.220,3.269,2.098,3.797,2.449
TTD00393,organizational_learning_context,4.198,3.791,4.076,4.130,3.876,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.121,1,1.671,0,0.147,3.883,2.533,3.975,2.281
TTD00394,organizational_learning_context,3.747,3.972,3.970,4.317,3.955,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.013,1,1.801,0,0.134,4.019,1.446,4.411,2.176
TTD00395,organizational_learning_context,3.912,3.436,3.856,4.156,3.970,moderate,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.174,1,1.317,0,0.196,3.444,1.789,3.676,1.803
TTD00396,organizational_learning_context,4.331,3.468,4.169,4.190,4.406,higher,moderate,moderate,mixed_dimensional_profile,mixed_boundary_profile,0.001,1,1.107,0,0.326,2.696,2.476,3.530,2.282
TTD00397,clinical_conceptual_context,3.985,5.811,5.380,1.668,6.225,moderate,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.315,0,0.975,0,1.553,0.692,5.144,5.485,1.984
TTD00398,clinical_conceptual_context,4.780,5.663,4.902,2.581,4.776,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.446,0,0.360,1,1.108,1.271,3.764,4.917,1.482
TTD00399,clinical_conceptual_context,5.193,6.082,6.404,1.816,4.493,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.163,1,0.909,0,1.671,1.071,4.460,5.509,1.387
TTD00400,clinical_conceptual_context,4.286,4.761,5.050,1.311,4.605,moderate,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.044,1,0.993,0,1.078,1.352,3.898,6.303,1.943
TTD00401,clinical_conceptual_context,5.936,5.093,4.590,1.975,4.703,higher,higher,lower,social_collaborative_type,social_collaborative_profile,0.260,0,0.136,1,1.269,1.176,4.410,4.477,1.636
TTD00402,clinical_conceptual_context,4.799,4.930,6.336,2.433,4.977,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.469,0,1.361,0,1.322,0.790,4.761,4.312,1.230
TTD00403,clinical_conceptual_context,5.163,4.578,6.455,2.513,4.713,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.248,0,1.119,0,1.279,0.811,3.226,5.025,1.724
TTD00404,clinical_conceptual_context,4.843,5.156,6.015,3.447,5.538,higher,higher,lower,mixed_dimensional_profile,resilient_high_regulation_profile,0.223,0,0.698,0,1.221,0.842,4.729,4.413,1.000
TTD00405,clinical_conceptual_context,5.212,5.044,5.317,2.694,5.337,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.714,0,0.720,0,1.243,0.830,3.773,5.311,1.620
TTD00406,clinical_conceptual_context,5.027,5.344,5.400,2.728,4.960,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.630,0,0.899,0,1.201,0.854,4.050,5.864,2.151
TTD00407,clinical_conceptual_context,5.305,5.143,5.754,2.455,5.264,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.813,0,1.099,0,1.402,0.752,4.031,5.618,1.410
TTD00408,clinical_conceptual_context,5.091,5.830,5.167,2.987,4.709,higher,higher,lower,resilient_regulated_type,social_collaborative_profile,0.379,0,0.005,1,1.162,1.237,3.816,4.835,2.291
TTD00409,clinical_conceptual_context,5.199,5.547,5.738,2.726,5.144,higher,higher,lower,resilient_regulated_type,resilient_high_regulation_profile,0.814,0,0.906,0,1.380,0.762,3.882,4.522,1.255
