person_id,wave,wave_numeric,age,life_stage,cohort,cultural_context,neuroticism,extraversion,conscientiousness,openness,agreeableness,role_investment,state_practice_frequency,perceived_support
PLS0068,adulthood,4,37.5,adulthood,younger_cohort,institutionally_supported,3.639,5.652,5.733,5.250,3.699,4.442,5.299,4.429
PLS0068,midlife,5,52.7,midlife,younger_cohort,institutionally_supported,3.449,4.987,5.716,5.017,4.416,6.144,6.445,4.692
PLS0068,later_life,6,70.9,later_life,younger_cohort,institutionally_supported,2.289,4.561,6.761,4.774,4.986,5.378,6.396,4.876
PLS0069,childhood,1,9.5,childhood,older_cohort,high_transition_context,5.374,3.479,3.832,3.904,3.357,2.447,4.237,3.802
PLS0069,adolescence,2,17.0,adolescence,older_cohort,high_transition_context,4.213,3.573,4.128,4.641,3.481,2.668,3.207,4.243
PLS0069,emerging_adulthood,3,25.1,emerging_adulthood,older_cohort,high_transition_context,4.463,3.938,4.358,4.689,3.318,2.929,4.161,4.526
PLS0069,adulthood,4,38.1,adulthood,older_cohort,high_transition_context,4.064,3.472,5.024,4.215,3.995,4.422,5.443,4.287
PLS0069,midlife,5,52.6,midlife,older_cohort,high_transition_context,4.093,3.945,5.898,4.356,4.323,4.802,5.325,2.722
PLS0069,later_life,6,70.8,later_life,older_cohort,high_transition_context,4.217,4.782,7.000,3.956,3.971,4.812,6.181,3.278
PLS0070,childhood,1,9.1,childhood,middle_cohort,individualist_urban,4.804,4.801,3.278,3.899,2.934,2.500,3.366,4.363
PLS0070,adolescence,2,16.1,adolescence,middle_cohort,individualist_urban,5.700,4.823,3.465,3.781,3.563,2.339,3.413,4.417
PLS0070,emerging_adulthood,3,24.3,emerging_adulthood,middle_cohort,individualist_urban,5.028,4.895,3.461,4.086,3.772,3.834,4.265,4.351
PLS0070,adulthood,4,38.3,adulthood,middle_cohort,individualist_urban,4.471,4.806,5.061,3.985,3.744,4.690,5.127,4.225
PLS0070,midlife,5,52.0,midlife,middle_cohort,individualist_urban,3.937,5.498,5.420,3.784,3.919,5.112,5.392,4.214
PLS0070,later_life,6,69.6,later_life,middle_cohort,individualist_urban,4.116,5.703,5.628,4.047,4.280,4.807,6.540,4.007
PLS0071,childhood,1,8.2,childhood,older_cohort,institutionally_supported,4.232,4.448,3.041,5.318,4.104,3.479,3.588,5.222
PLS0071,adolescence,2,17.1,adolescence,older_cohort,institutionally_supported,3.901,4.229,3.061,5.156,4.541,3.153,3.127,5.609
PLS0071,emerging_adulthood,3,25.2,emerging_adulthood,older_cohort,institutionally_supported,4.402,4.563,3.635,5.970,5.335,3.490,3.912,4.817
PLS0071,adulthood,4,38.1,adulthood,older_cohort,institutionally_supported,3.434,4.742,4.274,5.087,5.113,3.848,4.198,5.028
PLS0071,midlife,5,51.6,midlife,older_cohort,institutionally_supported,3.117,4.930,5.546,5.246,5.202,5.877,5.722,5.875
PLS0071,later_life,6,69.1,later_life,older_cohort,institutionally_supported,3.313,4.521,5.660,5.197,6.243,5.220,5.987,5.629
PLS0072,childhood,1,8.1,childhood,middle_cohort,individualist_urban,4.332,4.967,4.334,3.553,4.280,2.597,3.338,4.615
PLS0072,adolescence,2,16.2,adolescence,middle_cohort,individualist_urban,3.653,4.458,3.859,4.200,3.310,3.169,4.477,4.165
PLS0072,emerging_adulthood,3,23.3,emerging_adulthood,middle_cohort,individualist_urban,3.013,4.283,4.401,3.856,4.544,2.887,4.635,4.867
PLS0072,adulthood,4,38.3,adulthood,middle_cohort,individualist_urban,3.510,4.399,4.951,3.476,5.048,3.525,5.064,4.464
PLS0072,midlife,5,51.4,midlife,middle_cohort,individualist_urban,3.694,4.429,5.821,3.468,4.993,4.930,5.547,3.647
PLS0072,later_life,6,70.5,later_life,middle_cohort,individualist_urban,3.181,5.423,6.425,3.740,5.163,5.351,6.588,4.451
PLS0073,childhood,1,8.4,childhood,middle_cohort,individualist_urban,4.655,5.215,3.088,4.835,4.217,3.645,3.966,4.104
PLS0073,adolescence,2,16.2,adolescence,middle_cohort,individualist_urban,5.136,4.782,3.559,5.539,4.190,3.390,4.146,3.825
PLS0073,emerging_adulthood,3,23.4,emerging_adulthood,middle_cohort,individualist_urban,4.557,5.627,3.594,5.252,4.216,3.495,4.452,4.887
PLS0073,adulthood,4,38.8,adulthood,middle_cohort,individualist_urban,4.351,5.041,4.527,5.204,4.812,3.598,5.121,4.891
PLS0073,midlife,5,51.1,midlife,middle_cohort,individualist_urban,4.172,4.835,5.175,5.268,4.800,4.597,6.237,3.266
PLS0073,later_life,6,69.2,later_life,middle_cohort,individualist_urban,4.156,5.388,5.822,4.342,5.391,5.127,6.060,3.867
PLS0074,childhood,1,9.0,childhood,older_cohort,individualist_urban,4.626,3.947,3.471,4.279,4.872,2.380,3.592,4.427
PLS0074,adolescence,2,15.2,adolescence,older_cohort,individualist_urban,4.412,3.918,3.579,4.109,4.972,2.703,3.576,5.181
PLS0074,emerging_adulthood,3,23.1,emerging_adulthood,older_cohort,individualist_urban,4.685,4.070,4.677,4.645,4.625,3.468,3.933,4.280
PLS0074,adulthood,4,38.9,adulthood,older_cohort,individualist_urban,3.895,4.421,4.941,4.006,4.767,4.035,5.455,4.368
PLS0074,midlife,5,53.1,midlife,older_cohort,individualist_urban,4.166,4.198,5.682,4.469,5.521,5.850,5.427,4.326
PLS0074,later_life,6,70.5,later_life,older_cohort,individualist_urban,3.725,3.876,6.584,3.733,5.202,5.684,6.883,4.228
PLS0075,childhood,1,8.3,childhood,younger_cohort,individualist_urban,5.220,3.652,4.126,4.590,4.060,3.286,3.994,4.126
PLS0075,adolescence,2,14.9,adolescence,younger_cohort,individualist_urban,4.706,3.689,3.385,4.684,3.978,2.383,3.464,3.740
PLS0075,emerging_adulthood,3,24.6,emerging_adulthood,younger_cohort,individualist_urban,3.929,3.923,3.630,4.353,3.726,4.224,4.177,4.790
PLS0075,adulthood,4,38.4,adulthood,younger_cohort,individualist_urban,4.526,3.647,5.024,4.308,4.816,4.374,4.849,3.936
PLS0075,midlife,5,53.2,midlife,younger_cohort,individualist_urban,4.233,3.920,4.699,4.081,4.500,4.254,5.228,4.276
PLS0075,later_life,6,69.0,later_life,younger_cohort,individualist_urban,4.171,3.778,5.293,3.942,5.271,5.553,6.398,4.471
PLS0076,childhood,1,8.3,childhood,younger_cohort,high_transition_context,4.363,4.481,3.347,4.514,3.590,2.642,3.455,3.321
PLS0076,adolescence,2,16.8,adolescence,younger_cohort,high_transition_context,4.597,4.367,2.682,5.190,3.456,2.631,3.483,3.143
PLS0076,emerging_adulthood,3,24.6,emerging_adulthood,younger_cohort,high_transition_context,3.592,4.594,3.919,5.541,4.064,3.681,4.376,3.363
PLS0076,adulthood,4,38.7,adulthood,younger_cohort,high_transition_context,3.342,4.933,4.125,4.831,3.867,4.313,4.469,3.677
PLS0076,midlife,5,52.9,midlife,younger_cohort,high_transition_context,2.918,4.725,5.366,4.449,4.401,4.498,5.552,3.624
PLS0076,later_life,6,69.7,later_life,younger_cohort,high_transition_context,3.146,4.537,5.319,4.732,4.598,5.366,5.747,4.072
PLS0077,childhood,1,8.6,childhood,middle_cohort,individualist_urban,4.665,4.465,3.228,4.909,3.629,2.191,3.311,4.385
PLS0077,adolescence,2,15.7,adolescence,middle_cohort,individualist_urban,4.529,4.200,2.832,6.104,3.763,2.623,3.141,4.279
PLS0077,emerging_adulthood,3,23.1,emerging_adulthood,middle_cohort,individualist_urban,4.788,4.675,4.124,6.342,4.448,3.427,4.392,4.251
PLS0077,adulthood,4,37.1,adulthood,middle_cohort,individualist_urban,4.984,5.530,4.663,4.984,4.387,4.082,5.341,4.352
PLS0077,midlife,5,52.5,midlife,middle_cohort,individualist_urban,4.250,4.751,4.909,5.262,4.770,4.524,5.687,4.394
PLS0077,later_life,6,69.8,later_life,middle_cohort,individualist_urban,4.214,4.926,5.908,5.029,5.669,5.322,6.425,4.167
PLS0078,childhood,1,8.7,childhood,older_cohort,institutionally_supported,4.577,4.070,3.133,4.708,4.351,2.895,3.768,5.386
PLS0078,adolescence,2,15.1,adolescence,older_cohort,institutionally_supported,4.181,4.119,3.679,5.066,3.408,2.827,4.021,5.225
PLS0078,emerging_adulthood,3,23.1,emerging_adulthood,older_cohort,institutionally_supported,4.233,4.068,4.551,5.107,4.030,3.895,4.424,5.192
PLS0078,adulthood,4,37.3,adulthood,older_cohort,institutionally_supported,3.656,4.022,4.795,4.571,4.117,3.794,4.945,5.056
PLS0078,midlife,5,52.7,midlife,older_cohort,institutionally_supported,4.078,3.835,6.280,4.689,4.902,4.972,5.517,4.664
PLS0078,later_life,6,71.1,later_life,older_cohort,institutionally_supported,3.585,4.837,7.000,4.189,4.764,5.502,6.760,4.764
PLS0079,childhood,1,9.5,childhood,middle_cohort,communal_mixed,4.286,5.110,3.541,4.859,4.521,2.740,3.464,4.379
PLS0079,adolescence,2,16.8,adolescence,middle_cohort,communal_mixed,4.047,4.815,3.576,4.751,4.434,2.522,3.746,4.940
PLS0079,emerging_adulthood,3,24.2,emerging_adulthood,middle_cohort,communal_mixed,3.346,5.989,4.137,5.387,5.036,3.930,5.131,5.348
PLS0079,adulthood,4,37.6,adulthood,middle_cohort,communal_mixed,3.466,5.578,5.080,4.500,5.262,4.122,4.998,5.061
PLS0079,midlife,5,51.6,midlife,middle_cohort,communal_mixed,3.102,5.223,5.454,4.783,5.563,4.858,5.914,4.048
PLS0079,later_life,6,69.7,later_life,middle_cohort,communal_mixed,3.636,5.855,5.788,5.066,5.541,5.180,6.096,4.619
PLS0080,childhood,1,7.9,childhood,younger_cohort,communal_mixed,4.615,3.619,2.897,4.002,3.821,2.706,2.976,4.118
PLS0080,adolescence,2,15.3,adolescence,younger_cohort,communal_mixed,4.495,3.541,2.884,4.266,3.790,2.404,3.436,4.105
PLS0080,emerging_adulthood,3,24.2,emerging_adulthood,younger_cohort,communal_mixed,3.799,3.835,3.682,4.273,4.551,4.011,3.996,5.421
PLS0080,adulthood,4,38.7,adulthood,younger_cohort,communal_mixed,4.590,3.773,4.283,4.275,4.111,4.519,5.250,4.477
PLS0080,midlife,5,50.9,midlife,younger_cohort,communal_mixed,3.773,4.587,4.800,3.590,4.590,5.265,5.485,5.129
PLS0080,later_life,6,70.3,later_life,younger_cohort,communal_mixed,3.769,4.197,5.222,3.186,5.133,5.354,5.650,4.471
PLS0081,childhood,1,8.7,childhood,younger_cohort,institutionally_supported,4.607,4.870,3.797,4.491,3.653,2.321,3.579,5.028
PLS0081,adolescence,2,16.8,adolescence,younger_cohort,institutionally_supported,3.437,4.003,3.785,5.034,3.157,2.745,3.675,4.303
PLS0081,emerging_adulthood,3,23.7,emerging_adulthood,younger_cohort,institutionally_supported,3.229,3.977,4.736,5.018,3.050,3.453,4.996,4.317
PLS0081,adulthood,4,38.3,adulthood,younger_cohort,institutionally_supported,2.959,4.514,5.973,4.248,3.913,4.587,5.057,5.109
PLS0081,midlife,5,51.7,midlife,younger_cohort,institutionally_supported,2.908,4.450,5.814,4.315,4.428,5.211,5.895,4.927
PLS0081,later_life,6,70.5,later_life,younger_cohort,institutionally_supported,3.255,4.048,6.831,4.145,4.725,5.413,6.282,5.143
PLS0082,childhood,1,8.2,childhood,younger_cohort,communal_mixed,4.238,4.315,3.123,4.619,4.490,3.258,3.594,5.197
PLS0082,adolescence,2,14.8,adolescence,younger_cohort,communal_mixed,3.969,4.865,3.873,4.355,4.453,2.829,3.504,4.387
PLS0082,emerging_adulthood,3,24.5,emerging_adulthood,younger_cohort,communal_mixed,3.892,4.809,4.662,4.362,4.055,4.032,4.056,4.456
PLS0082,adulthood,4,38.0,adulthood,younger_cohort,communal_mixed,3.769,5.054,4.992,4.469,4.813,4.906,5.078,5.461
PLS0082,midlife,5,51.4,midlife,younger_cohort,communal_mixed,3.478,4.756,5.380,4.467,5.406,4.901,6.150,4.856
PLS0082,later_life,6,70.5,later_life,younger_cohort,communal_mixed,3.065,5.449,6.346,4.299,5.749,5.425,6.371,4.878
PLS0083,childhood,1,8.0,childhood,younger_cohort,individualist_urban,4.095,3.634,3.444,3.685,4.536,2.460,3.462,3.848
PLS0083,adolescence,2,15.5,adolescence,younger_cohort,individualist_urban,4.408,3.647,4.114,3.958,4.083,2.889,2.971,4.887
PLS0083,emerging_adulthood,3,24.5,emerging_adulthood,younger_cohort,individualist_urban,4.119,4.386,4.685,4.301,4.719,3.663,3.895,4.477
PLS0083,adulthood,4,39.0,adulthood,younger_cohort,individualist_urban,3.950,4.243,4.503,3.599,5.030,4.156,5.157,4.153
PLS0083,midlife,5,51.3,midlife,younger_cohort,individualist_urban,3.370,4.098,5.915,3.781,5.328,5.266,5.681,4.450
PLS0083,later_life,6,70.3,later_life,younger_cohort,individualist_urban,3.342,4.104,6.854,3.711,5.060,4.917,6.392,4.080
PLS0084,childhood,1,9.7,childhood,younger_cohort,individualist_urban,4.132,3.955,4.036,5.023,3.120,3.292,4.051,4.465
PLS0084,adolescence,2,15.3,adolescence,younger_cohort,individualist_urban,3.851,3.684,3.892,5.041,3.242,3.552,4.149,4.076
PLS0084,emerging_adulthood,3,23.8,emerging_adulthood,younger_cohort,individualist_urban,3.565,4.443,4.446,5.126,3.068,3.602,4.590,4.230
PLS0084,adulthood,4,38.4,adulthood,younger_cohort,individualist_urban,4.218,4.307,4.699,4.323,3.622,3.907,5.833,3.850
PLS0084,midlife,5,53.0,midlife,younger_cohort,individualist_urban,3.403,3.700,5.722,4.238,3.929,5.146,5.425,3.593
PLS0084,later_life,6,69.2,later_life,younger_cohort,individualist_urban,2.933,4.048,6.295,4.312,4.784,5.453,6.059,4.100
PLS0085,childhood,1,9.2,childhood,younger_cohort,high_transition_context,4.850,4.250,2.878,4.732,3.677,2.625,3.586,3.950
PLS0085,adolescence,2,16.1,adolescence,younger_cohort,high_transition_context,4.633,4.308,2.888,4.841,4.068,2.407,2.622,4.383
PLS0085,emerging_adulthood,3,24.7,emerging_adulthood,younger_cohort,high_transition_context,5.255,4.605,3.211,5.378,3.991,3.523,4.291,2.662
PLS0085,adulthood,4,39.0,adulthood,younger_cohort,high_transition_context,4.167,4.446,3.861,4.716,4.394,3.951,4.177,4.694
PLS0085,midlife,5,51.0,midlife,younger_cohort,high_transition_context,4.083,4.911,5.023,4.583,4.843,4.887,5.370,4.671
PLS0085,later_life,6,71.1,later_life,younger_cohort,high_transition_context,3.876,4.756,5.631,4.395,5.069,5.499,6.326,3.469
PLS0086,childhood,1,9.7,childhood,younger_cohort,communal_mixed,3.882,5.063,3.230,4.983,3.905,3.422,3.203,5.231
PLS0086,adolescence,2,16.1,adolescence,younger_cohort,communal_mixed,4.405,4.336,3.939,5.022,4.106,2.988,3.898,5.229
PLS0086,emerging_adulthood,3,23.6,emerging_adulthood,younger_cohort,communal_mixed,3.495,4.868,4.367,5.293,4.728,3.370,4.192,5.140
PLS0086,adulthood,4,37.0,adulthood,younger_cohort,communal_mixed,3.726,5.396,5.174,4.976,4.773,4.499,5.502,4.383
PLS0086,midlife,5,53.0,midlife,younger_cohort,communal_mixed,3.415,5.308,5.241,4.875,5.168,4.540,5.538,4.606
PLS0086,later_life,6,71.2,later_life,younger_cohort,communal_mixed,3.041,5.236,6.508,4.832,5.215,5.420,5.997,4.625
PLS0087,childhood,1,8.7,childhood,older_cohort,high_transition_context,4.557,4.899,3.393,4.322,4.041,2.604,3.994,4.450
PLS0087,adolescence,2,14.9,adolescence,older_cohort,high_transition_context,4.461,4.145,2.769,5.372,3.891,2.451,3.849,4.415
PLS0087,emerging_adulthood,3,24.6,emerging_adulthood,older_cohort,high_transition_context,4.022,4.043,3.583,4.912,4.982,3.827,3.161,4.551
PLS0087,adulthood,4,37.9,adulthood,older_cohort,high_transition_context,3.984,4.537,4.061,4.935,5.486,3.380,4.031,3.893
PLS0087,midlife,5,52.3,midlife,older_cohort,high_transition_context,3.869,4.752,5.006,4.633,5.045,4.989,5.218,4.260
PLS0087,later_life,6,70.2,later_life,older_cohort,high_transition_context,4.015,4.512,5.877,4.231,5.910,5.489,4.932,2.795
PLS0088,childhood,1,8.4,childhood,younger_cohort,communal_mixed,4.299,3.380,4.072,3.742,4.484,3.626,4.307,4.271
PLS0088,adolescence,2,16.1,adolescence,younger_cohort,communal_mixed,4.057,3.520,4.179,4.364,5.047,2.792,3.442,5.195
PLS0088,emerging_adulthood,3,23.1,emerging_adulthood,younger_cohort,communal_mixed,3.273,3.754,4.692,4.169,5.106,3.328,4.098,4.355
PLS0088,adulthood,4,37.4,adulthood,younger_cohort,communal_mixed,3.403,4.132,5.482,3.446,5.634,3.833,5.003,4.670
PLS0088,midlife,5,52.1,midlife,younger_cohort,communal_mixed,3.262,4.207,6.305,3.875,6.205,4.987,6.180,4.252
PLS0088,later_life,6,68.9,later_life,younger_cohort,communal_mixed,3.549,4.007,5.986,3.892,5.950,5.448,6.269,4.419
PLS0089,childhood,1,7.9,childhood,older_cohort,individualist_urban,4.870,3.409,3.485,5.178,3.703,2.292,3.676,4.389
PLS0089,adolescence,2,16.3,adolescence,older_cohort,individualist_urban,5.483,3.141,3.754,5.273,3.709,2.601,4.279,3.779
PLS0089,emerging_adulthood,3,24.8,emerging_adulthood,older_cohort,individualist_urban,4.608,3.301,4.429,5.547,3.805,3.847,4.284,4.612
PLS0089,adulthood,4,37.0,adulthood,older_cohort,individualist_urban,4.722,4.058,5.025,5.217,4.263,4.569,5.298,4.280
PLS0089,midlife,5,52.2,midlife,older_cohort,individualist_urban,3.813,3.780,5.940,5.765,3.929,4.733,6.011,4.824
PLS0089,later_life,6,70.6,later_life,older_cohort,individualist_urban,4.438,3.805,6.685,4.739,4.770,5.377,6.676,4.120
PLS0090,childhood,1,10.1,childhood,older_cohort,high_transition_context,4.599,3.709,3.521,4.399,4.431,3.430,3.426,3.620
PLS0090,adolescence,2,15.2,adolescence,older_cohort,high_transition_context,4.172,3.596,3.876,5.615,3.981,3.166,3.788,4.280
PLS0090,emerging_adulthood,3,24.6,emerging_adulthood,older_cohort,high_transition_context,4.808,3.076,4.325,5.328,4.540,3.537,4.033,3.795
PLS0090,adulthood,4,38.6,adulthood,older_cohort,high_transition_context,3.967,3.355,3.788,4.820,4.563,3.968,3.945,4.178
PLS0090,midlife,5,52.6,midlife,older_cohort,high_transition_context,3.642,4.187,5.111,5.409,5.069,4.016,6.100,4.516
PLS0090,later_life,6,69.5,later_life,older_cohort,high_transition_context,3.116,3.520,6.107,4.519,5.208,6.063,6.036,4.142
PLS0091,childhood,1,9.0,childhood,middle_cohort,individualist_urban,3.935,5.054,2.214,3.596,3.553,3.632,3.365,3.624
PLS0091,adolescence,2,16.8,adolescence,middle_cohort,individualist_urban,3.869,5.043,2.712,4.001,4.104,2.731,3.676,4.576
PLS0091,emerging_adulthood,3,22.9,emerging_adulthood,middle_cohort,individualist_urban,4.537,4.878,3.568,3.960,4.583,3.194,4.565,4.232
PLS0091,adulthood,4,38.6,adulthood,middle_cohort,individualist_urban,3.491,5.241,5.021,3.376,5.043,3.979,4.712,4.763
PLS0091,midlife,5,51.4,midlife,middle_cohort,individualist_urban,3.348,5.685,4.534,3.449,4.943,5.326,5.682,5.046
PLS0091,later_life,6,71.1,later_life,middle_cohort,individualist_urban,3.931,5.008,5.287,3.265,5.287,6.142,6.642,4.627
PLS0092,childhood,1,9.5,childhood,younger_cohort,communal_mixed,4.033,5.557,3.887,4.055,4.139,3.224,3.411,4.571
PLS0092,adolescence,2,17.2,adolescence,younger_cohort,communal_mixed,3.647,5.224,4.305,4.079,3.422,3.177,3.956,4.580
PLS0092,emerging_adulthood,3,24.6,emerging_adulthood,younger_cohort,communal_mixed,3.481,5.292,4.896,3.948,3.564,3.519,4.720,4.377
PLS0092,adulthood,4,38.6,adulthood,younger_cohort,communal_mixed,4.104,4.908,5.592,3.491,4.138,4.552,4.961,3.998
PLS0092,midlife,5,52.0,midlife,younger_cohort,communal_mixed,2.957,5.767,5.735,3.184,4.779,5.595,5.587,4.672
PLS0092,later_life,6,70.4,later_life,younger_cohort,communal_mixed,3.250,5.450,6.851,3.697,5.276,5.557,6.748,3.925
PLS0093,childhood,1,9.7,childhood,older_cohort,high_transition_context,5.055,4.613,3.434,5.268,4.663,2.610,3.624,3.803
PLS0093,adolescence,2,17.2,adolescence,older_cohort,high_transition_context,4.375,3.845,4.181,5.639,4.398,2.162,3.661,4.648
PLS0093,emerging_adulthood,3,22.9,emerging_adulthood,older_cohort,high_transition_context,4.850,4.886,4.720,5.751,4.277,3.031,4.372,4.004
PLS0093,adulthood,4,37.7,adulthood,older_cohort,high_transition_context,4.914,3.936,5.432,5.406,4.932,4.343,5.252,4.531
PLS0093,midlife,5,52.1,midlife,older_cohort,high_transition_context,4.790,4.835,6.671,5.040,5.144,5.390,5.753,4.865
PLS0093,later_life,6,70.4,later_life,older_cohort,high_transition_context,4.616,4.977,6.125,5.543,5.334,5.713,7.000,4.423
PLS0094,childhood,1,7.9,childhood,younger_cohort,individualist_urban,5.188,3.861,3.865,4.369,3.826,2.937,3.276,4.679
PLS0094,adolescence,2,16.8,adolescence,younger_cohort,individualist_urban,5.152,4.208,3.708,4.892,4.021,3.059,3.464,4.540
PLS0094,emerging_adulthood,3,24.0,emerging_adulthood,younger_cohort,individualist_urban,4.713,3.922,4.625,4.416,3.918,3.222,3.911,3.718
PLS0094,adulthood,4,39.1,adulthood,younger_cohort,individualist_urban,4.080,3.941,5.684,4.241,5.089,4.092,5.242,4.497
PLS0094,midlife,5,51.7,midlife,younger_cohort,individualist_urban,4.161,4.239,5.635,4.166,4.313,4.828,4.937,4.762
PLS0094,later_life,6,69.0,later_life,younger_cohort,individualist_urban,4.253,4.208,6.607,4.081,4.927,5.951,6.192,4.470
PLS0095,childhood,1,8.7,childhood,middle_cohort,high_transition_context,5.205,3.986,3.004,3.506,2.919,2.766,3.223,3.169
PLS0095,adolescence,2,15.3,adolescence,middle_cohort,high_transition_context,4.446,3.992,3.279,4.925,3.489,2.764,3.359,3.971
PLS0095,emerging_adulthood,3,23.9,emerging_adulthood,middle_cohort,high_transition_context,5.081,3.606,3.857,4.393,3.581,3.750,4.451,3.802
PLS0095,adulthood,4,38.1,adulthood,middle_cohort,high_transition_context,4.893,4.026,4.408,4.301,3.932,5.098,4.712,3.522
PLS0095,midlife,5,53.0,midlife,middle_cohort,high_transition_context,4.172,4.618,5.596,4.140,4.448,4.818,5.460,4.186
PLS0095,later_life,6,69.4,later_life,middle_cohort,high_transition_context,4.550,3.843,5.864,3.877,4.846,5.011,5.853,3.726
PLS0096,childhood,1,8.8,childhood,middle_cohort,individualist_urban,3.905,3.946,3.364,4.983,3.911,3.501,3.725,3.904
PLS0096,adolescence,2,14.9,adolescence,middle_cohort,individualist_urban,4.334,3.496,3.915,5.625,3.354,2.868,3.605,4.226
PLS0096,emerging_adulthood,3,23.4,emerging_adulthood,middle_cohort,individualist_urban,3.733,3.309,4.417,5.449,4.094,3.825,4.624,4.727
PLS0096,adulthood,4,38.8,adulthood,middle_cohort,individualist_urban,4.128,3.818,4.574,5.368,4.426,4.015,4.686,4.141
PLS0096,midlife,5,53.1,midlife,middle_cohort,individualist_urban,3.798,3.861,5.662,5.199,5.015,5.547,5.483,4.760
PLS0096,later_life,6,69.5,later_life,middle_cohort,individualist_urban,3.730,3.475,6.426,4.508,4.944,5.074,6.311,3.654
PLS0097,childhood,1,8.8,childhood,middle_cohort,high_transition_context,5.783,4.359,3.599,5.477,4.637,3.121,3.992,3.727
PLS0097,adolescence,2,15.9,adolescence,middle_cohort,high_transition_context,5.258,4.437,3.673,5.889,4.633,2.226,3.131,4.192
PLS0097,emerging_adulthood,3,23.7,emerging_adulthood,middle_cohort,high_transition_context,4.740,4.816,4.262,5.481,4.711,3.357,4.035,4.507
PLS0097,adulthood,4,38.2,adulthood,middle_cohort,high_transition_context,4.339,3.890,4.871,4.960,4.798,3.638,5.216,4.465
PLS0097,midlife,5,51.9,midlife,middle_cohort,high_transition_context,4.218,5.225,5.600,5.077,5.590,5.033,6.132,4.543
PLS0097,later_life,6,70.0,later_life,middle_cohort,high_transition_context,3.757,5.086,6.146,5.378,5.050,5.069,6.411,4.231
PLS0098,childhood,1,8.6,childhood,older_cohort,individualist_urban,5.070,3.626,4.385,4.969,3.320,2.757,3.521,3.804
PLS0098,adolescence,2,16.2,adolescence,older_cohort,individualist_urban,4.856,3.664,4.274,5.784,3.327,2.861,3.673,4.743
PLS0098,emerging_adulthood,3,24.9,emerging_adulthood,older_cohort,individualist_urban,4.585,4.074,4.851,5.549,3.890,3.098,3.969,3.914
PLS0098,adulthood,4,37.4,adulthood,older_cohort,individualist_urban,4.228,4.437,5.438,5.555,4.329,4.365,5.309,4.830
PLS0098,midlife,5,51.6,midlife,older_cohort,individualist_urban,4.092,3.789,6.626,4.302,4.435,5.320,5.458,3.812
PLS0098,later_life,6,69.2,later_life,older_cohort,individualist_urban,4.002,4.434,6.567,4.711,4.761,5.087,6.240,4.863
PLS0099,childhood,1,8.1,childhood,older_cohort,institutionally_supported,4.279,3.949,4.108,5.099,4.265,3.228,4.149,5.450
PLS0099,adolescence,2,15.2,adolescence,older_cohort,institutionally_supported,4.042,3.446,3.542,5.943,4.814,2.495,3.811,4.669
PLS0099,emerging_adulthood,3,24.5,emerging_adulthood,older_cohort,institutionally_supported,4.278,4.338,4.432,5.392,4.861,3.972,4.407,4.882
PLS0099,adulthood,4,37.1,adulthood,older_cohort,institutionally_supported,3.848,4.363,4.600,4.782,4.610,4.851,4.528,4.860
PLS0099,midlife,5,51.6,midlife,older_cohort,institutionally_supported,3.346,4.269,5.795,4.678,5.290,4.754,5.511,5.159
PLS0099,later_life,6,70.7,later_life,older_cohort,institutionally_supported,3.429,4.440,6.172,4.630,5.743,5.491,6.276,5.161
PLS0100,childhood,1,8.7,childhood,older_cohort,individualist_urban,4.753,4.382,3.588,3.717,3.740,2.484,2.949,3.503
PLS0100,adolescence,2,15.0,adolescence,older_cohort,individualist_urban,4.696,3.962,3.486,4.701,3.899,3.244,3.671,4.105
PLS0100,emerging_adulthood,3,23.7,emerging_adulthood,older_cohort,individualist_urban,4.603,4.345,3.920,4.322,3.846,3.544,3.335,4.883
PLS0100,adulthood,4,38.4,adulthood,older_cohort,individualist_urban,3.701,4.229,4.274,4.226,4.282,3.991,5.035,4.825
PLS0100,midlife,5,51.7,midlife,older_cohort,individualist_urban,3.745,4.441,5.441,3.994,5.108,4.532,5.805,3.635
PLS0100,later_life,6,70.7,later_life,older_cohort,individualist_urban,3.923,4.477,6.095,4.333,5.045,5.502,6.165,3.810
PLS0101,childhood,1,7.9,childhood,younger_cohort,high_transition_context,4.198,5.218,3.993,5.529,4.212,2.241,3.048,4.042
PLS0101,adolescence,2,16.4,adolescence,younger_cohort,high_transition_context,4.039,5.193,3.765,5.976,4.073,3.300,3.873,3.772
PLS0101,emerging_adulthood,3,22.9,emerging_adulthood,younger_cohort,high_transition_context,4.382,5.185,5.139,5.638,4.126,3.285,4.176,3.655
PLS0101,adulthood,4,38.0,adulthood,younger_cohort,high_transition_context,3.880,5.205,5.125,5.179,5.121,4.658,5.752,4.167
PLS0101,midlife,5,51.3,midlife,younger_cohort,high_transition_context,3.182,5.752,6.165,5.472,5.341,4.738,6.219,4.783
PLS0101,later_life,6,69.4,later_life,younger_cohort,high_transition_context,3.502,5.360,6.001,5.394,5.059,5.314,6.667,4.145
PLS0102,childhood,1,9.0,childhood,younger_cohort,high_transition_context,4.579,5.301,3.249,5.270,3.432,3.764,3.488,4.162
PLS0102,adolescence,2,16.4,adolescence,younger_cohort,high_transition_context,4.232,5.356,3.021,5.378,2.974,3.336,3.121,4.526
PLS0102,emerging_adulthood,3,23.0,emerging_adulthood,younger_cohort,high_transition_context,3.566,5.406,2.753,5.958,3.589,3.737,4.270,4.166
