pair_id,zygosity,genetic_relatedness,twin1_trait,twin2_trait,twin1_temperament_reactivity,twin2_temperament_reactivity,twin1_effortful_control,twin2_effortful_control,family_stress,social_support,socioeconomic_security,educational_stability,shared_environment_index,nonshared_environment_index,trait_mean,trait_difference,gxe_marker,rge_marker,developmental_context_score
BGP00335,MZ,1.000,2.333,1.860,1.721,3.893,2.885,2.158,5.213,3.412,3.249,4.715,3.432,2.407,2.096,0.473,1.730,1.814,3.583
BGP00336,MZ,1.000,3.462,4.305,5.575,5.345,4.216,4.220,6.109,4.212,5.339,4.957,3.326,3.653,3.884,0.843,2.177,2.796,4.064
BGP00337,MZ,1.000,5.188,5.878,4.663,5.255,6.092,6.515,1.958,3.803,6.089,5.033,5.191,3.586,5.533,0.690,1.078,4.256,5.077
BGP00338,MZ,1.000,4.301,4.681,3.474,4.909,4.533,5.643,4.353,4.192,4.919,5.565,4.396,2.645,4.491,0.380,1.407,3.545,4.885
BGP00339,MZ,1.000,3.696,3.637,3.192,3.602,5.683,5.975,2.283,6.292,3.505,5.222,5.319,1.841,3.667,0.059,1.142,3.797,4.877
BGP00340,MZ,1.000,2.449,2.450,2.159,2.168,2.779,2.669,3.979,4.452,5.238,4.521,4.641,1.826,2.450,0.001,0.650,2.772,4.778
BGP00341,MZ,1.000,3.517,3.066,3.908,2.697,3.492,3.938,3.138,2.780,3.589,5.575,3.993,1.800,3.291,0.451,1.536,2.054,4.059
BGP00342,MZ,1.000,3.100,2.677,4.183,2.456,2.681,3.217,4.703,3.823,3.962,4.515,3.946,1.636,2.888,0.423,1.273,2.860,3.985
BGP00343,MZ,1.000,4.096,3.790,3.430,3.504,3.374,3.953,4.844,5.185,2.823,4.828,3.755,2.693,3.943,0.306,1.545,3.106,3.824
BGP00344,MZ,1.000,4.131,3.660,3.086,3.589,4.478,4.266,3.995,5.686,3.152,3.019,4.367,2.052,3.895,0.471,1.113,3.835,4.307
BGP00345,MZ,1.000,4.041,3.777,5.294,4.766,2.152,3.622,5.574,2.117,4.569,4.813,3.196,1.326,3.909,0.264,2.270,2.540,3.640
BGP00346,MZ,1.000,3.364,4.061,4.845,4.556,3.330,3.493,7.000,4.303,4.666,2.407,3.020,2.092,3.712,0.697,3.225,3.029,3.591
BGP00347,MZ,1.000,4.697,4.849,3.037,3.444,4.903,5.887,3.713,6.555,5.956,5.634,5.442,1.936,4.773,0.152,1.449,4.040,5.656
BGP00348,MZ,1.000,4.242,3.211,3.570,3.998,4.540,4.544,4.332,5.805,1.969,5.073,4.234,3.728,3.727,1.031,1.641,2.974,4.590
BGP00349,MZ,1.000,3.957,4.697,3.071,2.905,4.229,4.553,1.897,3.904,5.024,4.742,4.840,2.942,4.327,0.741,1.536,3.283,4.870
BGP00350,MZ,1.000,4.486,4.870,3.059,2.656,6.458,5.192,1.216,4.453,4.823,5.815,5.600,1.697,4.678,0.384,1.144,3.380,5.546
BGP00351,MZ,1.000,4.935,4.747,2.910,2.413,5.321,4.972,1.408,4.893,3.235,4.292,5.110,2.157,4.841,0.188,1.323,4.225,4.927
BGP00352,MZ,1.000,4.159,4.636,3.779,3.844,5.492,4.915,3.502,3.489,2.689,5.934,3.937,2.870,4.397,0.477,1.550,2.556,3.786
BGP00353,MZ,1.000,4.109,4.523,3.095,3.354,5.455,5.129,4.360,6.023,5.082,5.424,4.876,2.025,4.316,0.414,1.497,3.903,5.191
BGP00354,MZ,1.000,4.275,3.811,5.039,4.779,4.239,3.809,5.465,4.947,4.754,4.622,4.125,2.368,4.043,0.463,1.798,2.735,4.356
BGP00355,MZ,1.000,4.541,4.448,3.318,3.822,4.434,5.577,3.720,5.794,4.292,4.534,4.846,2.038,4.495,0.093,1.478,4.172,5.329
BGP00356,MZ,1.000,4.493,3.624,3.994,3.076,4.242,4.256,3.677,5.003,3.156,4.070,4.093,2.699,4.058,0.868,1.105,3.245,4.071
BGP00357,MZ,1.000,5.223,5.160,4.141,5.329,6.127,5.727,2.928,4.573,5.071,5.326,5.397,1.522,5.192,0.063,1.172,4.350,5.074
BGP00358,MZ,1.000,5.575,4.513,4.942,5.553,4.866,5.386,3.657,3.167,4.905,4.978,4.001,3.448,5.044,1.061,1.522,3.429,3.996
BGP00359,MZ,1.000,4.646,5.680,4.470,4.851,4.121,4.682,4.001,3.217,5.395,4.314,4.305,3.661,5.163,1.034,1.406,3.369,4.152
BGP00360,MZ,1.000,3.588,3.497,2.847,2.832,3.654,4.205,3.325,3.834,3.007,3.991,3.561,1.403,3.542,0.091,1.039,2.919,3.895
BGP00361,DZ,0.500,4.660,4.765,3.795,4.442,3.993,4.492,2.660,4.726,4.078,2.991,4.013,2.022,4.713,0.105,0.621,3.893,3.959
BGP00362,DZ,0.500,3.613,3.629,3.561,3.885,4.584,5.213,3.026,4.174,4.195,4.768,4.333,1.193,3.621,0.016,0.819,3.057,4.343
BGP00363,DZ,0.500,3.574,3.272,4.038,4.338,3.898,2.305,4.244,2.706,5.276,5.460,3.997,3.294,3.423,0.301,0.979,2.723,4.315
BGP00364,DZ,0.500,4.339,4.529,3.522,5.011,3.828,5.373,4.637,5.175,4.810,4.835,4.475,2.314,4.434,0.190,0.938,3.291,4.572
BGP00365,DZ,0.500,4.184,3.360,4.103,3.125,3.241,3.806,3.403,3.994,4.755,3.273,4.024,2.352,3.772,0.824,1.284,2.886,3.481
BGP00366,DZ,0.500,2.931,3.448,3.909,3.539,3.758,3.276,5.261,3.959,5.593,3.920,4.032,2.129,3.189,0.517,1.595,2.947,4.165
BGP00367,DZ,0.500,3.542,3.112,3.274,2.824,2.977,2.715,2.655,2.755,5.211,4.027,3.941,3.228,3.327,0.429,1.672,3.166,4.116
BGP00368,DZ,0.500,5.154,4.943,2.458,4.161,5.963,5.665,1.395,5.621,2.828,4.977,5.235,3.051,5.049,0.211,1.085,3.916,5.111
BGP00369,DZ,0.500,2.850,1.790,2.775,3.351,3.890,3.380,4.116,4.353,3.912,2.848,4.424,2.481,2.320,1.060,1.629,2.763,3.609
BGP00370,DZ,0.500,3.431,4.588,3.290,5.052,3.170,4.929,3.226,4.186,3.195,3.862,4.060,1.167,4.009,1.157,1.157,3.464,3.881
BGP00371,DZ,0.500,2.478,2.821,3.205,3.363,4.064,4.589,4.083,3.484,3.384,5.711,3.720,2.427,2.650,0.342,1.333,2.542,3.886
BGP00372,DZ,0.500,3.792,4.418,3.328,3.873,4.713,4.805,3.331,5.488,4.948,4.300,5.090,2.901,4.105,0.626,1.192,4.015,4.936
BGP00373,DZ,0.500,5.809,3.576,5.807,4.458,4.592,3.946,3.584,1.794,3.607,5.390,3.475,2.995,4.693,2.233,2.466,2.380,3.487
BGP00374,DZ,0.500,3.350,1.832,2.255,1.375,4.907,3.804,3.343,6.319,6.282,5.639,5.668,4.132,2.591,1.519,0.999,3.231,5.996
BGP00375,DZ,0.500,4.914,5.904,5.118,6.098,5.447,4.496,4.633,4.821,2.659,4.325,3.407,3.784,5.409,0.989,1.195,3.639,3.713
BGP00376,DZ,0.500,6.037,6.761,5.364,5.910,6.096,5.787,3.639,3.700,4.056,4.114,3.901,3.124,6.399,0.724,1.097,3.632,4.288
BGP00377,DZ,0.500,5.642,4.469,4.827,4.773,4.400,4.025,5.515,5.026,3.767,4.326,3.749,3.132,5.056,1.173,1.435,3.767,3.816
BGP00378,DZ,0.500,5.152,4.647,2.607,3.453,5.208,4.805,1.000,5.570,4.173,3.983,5.732,1.379,4.899,0.505,1.166,4.274,5.063
BGP00379,DZ,0.500,4.220,4.280,3.827,4.721,4.821,4.511,2.875,3.078,4.409,3.877,3.765,1.685,4.250,0.060,1.302,3.486,4.526
BGP00380,DZ,0.500,4.932,3.446,3.112,3.405,4.401,2.946,2.714,3.080,5.859,3.639,4.646,2.655,4.189,1.486,1.368,2.875,4.309
BGP00381,DZ,0.500,4.249,4.917,2.656,4.464,5.832,4.848,1.719,4.535,3.286,3.034,4.406,2.928,4.583,0.668,1.050,3.718,3.964
BGP00382,DZ,0.500,4.170,4.119,3.735,3.700,4.016,3.076,3.614,3.663,4.222,4.698,3.932,1.646,4.144,0.052,1.446,3.521,4.396
BGP00383,DZ,0.500,4.041,3.900,4.890,4.271,2.756,3.372,4.364,4.050,2.433,2.052,3.180,2.382,3.971,0.142,1.097,2.912,2.948
BGP00384,DZ,0.500,2.965,4.186,1.421,1.000,4.017,5.342,2.499,6.808,4.559,5.374,5.687,2.443,3.576,1.221,1.307,3.839,5.534
BGP00385,DZ,0.500,4.264,4.602,3.550,4.171,5.068,4.982,3.562,5.714,4.139,5.643,4.897,3.166,4.433,0.338,0.708,2.837,5.012
BGP00386,DZ,0.500,4.081,2.782,2.891,3.319,4.469,4.057,2.628,4.570,1.766,4.959,4.140,1.212,3.431,1.299,1.219,3.205,3.917
BGP00387,DZ,0.500,3.727,3.258,4.038,4.368,3.293,3.888,2.998,3.653,5.111,4.620,4.645,1.473,3.493,0.468,0.997,3.176,4.362
BGP00388,DZ,0.500,3.800,2.755,2.882,2.364,3.749,3.303,4.610,5.903,1.851,4.263,4.347,2.170,3.278,1.046,1.379,2.169,3.617
BGP00389,DZ,0.500,4.588,5.067,6.437,5.580,4.151,4.383,5.865,3.071,4.100,4.270,2.991,2.270,4.827,0.479,1.455,2.990,3.624
BGP00390,DZ,0.500,4.620,4.316,4.438,4.824,4.833,4.775,4.761,5.910,4.113,3.689,4.519,1.777,4.468,0.305,1.637,3.488,4.486
BGP00391,DZ,0.500,3.343,3.796,3.281,4.072,3.979,3.680,4.468,6.227,3.380,4.130,4.541,1.751,3.570,0.452,1.286,3.389,4.208
BGP00392,DZ,0.500,4.990,5.188,4.545,3.029,5.378,4.893,2.381,5.379,5.228,4.797,5.041,2.062,5.089,0.198,0.784,4.062,5.145
BGP00393,DZ,0.500,4.665,4.337,5.029,4.777,5.052,5.239,4.074,4.077,4.982,5.480,4.189,1.623,4.501,0.329,0.970,3.610,4.951
BGP00394,DZ,0.500,3.275,3.540,5.135,5.158,4.746,4.031,6.367,5.043,3.943,4.403,3.618,2.777,3.408,0.265,1.563,2.059,4.631
BGP00395,DZ,0.500,3.201,1.800,3.381,2.417,3.614,2.672,5.868,4.997,5.097,3.370,3.922,3.016,2.500,1.401,1.998,2.611,4.350
BGP00396,DZ,0.500,4.612,4.957,4.818,3.786,4.392,3.869,2.912,3.331,5.259,3.670,4.012,2.662,4.785,0.345,1.510,4.024,4.722
BGP00397,DZ,0.500,4.232,4.560,4.233,4.159,5.614,4.128,4.366,4.280,4.554,5.379,4.556,2.292,4.396,0.328,1.023,2.620,4.420
BGP00398,DZ,0.500,4.104,4.554,4.019,5.124,3.688,4.516,3.062,2.373,4.854,4.074,3.966,2.283,4.329,0.450,1.726,2.837,3.596
BGP00399,DZ,0.500,3.694,4.403,1.960,2.291,4.460,4.596,1.253,4.953,6.202,4.247,5.758,2.427,4.048,0.710,0.838,4.078,4.979
BGP00400,DZ,0.500,2.987,4.626,3.704,3.604,4.161,4.840,4.028,4.159,5.531,5.019,5.221,3.782,3.807,1.640,1.300,3.630,4.860
BGP00401,DZ,0.500,3.505,3.076,4.404,3.398,3.209,2.374,4.826,2.349,5.678,4.918,3.965,1.940,3.291,0.429,1.483,2.777,4.071
BGP00402,DZ,0.500,2.883,3.488,3.375,3.794,3.642,2.801,1.851,2.583,4.527,2.067,4.040,2.047,3.185,0.605,1.762,2.691,3.393
BGP00403,DZ,0.500,5.021,4.923,6.028,5.603,4.985,4.148,4.593,3.807,3.497,3.098,3.495,1.278,4.972,0.098,0.906,3.654,3.324
BGP00404,DZ,0.500,2.951,2.700,2.979,4.278,2.512,3.650,4.375,3.086,4.002,3.943,3.587,2.393,2.826,0.252,1.550,2.295,3.639
BGP00405,DZ,0.500,2.930,4.552,2.330,2.941,4.246,5.182,3.610,4.966,5.394,5.952,5.341,3.751,3.741,1.622,1.052,3.937,5.068
BGP00406,DZ,0.500,3.732,4.375,3.122,3.528,4.687,4.088,3.302,3.793,4.992,4.664,4.416,2.859,4.053,0.643,1.302,3.708,4.432
BGP00407,DZ,0.500,4.466,3.877,3.599,4.114,5.003,4.057,3.864,4.308,2.014,3.589,3.459,2.224,4.172,0.589,1.058,2.988,3.723
BGP00408,DZ,0.500,5.659,3.850,5.586,4.654,5.179,3.701,3.433,3.079,4.275,3.875,3.978,3.110,4.755,1.809,1.734,2.972,4.209
BGP00409,DZ,0.500,4.348,4.603,3.562,4.265,3.847,5.703,4.359,5.018,5.230,4.843,4.732,2.273,4.475,0.255,0.960,3.222,4.807
BGP00410,DZ,0.500,4.290,2.789,4.675,4.090,4.490,3.241,4.783,3.819,3.391,4.036,3.670,3.186,3.540,1.502,1.751,2.535,3.648
BGP00411,DZ,0.500,3.249,3.846,2.967,3.540,4.524,3.140,2.716,3.887,5.163,3.729,4.776,2.712,3.548,0.597,0.705,3.497,4.338
BGP00412,DZ,0.500,4.466,5.266,3.907,5.551,4.177,5.650,4.662,5.708,3.914,5.165,4.334,2.295,4.866,0.800,1.091,3.837,4.651
BGP00413,DZ,0.500,5.909,3.983,4.679,2.909,6.484,4.687,3.213,7.000,5.527,5.102,5.498,2.708,4.946,1.926,1.483,4.243,5.810
BGP00414,DZ,0.500,5.051,5.234,4.524,4.807,4.018,4.817,5.552,4.437,4.598,4.806,3.855,1.408,5.142,0.183,1.662,2.675,3.967
BGP00415,DZ,0.500,4.837,4.351,5.009,4.282,3.560,3.762,2.588,2.652,2.185,5.053,3.652,3.304,4.594,0.486,1.484,3.346,3.649
BGP00416,DZ,0.500,4.507,4.131,3.295,4.389,4.498,4.602,3.455,4.812,4.146,5.145,4.493,4.020,4.319,0.375,0.956,3.510,5.029
BGP00417,DZ,0.500,3.850,4.502,3.120,2.559,4.859,4.363,4.126,5.610,3.826,4.388,4.595,2.878,4.176,0.652,0.869,3.507,4.823
BGP00418,DZ,0.500,3.926,3.632,3.428,1.979,4.621,3.712,3.528,4.483,5.374,5.722,4.617,1.701,3.779,0.295,0.821,3.161,4.951
BGP00419,DZ,0.500,3.380,5.291,3.296,4.428,2.781,4.860,4.330,3.877,4.987,3.715,4.105,1.868,4.336,1.911,1.599,3.229,4.098
BGP00420,DZ,0.500,4.662,6.533,4.904,4.980,4.893,5.644,2.657,4.763,4.680,6.059,5.022,3.719,5.598,1.870,1.375,4.307,5.016
BGP00421,DZ,0.500,4.507,3.113,3.967,4.086,5.385,4.698,3.252,5.114,4.110,5.900,4.864,2.401,3.810,1.394,1.183,3.640,5.010
BGP00422,DZ,0.500,2.735,3.496,4.016,4.144,3.692,4.215,3.542,2.558,2.477,5.848,3.405,1.825,3.116,0.762,1.575,2.159,3.639
BGP00423,DZ,0.500,6.278,3.271,5.888,3.447,5.479,4.326,4.560,5.017,3.167,2.222,3.470,2.754,4.775,3.006,2.027,3.538,3.515
BGP00424,DZ,0.500,4.184,3.671,4.258,4.285,4.277,3.991,5.478,4.162,5.933,6.705,4.461,1.816,3.927,0.513,1.575,3.137,5.035
BGP00425,DZ,0.500,2.816,3.010,3.280,2.427,4.851,3.825,3.203,5.358,3.658,2.785,4.359,4.245,2.913,0.194,0.960,2.971,4.163
BGP00426,DZ,0.500,1.000,1.000,2.212,2.253,2.107,2.685,7.000,4.870,3.326,4.873,3.757,2.133,1.000,0.000,1.675,1.703,3.741
BGP00427,DZ,0.500,7.000,5.428,6.064,5.239,5.574,5.025,5.294,4.144,4.504,5.057,3.847,2.184,6.214,1.572,1.667,3.627,4.206
BGP00428,DZ,0.500,4.583,4.040,4.685,3.063,4.950,4.363,3.151,4.241,4.063,4.565,4.297,2.322,4.312,0.543,1.294,3.447,4.252
BGP00429,DZ,0.500,4.718,4.947,4.707,4.374,5.366,6.349,2.551,3.492,4.758,6.551,4.883,2.855,4.833,0.228,1.326,3.907,4.746
BGP00430,DZ,0.500,5.151,4.377,4.247,3.688,4.448,4.741,4.194,5.677,5.653,5.737,5.226,2.552,4.764,0.774,1.481,3.899,5.641
BGP00431,DZ,0.500,3.459,2.444,5.183,4.105,3.503,4.303,5.838,3.147,3.756,5.209,3.718,2.286,2.952,1.015,2.003,2.142,3.673
BGP00432,DZ,0.500,3.865,3.518,2.873,4.029,4.137,4.233,4.374,5.546,2.576,5.271,4.185,2.155,3.692,0.346,0.976,2.633,4.254
BGP00433,DZ,0.500,7.000,6.242,5.896,4.994,6.639,6.091,2.143,6.123,5.230,3.849,5.515,1.763,6.621,0.758,1.030,5.318,5.341
BGP00434,DZ,0.500,3.869,3.821,3.930,3.945,3.762,3.718,2.640,2.926,2.477,3.127,3.446,2.035,3.845,0.048,1.245,2.989,3.625
BGP00435,DZ,0.500,3.499,4.716,3.258,4.982,4.375,6.202,4.553,5.589,3.850,7.000,4.987,1.967,4.107,1.217,1.827,3.808,4.803
BGP00436,DZ,0.500,4.497,4.251,3.620,4.549,5.106,5.582,4.631,5.454,4.126,3.542,4.179,1.202,4.374,0.246,1.013,3.499,4.280
BGP00437,DZ,0.500,3.420,5.307,3.260,5.133,4.122,4.799,3.109,3.294,3.203,5.079,4.245,2.110,4.364,1.887,1.495,3.487,3.854
BGP00438,DZ,0.500,2.633,2.484,1.637,1.058,3.271,3.961,1.446,5.151,5.982,4.519,5.797,2.264,2.558,0.149,1.032,3.536,5.502
BGP00439,DZ,0.500,4.713,3.598,3.579,2.946,5.051,3.779,2.250,3.676,2.427,5.956,4.047,2.582,4.156,1.116,1.260,2.631,3.903
BGP00440,DZ,0.500,4.387,4.035,3.232,4.631,3.512,4.510,2.702,3.263,4.036,3.127,3.716,4.234,4.211,0.352,1.147,3.588,4.104
BGP00441,DZ,0.500,3.498,2.441,3.451,2.995,2.613,1.937,3.213,1.979,5.270,3.709,3.751,1.956,2.969,1.057,1.650,2.158,4.046
BGP00442,DZ,0.500,4.805,5.245,5.343,5.562,5.412,4.845,5.655,5.969,6.458,4.042,4.688,2.014,5.025,0.441,1.704,3.943,4.837
BGP00443,DZ,0.500,3.333,4.692,3.303,2.884,4.205,5.603,3.819,6.159,5.963,3.731,5.035,2.632,4.012,1.359,1.510,4.305,5.166
BGP00444,DZ,0.500,5.808,4.138,3.879,2.716,5.680,4.456,1.000,4.074,4.396,4.608,5.185,2.911,4.973,1.670,1.697,4.031,4.607
BGP00445,DZ,0.500,2.989,3.102,3.005,2.486,4.086,3.312,4.489,4.555,5.920,6.755,4.987,1.622,3.045,0.113,1.472,3.290,5.267
BGP00446,DZ,0.500,3.521,4.622,3.494,3.169,4.193,3.667,2.956,4.121,5.811,4.679,4.744,1.608,4.072,1.101,1.057,3.402,4.612
BGP00447,DZ,0.500,5.078,5.264,4.256,3.656,5.146,3.887,1.996,1.000,5.574,5.073,4.358,2.159,5.171,0.186,1.781,3.354,4.286
BGP00448,DZ,0.500,3.333,4.398,4.619,5.483,3.864,3.628,6.943,5.803,3.276,3.696,3.652,3.196,3.865,1.064,2.196,2.504,3.671
BGP00449,DZ,0.500,5.153,3.686,4.059,4.972,4.408,4.615,3.719,3.069,4.291,3.991,3.198,2.160,4.420,1.466,1.101,3.316,3.612
BGP00450,DZ,0.500,3.517,3.553,4.743,3.982,3.586,3.795,5.988,4.080,5.491,4.991,4.299,2.064,3.535,0.037,1.369,3.034,4.709
BGP00451,DZ,0.500,3.956,2.829,2.651,2.135,5.541,4.655,3.341,6.541,3.491,5.685,5.198,2.245,3.392,1.127,1.342,3.699,5.323
BGP00452,DZ,0.500,2.890,4.101,4.390,3.864,4.307,4.409,5.323,3.998,4.270,4.417,3.517,4.101,3.496,1.211,1.700,3.255,4.433
BGP00453,DZ,0.500,2.896,3.699,3.584,3.914,3.380,3.242,3.463,2.331,3.943,4.565,3.755,2.665,3.298,0.803,1.797,2.797,3.890
BGP00454,DZ,0.500,3.017,3.887,3.300,2.066,4.621,4.570,2.120,3.827,4.647,6.007,5.005,3.396,3.452,0.871,1.150,3.172,4.543
BGP00455,DZ,0.500,4.293,2.402,4.279,3.618,4.037,3.230,3.497,2.286,2.111,3.373,2.904,1.885,3.347,1.891,2.097,2.185,3.052
BGP00456,DZ,0.500,4.967,3.158,5.357,3.662,4.521,3.654,4.619,4.417,4.488,3.022,3.722,3.281,4.063,1.809,1.907,3.305,3.568
BGP00457,DZ,0.500,3.723,4.252,4.554,5.352,2.902,4.370,3.975,2.434,3.565,4.874,3.576,1.893,3.987,0.529,1.556,3.211,3.742
BGP00458,DZ,0.500,4.393,4.434,3.964,5.260,4.437,4.777,4.241,4.218,3.539,6.654,4.550,3.336,4.413,0.041,0.951,3.364,4.491
BGP00459,DZ,0.500,5.624,5.649,5.629,6.353,4.321,5.435,4.706,4.375,2.489,4.772,3.426,1.595,5.637,0.025,1.214,3.197,3.749
BGP00460,DZ,0.500,2.866,4.087,4.496,4.858,5.052,4.184,5.381,4.800,3.876,5.185,4.260,3.081,3.476,1.221,1.469,3.130,4.446
BGP00461,DZ,0.500,5.330,5.168,4.696,4.874,6.226,5.450,5.108,5.946,6.925,5.247,4.868,2.372,5.249,0.161,1.300,4.398,5.857
BGP00462,DZ,0.500,3.561,3.669,3.322,3.609,4.496,4.344,3.067,5.183,3.539,2.632,4.432,1.863,3.615,0.108,1.288,3.431,3.929
BGP00463,DZ,0.500,3.657,3.628,3.147,3.351,4.538,4.229,3.185,4.402,4.906,5.017,4.832,1.343,3.642,0.028,1.107,3.082,4.737
BGP00464,DZ,0.500,4.085,3.324,3.275,2.608,4.531,4.851,2.998,5.649,2.984,3.596,4.755,2.513,3.704,0.761,0.969,3.411,4.130
BGP00465,DZ,0.500,3.757,2.903,3.704,3.264,3.375,4.127,3.187,3.082,5.898,3.956,3.957,1.734,3.330,0.854,1.925,2.945,4.292
BGP00466,DZ,0.500,3.499,3.839,3.425,2.989,3.584,3.690,2.818,4.313,5.597,3.983,4.737,2.600,3.669,0.340,1.064,3.662,4.778
BGP00467,DZ,0.500,4.654,4.217,5.462,4.549,4.004,4.063,5.614,3.993,4.916,4.977,4.035,1.324,4.435,0.437,1.623,3.355,4.160
BGP00468,DZ,0.500,3.882,2.885,4.956,3.565,4.582,2.218,3.160,2.841,5.432,2.482,4.177,2.717,3.383,0.997,1.369,2.878,3.828
BGP00469,DZ,0.500,4.721,4.973,4.758,5.198,4.359,5.174,4.529,4.013,4.533,4.710,4.361,2.471,4.847,0.252,1.359,3.080,4.052
BGP00470,DZ,0.500,6.558,4.759,4.329,5.221,5.679,4.559,3.807,5.305,3.493,3.403,4.208,3.480,5.658,1.799,0.924,4.244,4.165
BGP00471,DZ,0.500,4.733,5.574,3.967,5.102,4.033,5.110,3.182,4.606,4.925,3.493,4.526,1.141,5.154,0.840,0.885,3.777,4.611
BGP00472,DZ,0.500,3.664,4.147,2.805,3.303,4.404,3.860,1.563,4.029,4.278,5.312,4.693,2.625,3.906,0.483,0.790,3.286,5.256
BGP00473,DZ,0.500,4.405,4.366,4.268,4.167,4.257,4.664,3.132,4.093,3.829,3.475,4.462,2.211,4.386,0.039,1.162,3.484,3.703
BGP00474,DZ,0.500,4.004,4.392,3.769,3.392,5.089,5.241,3.107,4.995,1.271,4.154,3.831,2.052,4.198,0.387,1.192,3.016,3.210
BGP00475,DZ,0.500,3.403,3.791,3.325,4.113,4.378,4.041,3.341,4.541,4.847,3.529,4.488,3.240,3.597,0.387,0.973,3.508,4.412
BGP00476,DZ,0.500,6.073,3.829,5.973,4.484,5.237,3.830,5.363,5.044,5.524,5.155,4.650,1.637,4.951,2.244,1.480,3.675,4.822
BGP00477,DZ,0.500,3.837,3.744,3.862,4.526,5.928,5.271,3.796,5.726,5.996,4.501,5.141,1.585,3.790,0.093,1.324,3.929,5.486
BGP00478,DZ,0.500,3.458,2.836,4.635,3.412,4.177,2.842,3.765,1.789,4.655,3.676,3.342,4.474,3.147,0.622,1.579,2.086,3.461
BGP00479,DZ,0.500,1.772,2.773,3.611,4.552,1.000,2.069,6.657,2.752,3.582,5.370,3.324,2.007,2.272,1.000,2.165,1.670,3.110
BGP00480,DZ,0.500,5.352,3.514,5.949,4.259,5.237,4.084,3.358,2.607,3.218,6.055,3.850,3.770,4.433,1.839,1.993,2.895,3.728
BGP00481,DZ,0.500,3.670,4.088,3.066,2.955,3.549,3.528,3.656,4.288,3.965,5.754,4.752,2.464,3.879,0.418,0.919,3.238,4.462
BGP00482,DZ,0.500,2.310,3.175,2.537,2.681,4.071,3.909,3.290,5.532,4.691,3.026,4.262,1.829,2.742,0.865,1.357,3.435,4.352
BGP00483,DZ,0.500,3.975,4.643,4.287,4.510,4.137,5.715,4.446,3.665,4.483,5.063,3.829,2.613,4.309,0.669,1.145,3.132,4.346
BGP00484,DZ,0.500,4.104,3.517,4.210,2.686,4.456,4.276,3.886,4.613,3.490,3.397,3.850,1.705,3.811,0.587,1.306,2.576,3.446
BGP00485,DZ,0.500,3.509,2.864,3.378,1.024,3.905,3.339,3.161,5.227,6.015,5.117,5.482,3.516,3.187,0.645,1.414,3.863,5.226
BGP00486,DZ,0.500,3.809,3.768,4.824,3.416,4.199,3.838,3.680,3.977,4.432,4.071,4.276,1.801,3.788,0.041,1.208,3.554,4.220
BGP00487,DZ,0.500,2.762,2.194,2.344,1.000,3.879,3.534,3.477,6.285,3.680,3.632,4.727,1.626,2.478,0.568,1.406,3.446,4.500
BGP00488,DZ,0.500,5.409,4.923,4.266,3.765,5.165,4.451,3.078,4.930,5.605,4.739,4.992,1.979,5.166,0.486,1.038,4.198,4.989
BGP00489,DZ,0.500,4.283,3.269,4.545,3.787,3.321,4.415,2.875,2.943,2.315,3.839,3.713,1.998,3.776,1.013,1.817,2.955,3.550
BGP00490,DZ,0.500,4.476,4.127,5.399,3.750,3.811,4.000,3.758,2.699,3.847,4.564,3.586,1.652,4.302,0.348,1.691,2.641,3.689
BGP00491,DZ,0.500,6.349,5.830,4.912,4.962,5.723,5.144,2.765,5.373,3.872,4.414,4.870,2.822,6.089,0.519,1.537,3.961,4.626
BGP00492,DZ,0.500,3.160,3.151,2.733,4.252,3.829,4.452,4.148,4.050,4.530,4.970,4.524,2.043,3.156,0.009,0.974,3.467,4.276
BGP00493,DZ,0.500,3.085,4.464,3.325,3.308,3.458,5.015,3.111,5.523,3.298,4.479,4.635,1.471,3.775,1.378,1.002,3.265,4.632
BGP00494,DZ,0.500,5.133,5.078,4.373,5.074,4.996,4.208,4.339,3.763,5.461,5.242,4.540,2.262,5.105,0.054,0.887,3.515,4.568
BGP00495,DZ,0.500,3.414,3.043,2.604,3.647,2.884,3.916,2.594,2.525,2.522,4.414,3.543,2.712,3.228,0.371,1.472,2.355,3.534
BGP00496,DZ,0.500,4.476,4.540,5.919,4.949,3.981,4.464,6.407,4.865,3.855,5.292,3.570,2.967,4.508,0.064,1.560,2.929,4.489
BGP00497,DZ,0.500,4.927,3.255,5.245,4.486,4.018,3.409,3.799,4.491,4.958,2.678,4.079,2.349,4.091,1.671,1.594,3.620,4.021
BGP00498,DZ,0.500,4.122,4.944,5.821,6.479,4.965,3.996,6.001,3.285,5.106,3.707,3.454,2.300,4.533,0.822,1.943,3.669,3.713
BGP00499,DZ,0.500,5.711,5.024,3.669,4.736,5.365,5.256,2.495,4.447,3.195,5.917,4.838,2.893,5.367,0.686,0.967,3.611,4.477
BGP00500,DZ,0.500,3.586,3.860,2.172,3.803,3.440,2.917,2.361,2.172,6.016,3.971,4.756,1.915,3.723,0.273,1.399,3.278,4.473
BGP00501,DZ,0.500,3.711,3.452,3.625,2.723,4.130,3.738,4.398,4.816,3.002,3.772,4.364,3.199,3.581,0.259,1.561,2.511,3.887
BGP00502,DZ,0.500,3.778,3.611,2.665,1.908,4.954,5.529,3.025,6.469,4.862,4.959,5.320,3.093,3.695,0.167,1.068,3.574,5.342
