person_id,assessment_context,latent_ei,latent_sn,latent_tf,latent_jp,observed_ei,observed_sn,observed_tf,observed_jp,retest_ei,retest_sn,retest_tf,retest_jp,ei_letter,sn_letter,tf_letter,jp_letter,type_code,retest_type_code,type_changed_on_retest,min_absolute_distance_to_boundary,near_boundary,continuous_signal_strength,boundary_risk_score,information_loss_index,collaboration_score,reflective_utility_score
MBTI00481,educational_self_understanding_context,-0.2185,-0.9337,-0.2156,0.3046,-0.8782,-0.7310,-1.1259,0.0635,-0.5869,-1.3136,0.2060,0.1253,I,N,F,J,INFJ,INTJ,1,0.0635,1,0.6997,6.9709,1.8615,41.9994,55.6487
MBTI00482,educational_self_understanding_context,-0.6454,-0.4662,0.2074,0.5937,-1.3681,-0.8168,-0.8802,0.7740,-1.4662,0.5620,-0.0477,-0.0327,I,N,F,J,INFJ,ISFP,1,0.7740,0,0.9598,1.1710,1.1622,50.0349,59.4173
MBTI00483,educational_self_understanding_context,-0.6215,-0.4962,0.5877,0.3714,-1.9529,-0.8675,0.3329,0.5022,-2.1406,-0.5621,0.1468,-0.0220,I,N,T,J,INTJ,INTP,1,0.3329,0,0.9139,2.4220,1.1978,43.8078,47.5411
MBTI00484,educational_self_understanding_context,-0.3965,-0.5736,0.0953,0.4898,-0.6367,-0.3861,0.1048,0.5617,-0.8625,-0.7853,-0.1480,0.0043,I,N,T,J,INTJ,INFJ,1,0.1048,1,0.4223,5.4117,2.3569,41.7862,55.0998
MBTI00485,educational_self_understanding_context,-0.7036,-1.2034,0.1851,0.4453,-1.5939,-0.7517,-1.0357,0.2605,-0.2860,-0.0698,0.6733,0.1267,I,N,F,J,INFJ,INTJ,1,0.2605,0,0.9105,2.9369,1.2005,47.8445,55.1863
MBTI00486,educational_self_understanding_context,-0.7370,-0.3314,0.0638,0.7567,-0.8823,-0.5108,0.7711,1.1440,-0.2113,0.3335,-0.2212,1.6997,I,N,T,J,INTJ,ISFJ,1,0.5108,0,0.8270,1.6927,1.2737,53.3574,42.6746
MBTI00487,educational_self_understanding_context,-0.3762,-0.4816,-0.3180,0.0305,-0.1087,0.2977,-0.9776,-0.0244,0.1095,-0.0471,-1.3510,-0.3373,I,S,F,P,ISFP,ENFP,1,0.0244,1,0.3521,9.5789,2.5613,53.6263,55.1994
MBTI00488,educational_self_understanding_context,-0.2789,-0.8060,-0.0284,0.5541,1.2797,-0.6339,0.4638,0.8116,0.2528,-0.9417,-0.8672,0.9731,E,N,T,J,ENTJ,ENFJ,1,0.4638,0,0.7973,1.8389,1.3027,53.1357,62.8519
MBTI00489,educational_self_understanding_context,-0.2266,-0.9017,-0.0702,0.5963,-0.3461,-1.6758,0.1941,-0.2605,0.6584,-0.9009,-0.8639,-0.3571,I,N,T,P,INTP,ENFP,1,0.1941,1,0.6191,3.6483,1.9709,43.3590,46.3081
MBTI00490,educational_self_understanding_context,-0.6527,-0.8139,-0.0525,0.8038,-0.0661,-1.2858,0.3628,1.5830,-0.1195,-1.2306,-0.4804,1.0831,I,N,T,J,INTJ,INFJ,1,0.0661,1,0.8244,6.8430,1.7262,48.5965,44.8240
MBTI00491,educational_self_understanding_context,0.8580,-0.6437,-0.8314,-0.1413,0.6091,-0.4462,-1.6852,-0.5835,1.4382,-1.0214,-1.0537,0.4401,E,N,F,P,ENFP,ENFJ,1,0.4462,0,0.8310,1.9003,1.2699,54.6274,57.9545
MBTI00492,educational_self_understanding_context,0.7981,-0.3641,-0.7500,0.1613,0.2277,-0.3333,-1.0099,0.2241,2.0289,0.1116,-0.7581,0.6964,E,N,F,J,ENFJ,ESFJ,1,0.2241,0,0.4487,3.2888,1.8414,43.4133,52.3876
MBTI00493,educational_self_understanding_context,0.1840,-0.6194,-0.2799,0.2541,0.4248,1.0445,-0.2739,0.2533,1.0126,-1.1635,0.2987,0.0232,E,S,F,J,ESFJ,ENTJ,1,0.2533,0,0.4991,3.0004,1.7303,58.5667,52.1815
MBTI00494,educational_self_understanding_context,0.1757,-1.0777,-0.4018,-0.0294,0.6432,-0.3087,-1.4233,-1.1325,0.7707,-0.9276,-1.6955,-0.0493,E,N,F,P,ENFP,ENFP,0,0.3087,0,0.8769,2.5728,0.9286,48.9858,54.1907
MBTI00495,educational_self_understanding_context,0.6902,-0.9180,-0.0101,0.1823,1.3860,-0.8374,-0.6236,0.1964,1.1418,-1.1530,0.5489,0.2460,E,N,F,J,ENFJ,ENTJ,1,0.1964,1,0.7608,3.6180,1.7908,62.6807,51.7506
MBTI00496,educational_self_understanding_context,0.7996,-0.3887,-0.3759,0.0266,0.5436,-0.1638,0.6917,-0.5445,1.3341,-0.8411,-0.7877,0.6406,E,N,T,P,ENTP,ENFJ,1,0.1638,1,0.4859,4.1022,2.2079,56.6481,51.0932
MBTI00497,educational_self_understanding_context,0.4016,-0.7280,-0.8499,0.4932,0.2310,-0.1805,-1.1909,-0.6287,-0.2832,-0.9564,-2.0168,0.7403,E,N,F,P,ENFP,INFJ,1,0.1805,1,0.5578,3.8381,2.0697,50.6331,52.2466
MBTI00498,educational_self_understanding_context,1.1277,-0.7827,-0.8798,0.1378,0.9091,-1.4895,-1.4908,-0.8384,1.3690,-2.5699,-0.9337,-0.3896,E,N,F,P,ENFP,ENFP,0,0.8384,0,1.1819,1.0889,0.7236,47.6611,60.6506
MBTI00499,educational_self_understanding_context,0.7082,-0.4001,-0.8943,0.0318,0.1430,0.2841,-0.3928,-0.1189,1.2845,-0.4064,-0.0579,0.6840,E,S,F,P,ESFP,ENFJ,1,0.1189,1,0.2347,5.0276,3.0503,51.5860,56.7662
MBTI00500,educational_self_understanding_context,0.7394,-0.3603,-0.5233,0.6804,0.5825,-0.2502,-2.0123,-0.0155,1.6622,-1.0719,-0.7452,1.4488,E,N,F,P,ENFP,ENFJ,1,0.0155,1,0.7151,10.0000,1.8428,46.7098,58.7540
MBTI00501,educational_self_understanding_context,0.1610,-0.4770,-0.7516,-0.4266,-0.0528,-1.3411,-0.1994,-0.1525,0.4332,0.4625,-0.6624,-1.0229,I,N,F,P,INFP,ESFP,1,0.0528,1,0.4364,7.5320,2.3213,49.7070,56.8474
MBTI00502,educational_self_understanding_context,0.3662,-0.9129,-0.7542,-0.1840,-0.0278,-1.6833,-1.5273,0.1259,2.3139,-0.3282,-0.8845,0.8201,I,N,F,J,INFJ,ENFJ,1,0.0278,1,0.8411,9.2789,1.7105,45.5708,47.7395
MBTI00503,educational_self_understanding_context,0.8364,-0.1285,-0.4598,-0.1993,1.4202,0.2148,-0.4010,-0.6046,0.1305,-0.6041,-0.6208,-0.5836,E,S,F,P,ESFP,ENFP,1,0.2148,0,0.6602,3.3923,1.4626,62.6728,55.2161
MBTI00504,educational_self_understanding_context,1.0361,-0.9927,-0.4009,0.2977,-0.0445,-1.0727,0.2420,1.0244,0.8455,-0.3272,-0.3129,0.2701,I,N,T,J,INTJ,ENFJ,1,0.0445,1,0.5959,8.0312,2.0064,59.1851,53.0917
MBTI00505,popular_identity_context,0.8492,1.2382,1.0811,0.8681,1.0742,1.3429,1.6564,0.8875,0.9483,0.7261,1.1472,0.7458,E,S,T,J,ESTJ,ESTJ,0,0.8875,0,1.2403,1.0336,0.6943,55.4521,58.9277
MBTI00506,popular_identity_context,0.9387,0.7282,0.5171,0.8867,1.1842,0.4835,0.9300,0.7673,0.8466,0.8740,0.3978,1.2989,E,S,T,J,ESTJ,ESTJ,0,0.4835,0,0.8412,1.7746,0.9604,58.7520,53.9885
MBTI00507,popular_identity_context,0.9066,0.5730,0.3513,1.0435,1.7913,0.8330,0.6903,1.0557,0.6649,0.6524,0.4907,0.7206,E,S,T,J,ESTJ,ESTJ,0,0.6903,0,1.0926,1.2982,0.7737,52.5280,57.8513
MBTI00508,popular_identity_context,1.3042,0.8316,1.2402,1.5354,2.1308,0.8350,1.5891,2.3272,1.1512,0.9200,1.1558,1.5171,E,S,T,J,ESTJ,ESTJ,0,0.8350,0,1.7205,1.0929,0.5207,54.6922,54.4263
MBTI00509,popular_identity_context,1.0473,1.4115,0.4203,0.9738,1.7066,1.3919,0.9152,0.8788,2.0681,1.2282,-0.4557,0.9367,E,S,T,J,ESTJ,ESFJ,1,0.8788,0,1.2231,1.0430,1.0027,67.5993,59.6002
MBTI00510,popular_identity_context,1.2481,1.3265,0.7437,0.9407,1.6374,1.4142,0.5162,1.4398,2.2077,1.7144,0.4496,0.8521,E,S,T,J,ESTJ,ESTJ,0,0.5162,0,1.2519,1.6772,0.6888,55.9219,47.1516
MBTI00511,popular_identity_context,1.0960,1.0693,1.2672,1.8010,1.0382,0.8959,1.3468,1.9343,0.8193,0.7772,0.9402,0.6025,E,S,T,J,ESTJ,ESTJ,0,0.8959,0,1.3038,1.0247,0.6650,52.1858,44.8023
MBTI00512,popular_identity_context,0.4355,0.3114,1.8951,0.0285,0.3112,0.2197,2.3095,-0.0055,0.4735,0.2398,1.8217,-0.6435,E,S,T,P,ESTP,ESTP,0,0.0055,1,0.7115,10.0000,1.5471,46.9701,52.1150
MBTI00513,popular_identity_context,0.9186,0.9839,1.0755,1.4188,1.0300,0.4829,1.3020,1.6097,0.8347,0.8867,1.1629,1.5266,E,S,T,J,ESTJ,ESTJ,0,0.4829,0,1.1061,1.7765,0.7656,54.2802,50.8135
MBTI00514,popular_identity_context,1.2107,1.1861,0.6787,0.8231,1.6802,0.7792,0.6454,0.5117,1.0789,1.7522,0.6362,0.5605,E,S,T,J,ESTJ,ESTJ,0,0.5117,0,0.9041,1.6901,0.9057,52.4778,62.1416
MBTI00515,popular_identity_context,2.0661,0.9519,1.7961,1.2281,2.5127,0.9796,1.5122,1.3375,1.4568,0.8069,1.8501,0.9737,E,S,T,J,ESTJ,ESTJ,0,0.9796,0,1.5855,0.9437,0.5601,53.8282,55.5341
MBTI00516,popular_identity_context,0.4593,1.6588,0.3076,0.4518,0.1226,1.5307,0.3003,0.3396,0.4770,1.8893,0.7057,0.2113,E,S,T,J,ESTJ,ESTJ,0,0.1226,1,0.5733,4.9356,1.7431,51.0610,67.0557
MBTI00517,popular_identity_context,0.8670,0.1994,1.2043,0.9896,1.1317,0.5084,1.1432,1.1438,0.4112,-0.0220,0.9472,1.1210,E,S,T,J,ESTJ,ENTJ,1,0.5084,0,0.9818,1.6996,1.1462,56.6296,48.1816
MBTI00518,popular_identity_context,0.6758,0.1512,0.7707,1.0235,0.9219,0.4357,0.5044,1.2915,1.0511,0.5988,0.5303,1.2515,E,S,T,J,ESTJ,ESTJ,0,0.4357,0,0.7884,1.9393,1.0118,56.6267,61.1318
MBTI00519,popular_identity_context,-0.2653,0.6670,-1.5314,-1.9092,-0.1188,0.7710,-1.2494,-2.0963,0.1724,0.5291,-1.2355,-1.8798,I,S,F,P,ISFP,ESFP,1,0.1188,1,1.0589,5.0293,1.5444,60.1649,54.7943
MBTI00520,popular_identity_context,0.8774,1.2633,0.2885,-0.0904,0.7006,1.2953,0.8820,-0.3188,0.7086,0.9933,0.7018,0.0331,E,S,T,P,ESTP,ESTJ,1,0.3188,0,0.7991,2.5078,1.3009,57.6688,55.7192
MBTI00521,popular_identity_context,0.8719,1.1588,-0.4410,-0.7280,1.0339,0.9794,-0.3053,-0.5684,0.6447,0.6747,-0.0471,-0.9647,E,S,F,P,ESFP,ESFP,0,0.3053,0,0.7218,2.5954,1.0849,62.1814,43.1597
MBTI00522,popular_identity_context,1.7815,0.7819,-0.4777,-0.4549,1.7509,0.6524,-0.5428,-0.8511,2.3380,0.4453,-0.7151,-1.2971,E,S,F,P,ESFP,ESFP,0,0.5428,0,0.9493,1.6057,0.8701,57.5161,58.6081
MBTI00523,popular_identity_context,0.2604,-0.7668,-0.5749,-0.9497,0.5302,-1.3637,-0.8972,-1.3669,0.7265,-0.4218,-0.8821,-0.5321,E,N,F,P,ENFP,ENFP,0,0.5302,0,1.0395,1.6389,0.8068,48.0803,48.4524
MBTI00524,popular_identity_context,0.5310,0.6366,-0.8341,-0.4291,0.5233,0.6076,-0.9060,-0.5145,0.1308,-0.1351,-0.8451,-0.4505,E,S,F,P,ESFP,ENFP,1,0.5145,0,0.6379,1.6821,1.4935,57.8856,42.5469
MBTI00525,popular_identity_context,0.9879,1.0575,-0.8077,0.3113,0.7229,1.1571,-1.1077,0.4051,0.9223,1.6130,-0.4933,0.1791,E,S,F,J,ESFJ,ESFJ,0,0.4051,0,0.8482,2.0613,0.9540,68.8067,56.4546
MBTI00526,popular_identity_context,0.8613,1.1076,-1.0657,-0.8996,1.5564,1.4267,-1.3756,-0.6232,1.0629,1.0228,-1.7103,0.0178,E,S,F,P,ESFP,ESFJ,1,0.6232,0,1.2455,1.4221,0.9918,59.8322,64.5169
MBTI00527,popular_identity_context,0.1115,1.3683,0.3726,-1.6830,0.1616,0.9662,0.2237,-1.7142,-0.9009,1.3295,0.8418,-2.0545,E,S,T,P,ESTP,ISTP,1,0.1616,1,0.7664,4.1387,1.7847,48.9817,47.2022
MBTI00528,popular_identity_context,0.5078,2.2025,-0.7449,-1.2841,0.6747,1.7436,-1.0678,-1.1563,0.4821,2.0720,-0.7233,-1.3765,E,S,F,P,ESFP,ESFP,0,0.6747,0,1.1606,1.3250,0.7350,62.5664,44.9407
MBTI00529,popular_identity_context,0.6171,0.3295,-1.3107,-0.1121,0.4305,0.3528,-1.1553,0.0777,0.9619,0.7068,-1.0584,-0.1804,E,S,F,J,ESFJ,ESFP,1,0.0777,1,0.5040,6.3428,2.1704,48.2919,50.1179
MBTI00530,popular_identity_context,2.0863,1.0110,-1.6108,-0.3264,2.3254,0.9685,-1.4782,-0.1337,1.8050,1.0153,-2.0953,-0.3407,E,S,F,P,ESFP,ESFP,0,0.1337,1,1.2265,4.6784,1.1510,63.6317,59.2158
MBTI00531,popular_identity_context,0.7564,1.2879,-0.4892,-0.8152,1.0577,1.2595,-0.7114,-0.5954,0.7375,1.2543,-0.1506,-0.6774,E,S,F,P,ESFP,ESFP,0,0.5954,0,0.9060,1.4805,0.9041,56.8309,53.8796
MBTI00532,popular_identity_context,1.7847,0.8439,-1.1144,-1.1239,1.9061,0.7688,-1.2960,-0.6846,1.4729,1.0898,-1.0604,-0.8564,E,S,F,P,ESFP,ESFP,0,0.6846,0,1.1639,1.3078,0.7332,49.7149,47.3288
MBTI00533,popular_identity_context,-0.1236,-0.5899,0.2539,-1.1283,-0.3057,-0.6879,-0.0836,-0.9481,-0.6788,-0.4752,0.3453,-0.8481,I,N,F,P,INFP,INTP,1,0.0836,1,0.5063,6.1127,2.1658,44.9681,54.0770
MBTI00534,popular_identity_context,1.5680,-0.2355,0.7635,-0.7648,1.4678,-0.6684,0.9574,-0.2080,1.8871,-0.1309,0.0068,-0.7559,E,N,T,P,ENTP,ENTP,0,0.2080,0,0.8254,3.4723,0.9752,45.4767,49.8168
MBTI00535,popular_identity_context,0.8369,-0.5985,0.6759,-0.5763,0.5263,-1.2025,0.1463,-0.7690,0.6754,-0.5409,0.4250,-0.4605,E,N,T,P,ENTP,ENTP,0,0.1463,1,0.6610,4.4187,1.6114,49.3690,53.5727
MBTI00536,popular_identity_context,0.8314,-1.0234,0.2269,-1.0362,0.7480,-0.0992,0.3006,-1.2282,1.0736,-0.7771,0.2866,-1.3462,E,N,T,P,ENTP,ENTP,0,0.0992,1,0.5940,5.5814,1.7094,50.4128,48.3200
MBTI00537,popular_identity_context,1.6480,0.8321,0.4088,-1.6612,1.9375,1.0443,0.2883,-1.9460,2.4603,-0.4323,1.1344,-1.8808,E,S,T,P,ESTP,ENTP,1,0.2883,0,1.3040,2.7153,0.9649,60.3508,42.9055
MBTI00538,popular_identity_context,0.8346,-0.9429,1.4029,-0.6761,0.1467,-1.0879,1.5682,-0.4086,0.6549,-1.0257,0.2392,-1.0867,E,N,T,P,ENTP,ENTP,0,0.1467,1,0.8029,4.4105,1.4471,48.2644,52.5227
MBTI00539,popular_identity_context,0.6034,-1.2793,0.6047,-0.6131,0.5131,-0.9876,0.7047,-0.6719,0.9840,-1.3260,-0.1856,-0.7601,E,N,T,P,ENTP,ENFP,1,0.5131,0,0.7193,1.6862,1.3878,49.3647,60.1619
MBTI00540,popular_identity_context,0.9478,-1.3420,-0.0812,-1.0185,0.2395,-0.9405,-0.2552,-0.9962,0.3744,-1.2025,0.1954,-0.4654,E,N,F,P,ENFP,ENTP,1,0.2395,0,0.6079,3.1297,1.5378,49.1556,54.0570
MBTI00541,popular_identity_context,0.5011,-0.7684,0.5223,-0.1764,0.4504,-0.8626,0.9422,-0.0377,-0.2884,-1.0298,0.6800,0.2344,E,N,T,P,ENTP,INTJ,1,0.0377,1,0.5733,8.4937,2.0432,55.7661,51.1081
MBTI00542,popular_identity_context,1.4229,0.7814,0.2845,0.1482,1.4418,0.0074,0.4074,0.0776,1.3730,0.6002,0.2437,-0.0030,E,S,T,J,ESTJ,ESTP,1,0.0074,1,0.4835,10.0000,2.2130,56.4660,51.0104
MBTI00543,popular_identity_context,0.5860,-0.6764,1.3120,-0.9306,0.3444,-0.8355,1.4898,-0.6394,0.7278,-0.2510,1.0572,-1.0118,E,N,T,P,ENTP,ENTP,0,0.3444,0,0.8272,2.3564,0.9735,44.3067,59.4423
MBTI00544,popular_identity_context,0.7399,-1.5036,0.7474,-0.2935,1.1942,-1.2501,1.3454,-0.2071,0.4281,-1.8968,0.2557,-0.6053,E,N,T,P,ENTP,ENTP,0,0.2071,0,0.9992,3.4835,0.8339,55.9780,43.1804
MBTI00545,popular_identity_context,0.8879,-1.0272,1.2744,-1.2353,0.6078,-1.3275,1.0669,-1.4112,0.9584,-0.9656,1.7475,-0.4955,E,N,T,P,ENTP,ENTP,0,0.6078,0,1.1033,1.4540,0.7673,47.1148,48.8690
MBTI00546,popular_identity_context,1.1413,-0.7777,0.8840,-0.3564,0.5860,-0.7903,0.7831,-0.1989,0.7457,-1.0833,0.8727,-0.7707,E,N,T,P,ENTP,ENTP,0,0.1989,1,0.5896,3.5849,1.7165,49.4557,50.7484
MBTI00547,popular_identity_context,0.6594,0.1410,-1.0772,0.5219,0.9087,0.2797,-1.5165,0.8228,0.4880,-0.4498,-1.6996,0.6787,E,S,F,J,ESFJ,ENFJ,1,0.2797,0,0.8819,2.7801,1.2243,55.2282,58.6503
MBTI00548,popular_identity_context,0.1649,-1.1595,-1.4466,1.0726,0.4741,-0.9581,-1.7326,0.8546,0.1935,-1.1671,-1.2267,0.6453,E,N,F,J,ENFJ,ENFJ,0,0.4741,0,1.0049,1.8046,0.8300,45.2312,59.0847
MBTI00549,popular_identity_context,0.6680,-0.8021,-0.8140,0.7543,0.2254,-1.2276,-0.8058,0.5149,1.1282,-1.2726,-1.1821,0.9034,E,N,F,J,ENFJ,ENFJ,0,0.2254,0,0.6934,3.2747,1.1193,38.3943,55.1380
MBTI00550,popular_identity_context,1.1451,-0.8504,-0.2661,0.7482,0.8747,-0.4311,-0.7554,0.5327,1.4887,-0.9926,0.1325,2.0086,E,N,F,J,ENFJ,ENTJ,1,0.4311,0,0.6485,1.9565,1.4786,47.1073,44.9928
MBTI00551,popular_identity_context,0.6181,0.5090,-0.7109,1.4310,0.9403,0.7062,-0.5545,1.4560,0.3256,0.7091,-0.3013,1.8138,E,S,F,J,ESFJ,ESFJ,0,0.5545,0,0.9143,1.5761,0.8974,58.0405,50.1030
MBTI00552,popular_identity_context,1.8229,-1.0855,-0.0280,1.0332,1.2932,-1.5188,0.2096,0.5588,2.1894,-0.4339,0.2237,0.7700,E,N,T,J,ENTJ,ENTJ,0,0.2096,0,0.8951,3.4529,0.9132,55.8518,48.4741
MBTI00553,popular_identity_context,0.7557,-0.0934,-1.2298,0.1834,0.6387,0.0122,-1.2998,0.8899,1.1582,-0.2299,-0.9487,0.2740,E,S,F,J,ESFJ,ENFJ,1,0.0122,1,0.7101,10.0000,1.8487,49.5923,56.2611
MBTI00554,popular_identity_context,1.3180,-1.6385,-1.7336,-0.1357,1.4380,-1.5378,-1.8229,-0.5415,1.2223,-1.9344,-2.1420,0.0836,E,N,F,P,ENFP,ENFJ,1,0.5415,0,1.3351,1.6089,0.9514,53.8075,51.2810
MBTI00555,popular_identity_context,2.3375,-1.4692,-1.6557,1.3746,2.6870,-1.7084,-1.8482,1.4788,2.4634,-0.7847,-1.2687,2.1146,E,N,F,J,ENFJ,ENFJ,0,1.4788,0,1.9306,0.6415,0.4693,61.5323,55.3359
MBTI00556,popular_identity_context,0.8649,-1.3852,-1.5264,0.7854,0.7901,-1.7837,-1.3531,0.5612,0.7453,-1.9043,-1.5544,1.4477,E,N,F,J,ENFJ,ENFJ,0,0.5612,0,1.1220,1.5597,0.7564,53.5778,42.4512
MBTI00557,popular_identity_context,1.3741,-0.6344,0.1372,1.4493,1.1359,-0.4914,-0.0590,1.4284,1.2120,-0.4005,0.8566,1.5184,E,N,F,J,ENFJ,ENTJ,1,0.0590,1,0.7787,7.1959,1.7718,54.9566,63.4274
MBTI00558,popular_identity_context,-0.2780,-1.6423,-1.0066,1.1686,-0.1169,-1.5309,-0.6006,1.5926,-0.2489,-1.0416,-1.3097,1.4649,I,N,F,J,INFJ,INFJ,0,0.1169,1,0.9603,5.0796,1.3119,45.0514,52.0826
MBTI00559,popular_identity_context,-0.0867,-1.7838,-1.5880,1.0971,-0.2739,-1.9745,-1.4944,1.4185,-0.6029,-1.7721,-1.7595,1.8566,I,N,F,J,INFJ,INFJ,0,0.2739,0,1.2903,2.8261,0.6710,50.0955,56.0393
MBTI00560,popular_identity_context,0.8545,-0.8537,-1.2686,1.0122,0.2373,-0.7864,-1.1030,1.2634,1.0975,-0.7707,-1.2163,0.6966,E,N,F,J,ENFJ,ENFJ,0,0.2373,0,0.8475,3.1512,0.9546,42.0178,49.1524
MBTI00561,popular_identity_context,-0.6413,2.2886,1.1519,1.3274,-0.1115,2.3467,0.8063,1.2881,-0.5725,2.2482,2.1108,1.3150,I,S,T,J,ISTJ,ISTJ,0,0.1115,1,1.1382,5.2207,1.1973,55.0587,53.7352
MBTI00562,popular_identity_context,-0.2377,0.6334,1.2541,1.0888,-0.5828,0.9132,1.8483,1.0004,-0.1017,0.6381,1.3242,0.9949,I,S,T,J,ISTJ,ISTJ,0,0.5828,0,1.0862,1.5087,0.7775,46.5894,49.1623
MBTI00563,popular_identity_context,-1.0717,1.4883,2.0062,1.1179,-0.5579,1.2787,1.9797,1.4818,-1.1718,1.6316,1.6955,1.4249,I,S,T,J,ISTJ,ISTJ,0,0.5579,0,1.3245,1.5676,0.6559,48.6570,56.6692
MBTI00564,popular_identity_context,-2.2780,1.2435,-0.2199,0.7133,-2.7828,1.3420,-0.4621,0.6665,-2.1953,1.5355,-0.6463,0.5679,I,S,F,J,ISFJ,ISFJ,0,0.4621,0,1.3134,1.8448,0.6608,45.0808,50.9124
MBTI00565,popular_identity_context,-0.0260,0.9824,0.5681,0.5365,0.2121,0.9941,0.7290,0.8713,0.4012,1.6116,0.3446,0.7310,E,S,T,J,ESTJ,ESTJ,0,0.2121,0,0.7016,3.4234,1.1091,51.2899,49.8067
MBTI00566,popular_identity_context,-0.8286,1.1404,1.1904,0.7020,-0.8103,1.9579,1.3053,1.3525,-0.7403,1.4131,1.0316,0.7184,I,S,T,J,ISTJ,ISTJ,0,0.8103,0,1.3565,1.1233,0.6425,54.0221,48.5011
MBTI00567,popular_identity_context,0.1930,0.6992,0.7504,0.6933,0.2693,-0.1055,0.3852,1.0720,0.1598,0.6143,0.8236,0.9362,E,N,T,J,ENTJ,ESTJ,1,0.1055,1,0.4580,5.3914,2.2698,42.0402,59.9752
MBTI00568,popular_identity_context,-0.2533,1.3434,1.0048,1.4182,-0.0991,1.3516,1.1157,1.1692,-0.1901,1.0681,1.0990,1.3209,I,S,T,J,ISTJ,ISTJ,0,0.0991,1,0.9339,5.5820,1.3319,53.5295,56.8347
MBTI00569,popular_identity_context,-0.7541,0.8351,0.9730,1.5206,-1.1844,0.8233,1.0107,1.7176,-0.8345,1.1053,0.3013,1.7180,I,S,T,J,ISTJ,ISTJ,0,0.8233,0,1.1840,1.1071,0.7225,49.4278,57.2908
MBTI00570,popular_identity_context,-0.8141,0.4373,0.4625,0.9061,-0.3043,0.4840,0.1319,0.0172,-0.6490,0.1479,1.2315,0.9429,I,S,T,J,ISTJ,ISTJ,0,0.0172,1,0.2344,10.0000,2.7522,46.0333,53.5434
MBTI00571,popular_identity_context,-1.7380,0.8281,1.0510,0.6570,-2.0541,1.0338,1.3739,0.6161,-1.4091,1.0749,1.6742,0.4299,I,S,T,J,ISTJ,ISTJ,0,0.6161,0,1.2695,1.4365,0.6805,44.7288,47.0834
MBTI00572,popular_identity_context,-1.4595,0.3587,0.6114,-0.1305,-1.0613,0.2307,0.6356,0.1231,-1.6807,0.8253,0.6719,-0.3382,I,S,T,J,ISTJ,ISTP,1,0.1231,1,0.5127,4.9246,2.1532,42.2438,55.5986
MBTI00573,popular_identity_context,-1.9855,-0.0153,0.0218,0.6729,-2.5865,-0.2571,-0.1117,0.8145,-1.9334,-0.4131,0.6121,0.3606,I,N,F,J,INFJ,INTJ,1,0.1117,1,0.9424,5.2174,1.6253,44.2768,49.8650
MBTI00574,popular_identity_context,-1.6406,0.5969,0.5349,1.5110,-1.7138,0.8553,-0.1076,1.9686,-1.3774,1.3540,0.5650,1.5135,I,S,F,J,ISFJ,ISTJ,1,0.1076,1,1.1613,5.3318,1.4846,33.4310,55.2413
MBTI00575,popular_identity_context,-0.8098,0.9530,-0.7089,-1.5077,-0.8747,1.1141,-0.6620,-1.5234,-0.5122,0.2750,-1.1030,-1.3974,I,S,F,P,ISFP,ISFP,0,0.6620,0,1.0435,1.3477,0.8042,50.2594,41.8645
MBTI00576,popular_identity_context,0.8302,0.1058,-1.7373,-1.7537,1.1107,-0.8674,-1.6715,-2.0585,1.1766,-0.1683,-1.5468,-1.6810,E,N,F,P,ENFP,ENFP,0,0.8674,0,1.4270,1.0555,0.6146,55.5912,50.0772
MBTI00577,popular_identity_context,0.3522,0.4233,-0.8553,-0.3967,-0.0639,0.2064,-0.2586,0.2040,0.7947,0.8801,-0.8962,-0.1299,I,S,F,J,ISFJ,ESFP,1,0.0639,1,0.1832,6.9475,3.3593,37.3699,49.7693
MBTI00578,popular_identity_context,-0.0819,1.6409,-0.4932,-1.7123,-0.7981,2.1626,-0.1115,-2.0046,0.3967,1.1767,-0.5325,-1.7456,I,S,F,P,ISFP,ESFP,1,0.1115,1,1.2692,5.2217,1.4306,50.4541,51.2797
MBTI00579,popular_identity_context,-0.7357,0.5014,-1.1563,-0.8925,-0.9448,0.2610,-1.4591,-1.1926,-0.6828,0.2731,-1.0231,-1.2309,I,S,F,P,ISFP,ISFP,0,0.2610,0,0.9644,2.9329,0.8588,50.6717,60.5492
MBTI00580,popular_identity_context,-0.8638,1.0303,-1.0101,-0.0157,-0.7955,0.7777,-0.8091,0.3265,-0.8413,1.2595,-1.4427,-0.1226,I,S,F,J,ISFJ,ISFP,1,0.3265,0,0.6772,2.4599,1.4400,53.9997,51.7318
MBTI00581,popular_identity_context,-0.5798,0.9804,-0.5800,-1.5247,-0.8174,0.9553,-0.8096,-1.5159,-0.2990,-0.1740,-0.4355,-1.8105,I,S,F,P,ISFP,INFP,1,0.8096,0,1.0246,1.1240,1.1166,49.6834,52.5021
MBTI00582,popular_identity_context,-0.4898,0.4410,-1.3965,-0.7113,-0.1607,0.7022,-0.8981,-0.4792,-0.9852,0.2134,-2.0386,0.2195,I,S,F,P,ISFP,ISFJ,1,0.1607,1,0.5601,4.1551,2.0657,47.4222,53.5708
MBTI00583,popular_identity_context,-1.0977,0.9576,-1.1114,-1.5435,-1.1498,1.0442,-0.8299,-1.7487,-0.8563,0.7200,-1.2948,-1.6297,I,S,F,P,ISFP,ISFP,0,0.8299,0,1.1932,1.0990,0.7178,45.4992,40.6895
