participant_id,extraversion_score,agreeableness_score,conscientiousness_score,neuroticism_score,openness_score,conscientiousness_t1,conscientiousness_t2,behavior_score,trait_score,situation_strength,person_situation_interaction,characterology_typology_index,psychometric_structure_index,person_situation_index,narrative_identity_index,measurement_invariance_caution_index,historical_method_maturity_index
HIST00373,2.905,3.253,4.403,3.453,4.425,4.655,4.584,3.313,4.024,1.890,1.087,6.172,6.641,2.200,5.196,4.885,5.124
HIST00374,4.581,4.674,4.941,4.350,4.352,4.890,4.883,4.413,3.839,3.097,1.698,5.971,6.715,4.248,4.265,3.961,5.713
HIST00375,1.933,3.942,3.478,4.125,3.778,3.246,3.191,4.288,3.522,4.163,2.095,6.457,5.034,4.711,3.633,5.013,4.796
HIST00376,5.639,3.630,3.427,4.078,4.780,3.448,3.425,3.985,2.974,4.569,1.941,6.170,6.072,4.297,4.066,4.558,5.597
HIST00377,2.905,3.567,3.702,4.802,3.969,3.399,3.363,4.364,2.675,5.678,2.170,7.195,5.155,4.884,4.111,5.931,5.441
HIST00378,4.882,3.209,4.165,4.133,4.636,3.964,4.090,3.743,2.928,4.889,2.045,6.961,5.477,2.869,5.083,4.072,5.573
HIST00379,5.259,4.312,3.984,2.817,4.523,4.501,4.311,3.911,3.805,3.003,1.633,6.212,6.712,4.197,4.704,4.847,5.721
HIST00380,3.715,3.389,3.136,5.180,1.050,3.257,3.406,4.256,2.131,5.434,1.655,8.426,4.135,4.075,3.469,4.470,4.221
HIST00381,6.137,5.502,3.430,3.047,5.358,3.059,3.307,4.981,4.232,5.580,3.374,6.338,5.232,4.634,5.656,5.049,5.141
HIST00382,4.521,3.778,6.355,3.630,2.978,6.377,6.229,4.269,4.897,5.213,3.647,6.520,6.237,4.341,3.997,3.935,5.468
HIST00383,3.681,2.479,4.750,4.911,5.034,5.149,4.715,3.953,3.792,3.307,1.792,7.005,5.751,4.080,4.749,5.361,5.543
HIST00384,2.570,4.687,3.855,3.593,2.067,3.976,3.940,4.957,4.225,5.852,3.533,7.986,4.184,4.989,4.081,3.987,4.774
HIST00385,5.189,3.270,5.298,5.521,6.704,5.076,4.492,3.942,3.816,4.863,2.651,6.719,6.938,4.237,5.522,5.503,5.817
HIST00386,5.855,3.924,4.815,5.687,2.339,5.101,4.730,4.238,3.692,6.024,3.177,6.379,5.719,5.493,3.912,4.020,5.360
HIST00387,5.317,3.326,4.605,3.449,4.781,4.775,4.919,4.188,3.809,6.398,3.482,7.051,5.661,5.292,4.668,4.413,5.388
HIST00388,5.017,4.539,4.149,3.276,2.684,4.247,4.825,4.283,4.190,5.322,3.186,7.140,5.530,4.430,4.185,3.549,5.099
HIST00389,4.787,2.832,4.537,2.575,2.744,4.586,4.891,3.535,4.235,3.883,2.349,6.015,5.442,4.362,3.979,3.565,4.933
HIST00390,5.721,5.034,3.936,1.000,4.598,4.148,4.329,3.158,3.098,4.324,1.914,5.918,5.419,2.969,5.694,4.334,4.800
HIST00391,2.763,4.967,4.918,5.219,4.926,5.130,5.445,4.835,4.029,3.813,2.195,6.309,6.241,4.534,4.722,4.863,4.968
HIST00392,3.725,3.393,2.047,5.701,3.120,2.451,3.246,3.281,2.830,2.429,0.982,7.578,4.404,3.932,4.749,4.133,4.503
HIST00393,2.716,2.276,4.844,2.561,4.419,4.930,4.485,3.101,3.300,4.162,1.962,6.586,5.775,3.601,5.003,4.349,5.457
HIST00394,5.062,4.634,3.972,3.650,4.926,3.652,4.758,5.259,4.018,6.212,3.565,6.274,6.320,5.690,5.261,4.199,5.981
HIST00395,5.358,3.165,3.764,4.473,5.326,3.411,3.519,3.089,3.320,2.280,1.082,6.253,6.451,3.201,5.213,4.887,5.274
HIST00396,5.449,4.006,4.479,4.006,4.959,4.723,5.809,3.990,3.533,2.575,1.299,6.373,6.370,3.739,5.467,3.788,5.000
HIST00397,4.111,4.331,4.271,3.496,5.267,4.526,4.617,4.144,3.764,3.685,1.982,5.820,5.790,4.876,5.117,5.107,5.701
HIST00398,4.539,3.778,6.678,3.009,4.062,6.651,7.000,5.317,5.005,6.386,4.566,5.722,6.573,6.355,4.001,4.534,6.419
HIST00399,4.955,3.402,4.315,4.322,4.010,5.106,4.431,4.812,4.372,3.404,2.126,6.739,5.531,4.035,4.420,3.976,5.190
HIST00400,4.172,4.334,2.684,3.484,4.261,2.745,3.132,4.075,2.864,5.323,2.178,6.161,5.952,4.716,4.436,3.490,5.233
HIST00401,3.383,2.287,4.487,3.917,4.294,4.389,4.214,4.566,3.637,4.686,2.435,6.397,6.047,5.017,3.825,4.082,5.949
HIST00402,2.945,4.248,3.341,2.998,4.231,3.642,3.254,2.459,3.860,3.519,1.941,6.914,5.683,3.480,4.403,4.710,4.789
HIST00403,3.113,4.134,4.108,3.539,5.573,4.249,3.944,4.429,3.766,5.366,2.887,5.822,6.423,4.607,4.746,4.852,7.119
HIST00404,4.347,4.217,5.873,3.120,5.541,6.055,4.928,3.926,4.360,3.920,2.442,5.379,7.599,3.229,5.745,4.583,5.423
HIST00405,4.240,3.770,2.661,4.042,3.545,2.811,3.010,4.036,2.844,4.718,1.917,7.333,4.346,3.898,4.135,4.220,4.613
HIST00406,3.874,3.370,4.959,3.219,4.034,4.939,5.030,5.419,4.149,5.533,3.280,6.132,5.594,5.002,3.792,3.941,5.641
HIST00407,3.866,2.678,5.955,3.689,6.085,5.770,5.700,3.448,4.504,2.221,1.429,6.720,6.983,3.858,5.058,5.745,5.286
HIST00408,3.645,4.086,5.535,5.016,4.463,5.616,5.720,3.862,3.337,5.074,2.419,5.320,7.643,4.997,3.849,4.543,6.616
HIST00409,3.059,2.893,4.460,2.457,3.064,4.629,5.185,3.898,3.814,3.556,1.938,6.558,5.510,4.033,3.738,3.485,5.096
HIST00410,3.320,5.152,4.744,3.268,3.051,4.627,4.485,3.786,4.746,4.378,2.968,6.900,5.200,3.931,4.745,4.476,5.631
HIST00411,4.238,2.988,5.234,1.688,5.564,5.011,4.121,4.817,4.770,6.252,4.261,5.899,6.446,5.445,4.646,3.585,6.072
HIST00412,4.148,4.514,4.113,3.551,2.956,4.021,4.116,3.575,4.067,3.088,1.794,7.397,4.593,3.903,4.884,2.885,4.463
HIST00413,3.741,4.152,5.058,4.392,6.418,5.147,4.838,5.109,3.810,6.535,3.557,6.732,7.037,5.248,5.584,3.895,6.063
HIST00414,2.843,4.059,5.493,3.679,3.422,5.276,4.926,3.344,4.227,2.260,1.365,5.910,6.472,3.029,3.774,4.518,4.444
HIST00415,4.296,4.812,5.020,2.223,4.422,4.834,5.149,4.218,4.415,3.684,2.323,5.711,5.645,4.888,5.117,3.677,5.124
HIST00416,4.362,4.255,3.218,6.474,4.898,3.170,2.871,3.083,3.188,4.090,1.863,6.488,5.992,4.327,5.785,4.625,5.625
HIST00417,3.400,4.129,4.202,3.602,3.561,4.536,4.864,5.268,4.083,6.054,3.532,7.514,6.143,5.255,4.451,3.717,5.463
HIST00418,3.343,5.130,3.790,3.903,3.916,3.513,3.567,3.401,3.358,4.302,2.064,6.032,5.753,3.917,5.160,5.577,5.328
HIST00419,3.071,1.786,3.038,4.457,4.075,2.869,3.585,5.568,3.491,7.000,3.491,7.442,5.096,5.910,4.578,3.153,5.370
HIST00420,2.641,4.830,3.601,5.881,3.956,3.258,3.693,4.524,3.807,3.390,1.844,6.319,6.055,3.904,5.180,4.407,5.507
HIST00421,4.067,4.993,3.861,3.629,5.784,4.217,4.317,4.003,3.497,4.751,2.373,5.953,6.262,4.598,5.425,4.760,5.154
HIST00422,4.981,4.107,2.833,1.154,2.908,2.866,2.931,4.851,4.222,6.291,3.795,6.454,5.609,5.422,5.068,2.682,5.204
HIST00423,3.931,2.513,3.225,2.744,5.270,2.974,3.571,4.058,2.788,2.205,0.878,6.337,5.998,3.423,5.022,4.446,5.233
HIST00424,3.451,3.778,4.572,3.164,3.003,4.488,4.392,3.542,3.804,3.419,1.858,6.401,4.954,3.705,5.238,4.272,5.599
HIST00425,4.009,5.020,3.292,2.423,2.474,3.372,3.973,5.333,4.285,4.525,2.770,7.215,4.924,5.596,4.634,3.569,4.811
HIST00426,2.278,4.358,3.899,3.566,5.369,4.094,3.389,4.670,4.034,5.230,3.014,6.055,6.934,4.916,5.454,5.273,6.091
HIST00427,4.235,5.155,3.830,4.860,2.341,3.736,4.721,3.997,3.534,3.869,1.953,7.171,4.548,4.032,3.875,5.056,4.570
HIST00428,4.241,3.158,4.195,3.440,5.281,4.109,3.649,3.629,2.975,3.055,1.299,6.556,5.445,4.342,5.347,4.342,5.773
HIST00429,5.542,4.730,5.597,5.399,2.405,5.292,5.175,4.313,4.592,4.033,2.645,6.777,6.020,3.906,4.222,4.372,4.842
HIST00430,4.160,3.492,3.513,2.698,4.221,3.495,3.629,3.646,3.027,1.422,0.615,6.301,5.336,3.481,4.655,3.774,5.242
HIST00431,5.133,2.741,3.158,2.281,4.933,3.323,3.598,3.277,2.888,3.070,1.267,5.786,5.392,3.484,4.135,4.454,5.392
HIST00432,4.243,3.611,3.935,4.009,3.192,3.932,4.040,3.193,3.038,3.217,1.396,5.909,5.751,3.220,4.293,4.919,5.082
HIST00433,3.829,4.303,4.539,3.738,2.290,4.378,4.205,3.064,4.101,2.483,1.455,6.772,5.784,3.120,4.264,3.943,4.692
HIST00434,2.730,4.317,3.600,3.235,5.388,3.651,4.227,4.048,3.717,4.721,2.507,6.164,5.871,4.456,4.386,5.332,5.270
HIST00435,5.308,5.818,3.395,3.467,4.516,3.557,3.644,3.619,3.629,3.126,1.620,5.819,5.729,4.041,6.546,4.053,5.265
HIST00436,2.802,2.884,4.629,3.078,5.369,4.987,5.866,4.089,3.631,4.959,2.572,5.641,4.957,4.438,5.087,4.235,5.754
HIST00437,4.172,4.215,4.376,2.600,4.024,4.487,4.297,4.356,3.010,2.564,1.102,7.404,5.152,3.877,5.247,4.484,4.911
HIST00438,3.502,3.451,2.866,3.233,5.417,2.901,3.103,4.259,3.440,5.838,2.869,7.251,5.122,5.166,4.638,4.069,4.942
HIST00439,2.614,2.967,3.009,5.147,4.424,3.166,3.386,3.021,2.505,2.406,0.861,6.067,5.317,3.396,4.198,5.182,4.953
HIST00440,3.860,5.255,3.053,3.092,2.712,2.894,2.923,4.566,3.074,5.090,2.235,7.232,4.890,5.355,4.181,4.432,4.772
HIST00441,5.350,2.498,4.203,4.262,3.190,4.134,4.215,3.714,3.079,5.328,2.343,6.739,6.228,4.406,3.903,4.672,5.060
HIST00442,3.516,4.473,4.612,4.325,4.032,4.552,4.530,3.546,3.307,4.893,2.312,6.291,6.594,5.175,5.016,4.318,5.778
HIST00443,3.844,3.278,3.973,3.071,2.969,3.933,4.794,4.568,3.938,5.848,3.290,6.526,5.725,5.144,4.139,3.376,5.362
HIST00444,2.172,4.019,4.216,4.888,4.801,4.148,4.087,3.309,3.658,4.083,2.133,7.320,6.406,3.562,4.139,4.910,5.468
HIST00445,3.087,3.511,2.547,2.238,5.556,2.446,3.417,3.261,3.042,5.061,2.199,6.298,5.745,4.316,5.613,4.158,5.197
HIST00446,4.835,1.898,2.737,5.501,4.949,2.829,2.929,3.437,2.019,4.709,1.358,7.411,4.676,3.940,4.498,5.035,4.774
HIST00447,3.946,4.439,3.717,3.768,5.641,3.451,3.454,3.675,3.268,2.657,1.241,6.105,5.744,3.464,5.269,5.345,5.367
HIST00448,4.149,2.161,4.519,3.252,6.101,4.248,3.697,3.569,3.471,3.804,1.886,7.152,5.841,3.041,4.682,3.923,4.152
HIST00449,3.446,5.655,3.480,1.451,5.856,3.303,3.507,3.311,4.231,3.049,1.843,5.989,6.254,3.797,5.254,4.677,5.145
HIST00450,3.139,3.492,3.235,2.720,4.705,3.694,4.322,4.282,3.483,5.049,2.513,6.118,4.727,4.766,4.905,4.484,4.817
HIST00451,2.668,2.166,2.974,3.395,4.224,3.134,3.599,3.588,2.859,5.547,2.266,5.955,5.107,4.214,4.129,5.801,5.343
HIST00452,4.264,3.646,3.748,3.985,3.381,3.430,3.559,5.106,3.835,5.502,3.014,6.571,5.672,5.738,4.727,4.417,6.213
HIST00453,4.098,2.864,4.922,4.596,4.373,4.813,4.978,3.576,3.974,4.468,2.536,6.409,6.234,3.971,3.912,3.845,5.325
HIST00454,3.787,1.290,3.620,4.981,5.114,3.954,4.337,2.842,2.177,4.316,1.343,7.034,5.295,4.060,4.245,4.571,4.427
HIST00455,4.953,4.911,3.495,4.187,5.462,3.761,3.460,3.860,3.027,5.104,2.207,6.386,5.186,4.311,5.674,4.899,5.784
HIST00456,4.517,4.278,4.550,3.270,4.047,4.577,4.700,3.478,2.950,2.714,1.144,7.048,4.982,3.902,4.723,3.352,5.134
HIST00457,4.913,2.266,3.492,3.872,3.581,3.475,3.393,3.205,3.011,3.533,1.520,7.691,4.058,3.881,4.065,3.817,4.041
HIST00458,4.192,3.147,4.759,5.494,5.319,4.623,4.997,3.230,4.054,3.391,1.964,6.194,6.311,3.689,4.642,5.842,5.993
HIST00459,4.158,3.316,4.228,4.073,3.097,4.296,4.362,4.097,4.117,4.810,2.829,8.146,4.933,4.112,4.083,3.551,4.609
HIST00460,5.006,3.891,5.391,3.636,4.544,5.274,5.316,4.567,3.662,3.234,1.692,6.078,6.219,4.354,5.368,4.388,5.081
HIST00461,4.641,3.065,5.646,2.474,5.121,6.121,5.744,5.220,4.030,6.114,3.520,6.516,6.458,5.684,4.522,4.712,5.543
HIST00462,6.221,3.553,3.414,2.945,4.225,3.047,3.945,4.652,3.492,4.740,2.364,7.187,4.695,4.966,5.619,4.721,5.326
HIST00463,5.073,4.867,3.794,2.744,2.737,4.039,4.330,4.165,3.874,3.537,1.957,6.387,5.041,4.232,4.008,3.046,5.137
HIST00464,3.825,3.165,1.892,3.251,6.240,2.283,2.086,3.249,2.817,3.807,1.532,6.612,6.148,4.118,4.992,5.080,5.993
HIST00465,4.300,4.145,4.984,3.523,3.520,4.685,4.759,4.241,3.968,2.638,1.496,6.366,5.767,3.212,4.134,3.111,4.742
HIST00466,3.084,3.054,5.188,4.936,4.200,5.254,6.161,4.353,3.668,4.170,2.185,7.411,6.019,3.546,3.808,4.974,5.400
HIST00467,4.546,3.788,4.417,2.907,4.611,4.567,4.279,3.978,3.629,3.344,1.734,6.772,4.968,3.401,5.331,3.113,4.418
HIST00468,3.654,2.615,3.639,3.903,3.384,3.613,3.020,3.881,3.205,2.349,1.075,6.489,4.805,2.961,4.325,5.229,5.320
HIST00469,3.190,4.243,4.201,2.155,4.695,4.645,4.735,3.215,2.849,3.445,1.402,5.812,6.695,3.887,4.795,4.014,5.513
HIST00470,3.900,4.339,4.994,3.833,3.355,5.142,5.405,4.397,3.571,4.903,2.501,5.623,6.871,4.022,4.416,4.494,4.942
HIST00471,4.469,3.483,3.937,3.573,3.643,3.974,3.951,4.144,3.076,3.591,1.578,6.630,5.055,3.750,5.042,4.739,4.790
HIST00472,3.282,3.748,5.021,6.266,2.934,4.934,4.804,3.521,3.585,2.944,1.508,7.277,5.543,2.980,4.222,3.488,4.509
HIST00473,4.081,4.562,3.816,3.020,2.935,3.859,3.272,3.995,4.406,4.806,3.025,6.549,5.054,4.429,4.358,4.085,5.326
HIST00474,3.507,2.173,5.210,2.542,5.280,4.753,4.556,3.126,3.321,3.293,1.563,5.621,6.640,4.516,4.916,4.710,5.123
HIST00475,4.835,3.372,3.467,3.693,4.793,3.915,4.051,2.507,3.093,3.452,1.525,5.716,6.096,3.246,4.676,5.173,5.922
HIST00476,3.425,1.278,4.098,4.424,4.670,3.639,4.048,4.216,2.767,4.446,1.757,6.620,5.291,3.282,4.777,5.314,4.737
HIST00477,4.006,4.005,2.817,4.742,4.726,2.819,4.056,3.543,3.181,4.528,2.058,5.915,5.529,4.387,5.118,4.735,5.548
HIST00478,2.629,3.123,2.397,4.433,4.047,2.596,3.360,2.657,2.128,3.084,0.938,7.501,4.478,2.859,5.331,2.956,4.284
HIST00479,4.110,6.009,2.354,4.875,3.487,2.520,3.098,4.140,3.737,3.898,2.081,7.562,4.701,4.360,5.520,4.363,5.299
HIST00480,2.887,5.218,4.942,1.855,5.572,4.987,4.555,3.421,4.312,2.598,1.600,5.651,5.972,3.908,4.725,3.853,5.468
HIST00481,2.983,2.595,4.764,2.037,3.938,4.515,5.063,5.522,4.034,6.032,3.476,6.116,6.491,5.936,5.203,3.557,5.488
HIST00482,4.450,3.254,5.093,3.800,3.504,5.386,4.949,3.896,3.726,3.931,2.093,6.968,5.469,3.917,4.828,3.900,5.194
HIST00483,3.411,5.355,3.149,1.767,1.281,3.065,3.043,4.384,4.540,3.362,2.180,6.584,4.763,3.792,3.191,3.303,4.547
HIST00484,2.434,4.403,5.082,5.197,4.621,5.068,5.025,5.035,4.261,5.543,3.374,6.222,7.166,4.381,3.988,5.231,5.389
HIST00485,3.909,1.872,5.200,3.853,5.316,4.925,4.988,3.920,3.949,4.821,2.720,6.299,5.829,5.036,4.320,5.357,5.618
HIST00486,5.566,2.644,3.398,4.272,2.622,3.304,3.022,4.199,3.663,5.098,2.668,7.405,4.530,5.190,4.125,4.088,5.106
HIST00487,2.633,5.078,4.835,2.433,4.797,4.845,5.260,2.993,4.389,1.752,1.098,5.788,6.171,3.609,4.271,4.283,5.144
HIST00488,2.986,4.787,2.798,2.030,6.639,2.858,2.772,4.075,2.631,4.495,1.690,6.215,5.753,3.683,5.136,4.460,4.624
HIST00489,4.261,2.292,3.988,4.397,4.153,3.788,3.744,3.897,4.004,3.526,2.017,6.692,6.122,4.351,4.520,4.708,5.272
HIST00490,2.547,1.907,5.121,4.588,4.017,5.139,5.033,2.893,3.077,2.194,0.964,6.222,5.312,3.484,4.478,4.424,5.171
HIST00491,3.123,4.085,5.479,2.379,3.174,5.876,5.995,4.746,5.177,2.457,1.817,6.585,6.118,4.132,4.829,4.392,5.362
HIST00492,6.247,5.132,3.379,3.715,4.448,3.246,2.926,4.579,4.317,4.626,2.852,6.389,6.001,5.633,4.545,2.588,6.061
HIST00493,4.278,4.705,6.412,3.715,5.008,6.133,6.720,4.822,4.402,3.422,2.152,5.533,7.716,4.745,5.070,4.435,6.237
HIST00494,4.920,5.582,3.874,3.949,4.110,3.773,4.463,3.983,3.570,3.551,1.811,5.784,6.329,3.342,4.868,4.290,5.304
HIST00495,4.358,2.888,4.291,3.520,4.552,4.411,4.184,3.691,2.901,3.234,1.340,7.041,5.380,3.919,4.612,4.700,5.118
HIST00496,6.007,4.541,3.888,3.985,3.126,3.844,4.503,4.370,3.269,5.524,2.580,6.168,5.441,4.844,4.844,3.963,5.386
HIST00497,3.327,4.969,4.375,1.942,3.500,4.267,3.811,5.458,4.288,4.121,2.525,6.824,4.970,4.010,4.721,2.840,4.845
HIST00498,3.128,5.448,5.558,4.003,5.185,5.785,6.566,4.425,4.279,4.627,2.828,6.204,6.165,4.864,5.131,5.164,5.446
HIST00499,5.400,4.357,3.603,3.518,4.982,4.085,3.162,4.014,3.470,6.210,3.078,6.050,5.766,5.450,4.454,4.252,5.340
HIST00500,3.751,4.096,5.076,3.468,3.873,5.055,4.988,3.043,4.045,3.505,2.026,6.432,6.165,3.387,3.313,4.285,4.912
HIST00501,4.521,4.531,6.166,3.042,3.806,6.109,6.217,3.814,4.617,3.105,2.048,6.064,6.310,4.361,4.942,3.709,5.409
HIST00502,4.902,4.496,3.972,6.314,1.918,3.827,2.903,4.330,3.669,4.271,2.239,6.880,6.165,3.983,3.994,3.435,4.828
HIST00503,3.392,3.718,5.103,3.175,3.582,5.413,5.144,4.140,4.155,4.376,2.598,5.970,6.263,4.516,4.262,4.187,5.362
HIST00504,2.832,4.859,6.629,4.243,5.170,6.187,5.939,4.775,4.452,3.289,2.092,6.067,7.403,4.352,4.783,5.662,5.959
HIST00505,5.706,4.773,4.515,2.710,4.123,4.149,4.096,3.610,4.362,4.061,2.531,5.697,6.705,4.392,4.966,3.804,5.972
HIST00506,6.296,4.200,1.914,2.387,4.646,1.638,1.000,4.241,2.739,6.080,2.379,7.047,4.440,4.835,6.073,3.814,5.241
HIST00507,5.236,2.264,3.141,4.282,4.271,3.261,3.597,3.705,3.630,1.521,0.789,7.746,4.813,3.533,5.049,4.327,5.321
HIST00508,4.408,5.184,4.621,4.901,4.374,4.504,4.062,4.675,3.736,4.587,2.448,6.955,5.898,4.083,4.175,4.277,4.913
HIST00509,5.283,3.484,5.876,4.019,3.530,5.868,5.850,3.479,4.089,3.665,2.140,6.440,6.219,4.027,4.952,4.937,5.300
HIST00510,4.550,4.228,5.459,3.802,5.701,5.608,5.071,4.710,4.377,3.746,2.342,5.955,7.829,4.775,4.882,5.215,6.261
HIST00511,4.733,3.614,4.603,3.809,6.557,4.531,4.595,4.886,4.224,6.011,3.628,5.690,6.460,5.597,5.755,4.403,6.138
HIST00512,2.805,2.816,4.626,4.625,3.662,4.397,5.230,2.451,2.886,1.797,0.741,7.249,5.148,2.455,3.778,4.349,3.809
HIST00513,3.109,3.828,2.817,5.021,3.612,3.169,2.719,3.084,2.702,4.383,1.692,7.630,3.590,3.632,4.549,3.508,4.224
HIST00514,4.605,3.077,5.928,1.846,4.502,5.776,6.274,4.306,3.657,3.077,1.607,5.828,7.219,3.420,4.453,4.426,5.199
HIST00515,4.320,5.146,5.117,1.792,5.580,5.232,5.270,4.234,5.032,4.196,3.016,5.912,6.819,4.972,5.408,4.713,5.484
HIST00516,4.827,6.415,2.484,3.115,3.576,2.381,3.082,4.279,4.097,4.438,2.598,7.511,4.245,4.916,5.409,4.453,5.304
HIST00517,3.924,4.287,5.405,3.462,5.668,4.722,4.507,4.343,4.201,4.884,2.932,6.694,7.028,4.496,4.712,4.121,5.663
HIST00518,3.616,4.403,3.846,6.027,3.584,3.687,2.951,3.603,3.238,4.117,1.904,7.293,5.203,4.395,4.742,4.425,5.567
HIST00519,4.390,3.274,4.494,3.579,2.243,4.485,4.391,3.271,3.283,3.977,1.865,7.078,5.228,3.752,3.957,4.283,4.956
HIST00520,4.187,4.360,3.992,2.514,4.450,4.477,4.750,5.571,5.375,5.182,3.979,5.602,6.457,5.258,4.700,4.818,5.391
HIST00521,3.387,4.160,2.585,3.027,2.822,2.451,2.378,3.820,2.508,3.570,1.279,6.710,4.449,3.587,4.866,3.987,4.847
HIST00522,3.356,3.662,4.006,4.173,4.681,3.838,4.016,3.773,3.400,4.739,2.302,6.816,6.627,4.467,5.584,5.040,5.801
HIST00523,3.580,2.708,3.881,3.828,3.856,4.391,4.047,3.471,3.544,3.923,1.986,6.979,4.856,4.404,4.374,3.838,4.100
HIST00524,3.995,2.437,3.848,2.261,4.366,3.419,4.014,3.928,2.574,5.190,1.908,6.366,4.834,4.420,4.783,4.259,5.194
HIST00525,3.088,2.894,4.531,4.988,3.161,4.560,3.646,3.349,3.740,2.994,1.600,6.899,5.708,4.309,4.453,4.044,5.268
HIST00526,4.278,3.974,4.782,2.698,3.682,4.692,4.282,3.888,3.821,2.307,1.259,6.618,5.058,3.558,5.077,3.594,5.009
HIST00527,1.529,4.686,3.757,2.487,4.213,3.281,2.769,3.980,3.614,2.773,1.432,6.887,4.868,4.264,4.515,5.606,5.447
HIST00528,2.614,2.813,4.636,2.992,3.887,4.666,5.213,4.091,3.859,4.223,2.328,6.727,5.673,3.612,4.264,3.572,4.815
HIST00529,3.678,4.234,5.795,4.211,5.805,5.391,4.963,5.410,5.357,4.027,3.081,6.017,7.200,4.525,5.861,3.751,5.983
HIST00530,4.202,4.179,4.809,5.271,4.693,5.247,5.067,4.688,4.458,3.973,2.530,6.242,6.395,3.964,5.543,4.481,4.984
HIST00531,5.159,2.658,4.128,4.870,4.659,4.389,3.854,3.994,2.965,5.811,2.462,6.455,6.100,4.920,4.514,4.497,5.627
HIST00532,4.348,3.311,6.851,2.399,3.340,6.543,6.133,5.532,5.254,4.704,3.531,5.832,6.321,5.331,4.924,4.549,5.641
HIST00533,2.860,3.509,4.863,3.041,5.595,5.099,4.630,4.151,4.133,4.804,2.837,6.244,6.680,4.466,4.678,4.409,5.270
HIST00534,3.489,3.293,4.693,4.411,4.385,4.770,5.020,5.270,3.965,5.157,2.921,7.357,6.330,4.084,5.160,4.793,6.044
HIST00535,3.225,3.578,3.889,3.248,4.656,3.738,3.524,4.937,3.820,3.803,2.075,5.699,6.211,4.741,5.576,4.773,6.049
HIST00536,4.235,3.161,4.974,2.986,1.896,5.104,4.134,4.698,4.186,4.309,2.577,6.258,5.827,4.918,3.867,4.140,5.709
HIST00537,5.628,4.504,2.986,3.680,6.199,2.908,2.571,4.039,3.217,4.979,2.288,6.558,5.941,4.476,6.020,4.940,5.514
HIST00538,3.957,3.135,1.957,6.641,6.159,2.121,3.092,3.195,1.819,4.736,1.231,7.569,5.092,4.137,4.859,6.667,5.536
HIST00539,3.311,4.434,5.433,3.518,4.509,5.459,5.498,4.108,4.353,3.832,2.383,5.444,7.141,3.640,5.596,4.882,5.974
HIST00540,4.168,4.466,6.092,3.301,4.220,5.595,5.035,6.215,4.478,6.063,3.879,6.483,6.973,5.965,5.058,3.851,5.836
HIST00541,3.527,4.180,3.835,3.991,3.798,3.673,4.279,4.348,3.149,5.123,2.304,7.033,5.944,4.782,5.062,4.158,5.460
HIST00542,4.106,2.938,2.783,3.216,4.895,2.789,2.592,3.785,3.167,4.694,2.123,7.043,4.597,4.198,4.537,5.926,5.557
HIST00543,3.374,3.660,4.579,2.470,3.254,4.587,4.820,3.744,3.157,3.730,1.682,5.855,5.860,3.755,4.085,3.737,5.507
HIST00544,2.289,4.352,4.087,6.054,3.253,3.944,3.318,3.683,3.878,3.153,1.747,7.234,6.205,3.820,4.313,4.377,5.531
HIST00545,4.049,5.053,3.689,5.210,6.146,3.324,4.235,4.563,3.463,5.233,2.589,6.382,5.909,4.566,5.241,4.997,5.785
HIST00546,3.559,3.738,2.627,3.580,4.138,2.511,2.997,5.015,2.894,6.272,2.593,6.697,5.258,5.172,3.815,3.823,5.258
HIST00547,4.357,2.973,3.278,3.235,2.744,2.902,3.594,3.941,2.973,3.745,1.590,7.533,5.065,4.278,4.470,3.708,5.227
HIST00548,5.283,5.636,4.018,3.904,5.136,4.106,4.167,4.696,3.688,4.448,2.344,6.313,6.104,4.722,6.097,3.893,4.613
HIST00549,5.507,4.693,3.980,3.279,3.805,3.612,3.885,3.526,3.784,4.739,2.562,6.505,5.732,4.072,4.624,2.977,5.190
HIST00550,4.688,2.694,4.951,2.805,2.826,5.125,5.196,4.834,3.679,6.110,3.211,6.477,5.265,4.988,3.407,3.430,4.811
HIST00551,6.294,2.875,4.003,5.659,4.683,4.318,3.924,4.701,3.222,5.418,2.494,7.286,6.076,4.383,4.317,4.488,5.085
HIST00552,2.209,4.087,5.412,4.456,3.052,5.673,5.612,4.398,4.910,3.014,2.114,7.258,6.073,4.449,3.778,4.611,5.308
HIST00553,4.349,4.030,3.997,3.105,4.812,3.518,3.860,4.255,3.216,4.081,1.875,6.188,5.959,4.025,5.225,4.085,5.281
HIST00554,4.088,3.017,4.536,2.261,4.378,3.992,3.786,2.738,3.400,3.094,1.503,5.711,5.947,4.001,4.587,3.766,5.193
HIST00555,4.648,5.774,3.346,3.821,6.363,3.350,3.835,5.005,4.255,5.353,3.254,6.089,6.093,5.081,6.121,5.115,5.912
HIST00556,4.636,4.308,3.314,4.079,4.220,2.828,2.904,3.407,3.627,3.513,1.820,7.006,5.335,3.775,4.253,4.282,4.927
HIST00557,5.885,3.821,3.569,5.982,4.670,3.566,4.019,3.588,3.338,2.950,1.407,7.668,5.005,3.871,4.963,3.802,5.044
HIST00558,4.061,3.688,4.611,4.503,3.286,4.789,4.753,4.055,3.675,3.301,1.733,7.062,5.409,4.468,3.953,3.312,4.469
HIST00559,5.652,2.951,4.170,5.007,6.437,4.334,4.523,2.828,2.746,3.077,1.207,6.459,6.771,2.820,4.676,5.044,5.593
