person_id,c1,c2,c3,c4,c5,c6,e1,e2,e3,e4,e5,e6,n1,n2,n3,n4,n5,n6,conscientiousness_score,extraversion_score,neuroticism_score,self_report_consistency_index,trait_observation_alignment
TRT00282,4.064,3.159,3.234,2.094,3.679,1.966,2.624,2.275,2.282,2.371,3.172,2.881,3.991,4.852,4.790,3.530,2.599,4.855,3.033,2.601,4.103,6.945,8.034
TRT00283,2.875,1.641,3.575,2.705,2.838,2.929,5.179,4.404,4.375,4.553,3.932,3.786,4.628,3.075,4.504,4.502,3.412,3.123,2.761,4.372,3.874,7.381,7.738
TRT00284,5.561,5.272,4.933,5.508,5.667,5.788,4.195,4.324,5.330,3.453,5.074,4.670,4.891,4.173,4.318,4.926,5.457,4.536,5.455,4.508,4.717,8.390,7.882
TRT00285,6.719,5.666,5.316,5.965,7.000,5.013,4.607,5.196,5.892,6.372,5.215,5.415,3.726,3.813,3.605,4.434,3.836,3.784,5.946,5.449,3.866,7.402,7.414
TRT00286,4.215,4.378,3.918,4.583,5.411,4.609,2.693,4.052,3.535,3.528,3.902,3.542,3.246,3.387,4.782,2.329,3.287,3.057,4.519,3.542,3.348,7.714,7.961
TRT00287,4.717,4.347,5.156,5.722,4.158,4.943,5.968,5.431,4.771,3.613,5.216,5.335,4.290,4.310,3.972,3.175,3.307,3.588,4.840,5.056,3.774,7.629,8.159
TRT00288,4.818,3.298,4.062,4.848,3.517,3.591,3.256,3.700,2.447,3.319,3.253,4.132,5.434,4.991,5.063,5.642,5.959,5.612,4.022,3.351,5.450,8.005,7.825
TRT00289,3.360,3.501,2.285,3.654,3.576,3.157,5.400,4.331,5.286,5.929,5.307,4.973,3.391,2.674,3.012,2.851,3.293,2.892,3.255,5.204,3.019,8.573,7.912
TRT00290,3.392,3.930,3.234,3.366,3.684,3.915,5.129,4.216,5.595,3.488,6.489,4.920,3.630,3.201,3.167,3.565,3.473,3.456,3.587,4.973,3.415,8.089,7.727
TRT00291,4.188,3.353,4.043,2.518,4.337,3.044,4.581,5.146,4.070,4.410,4.762,4.628,4.283,3.408,4.097,3.410,3.658,3.269,3.580,4.599,3.688,8.409,8.124
TRT00292,4.975,4.246,4.462,4.165,4.681,5.294,6.154,5.447,5.213,5.801,6.138,5.315,4.672,4.629,3.569,4.218,3.256,3.831,4.637,5.678,4.029,8.689,8.234
TRT00293,3.074,3.701,2.704,2.820,1.942,2.766,1.903,1.257,1.332,1.195,1.095,1.055,3.316,2.929,4.065,2.567,2.415,2.959,2.835,1.306,3.042,8.540,7.233
TRT00294,3.417,3.098,2.849,2.490,2.905,2.687,4.025,4.317,3.645,3.421,3.743,2.904,5.106,5.242,6.564,3.786,5.149,5.466,2.908,3.676,5.219,7.968,7.657
TRT00295,5.033,5.196,6.103,5.242,5.448,6.026,2.724,2.281,4.369,3.175,3.476,2.916,4.426,4.122,4.610,3.865,2.944,4.628,5.508,3.157,4.099,7.636,8.329
TRT00296,3.545,5.345,4.454,4.692,5.497,4.728,3.690,3.443,3.455,3.213,3.409,4.634,3.082,2.919,2.363,3.111,4.405,3.460,4.710,3.641,3.223,7.456,8.691
TRT00297,4.494,3.929,4.999,4.657,3.562,4.628,5.530,6.103,5.264,4.724,4.920,5.600,4.815,3.983,4.324,4.402,5.003,4.610,4.378,5.357,4.523,8.560,8.028
TRT00298,7.000,6.102,6.814,4.856,5.349,5.980,4.739,4.318,4.833,5.722,5.135,5.218,2.537,1.820,3.314,2.048,2.153,1.304,6.017,4.994,2.196,7.469,7.628
TRT00299,4.839,4.815,3.694,3.357,3.948,4.155,4.915,4.485,4.263,4.410,4.258,4.018,5.429,7.000,6.278,6.865,7.000,6.741,4.135,4.391,6.552,8.384,7.207
TRT00300,5.088,5.129,4.554,5.150,3.820,4.693,4.443,3.804,4.534,4.544,3.364,3.898,4.029,3.951,3.221,3.232,4.295,3.873,4.739,4.098,3.767,7.632,7.888
TRT00301,5.159,3.531,5.231,6.631,5.735,5.068,3.792,4.627,4.655,4.196,4.023,4.087,4.241,4.232,2.696,3.991,3.192,2.997,5.226,4.230,3.558,7.407,7.951
TRT00302,4.620,4.892,3.950,4.428,4.343,4.919,3.545,3.447,3.628,3.093,3.229,2.602,3.281,2.730,3.571,4.118,3.362,3.154,4.526,3.257,3.369,9.116,8.544
TRT00303,3.609,3.621,2.680,3.491,4.202,3.328,3.871,4.416,4.347,5.020,4.691,4.987,3.423,4.373,3.622,4.737,3.895,3.911,3.489,4.555,3.994,8.000,7.817
TRT00304,3.513,5.309,3.680,3.591,4.409,3.860,3.586,2.892,3.893,3.177,3.220,2.993,4.677,5.599,6.182,5.459,5.544,4.837,4.060,3.293,5.383,7.918,7.618
TRT00305,4.567,4.489,2.765,4.392,4.138,4.235,4.271,4.275,3.730,4.625,4.077,4.986,1.920,1.988,3.444,2.650,2.859,2.622,4.098,4.327,2.581,8.137,8.003
TRT00306,3.591,4.383,3.569,4.669,4.621,4.512,3.185,3.704,3.708,4.194,3.680,2.109,4.432,5.101,4.524,3.557,4.498,3.256,4.224,3.430,4.228,7.536,7.864
TRT00307,3.421,3.728,3.891,2.903,2.858,3.604,4.063,3.962,2.841,4.041,2.557,3.497,4.909,5.856,5.128,4.568,4.624,5.685,3.401,3.493,5.128,7.680,7.536
TRT00308,5.808,5.290,5.466,5.003,5.114,5.170,4.719,4.358,4.382,4.595,4.708,4.321,3.099,3.947,3.169,3.551,3.135,3.906,5.308,4.514,3.468,8.492,8.147
TRT00309,2.719,2.463,2.608,2.927,2.699,1.404,5.413,5.736,3.928,4.304,5.490,4.131,4.155,2.934,4.445,4.890,3.416,3.032,2.470,4.833,3.812,7.576,7.803
TRT00310,2.612,4.337,3.052,3.045,3.891,5.176,4.416,4.982,5.270,4.808,3.755,4.629,7.000,5.365,5.786,6.273,5.790,6.102,3.685,4.643,6.053,7.508,6.894
TRT00311,3.682,3.070,3.953,4.193,3.779,3.452,2.683,2.286,1.189,1.596,3.242,2.430,3.469,3.261,4.297,3.381,2.935,2.784,3.688,2.238,3.355,7.681,7.998
TRT00312,2.999,5.066,3.677,3.183,4.008,4.248,4.121,4.107,5.350,4.804,4.045,5.141,2.725,2.854,2.392,2.938,1.938,2.292,3.864,4.595,2.523,7.954,7.614
TRT00313,4.890,3.998,4.971,3.965,4.088,3.784,6.136,6.899,6.267,5.995,6.395,6.777,2.031,4.549,2.543,2.909,3.723,2.955,4.283,6.411,3.118,8.184,7.317
TRT00314,3.971,4.377,5.302,4.776,4.813,3.858,4.508,4.295,4.301,3.603,3.615,3.526,4.294,5.088,4.386,3.585,3.706,4.505,4.516,3.975,4.261,7.684,7.551
TRT00315,2.983,3.631,3.241,3.495,3.707,3.404,6.178,6.270,5.444,6.684,4.500,5.496,2.714,2.670,4.128,4.263,4.348,2.363,3.410,5.762,3.414,6.823,7.785
TRT00316,4.143,2.379,2.003,2.742,1.229,2.368,2.960,2.284,2.146,2.852,2.428,2.052,4.852,3.954,4.195,2.745,5.119,4.689,2.477,2.454,4.259,7.730,6.905
TRT00317,5.345,4.676,5.294,5.718,5.094,4.985,4.879,5.568,6.028,4.788,5.097,4.571,6.754,4.709,5.242,5.090,5.860,6.222,5.185,5.155,5.646,7.952,7.604
TRT00318,4.822,4.770,5.593,4.929,4.018,4.839,4.873,4.939,4.288,5.572,3.692,5.769,4.119,5.335,4.048,3.282,5.627,5.437,4.829,4.855,4.642,7.469,8.066
TRT00319,5.042,3.979,3.775,4.432,6.445,5.056,4.443,4.819,4.671,4.877,4.318,5.235,4.991,4.559,4.374,4.944,4.724,5.546,4.788,4.727,4.856,7.515,7.858
TRT00320,4.632,2.484,3.172,3.802,3.614,3.306,5.269,5.191,5.317,5.270,5.233,5.509,3.618,4.210,2.672,3.735,1.837,3.406,3.502,5.298,3.246,7.879,8.465
TRT00321,6.309,5.240,7.000,5.476,6.624,5.747,2.987,2.559,1.015,2.930,3.307,2.212,4.242,3.851,3.611,4.133,3.257,4.092,6.066,2.502,3.864,7.653,7.781
TRT00322,3.534,3.006,2.446,2.657,3.934,2.079,3.969,3.558,3.957,5.559,3.661,4.607,2.459,2.813,3.814,1.706,3.039,3.270,2.942,4.218,2.850,7.062,7.962
TRT00323,3.507,3.625,3.443,3.449,3.736,3.358,1.037,3.151,2.844,2.846,2.758,3.078,1.737,2.148,2.088,2.249,2.463,1.750,3.520,2.619,2.073,8.111,7.951
TRT00324,4.331,5.494,4.151,5.379,5.417,5.641,2.622,2.174,3.046,2.096,3.631,2.461,4.142,3.332,4.003,4.337,4.209,3.692,5.069,2.672,3.953,7.832,8.249
TRT00325,4.335,5.239,4.740,4.349,4.962,5.748,4.425,4.469,3.352,3.828,4.461,4.903,1.889,3.112,2.603,2.287,2.713,2.561,4.895,4.240,2.527,7.998,8.104
TRT00326,5.236,5.259,5.076,4.847,6.301,5.054,5.378,5.212,6.004,6.688,5.447,5.582,2.426,3.204,2.660,2.336,3.436,2.805,5.296,5.719,2.811,8.468,7.736
TRT00327,4.548,4.942,4.539,3.780,4.196,5.586,3.296,3.059,3.899,2.944,3.650,4.645,2.668,3.333,3.126,2.377,2.887,4.185,4.599,3.582,3.096,8.074,7.710
TRT00328,4.995,4.568,5.721,4.234,4.027,4.224,4.884,3.007,3.920,3.594,3.649,4.293,3.278,4.300,4.064,3.010,3.401,4.998,4.628,3.891,3.842,7.262,8.372
TRT00329,4.053,4.436,4.433,4.511,5.054,4.342,2.936,3.845,3.783,3.976,2.833,3.270,3.789,3.185,2.495,3.169,3.094,3.488,4.472,3.441,3.203,8.283,8.136
TRT00330,4.977,4.973,4.556,5.086,3.477,4.991,3.523,3.871,4.021,4.580,3.859,4.850,4.205,4.790,3.225,3.802,4.729,3.366,4.677,4.117,4.020,7.502,7.585
TRT00331,5.442,6.100,5.026,7.000,5.954,5.090,4.430,4.151,5.246,4.529,4.617,4.865,3.022,3.220,3.420,2.597,4.400,4.963,5.769,4.640,3.604,7.600,8.302
TRT00332,4.477,3.123,4.179,5.271,4.399,3.872,3.048,4.048,2.553,3.538,3.501,2.829,2.661,4.590,4.387,4.419,4.600,4.670,4.220,3.253,4.221,7.677,8.045
TRT00333,5.288,4.822,6.525,6.449,4.454,4.771,3.512,4.702,5.390,5.192,4.511,3.867,5.821,5.842,4.659,5.083,3.717,5.388,5.385,4.529,5.085,7.148,7.593
TRT00334,4.493,5.899,4.824,4.372,5.175,5.083,4.953,4.259,3.634,3.820,2.899,4.613,2.378,2.285,1.000,1.269,2.651,2.508,4.974,4.030,2.015,7.433,7.864
TRT00335,2.131,2.773,1.462,2.508,3.220,3.258,6.325,5.405,4.036,4.118,4.129,4.081,2.680,2.208,2.891,2.499,2.410,1.830,2.559,4.682,2.420,6.935,6.986
TRT00336,2.510,3.312,4.185,3.186,4.250,1.941,4.517,5.419,4.021,4.172,4.621,4.069,4.531,4.306,3.725,4.227,3.519,3.808,3.231,4.470,4.019,7.598,8.049
TRT00337,6.057,4.399,5.921,5.687,5.251,4.323,4.461,4.191,4.368,3.548,5.033,4.333,4.880,4.412,4.416,4.395,3.622,4.949,5.273,4.322,4.446,8.001,7.542
TRT00338,3.878,4.524,4.783,4.633,4.221,4.810,2.866,3.190,2.337,3.454,4.102,2.858,4.821,3.498,2.901,3.302,3.727,3.020,4.475,3.134,3.545,7.599,8.687
TRT00339,3.295,3.959,2.763,3.178,3.848,3.307,3.802,4.321,4.188,3.951,4.573,4.008,2.976,4.123,3.029,2.519,2.807,4.007,3.392,4.141,3.244,7.898,8.364
TRT00340,2.843,4.498,4.100,4.867,4.724,2.643,3.621,3.973,3.267,3.561,4.393,4.364,3.019,3.196,4.126,4.370,2.910,2.907,3.946,3.863,3.421,7.846,7.988
TRT00341,4.460,5.152,5.556,4.488,4.567,4.900,5.277,3.773,5.250,4.415,3.660,4.241,1.219,3.045,2.459,2.139,2.258,3.785,4.854,4.436,2.484,7.199,8.143
TRT00342,4.574,4.645,5.458,7.000,5.275,6.425,3.081,4.490,2.580,4.404,2.907,3.281,4.225,4.729,3.840,2.965,3.811,3.406,5.563,3.457,3.829,7.191,7.408
TRT00343,3.876,5.051,4.077,3.242,4.263,4.607,4.084,5.578,5.412,4.691,4.567,4.393,4.123,3.609,3.634,4.361,4.279,4.730,4.186,4.788,4.123,7.682,7.642
TRT00344,3.141,4.686,5.250,4.874,3.691,4.363,1.967,1.170,1.695,2.457,2.198,1.705,1.650,2.906,1.758,3.300,3.943,3.090,4.334,1.865,2.774,7.275,7.582
TRT00345,4.838,4.832,4.171,4.814,4.537,4.400,4.371,4.135,4.498,4.359,3.512,3.066,4.080,4.068,3.632,3.501,4.683,2.710,4.599,3.990,3.779,8.613,8.634
TRT00346,4.654,4.893,5.295,4.179,4.064,4.803,2.033,3.054,2.612,3.575,2.344,2.738,3.749,3.959,3.436,3.428,3.183,3.285,4.648,2.726,3.507,8.369,7.896
TRT00347,3.043,3.529,3.337,4.102,3.682,3.424,4.316,2.748,4.041,3.107,3.787,3.814,1.405,2.327,1.547,1.000,2.620,1.864,3.519,3.635,1.794,8.263,8.029
TRT00348,4.034,2.875,2.399,3.982,2.372,3.101,5.234,4.188,4.947,4.934,5.453,4.733,7.000,5.646,6.465,6.179,6.303,6.612,3.127,4.915,6.368,7.709,6.817
TRT00349,3.110,4.681,3.272,4.231,3.178,4.090,2.633,1.484,3.463,3.728,2.256,4.029,2.774,3.523,4.565,3.632,3.218,2.404,3.760,2.932,3.353,7.219,8.163
TRT00350,3.917,4.533,4.754,4.148,4.104,3.293,4.965,4.000,3.869,3.644,4.460,4.981,3.197,4.349,3.999,4.481,3.460,4.430,4.125,4.320,3.986,8.129,8.843
TRT00351,3.541,4.530,3.309,4.790,4.844,3.838,2.966,3.503,3.484,3.489,3.841,3.233,5.224,4.866,4.563,4.263,4.488,4.669,4.142,3.419,4.679,8.261,6.980
TRT00352,2.060,3.293,3.011,1.690,2.762,2.325,2.723,1.935,1.000,2.480,2.853,1.832,2.670,3.108,2.737,4.081,3.336,2.139,2.524,2.137,3.012,7.716,7.313
TRT00353,3.368,3.605,3.499,2.972,3.576,4.190,4.102,4.344,4.011,4.247,3.722,3.739,3.650,2.386,3.172,1.067,3.791,3.200,3.535,4.027,2.878,7.901,7.447
TRT00354,2.491,4.019,3.151,2.713,3.009,2.547,3.139,3.611,3.302,4.744,4.149,4.996,2.561,1.805,2.710,1.970,3.071,2.977,2.988,3.990,2.516,7.541,7.898
TRT00355,6.005,6.183,5.572,5.954,5.759,5.458,4.201,4.664,2.855,4.966,4.193,4.135,4.579,3.997,4.526,4.496,3.878,3.653,5.822,4.169,4.188,8.162,8.114
TRT00356,4.580,4.605,4.031,4.070,3.717,3.526,5.527,4.124,5.602,5.638,3.784,4.297,4.747,5.637,4.772,5.166,5.139,5.070,4.088,4.829,5.089,7.616,7.487
TRT00357,3.945,2.960,4.310,2.488,4.085,2.886,3.603,3.748,3.015,3.159,4.086,3.630,1.071,1.442,2.258,1.000,2.683,3.245,3.445,3.540,1.950,7.569,7.779
TRT00358,5.105,3.788,6.678,3.165,5.124,4.555,2.811,3.458,2.281,3.524,4.387,3.021,6.723,3.890,6.392,6.603,5.511,6.480,4.736,3.247,5.933,5.743,7.671
TRT00359,3.645,5.003,4.161,4.371,4.906,4.539,3.196,3.413,3.427,3.479,3.583,3.461,2.834,2.617,1.854,4.151,3.922,3.343,4.438,3.427,3.120,7.693,8.125
TRT00360,5.690,6.726,7.000,6.791,6.042,5.228,3.017,4.607,4.001,3.812,4.348,4.503,6.493,6.293,5.398,5.009,5.380,5.874,6.246,4.048,5.741,7.591,7.226
TRT00361,4.514,3.195,4.298,3.578,3.714,3.784,3.621,4.796,3.466,3.059,4.385,3.876,4.463,3.771,4.101,3.209,2.463,3.509,3.847,3.867,3.586,7.373,7.622
TRT00362,2.962,4.459,4.224,4.235,4.249,4.117,5.105,3.757,4.192,3.955,4.563,3.491,3.817,4.134,4.558,4.343,3.996,4.029,4.041,4.177,4.146,7.996,7.851
TRT00363,3.232,3.082,4.253,2.041,3.876,3.231,5.482,3.720,3.939,5.112,4.452,4.970,1.384,3.081,1.670,2.955,2.022,1.861,3.286,4.613,2.162,7.654,8.038
TRT00364,2.424,2.259,3.334,4.906,2.564,2.893,5.476,5.857,5.066,4.109,4.506,4.313,4.855,5.178,5.221,5.307,5.068,3.881,3.063,4.888,4.918,6.920,7.340
TRT00365,4.407,4.451,2.823,2.999,4.117,4.065,2.911,1.461,1.896,2.914,3.321,3.151,5.547,5.861,4.738,4.394,4.705,4.850,3.810,2.609,5.016,7.201,7.119
TRT00366,4.038,3.925,4.366,4.054,3.772,3.655,1.929,1.969,2.934,1.628,2.341,2.208,4.563,4.599,4.017,5.197,4.805,4.482,3.968,2.168,4.610,8.643,8.089
TRT00367,5.424,4.692,4.659,4.305,4.760,4.682,4.216,4.867,3.456,4.827,4.682,5.087,2.616,3.745,3.650,2.500,4.110,3.070,4.754,4.523,3.282,8.078,8.565
TRT00368,6.198,7.000,5.899,6.222,6.820,7.000,2.017,2.762,2.296,3.050,2.696,3.803,1.286,1.000,1.000,1.000,1.229,1.126,6.523,2.771,1.107,7.987,7.198
TRT00369,5.614,5.393,6.276,5.729,4.963,5.452,4.256,4.363,5.063,5.533,4.631,4.725,3.017,5.417,4.155,3.287,4.518,4.568,5.571,4.762,4.160,7.773,7.675
TRT00370,5.054,6.020,4.470,5.411,4.358,4.963,4.901,6.702,5.021,6.132,5.413,4.766,4.174,3.993,3.614,3.119,3.215,4.115,5.046,5.489,3.705,7.739,7.241
TRT00371,2.489,3.916,2.835,2.358,3.345,2.947,2.298,2.899,2.691,2.138,2.205,2.285,3.825,2.268,3.048,2.772,3.391,3.246,2.981,2.419,3.092,8.062,7.960
TRT00372,3.336,2.973,4.241,3.026,3.714,2.897,1.253,1.000,1.000,1.013,1.000,1.795,4.087,4.609,5.078,5.163,5.378,4.584,3.365,1.177,4.817,8.576,7.157
TRT00373,2.533,3.552,2.731,2.005,2.794,3.354,4.828,4.267,4.247,4.328,5.500,4.545,5.761,5.022,6.142,4.988,5.880,5.217,2.828,4.619,5.502,8.532,7.638
TRT00374,3.612,5.322,5.728,5.254,5.110,4.140,4.649,5.813,4.929,5.118,5.577,5.388,4.216,5.081,4.734,5.687,4.889,3.883,4.861,5.246,4.748,7.883,8.095
TRT00375,4.726,4.035,5.650,5.879,5.532,5.693,5.611,4.071,6.207,5.922,4.957,4.680,2.399,3.663,2.088,2.757,1.869,2.412,5.253,5.241,2.531,7.230,7.657
TRT00376,4.951,3.804,4.088,4.590,5.032,4.249,6.274,5.897,6.037,5.046,5.946,4.930,5.852,4.782,4.447,4.973,4.490,5.725,4.453,5.688,5.045,7.837,7.640
TRT00377,6.843,5.219,5.041,5.122,6.994,5.425,5.335,4.387,4.967,3.616,4.919,4.763,4.130,5.026,4.638,3.439,4.289,3.711,5.774,4.665,4.205,7.133,8.065
TRT00378,6.211,5.539,6.214,5.085,5.425,5.653,4.393,4.583,4.228,4.141,4.289,4.484,4.781,4.861,5.482,5.375,5.290,4.825,5.688,4.353,5.102,8.842,7.152
TRT00379,5.088,4.052,5.972,4.173,3.155,4.312,5.318,6.529,6.501,6.788,7.000,5.195,2.493,2.737,4.221,2.968,3.257,2.803,4.459,6.222,3.080,6.978,7.687
TRT00380,2.535,4.219,3.347,2.669,3.392,3.774,2.544,3.030,4.457,4.634,3.091,4.012,2.522,2.743,2.888,2.903,2.752,3.140,3.323,3.628,2.825,7.359,8.129
TRT00381,3.653,3.140,2.662,3.767,2.651,4.331,6.409,4.327,5.032,4.649,5.317,5.489,3.971,4.408,3.687,5.626,4.561,3.735,3.367,5.204,4.331,6.576,7.370
TRT00382,6.374,4.577,5.827,6.202,5.866,4.882,3.632,4.094,4.415,2.228,2.878,2.774,4.240,3.331,4.563,3.017,3.525,4.424,5.621,3.337,3.850,7.162,7.974
TRT00383,4.973,4.524,3.768,3.683,3.133,3.774,1.908,2.818,3.257,2.408,2.594,3.225,4.062,4.478,3.821,4.463,3.240,3.351,3.976,2.702,3.902,8.213,7.418
TRT00384,3.940,2.470,2.864,4.727,3.134,3.186,4.692,5.182,4.834,4.301,4.549,4.429,4.028,2.526,4.356,3.596,3.210,3.565,3.387,4.665,3.547,7.786,7.586
TRT00385,4.455,4.566,5.283,4.776,5.437,6.354,5.033,5.637,5.718,5.321,5.624,4.917,3.285,3.962,4.090,3.456,2.891,4.084,5.145,5.375,3.628,7.741,8.009
TRT00386,5.613,4.815,5.564,4.991,5.970,5.827,5.434,5.674,5.250,4.471,3.813,4.225,3.437,3.537,4.282,3.540,3.848,3.780,5.463,4.811,3.737,7.811,7.358
TRT00387,4.206,3.912,3.815,3.763,4.051,2.244,2.483,2.207,3.585,3.751,2.233,1.883,5.314,3.921,3.172,5.160,4.051,4.157,3.665,2.690,4.296,7.186,7.670
TRT00388,4.215,3.048,3.363,4.198,2.639,3.579,3.131,4.387,3.976,3.687,3.959,5.433,3.841,3.588,4.026,4.326,4.030,3.775,3.507,4.096,3.931,8.440,7.893
TRT00389,1.158,1.679,2.190,3.489,1.589,3.008,4.227,3.834,4.701,4.439,5.071,4.390,4.522,4.254,4.828,4.167,5.664,4.938,2.186,4.444,4.729,7.933,7.485
TRT00390,6.032,5.214,6.076,5.134,5.415,5.573,3.762,2.783,3.682,2.821,3.440,2.975,5.914,5.417,4.599,3.800,6.158,6.039,5.574,3.244,5.321,7.722,7.247
TRT00391,2.619,2.792,3.167,2.059,3.848,2.074,5.134,4.411,4.343,4.569,5.037,4.422,3.846,4.179,3.942,3.971,3.057,2.715,2.760,4.653,3.618,8.004,7.772
TRT00392,2.819,2.598,2.923,3.088,2.679,1.797,3.834,4.213,5.617,5.462,5.311,4.907,4.598,3.170,4.010,3.898,3.617,3.889,2.651,4.891,3.864,8.461,7.065
TRT00393,2.669,3.935,4.562,3.735,3.012,4.221,4.203,4.974,3.848,5.819,5.172,4.376,2.925,2.886,2.396,2.345,2.556,3.135,3.689,4.732,2.707,7.831,7.709
TRT00394,4.382,4.958,5.340,5.869,4.395,4.590,3.728,5.051,3.369,2.923,4.805,4.591,6.889,5.966,5.981,5.464,6.021,6.153,4.922,4.078,6.079,7.437,6.911
TRT00395,4.511,4.446,5.446,5.225,5.208,5.272,5.319,4.122,3.668,3.805,4.665,4.243,5.269,5.400,5.084,4.753,4.873,5.035,5.018,4.304,5.069,8.450,7.517
TRT00396,4.617,4.519,5.296,5.316,4.849,3.668,5.487,5.601,5.577,6.254,5.601,6.889,5.670,4.219,5.143,5.590,6.235,4.170,4.711,5.902,5.171,7.543,7.418
TRT00397,2.860,2.888,3.154,2.650,1.622,3.918,3.611,2.921,1.797,3.666,4.066,2.714,1.000,1.698,1.916,1.104,1.000,1.000,2.849,3.129,1.286,7.474,7.184
TRT00398,3.243,3.491,4.564,2.123,4.689,4.257,3.059,3.882,3.029,3.683,3.342,3.227,3.636,3.215,4.820,5.349,4.218,3.206,3.728,3.370,4.074,7.317,8.289
TRT00399,4.507,3.274,2.834,4.104,3.994,4.231,4.376,5.006,5.163,4.308,5.086,3.214,2.608,3.220,3.330,2.889,4.152,2.744,3.824,4.525,3.157,7.654,7.943
TRT00400,4.316,3.085,3.359,2.344,2.645,3.876,4.397,4.038,4.477,4.982,3.099,4.384,2.279,1.000,1.000,2.544,2.390,2.700,3.271,4.230,1.986,7.925,7.334
TRT00401,6.017,5.685,5.191,5.752,5.400,5.468,4.950,4.520,5.454,4.845,4.845,4.649,3.231,3.788,3.554,3.094,3.033,3.487,5.585,4.877,3.364,8.633,7.649
TRT00402,1.000,1.441,1.792,2.440,1.000,1.752,2.902,3.674,3.073,2.876,2.946,4.502,4.025,2.749,5.540,5.448,5.508,5.469,1.571,3.329,4.790,7.184,6.845
TRT00403,2.261,2.461,1.839,3.674,2.338,2.383,2.554,2.767,2.158,3.531,2.910,2.036,3.662,1.853,2.831,2.151,2.636,3.221,2.493,2.659,2.726,7.543,7.779
TRT00404,7.000,5.587,7.000,7.000,7.000,7.000,2.535,1.756,1.038,1.545,1.426,1.767,2.122,1.487,2.736,2.366,2.511,3.515,6.764,1.678,2.456,7.644,7.057
TRT00405,2.566,2.073,1.401,1.710,1.885,2.460,4.223,5.432,6.381,4.192,5.254,5.362,7.000,6.823,6.184,6.702,6.396,6.769,2.016,5.141,6.646,8.194,6.662
TRT00406,4.403,5.476,5.110,5.409,5.181,3.676,6.044,5.326,6.293,6.174,5.600,5.950,4.185,4.158,5.142,3.498,4.754,4.914,4.876,5.898,4.442,8.285,7.845
TRT00407,3.918,3.704,3.939,5.002,6.005,3.646,2.748,3.829,1.909,2.077,3.333,3.642,2.879,3.471,3.671,2.626,3.771,2.169,4.369,2.923,3.098,7.280,8.088
TRT00408,3.099,2.381,2.457,2.798,1.000,2.486,2.402,1.462,1.754,1.889,2.536,2.782,5.017,5.765,5.586,4.066,6.000,4.392,2.370,2.138,5.138,7.515,7.267
TRT00409,2.498,2.480,3.054,3.215,3.401,4.159,6.945,6.401,6.845,7.000,5.170,6.817,4.690,3.658,3.901,4.007,4.185,4.576,3.134,6.530,4.170,7.781,6.826
TRT00410,2.848,2.646,4.122,3.979,3.112,3.361,5.211,4.244,5.282,4.219,5.002,5.125,4.215,3.938,3.360,3.645,4.970,4.035,3.345,4.847,4.027,8.383,6.857
TRT00411,4.464,4.456,4.245,4.538,4.864,3.001,2.468,2.126,3.087,1.879,2.226,3.283,2.153,1.687,2.715,2.194,3.030,2.895,4.261,2.511,2.446,7.483,7.437
TRT00412,4.262,2.941,4.257,5.030,4.266,4.431,3.172,4.473,3.323,3.308,3.707,3.420,3.407,3.530,3.565,4.693,3.993,4.235,4.198,3.567,3.904,7.571,8.291
TRT00413,4.445,4.240,3.677,4.854,4.068,4.938,4.363,2.976,1.968,4.101,3.163,3.261,3.318,2.454,3.073,2.869,2.806,3.988,4.370,3.305,3.085,7.672,8.079
TRT00414,3.913,3.490,4.474,3.260,3.674,5.242,4.749,3.425,3.037,4.034,3.389,4.227,4.905,4.926,4.679,4.457,4.460,3.918,4.009,3.810,4.558,7.384,7.567
TRT00415,4.150,2.556,2.377,4.053,4.090,2.841,4.808,3.752,5.149,4.393,4.145,5.361,4.026,4.229,4.772,4.339,3.797,4.629,3.345,4.601,4.299,7.572,7.145
TRT00416,5.214,4.647,4.854,6.208,4.580,5.006,4.289,3.488,3.386,3.661,4.393,4.192,6.328,5.630,6.099,6.459,6.563,5.766,5.085,3.901,6.141,8.054,7.509
TRT00417,3.904,5.461,2.673,5.247,4.955,3.634,4.231,5.362,5.364,5.813,4.784,4.806,3.221,2.453,2.234,3.733,4.032,3.745,4.312,5.060,3.236,7.043,7.750
TRT00418,1.642,2.682,1.000,2.832,1.408,3.310,7.000,5.971,6.628,6.148,7.000,5.911,4.574,3.883,3.602,4.662,4.154,4.871,2.146,6.443,4.291,7.786,6.885
TRT00419,6.158,6.133,4.776,5.023,4.827,4.313,3.263,3.768,3.761,3.591,4.075,4.228,3.068,2.973,3.035,2.288,3.252,2.731,5.205,3.781,2.891,8.253,8.279
TRT00420,5.698,6.069,5.721,5.059,4.787,5.677,2.917,4.019,4.355,4.429,4.649,4.016,3.992,4.137,4.385,4.768,3.265,4.140,5.502,4.064,4.115,8.008,8.007
TRT00421,2.483,3.409,2.671,1.899,3.169,2.554,2.862,2.964,3.020,2.632,2.592,3.354,3.096,2.579,3.875,3.549,4.351,3.541,2.698,2.904,3.499,8.123,7.563
TRT00422,4.268,4.089,5.459,4.020,4.151,4.630,6.159,7.000,6.669,7.000,6.727,6.940,4.735,4.934,5.754,6.384,4.911,4.658,4.436,6.749,5.230,8.082,7.109
