person_id,occasion,situation_type,state_extraversion,state_conscientiousness,state_neuroticism,situational_activation,situational_constraint
TRT00395,12,deadline_pressure,3.887,5.888,4.839,5.457,5.800
TRT00395,13,social_event,3.905,4.513,5.130,5.879,2.685
TRT00395,14,social_event,4.253,3.689,5.397,5.060,2.604
TRT00395,15,recovery_time,2.875,4.412,3.948,1.963,2.062
TRT00395,16,public_presentation,3.451,4.607,4.329,5.382,5.660
TRT00395,17,social_event,4.389,4.475,3.723,5.250,1.903
TRT00395,18,recovery_time,2.735,4.774,4.022,1.959,2.126
TRT00396,1,deadline_pressure,4.124,4.955,4.202,3.769,5.520
TRT00396,2,social_event,5.717,4.273,5.677,5.536,3.005
TRT00396,3,social_event,6.209,4.630,5.338,6.509,3.370
TRT00396,4,family_obligation,5.150,4.512,4.198,3.385,4.421
TRT00396,5,family_obligation,4.833,5.519,5.013,4.044,4.695
TRT00396,6,public_presentation,5.593,5.245,4.966,6.218,4.491
TRT00396,7,team_meeting,6.034,4.119,4.474,6.017,4.563
TRT00396,8,deadline_pressure,5.339,3.930,4.451,4.554,5.762
TRT00396,9,team_meeting,4.484,5.184,4.241,4.841,4.613
TRT00396,10,recovery_time,4.915,3.758,4.027,3.017,2.612
TRT00396,11,ambiguous_conflict,6.372,5.292,4.012,4.888,3.225
TRT00396,12,public_presentation,5.839,5.127,5.982,6.554,4.553
TRT00396,13,ambiguous_conflict,4.795,4.636,4.379,4.977,3.615
TRT00396,14,family_obligation,4.873,5.163,4.129,4.332,5.529
TRT00396,15,recovery_time,5.044,4.287,3.893,2.647,1.767
TRT00396,16,team_meeting,6.018,4.992,4.181,4.960,4.134
TRT00396,17,team_meeting,5.190,4.111,4.654,5.328,4.321
TRT00396,18,family_obligation,4.541,4.595,4.289,3.928,4.511
TRT00397,1,family_obligation,3.158,4.370,1.943,4.015,4.764
TRT00397,2,family_obligation,2.926,3.762,2.784,4.054,5.772
TRT00397,3,team_meeting,3.569,3.832,2.570,5.102,4.394
TRT00397,4,team_meeting,2.996,3.663,2.570,5.813,4.516
TRT00397,5,recovery_time,2.998,3.156,1.018,1.869,1.652
TRT00397,6,recovery_time,2.635,2.745,1.824,2.797,2.787
TRT00397,7,deadline_pressure,2.909,3.337,1.717,4.421,4.844
TRT00397,8,ambiguous_conflict,3.564,2.913,2.191,5.825,3.605
TRT00397,9,quiet_work,2.818,3.318,1.499,1.982,6.104
TRT00397,10,team_meeting,3.749,3.778,2.507,5.098,4.571
TRT00397,11,family_obligation,2.834,3.772,1.371,4.583,5.308
TRT00397,12,public_presentation,3.587,3.306,2.303,5.812,5.246
TRT00397,13,deadline_pressure,2.845,4.158,2.663,4.799,6.646
TRT00397,14,public_presentation,4.259,3.874,2.307,6.107,4.959
TRT00397,15,ambiguous_conflict,3.649,4.111,2.516,5.242,3.713
TRT00397,16,team_meeting,3.419,3.048,2.087,5.300,3.517
TRT00397,17,family_obligation,2.688,4.192,1.832,3.719,4.701
TRT00397,18,deadline_pressure,3.602,3.724,2.745,4.862,4.393
TRT00398,1,team_meeting,3.780,4.771,4.176,5.347,4.267
TRT00398,2,ambiguous_conflict,3.219,4.740,4.143,5.832,3.763
TRT00398,3,team_meeting,3.960,3.588,3.371,5.069,4.088
TRT00398,4,family_obligation,3.137,3.809,3.698,3.157,4.689
TRT00398,5,recovery_time,3.635,3.225,3.966,2.887,2.179
TRT00398,6,deadline_pressure,2.383,4.455,4.459,4.891,5.422
TRT00398,7,public_presentation,3.615,4.950,4.466,6.284,5.801
TRT00398,8,social_event,3.806,4.272,4.476,6.368,3.364
TRT00398,9,deadline_pressure,3.931,4.394,4.071,4.409,6.421
TRT00398,10,social_event,3.676,4.164,4.352,6.841,3.301
TRT00398,11,ambiguous_conflict,3.332,3.901,4.681,4.798,4.207
TRT00398,12,quiet_work,2.478,4.744,3.661,2.561,5.246
TRT00398,13,quiet_work,3.435,3.760,3.485,1.905,5.738
TRT00398,14,team_meeting,3.210,4.220,4.333,4.004,4.533
TRT00398,15,quiet_work,2.510,4.352,2.965,1.000,5.985
TRT00398,16,family_obligation,3.080,4.208,3.897,3.356,4.872
TRT00398,17,family_obligation,2.185,4.096,3.647,3.057,4.663
TRT00398,18,deadline_pressure,2.791,4.831,4.702,4.008,5.588
TRT00399,1,public_presentation,3.940,5.193,3.591,7.000,4.705
TRT00399,2,recovery_time,3.987,3.951,3.140,1.710,2.055
TRT00399,3,social_event,4.265,4.538,3.297,6.722,4.226
TRT00399,4,deadline_pressure,4.261,4.312,3.350,4.447,5.460
TRT00399,5,deadline_pressure,4.362,4.067,3.814,4.752,6.501
TRT00399,6,recovery_time,4.111,4.297,3.774,2.236,2.286
TRT00399,7,family_obligation,4.038,4.077,3.762,5.107,5.580
TRT00399,8,social_event,4.034,3.693,3.734,7.000,3.423
TRT00399,9,social_event,3.759,4.186,3.976,5.809,2.562
TRT00399,10,family_obligation,4.460,3.904,2.954,3.059,4.179
TRT00399,11,ambiguous_conflict,4.324,4.365,2.830,5.103,4.205
TRT00399,12,quiet_work,3.745,4.063,2.703,2.428,5.922
TRT00399,13,team_meeting,3.818,3.561,2.321,4.927,3.816
TRT00399,14,social_event,4.846,4.311,3.866,6.563,3.368
TRT00399,15,public_presentation,3.894,3.966,3.288,6.608,5.421
TRT00399,16,ambiguous_conflict,5.185,3.865,3.582,5.181,2.664
TRT00399,17,team_meeting,3.640,3.192,4.064,5.070,4.244
TRT00399,18,ambiguous_conflict,4.496,3.895,3.303,4.461,4.647
TRT00400,1,family_obligation,3.692,4.867,2.148,4.070,5.245
TRT00400,2,recovery_time,3.008,3.218,2.230,1.718,1.320
TRT00400,3,public_presentation,4.756,4.167,2.825,6.734,4.896
TRT00400,4,family_obligation,4.450,3.203,2.163,3.301,4.098
TRT00400,5,recovery_time,3.258,3.480,2.807,2.671,1.835
TRT00400,6,family_obligation,4.106,3.987,2.177,3.922,4.235
TRT00400,7,deadline_pressure,4.460,4.380,1.729,4.460,5.619
TRT00400,8,deadline_pressure,3.985,4.038,2.820,3.950,5.300
TRT00400,9,recovery_time,4.494,2.580,2.628,2.728,2.285
TRT00400,10,team_meeting,2.851,4.511,3.255,4.657,4.922
TRT00400,11,quiet_work,3.541,4.196,2.441,2.690,6.139
TRT00400,12,recovery_time,3.418,2.528,2.880,2.205,1.219
TRT00400,13,family_obligation,3.938,3.812,2.924,4.875,4.793
TRT00400,14,social_event,4.291,3.312,3.341,4.969,2.305
TRT00400,15,family_obligation,3.094,3.378,2.131,4.184,4.305
TRT00400,16,ambiguous_conflict,4.495,3.644,1.915,4.373,3.621
TRT00400,17,team_meeting,4.063,4.588,2.949,5.290,5.027
TRT00400,18,recovery_time,2.812,2.196,1.798,2.256,2.664
TRT00401,1,family_obligation,4.437,5.279,3.381,4.344,5.740
TRT00401,2,ambiguous_conflict,4.572,4.614,3.927,4.895,3.313
TRT00401,3,ambiguous_conflict,4.003,6.060,2.201,4.706,4.695
TRT00401,4,quiet_work,3.163,5.179,2.866,1.947,6.914
TRT00401,5,deadline_pressure,4.076,4.956,3.761,4.946,4.817
TRT00401,6,recovery_time,3.055,5.350,2.057,2.375,3.320
TRT00401,7,ambiguous_conflict,4.620,4.604,4.502,5.147,2.703
TRT00401,8,quiet_work,4.107,5.737,2.468,2.270,6.344
TRT00401,9,ambiguous_conflict,3.485,5.303,3.661,4.727,5.174
TRT00401,10,recovery_time,3.574,4.419,2.509,2.228,2.096
TRT00401,11,family_obligation,4.418,5.200,2.586,4.784,5.459
TRT00401,12,family_obligation,4.871,5.258,3.643,5.062,4.836
TRT00401,13,ambiguous_conflict,5.097,5.358,3.638,5.222,3.401
TRT00401,14,social_event,3.705,4.118,4.261,6.362,2.758
TRT00401,15,ambiguous_conflict,4.814,4.745,3.622,4.334,2.967
TRT00401,16,quiet_work,3.383,4.731,3.058,1.132,5.242
TRT00401,17,public_presentation,4.788,5.236,4.283,5.794,5.404
TRT00401,18,family_obligation,3.740,6.250,2.993,2.925,4.282
TRT00402,1,ambiguous_conflict,3.368,2.818,4.431,4.548,3.249
TRT00402,2,team_meeting,3.212,3.030,4.902,6.340,4.661
TRT00402,3,family_obligation,3.209,2.643,3.435,3.881,4.234
TRT00402,4,public_presentation,4.786,2.727,4.322,6.681,6.003
TRT00402,5,public_presentation,4.092,3.482,3.662,6.494,4.842
TRT00402,6,family_obligation,3.452,3.679,5.049,3.980,4.369
TRT00402,7,quiet_work,2.921,2.281,3.003,1.499,5.251
TRT00402,8,social_event,3.619,2.139,5.357,6.509,2.643
TRT00402,9,public_presentation,2.691,3.546,4.557,6.465,5.008
TRT00402,10,quiet_work,2.414,3.424,3.834,2.641,6.489
TRT00402,11,social_event,3.072,2.766,4.350,5.917,2.416
TRT00402,12,public_presentation,3.608,2.696,5.102,7.000,4.805
TRT00402,13,team_meeting,3.237,2.647,3.865,5.132,4.392
TRT00402,14,deadline_pressure,4.028,2.896,5.048,3.246,5.138
TRT00402,15,recovery_time,3.063,2.482,3.904,2.744,1.525
TRT00402,16,social_event,3.522,2.220,4.180,5.932,2.449
TRT00402,17,ambiguous_conflict,3.076,3.290,4.086,4.516,3.292
TRT00402,18,deadline_pressure,3.159,2.422,3.812,4.319,6.246
TRT00403,1,team_meeting,3.481,3.929,3.166,4.107,4.490
TRT00403,2,deadline_pressure,2.506,4.045,2.606,4.685,5.865
TRT00403,3,recovery_time,2.581,2.384,1.673,1.668,2.458
TRT00403,4,family_obligation,3.237,2.167,3.590,4.490,5.159
TRT00403,5,social_event,4.039,2.338,4.671,5.469,1.000
TRT00403,6,ambiguous_conflict,3.564,2.668,3.972,5.606,3.652
TRT00403,7,deadline_pressure,2.329,3.360,2.940,4.084,4.996
TRT00403,8,public_presentation,2.919,3.746,3.697,6.788,5.007
TRT00403,9,family_obligation,2.806,2.355,2.426,4.690,5.310
TRT00403,10,quiet_work,2.061,3.376,1.439,1.618,6.244
TRT00403,11,quiet_work,2.576,3.344,2.074,1.221,5.944
TRT00403,12,deadline_pressure,2.705,4.659,2.765,4.135,5.576
TRT00403,13,social_event,4.089,2.982,4.004,5.499,2.926
TRT00403,14,recovery_time,2.530,2.635,2.134,3.035,1.884
TRT00403,15,recovery_time,1.841,2.801,1.668,1.872,3.185
TRT00403,16,deadline_pressure,2.589,4.371,2.786,4.537,5.580
TRT00403,17,quiet_work,1.825,2.573,1.543,1.000,5.549
TRT00403,18,public_presentation,3.362,4.036,3.497,6.685,4.760
TRT00404,1,recovery_time,1.541,5.891,2.472,2.480,1.825
TRT00404,2,quiet_work,1.887,5.462,2.008,1.635,5.372
TRT00404,3,deadline_pressure,3.200,7.000,3.270,4.452,6.065
TRT00404,4,ambiguous_conflict,2.308,5.210,2.552,5.055,3.807
TRT00404,5,recovery_time,2.988,6.464,2.348,2.999,2.627
TRT00404,6,public_presentation,2.306,6.049,3.000,5.884,4.701
TRT00404,7,recovery_time,2.362,5.305,2.984,3.070,1.461
TRT00404,8,family_obligation,2.797,6.195,3.978,4.893,4.745
TRT00404,9,recovery_time,2.313,5.276,2.340,2.035,1.235
TRT00404,10,team_meeting,2.063,5.692,2.670,5.064,4.112
TRT00404,11,public_presentation,3.251,5.826,2.987,6.345,3.555
TRT00404,12,team_meeting,2.903,5.143,3.021,4.653,3.383
TRT00404,13,deadline_pressure,2.486,6.401,2.754,4.674,6.095
TRT00404,14,deadline_pressure,2.111,6.489,2.354,4.448,5.306
TRT00404,15,deadline_pressure,2.495,6.232,1.874,4.352,4.973
TRT00404,16,public_presentation,2.220,6.357,3.908,6.234,5.183
TRT00404,17,recovery_time,1.345,5.338,2.291,1.730,1.490
TRT00404,18,recovery_time,2.462,4.683,3.328,2.142,1.431
TRT00405,1,public_presentation,3.498,3.006,5.458,5.947,5.522
TRT00405,2,recovery_time,3.692,2.497,5.196,2.985,2.357
TRT00405,3,team_meeting,6.578,2.648,5.972,6.157,3.181
TRT00405,4,social_event,5.161,2.622,6.168,5.921,2.504
TRT00405,5,social_event,4.876,2.909,5.927,5.180,3.147
TRT00405,6,deadline_pressure,3.906,3.246,5.976,3.471,4.517
TRT00405,7,ambiguous_conflict,5.734,1.880,6.390,5.103,4.389
TRT00405,8,quiet_work,3.950,3.348,4.558,2.212,5.315
TRT00405,9,public_presentation,5.103,3.201,5.311,6.312,5.410
TRT00405,10,team_meeting,4.980,2.990,5.061,5.347,3.692
TRT00405,11,ambiguous_conflict,5.392,2.177,6.131,5.603,3.822
TRT00405,12,recovery_time,4.325,2.298,6.170,2.959,2.402
TRT00405,13,quiet_work,3.569,3.186,4.071,1.165,5.529
TRT00405,14,deadline_pressure,5.160,2.649,5.308,5.047,5.593
TRT00405,15,quiet_work,4.464,3.259,4.367,2.422,5.064
TRT00405,16,team_meeting,3.850,3.074,5.990,5.113,4.383
TRT00405,17,social_event,5.254,2.512,5.902,6.765,2.883
TRT00405,18,deadline_pressure,4.406,2.438,5.694,3.974,5.331
TRT00406,1,deadline_pressure,4.311,4.922,5.314,4.255,5.395
TRT00406,2,social_event,5.357,4.603,4.569,5.994,2.545
TRT00406,3,quiet_work,5.023,4.925,3.403,2.584,5.849
TRT00406,4,family_obligation,4.484,4.474,4.468,3.692,4.358
TRT00406,5,team_meeting,4.551,5.135,4.463,5.538,3.947
TRT00406,6,public_presentation,5.641,5.447,4.129,6.587,6.156
TRT00406,7,deadline_pressure,4.805,5.596,3.619,3.942,5.269
TRT00406,8,quiet_work,3.165,4.725,3.156,1.710,5.661
TRT00406,9,public_presentation,5.306,5.321,4.923,6.552,5.037
TRT00406,10,family_obligation,4.717,4.960,3.934,4.191,4.103
TRT00406,11,ambiguous_conflict,5.531,4.956,4.666,5.314,4.177
TRT00406,12,deadline_pressure,4.253,4.971,4.249,4.024,4.574
TRT00406,13,public_presentation,5.032,5.614,4.881,6.285,5.632
TRT00406,14,quiet_work,4.924,4.914,3.473,2.752,5.920
TRT00406,15,team_meeting,5.871,3.941,3.540,4.842,3.497
TRT00406,16,public_presentation,4.930,4.810,5.452,6.331,6.154
TRT00406,17,public_presentation,5.918,5.979,3.637,6.908,3.863
TRT00406,18,public_presentation,6.555,4.872,4.304,6.268,4.463
TRT00407,1,public_presentation,2.190,5.079,3.856,5.463,4.974
TRT00407,2,quiet_work,2.479,4.867,3.058,2.168,5.962
TRT00407,3,deadline_pressure,2.427,4.444,2.642,3.730,5.324
TRT00407,4,team_meeting,4.988,4.604,2.834,5.846,3.951
TRT00407,5,team_meeting,3.120,4.262,3.259,5.646,4.466
TRT00407,6,ambiguous_conflict,2.953,4.706,2.858,4.758,2.804
TRT00407,7,ambiguous_conflict,3.589,3.881,4.074,5.455,3.863
TRT00407,8,social_event,4.387,3.972,3.423,6.739,2.103
TRT00407,9,family_obligation,3.350,4.748,3.446,4.002,5.169
TRT00407,10,recovery_time,2.168,3.491,3.491,2.374,1.900
TRT00407,11,quiet_work,3.255,4.338,2.883,2.513,4.883
TRT00407,12,team_meeting,2.608,3.371,2.574,4.135,4.719
TRT00407,13,public_presentation,3.613,4.278,3.339,6.890,4.264
TRT00407,14,quiet_work,2.099,4.857,1.952,1.971,6.500
TRT00407,15,quiet_work,1.381,4.361,2.475,2.131,5.559
TRT00407,16,social_event,3.183,3.803,3.507,6.229,1.859
TRT00407,17,social_event,3.613,5.085,3.851,6.216,3.042
TRT00407,18,social_event,2.535,4.113,4.012,5.576,3.133
TRT00408,1,social_event,3.511,2.313,5.740,5.741,4.190
TRT00408,2,recovery_time,2.742,2.533,4.724,1.760,2.856
TRT00408,3,deadline_pressure,2.911,3.558,4.520,4.134,7.000
TRT00408,4,team_meeting,2.463,2.806,2.920,4.979,4.011
TRT00408,5,social_event,2.754,3.108,5.519,5.924,3.092
TRT00408,6,social_event,3.527,2.327,5.362,6.286,2.572
TRT00408,7,social_event,4.408,3.110,5.141,6.111,2.692
TRT00408,8,public_presentation,2.731,2.753,4.597,5.457,3.625
TRT00408,9,ambiguous_conflict,1.847,3.454,4.203,5.374,3.810
TRT00408,10,recovery_time,1.609,2.428,4.944,2.257,1.882
TRT00408,11,public_presentation,3.917,2.908,4.998,6.273,5.385
TRT00408,12,deadline_pressure,2.699,3.736,5.593,3.790,5.758
TRT00408,13,deadline_pressure,2.727,3.646,3.523,4.461,5.949
TRT00408,14,team_meeting,2.882,3.374,3.648,4.784,4.802
TRT00408,15,family_obligation,3.389,3.250,4.161,4.200,5.095
TRT00408,16,team_meeting,2.660,3.294,4.478,4.205,4.353
TRT00408,17,deadline_pressure,1.910,3.300,5.094,4.127,5.461
TRT00408,18,quiet_work,2.285,4.279,5.518,2.278,5.579
TRT00409,1,team_meeting,6.432,3.611,3.717,4.956,3.982
TRT00409,2,recovery_time,4.002,2.433,3.704,2.785,2.475
TRT00409,3,social_event,5.951,3.102,4.986,6.118,2.823
TRT00409,4,quiet_work,4.847,3.734,3.392,1.844,5.396
TRT00409,5,social_event,5.461,3.428,4.473,6.788,3.157
TRT00409,6,public_presentation,5.278,4.469,4.421,5.859,4.464
TRT00409,7,recovery_time,5.152,2.646,4.048,3.326,2.275
TRT00409,8,family_obligation,5.241,3.434,3.835,4.155,5.240
TRT00409,9,family_obligation,5.787,3.981,3.257,3.720,4.083
TRT00409,10,ambiguous_conflict,6.770,3.426,4.498,6.111,3.311
TRT00409,11,social_event,6.348,3.991,3.289,5.951,2.671
TRT00409,12,public_presentation,5.850,3.905,5.157,5.922,5.175
TRT00409,13,team_meeting,5.465,4.022,4.084,5.925,4.069
TRT00409,14,public_presentation,6.670,4.272,3.959,5.936,4.607
TRT00409,15,family_obligation,5.337,3.626,3.484,3.938,6.003
TRT00409,16,team_meeting,4.645,4.406,3.771,5.786,5.273
TRT00409,17,deadline_pressure,5.264,4.257,3.912,4.978,6.198
TRT00409,18,public_presentation,5.900,3.598,3.725,5.077,5.212
TRT00410,1,recovery_time,4.006,2.481,2.920,2.566,2.423
TRT00410,2,quiet_work,3.250,3.732,3.198,1.461,5.180
TRT00410,3,deadline_pressure,3.872,3.988,3.477,3.779,5.457
TRT00410,4,public_presentation,5.064,3.810,3.441,4.979,3.830
TRT00410,5,team_meeting,4.151,4.218,4.499,5.323,4.360
TRT00410,6,public_presentation,4.937,4.157,4.594,6.510,5.403
TRT00410,7,deadline_pressure,4.070,3.781,4.104,4.262,5.665
TRT00410,8,deadline_pressure,4.118,3.773,3.292,3.839,4.875
TRT00410,9,public_presentation,5.277,4.247,4.433,6.113,5.427
TRT00410,10,quiet_work,3.815,3.671,3.029,2.050,5.981
TRT00410,11,social_event,4.328,4.368,3.407,4.455,3.801
TRT00410,12,quiet_work,3.140,3.701,3.486,1.448,6.010
TRT00410,13,deadline_pressure,4.985,4.679,3.761,3.422,5.862
TRT00410,14,quiet_work,4.316,3.877,2.905,1.827,4.647
TRT00410,15,ambiguous_conflict,4.546,4.114,3.689,4.610,3.861
TRT00410,16,family_obligation,3.996,4.426,3.912,4.028,4.619
TRT00410,17,family_obligation,4.856,4.534,3.289,4.332,5.450
TRT00410,18,recovery_time,3.593,4.589,3.605,2.060,2.468
TRT00411,1,ambiguous_conflict,3.089,3.522,3.074,4.977,3.298
TRT00411,2,family_obligation,4.196,4.537,2.863,3.767,4.339
TRT00411,3,deadline_pressure,2.364,5.250,2.973,3.885,4.957
TRT00411,4,quiet_work,3.518,5.132,1.956,1.584,5.183
TRT00411,5,public_presentation,3.147,4.189,3.733,6.715,4.757
TRT00411,6,team_meeting,2.116,4.107,2.768,4.634,4.098
TRT00411,7,deadline_pressure,2.993,5.039,1.545,4.089,5.727
TRT00411,8,social_event,3.808,3.028,3.191,5.984,2.138
TRT00411,9,team_meeting,2.135,3.800,2.720,3.769,3.783
TRT00411,10,recovery_time,2.184,4.137,3.317,2.629,2.176
TRT00411,11,deadline_pressure,3.332,4.660,2.888,4.940,5.452
TRT00411,12,ambiguous_conflict,2.155,4.256,3.301,4.965,3.995
TRT00411,13,deadline_pressure,2.715,4.932,1.845,4.931,5.426
TRT00411,14,public_presentation,2.999,4.020,3.045,5.391,5.394
TRT00411,15,public_presentation,2.812,5.152,3.671,6.558,4.486
TRT00411,16,social_event,3.907,4.267,4.591,6.138,2.734
TRT00411,17,ambiguous_conflict,3.251,4.195,3.236,4.172,3.874
TRT00411,18,deadline_pressure,3.056,6.149,3.016,4.055,6.155
TRT00412,1,quiet_work,2.354,4.315,3.061,1.195,6.084
TRT00412,2,quiet_work,2.151,5.411,3.191,1.723,5.772
TRT00412,3,social_event,4.407,4.069,4.354,6.765,3.607
TRT00412,4,ambiguous_conflict,3.770,4.169,4.429,4.841,3.099
TRT00412,5,family_obligation,3.539,4.465,3.454,3.944,4.479
TRT00412,6,recovery_time,2.654,3.883,3.916,2.858,1.696
TRT00412,7,family_obligation,3.808,4.200,3.835,4.532,4.024
TRT00412,8,recovery_time,2.903,3.381,3.010,1.614,2.615
TRT00412,9,deadline_pressure,2.916,3.986,4.463,4.085,4.715
TRT00412,10,family_obligation,2.804,4.642,2.457,2.925,3.901
TRT00412,11,ambiguous_conflict,3.553,4.229,3.331,4.415,3.625
TRT00412,12,public_presentation,3.144,5.105,3.820,6.797,6.156
TRT00412,13,recovery_time,3.319,3.657,2.487,1.916,1.705
TRT00412,14,social_event,4.635,3.787,4.106,5.548,1.653
TRT00412,15,family_obligation,3.159,4.022,3.167,4.551,3.961
TRT00412,16,deadline_pressure,3.392,3.865,3.478,3.391,5.559
TRT00412,17,family_obligation,3.451,3.755,4.443,3.692,4.390
TRT00412,18,deadline_pressure,3.882,4.255,3.037,4.555,4.939
TRT00413,1,public_presentation,4.184,4.580,3.459,6.442,4.641
TRT00413,2,family_obligation,3.628,4.465,3.267,3.923,4.288
TRT00413,3,quiet_work,2.101,4.717,3.131,2.272,5.627
TRT00413,4,deadline_pressure,3.739,3.770,2.624,4.346,5.207
TRT00413,5,social_event,3.872,4.807,3.855,5.957,2.772
TRT00413,6,ambiguous_conflict,3.519,4.986,4.306,4.919,3.490
TRT00413,7,social_event,3.295,4.826,3.183,5.447,2.351
TRT00413,8,ambiguous_conflict,3.538,4.051,3.441,4.424,3.423
TRT00413,9,family_obligation,4.304,4.018,3.602,4.676,5.304
TRT00413,10,family_obligation,3.657,4.234,3.477,3.906,4.965
TRT00413,11,recovery_time,3.739,3.852,2.762,2.062,1.795
TRT00413,12,quiet_work,2.465,5.144,2.911,1.686,4.817
TRT00413,13,public_presentation,3.265,4.605,4.210,6.758,5.222
TRT00413,14,deadline_pressure,3.244,4.622,3.538,5.186,5.797
TRT00413,15,team_meeting,3.644,4.177,3.486,5.541,5.514
TRT00413,16,quiet_work,2.416,3.187,2.776,2.253,6.643
TRT00413,17,public_presentation,3.316,4.899,4.430,7.000,5.522
TRT00413,18,team_meeting,3.997,5.065,3.423,5.440,3.235
TRT00414,1,family_obligation,3.738,4.508,4.296,4.584,3.986
TRT00414,2,team_meeting,3.668,4.528,4.889,4.282,3.798
TRT00414,3,quiet_work,2.825,4.173,3.435,1.897,6.103
TRT00414,4,deadline_pressure,3.137,5.225,3.993,4.945,4.972
TRT00414,5,public_presentation,3.945,4.693,4.589,7.000,4.060
TRT00414,6,social_event,2.916,4.857,4.333,6.201,2.852
TRT00414,7,deadline_pressure,3.754,4.539,3.149,4.750,5.868
TRT00414,8,ambiguous_conflict,3.672,4.998,4.079,5.040,2.938
TRT00414,9,family_obligation,3.981,4.717,3.114,3.717,4.984
TRT00414,10,social_event,4.413,4.294,4.533,5.978,2.725
TRT00414,11,team_meeting,3.968,3.751,5.090,4.993,3.977
TRT00414,12,family_obligation,3.306,3.933,3.940,4.942,5.828
TRT00414,13,ambiguous_conflict,3.540,3.952,3.089,4.677,5.003
TRT00414,14,recovery_time,2.924,3.665,3.869,2.073,1.839
TRT00414,15,social_event,3.920,3.892,4.276,5.569,3.392
TRT00414,16,quiet_work,4.052,4.520,2.854,2.497,5.829
TRT00414,17,social_event,4.533,4.712,3.913,6.639,4.762
TRT00414,18,ambiguous_conflict,4.570,4.176,4.292,5.027,3.168
TRT00415,1,recovery_time,4.450,3.390,3.998,3.195,2.575
TRT00415,2,social_event,4.240,3.653,4.823,6.189,2.802
TRT00415,3,recovery_time,2.841,2.796,4.676,2.301,2.114
TRT00415,4,quiet_work,3.786,4.427,3.293,2.795,6.259
TRT00415,5,team_meeting,4.826,4.329,4.077,3.753,4.081
TRT00415,6,ambiguous_conflict,4.409,4.242,4.140,5.365,3.909
TRT00415,7,family_obligation,4.884,3.633,3.992,5.122,4.389
TRT00415,8,family_obligation,4.369,4.307,4.122,4.233,4.909
TRT00415,9,quiet_work,4.428,4.091,3.479,1.964,5.291
TRT00415,10,ambiguous_conflict,3.639,3.456,4.072,5.050,3.369
TRT00415,11,ambiguous_conflict,5.425,4.045,4.139,5.622,3.515
TRT00415,12,deadline_pressure,4.244,4.913,3.462,4.520,5.541
TRT00415,13,family_obligation,4.138,4.480,3.870,3.988,6.590
TRT00415,14,recovery_time,3.133,3.355,4.575,1.068,1.000
TRT00415,15,public_presentation,4.419,4.904,4.099,5.924,5.190
TRT00415,16,quiet_work,3.243,3.256,4.774,1.172,5.980
TRT00415,17,family_obligation,4.371,4.581,3.538,2.917,4.024
TRT00415,18,recovery_time,3.906,2.778,4.789,3.231,3.163
TRT00416,1,ambiguous_conflict,3.975,5.101,5.474,4.859,3.627
TRT00416,2,social_event,4.054,5.371,5.530,6.637,3.091
TRT00416,3,quiet_work,3.918,5.272,3.917,2.444,5.865
TRT00416,4,public_presentation,4.348,6.301,5.582,7.000,4.622
TRT00416,5,team_meeting,3.568,5.523,5.418,5.525,4.161
TRT00416,6,public_presentation,4.190,5.387,5.935,5.836,5.034
TRT00416,7,recovery_time,3.900,4.394,4.738,2.865,2.785
TRT00416,8,social_event,4.006,4.320,5.723,5.961,2.892
TRT00416,9,family_obligation,3.415,4.612,5.241,3.279,4.276
TRT00416,10,social_event,3.711,4.307,5.905,5.081,3.207
TRT00416,11,team_meeting,3.386,5.037,6.410,4.922,4.022
TRT00416,12,ambiguous_conflict,3.775,4.647,4.240,4.848,3.533
TRT00416,13,public_presentation,3.548,5.244,5.872,6.715,5.973
TRT00416,14,recovery_time,2.807,4.612,5.458,3.502,2.449
TRT00416,15,family_obligation,4.272,4.974,5.126,4.190,4.779
TRT00416,16,quiet_work,3.352,5.948,4.261,1.652,6.436
TRT00416,17,family_obligation,4.148,4.983,5.112,4.648,5.195
TRT00416,18,social_event,4.219,5.225,5.679,5.142,3.197
TRT00417,1,social_event,4.077,4.845,3.307,5.838,2.219
TRT00417,2,recovery_time,4.714,3.964,3.361,3.022,1.449
TRT00417,3,quiet_work,4.069,4.907,2.777,2.087,5.475
TRT00417,4,deadline_pressure,4.867,4.962,3.127,3.644,5.321
TRT00417,5,public_presentation,4.894,4.362,4.329,6.807,4.527
TRT00417,6,deadline_pressure,4.686,4.924,1.657,4.607,4.897
TRT00417,7,public_presentation,5.252,5.134,4.106,6.562,4.703
TRT00417,8,recovery_time,3.899,4.855,3.267,2.921,1.491
TRT00417,9,deadline_pressure,4.071,5.120,2.979,3.882,5.597
TRT00417,10,social_event,4.777,4.059,4.181,5.813,2.706
TRT00417,11,ambiguous_conflict,4.604,3.502,3.655,4.864,3.216
TRT00417,12,recovery_time,3.257,3.741,2.507,2.230,1.837
TRT00417,13,ambiguous_conflict,4.380,3.920,3.370,4.075,3.964
TRT00417,14,deadline_pressure,4.572,4.128,3.587,5.023,5.824
TRT00417,15,social_event,5.192,4.858,4.064,6.350,3.045
TRT00417,16,recovery_time,4.407,4.080,4.269,2.717,2.641
TRT00417,17,recovery_time,4.053,3.943,3.343,2.326,2.073
TRT00417,18,team_meeting,4.479,4.250,3.230,4.715,4.083
TRT00418,1,public_presentation,6.279,3.270,4.545,6.509,4.587
