person_id,conscientiousness_score,extraversion_score,neuroticism_score,mean_state_conscientiousness,sd_state_conscientiousness,mean_state_extraversion,sd_state_extraversion,mean_state_neuroticism,sd_state_neuroticism,n_observations,trait_state_alignment_index,state_variability_index,person_situation_sensitivity_index,aggregation_reliability_index
TRT00459,4.211,6.125,5.159,4.302,0.545,5.328,0.788,4.421,0.582,18,8.559,1.914,3.800,7.718
TRT00460,3.967,3.669,3.127,4.096,0.578,3.653,0.773,3.297,0.718,18,9.859,2.069,3.597,7.967
TRT00461,4.998,2.445,5.473,4.937,0.700,3.081,0.504,4.844,0.509,18,8.713,1.713,3.450,7.704
TRT00462,5.560,5.414,2.945,5.035,0.429,4.776,0.645,3.045,0.623,18,8.969,1.697,3.738,7.620
TRT00463,3.880,4.491,3.464,4.273,0.631,4.522,0.470,3.664,0.537,18,9.033,1.639,4.022,7.622
TRT00464,3.689,2.697,3.589,4.057,0.565,2.876,0.648,3.473,0.648,18,9.256,1.861,3.653,7.911
TRT00465,2.978,3.609,4.389,3.882,0.549,3.407,0.802,4.116,0.696,18,8.555,2.048,4.515,7.687
TRT00466,4.003,3.819,2.772,3.947,0.542,3.732,0.524,2.933,0.577,18,9.450,1.644,3.134,7.710
TRT00467,4.842,5.193,3.634,4.863,0.499,4.768,0.576,3.687,0.688,18,9.443,1.763,3.738,7.702
TRT00468,4.743,3.060,3.992,4.702,0.463,3.240,0.752,3.900,0.574,18,9.500,1.789,3.889,7.779
TRT00469,4.047,3.831,4.869,4.186,0.605,3.712,0.678,3.925,0.759,18,8.567,2.042,4.112,7.920
TRT00470,4.245,3.265,4.252,4.473,0.515,3.668,0.500,4.032,0.571,18,9.216,1.585,3.755,7.745
TRT00471,4.063,4.638,3.863,4.114,0.611,4.238,0.668,3.640,0.736,18,9.311,2.014,3.749,7.975
TRT00472,4.245,4.539,4.497,4.563,0.366,4.201,0.576,4.120,0.592,18,8.707,1.535,3.976,7.457
TRT00473,4.157,5.601,3.993,4.165,0.587,4.723,0.584,3.788,0.745,18,9.078,1.915,3.653,7.681
TRT00474,4.841,5.366,3.852,4.649,0.545,4.727,0.607,3.663,0.567,18,9.278,1.719,3.350,8.053
TRT00475,2.700,6.427,2.563,3.354,0.391,5.384,0.522,2.943,0.577,18,7.929,1.490,4.041,7.417
TRT00476,4.847,3.178,5.169,4.642,0.391,3.410,0.678,4.160,0.685,18,8.301,1.754,3.308,7.182
TRT00477,4.246,2.761,3.222,4.268,0.472,3.410,0.659,3.404,0.671,18,8.681,1.803,3.830,7.626
TRT00478,4.635,2.385,4.920,4.457,0.472,2.575,0.689,4.397,0.547,18,9.157,1.708,3.540,7.779
TRT00479,3.251,4.494,4.760,3.761,0.448,4.207,0.584,4.295,0.496,18,8.731,1.528,4.064,7.729
TRT00480,1.941,5.047,2.332,3.172,0.614,4.614,0.680,2.878,0.688,18,7.686,1.982,3.857,7.064
TRT00481,4.654,5.626,2.394,4.791,0.525,4.733,0.487,2.811,0.689,18,8.550,1.701,3.651,7.646
TRT00482,2.962,3.773,3.849,3.564,0.646,4.003,0.733,3.932,0.531,18,9.094,1.910,4.461,7.796
TRT00483,4.463,4.386,3.591,4.623,0.462,4.003,0.475,3.423,0.591,18,9.180,1.528,3.371,8.143
TRT00484,6.578,4.890,2.900,5.838,0.721,4.383,0.551,3.191,0.491,18,8.170,1.762,3.998,7.429
TRT00485,4.111,3.435,2.306,4.231,0.484,3.698,0.450,3.054,0.427,18,8.973,1.360,3.854,7.565
TRT00486,3.437,4.345,4.329,4.092,0.506,4.081,0.593,4.011,0.700,18,8.871,1.799,4.022,7.451
TRT00487,5.400,4.581,4.321,5.056,0.564,4.170,0.459,4.083,0.670,18,9.059,1.693,3.826,7.639
TRT00488,2.779,3.653,3.264,3.276,0.602,3.837,0.706,3.501,0.747,18,9.203,2.055,4.284,7.595
TRT00489,4.576,3.400,3.051,4.683,0.418,3.496,0.654,3.177,0.532,18,9.505,1.604,3.715,7.812
TRT00490,2.694,3.370,3.518,3.479,0.531,3.501,0.670,3.378,0.739,18,8.893,1.940,3.409,7.685
TRT00491,4.489,1.985,5.910,4.557,0.612,2.670,0.838,4.956,0.665,18,8.150,2.114,3.837,7.277
TRT00492,3.581,4.109,3.622,3.890,0.576,3.908,0.561,3.584,0.868,18,9.517,2.004,3.589,8.360
TRT00493,4.136,3.128,3.413,4.393,0.612,3.304,0.703,3.355,0.538,18,9.432,1.852,3.981,8.398
TRT00494,5.582,6.685,3.593,5.299,0.726,5.526,0.565,3.268,0.519,18,8.181,1.809,3.451,7.367
TRT00495,3.657,4.622,3.643,3.866,0.486,4.338,0.674,3.708,0.560,18,9.388,1.720,4.140,7.480
TRT00496,6.472,3.757,4.336,5.622,0.570,3.667,0.760,3.971,0.649,18,8.768,1.979,3.760,7.744
TRT00497,3.336,2.401,2.779,3.737,0.472,3.389,0.974,3.067,0.503,18,8.356,1.949,3.920,7.484
TRT00498,2.711,2.924,3.119,3.429,0.570,3.364,0.548,3.353,0.640,18,8.529,1.758,3.997,7.607
TRT00499,5.065,2.045,3.854,4.897,0.559,2.526,0.589,3.849,0.628,18,9.238,1.776,3.860,7.668
TRT00500,5.026,4.221,3.610,4.633,0.592,3.864,0.649,3.363,0.641,18,8.715,1.882,3.359,7.487
TRT00501,3.278,4.895,1.907,3.806,0.678,4.534,0.529,2.377,0.427,18,8.780,1.634,3.164,7.771
TRT00502,5.628,3.395,3.902,5.298,0.526,3.710,0.720,4.051,0.586,18,9.829,1.833,4.144,8.053
TRT00503,3.362,4.461,2.379,3.857,0.753,4.086,0.530,2.995,0.485,18,8.803,1.769,3.899,7.868
TRT00504,3.792,4.320,3.752,4.200,0.509,4.219,0.630,3.843,0.828,18,9.452,1.967,3.977,7.842
TRT00505,6.845,5.782,3.194,6.166,0.672,5.193,0.668,3.492,0.460,18,8.495,1.799,4.674,7.343
TRT00506,3.914,5.583,2.888,4.268,0.657,5.183,0.614,3.041,0.672,18,9.021,1.943,4.325,7.412
TRT00507,5.470,4.035,3.393,5.160,0.574,3.792,0.587,3.397,0.721,18,9.658,1.882,3.972,7.826
TRT00508,5.292,4.494,3.457,4.802,0.561,4.068,0.437,3.404,0.678,18,9.089,1.675,3.518,8.002
TRT00509,3.931,5.303,2.538,4.200,0.508,4.394,0.551,2.591,0.525,18,8.957,1.584,3.441,8.215
TRT00510,2.922,4.628,3.781,3.436,0.481,4.389,0.569,3.564,0.635,18,9.054,1.686,3.803,7.799
TRT00511,2.582,5.964,3.787,3.312,0.524,4.825,0.503,3.501,0.658,18,7.984,1.685,3.542,7.345
TRT00512,5.314,4.748,4.033,5.137,0.525,4.369,0.666,3.794,0.510,18,9.251,1.700,3.305,7.932
TRT00513,4.244,2.861,5.343,4.142,0.607,2.773,0.617,4.477,0.418,18,9.034,1.643,3.911,7.653
TRT00514,4.423,3.982,3.961,4.479,0.426,3.781,0.650,3.663,0.798,18,9.404,1.874,3.475,8.187
TRT00515,3.058,2.599,3.526,3.644,0.680,3.372,0.521,3.394,0.574,18,8.494,1.775,4.186,7.753
TRT00516,2.468,2.900,5.766,3.229,0.478,2.959,0.899,4.784,0.654,18,8.685,2.031,4.265,7.643
TRT00517,2.682,4.191,1.881,3.495,0.444,3.938,0.709,2.441,0.570,18,8.755,1.723,3.812,7.427
TRT00518,3.426,3.746,5.539,3.847,0.438,3.747,0.596,4.810,0.483,18,9.103,1.517,4.056,7.917
TRT00519,3.905,3.063,4.274,4.256,0.460,3.522,0.571,4.190,0.566,18,9.100,1.598,4.042,7.645
TRT00520,6.511,4.082,1.753,5.778,0.620,3.700,0.565,2.102,0.692,18,8.535,1.877,3.827,7.631
TRT00521,4.204,4.331,3.433,4.501,0.604,4.268,0.688,3.660,0.469,18,9.743,1.762,3.879,7.890
TRT00522,4.103,4.027,4.929,4.234,0.638,3.740,0.652,4.341,0.839,18,9.179,2.130,3.922,7.528
TRT00523,4.571,2.759,2.868,4.773,0.535,3.019,0.593,3.076,0.714,18,9.128,1.842,3.921,7.586
TRT00524,5.018,3.510,5.081,4.726,0.710,3.547,0.694,4.630,0.697,18,9.404,2.101,4.172,7.942
TRT00525,4.294,4.139,2.245,4.297,0.533,4.057,0.648,2.833,0.532,18,9.219,1.713,3.607,7.884
TRT00526,3.638,4.257,4.154,3.956,0.750,3.888,0.602,3.893,0.504,18,9.254,1.856,3.210,7.537
TRT00527,6.057,5.870,3.196,5.510,0.682,5.176,0.830,3.138,0.753,18,8.358,2.265,3.454,7.079
TRT00528,2.358,3.999,4.639,3.243,0.503,3.878,0.491,4.293,0.491,18,8.624,1.485,4.173,7.610
TRT00529,3.286,3.554,3.722,3.843,0.706,3.731,0.645,3.577,0.695,18,9.280,2.046,3.603,8.114
TRT00530,4.623,4.924,3.547,4.846,0.575,4.498,0.592,3.586,0.755,18,9.479,1.922,3.870,7.911
TRT00531,3.394,6.494,5.838,4.182,0.534,5.441,0.513,4.901,0.456,18,6.834,1.504,4.602,6.824
TRT00532,2.627,3.331,3.377,3.395,0.716,3.263,0.582,3.312,0.612,18,8.998,1.909,3.378,7.656
TRT00533,1.567,3.339,3.707,2.660,0.586,3.430,0.459,3.638,0.643,18,8.891,1.687,3.404,7.728
TRT00534,2.734,4.168,5.148,3.486,0.562,3.831,0.689,4.439,0.893,18,7.751,2.144,4.081,6.920
TRT00535,4.149,3.628,3.962,4.255,0.584,3.518,0.869,3.554,0.564,18,8.816,2.017,3.720,7.533
TRT00536,5.321,4.043,5.173,5.105,0.761,3.885,0.634,4.495,0.536,18,8.954,1.931,3.633,7.157
TRT00537,5.441,3.105,2.610,5.148,0.578,3.502,0.572,3.036,0.531,18,9.134,1.682,3.842,7.447
TRT00538,2.472,3.082,2.439,3.355,0.492,3.221,0.583,2.998,0.557,18,8.624,1.633,3.527,7.871
TRT00539,5.482,4.437,5.171,5.262,0.588,4.039,0.575,4.713,0.663,18,9.540,1.825,3.735,7.977
TRT00540,2.985,3.245,3.024,3.560,0.533,3.427,0.768,3.259,0.634,18,9.154,1.935,3.890,7.877
TRT00541,3.430,5.153,4.593,3.951,0.515,4.397,0.695,3.888,0.721,18,7.526,1.930,3.992,7.284
TRT00542,4.456,4.113,3.716,4.813,0.477,3.921,0.653,3.872,0.716,18,9.310,1.846,3.810,8.304
TRT00543,3.855,3.410,3.701,4.287,0.607,3.481,0.912,3.593,0.970,18,9.602,2.488,3.332,7.690
TRT00544,3.459,3.902,4.586,3.864,0.478,3.928,0.530,4.250,0.553,18,9.292,1.561,3.827,7.925
TRT00545,3.263,2.696,3.708,3.994,0.522,3.151,0.489,4.011,0.692,18,8.208,1.703,4.316,7.439
TRT00546,3.160,4.015,4.171,3.618,0.537,3.450,0.477,3.774,0.502,18,8.618,1.517,3.254,7.843
TRT00547,3.163,3.707,2.718,3.759,0.423,4.030,0.478,3.233,0.455,18,8.292,1.356,3.976,7.767
TRT00548,4.188,3.449,3.257,4.380,0.446,3.502,0.533,3.417,0.661,18,9.698,1.640,3.469,7.830
TRT00549,4.262,2.821,5.724,4.512,0.545,3.179,0.554,4.909,0.711,18,8.777,1.810,4.088,7.556
TRT00550,5.478,2.973,3.886,5.066,0.548,3.281,0.568,3.851,0.667,18,9.661,1.784,4.187,7.898
TRT00551,4.137,4.626,3.630,4.326,0.677,4.388,0.632,3.837,0.633,18,9.310,1.942,4.344,7.578
TRT00552,3.378,3.645,4.158,3.888,0.560,3.413,0.603,3.798,0.595,18,9.066,1.758,3.074,8.161
TRT00553,3.486,5.078,3.788,3.830,0.568,4.442,0.724,3.586,0.548,18,8.731,1.841,3.759,7.567
TRT00554,4.219,6.207,3.283,4.569,0.511,5.061,0.496,3.189,0.603,18,8.661,1.610,3.709,7.166
TRT00555,4.234,5.558,3.286,4.360,0.635,4.754,0.795,3.410,0.786,18,9.161,2.216,3.712,7.676
TRT00556,5.304,3.404,4.704,5.118,0.350,3.331,0.652,4.273,0.705,18,9.346,1.706,3.881,7.889
TRT00557,3.405,4.459,3.096,3.908,0.412,4.208,0.683,3.290,0.612,18,9.206,1.707,4.177,7.623
TRT00558,2.820,4.513,3.693,3.225,0.603,3.877,0.478,3.473,0.506,18,8.863,1.586,3.659,7.398
TRT00559,4.801,4.242,3.573,4.630,0.504,4.053,0.659,3.653,0.470,18,9.482,1.633,3.349,8.025
TRT00560,3.058,4.296,3.785,3.567,0.496,3.985,0.752,3.740,0.581,18,9.395,1.829,3.682,7.889
TRT00561,5.729,4.181,5.132,5.212,0.633,3.993,0.810,4.542,0.491,18,8.557,1.934,3.789,7.419
TRT00562,4.191,5.761,3.434,4.460,0.524,5.108,0.697,3.529,0.672,18,8.949,1.893,4.018,7.619
TRT00563,4.037,6.326,2.506,4.223,0.479,5.416,0.729,2.804,0.491,18,8.626,1.699,3.831,7.523
TRT00564,2.725,3.893,5.221,3.357,0.398,3.786,0.609,4.486,0.588,18,8.632,1.596,3.965,7.894
TRT00565,3.716,4.838,3.207,4.153,0.650,4.156,0.651,3.303,0.764,18,8.671,2.065,3.555,7.577
TRT00566,4.172,5.288,4.671,4.209,0.584,4.723,0.565,4.280,0.687,18,9.453,1.835,3.795,7.682
TRT00567,4.427,2.972,5.070,4.373,0.529,3.417,0.607,4.548,0.591,18,9.277,1.728,3.683,7.755
TRT00568,3.200,4.452,3.587,3.763,0.701,4.002,0.540,3.328,0.668,18,8.246,1.908,3.808,7.000
TRT00569,4.238,2.773,6.152,4.496,0.612,3.297,0.884,5.446,0.662,18,8.829,2.158,3.855,7.250
TRT00570,5.077,3.077,2.751,4.986,0.484,3.343,0.754,3.153,0.367,18,8.955,1.606,4.292,7.829
TRT00571,3.824,4.517,4.434,4.075,0.442,4.243,0.672,3.939,0.766,18,8.804,1.880,4.065,7.465
TRT00572,2.451,4.682,4.190,3.253,0.464,4.212,0.671,3.993,0.748,18,8.124,1.883,3.745,7.093
TRT00573,2.311,4.872,5.159,3.117,0.518,4.462,0.757,4.594,0.738,18,8.308,2.012,4.216,7.559
TRT00574,4.990,5.443,1.319,4.923,0.539,4.609,0.627,1.914,0.594,18,8.623,1.760,3.429,7.793
TRT00575,5.020,5.194,3.695,4.774,0.653,4.525,0.624,3.534,0.531,18,9.019,1.808,3.577,7.688
TRT00576,5.707,2.934,2.088,5.334,0.633,3.177,0.755,2.579,0.838,18,9.070,2.226,3.796,7.670
TRT00577,6.973,3.701,4.019,6.174,0.454,3.517,0.714,3.889,0.594,18,8.976,1.762,3.747,7.651
TRT00578,3.816,5.580,3.347,4.043,0.642,4.874,0.548,3.379,0.586,18,9.141,1.776,4.023,7.866
TRT00579,6.350,5.071,2.532,5.873,0.583,4.727,0.542,2.821,0.697,18,8.577,1.822,4.007,7.567
TRT00580,5.689,5.215,3.338,5.459,0.561,4.383,0.917,3.296,0.550,18,9.142,2.028,3.808,7.967
TRT00581,4.721,2.482,2.506,4.710,0.565,2.948,0.950,2.905,0.739,18,9.049,2.254,3.525,8.023
TRT00582,4.921,1.881,1.877,4.619,0.511,2.498,0.636,2.326,0.505,18,8.221,1.651,3.333,7.383
TRT00583,2.711,2.060,2.044,3.437,0.484,2.637,0.569,2.467,0.575,18,8.396,1.627,3.671,7.577
TRT00584,4.331,5.518,4.070,4.366,0.587,4.878,0.577,3.917,0.572,18,9.285,1.736,3.909,7.818
TRT00585,5.250,3.232,3.668,4.879,0.429,3.352,0.586,3.449,0.762,18,9.221,1.777,3.428,7.883
TRT00586,5.692,4.723,3.475,5.505,0.509,4.389,0.821,3.497,0.621,18,9.565,1.950,3.628,8.377
TRT00587,4.151,4.545,3.528,4.483,0.669,4.242,0.714,3.773,0.514,18,8.851,1.897,3.513,7.675
TRT00588,3.628,3.307,4.193,4.052,0.519,3.525,0.901,3.934,0.840,18,8.971,2.259,4.254,7.593
TRT00589,3.050,2.673,4.819,3.595,0.506,3.171,0.833,4.360,0.631,18,8.398,1.970,4.027,7.855
TRT00590,5.238,3.359,2.788,4.715,0.625,3.668,0.750,3.228,0.576,18,8.414,1.951,3.815,7.745
TRT00591,5.190,4.312,4.243,5.011,0.594,3.954,0.428,3.780,0.763,18,8.875,1.785,3.910,7.589
TRT00592,3.969,3.722,3.912,4.223,0.514,3.682,0.671,3.807,0.730,18,9.532,1.915,4.265,7.610
TRT00593,6.187,1.635,4.791,5.555,0.542,2.166,0.622,4.391,0.767,18,8.529,1.930,3.850,7.781
TRT00594,4.875,3.240,2.838,4.699,0.611,3.186,0.572,2.970,0.676,18,9.765,1.858,3.361,8.002
TRT00595,5.601,3.628,5.840,5.289,0.715,3.606,0.663,4.844,0.614,18,8.764,1.993,3.255,7.841
TRT00596,3.689,5.206,4.678,4.240,0.488,4.653,0.743,4.200,0.650,18,8.642,1.881,4.256,7.714
TRT00597,3.214,5.160,4.982,3.642,0.578,4.461,0.527,4.298,0.773,18,8.293,1.878,3.565,7.201
TRT00598,5.878,4.278,5.022,5.579,0.508,4.120,0.839,4.667,0.851,18,9.036,2.198,4.271,8.031
TRT00599,4.457,4.009,3.627,4.269,0.559,3.718,0.530,3.637,0.644,18,9.321,1.733,3.774,8.145
TRT00600,3.851,5.955,1.843,3.988,0.736,5.317,0.573,2.521,0.612,18,8.614,1.922,4.238,8.026
TRT00601,4.207,3.245,3.255,4.186,0.598,3.259,0.485,3.064,0.659,18,9.512,1.742,3.486,7.822
TRT00602,5.566,2.096,5.722,4.986,0.677,2.703,0.609,5.028,0.657,18,8.239,1.943,3.700,7.328
TRT00603,3.036,4.352,2.549,3.571,0.717,3.981,0.799,3.006,0.743,18,8.361,2.260,3.383,7.268
TRT00604,3.402,4.673,2.958,3.901,0.668,4.158,0.705,3.070,0.598,18,8.833,1.971,3.788,7.217
TRT00605,4.156,3.438,3.666,4.450,0.557,3.532,0.611,3.482,0.911,18,9.422,2.079,3.943,7.756
TRT00606,4.666,2.924,3.791,4.388,0.578,3.335,0.390,3.830,0.598,18,9.100,1.566,3.474,7.846
TRT00607,4.702,2.716,5.377,4.741,0.513,2.805,0.642,4.489,0.486,18,9.060,1.640,3.889,7.837
TRT00608,2.919,4.090,2.670,3.547,0.670,4.123,0.647,3.205,0.674,18,8.705,1.991,3.583,7.860
TRT00609,4.641,4.271,4.385,4.459,0.460,4.032,0.616,4.087,0.528,18,9.323,1.605,4.108,7.943
TRT00610,4.172,4.733,4.563,4.263,0.453,4.140,0.608,3.975,0.623,18,8.477,1.684,4.237,7.504
TRT00611,3.315,3.927,2.621,3.729,0.566,3.839,0.666,2.788,0.689,18,9.067,1.921,3.945,7.607
TRT00612,3.915,4.775,3.503,4.095,0.697,4.211,0.654,3.174,0.594,18,8.934,1.945,3.785,7.439
TRT00613,3.591,5.200,3.367,3.815,0.485,4.617,0.856,3.353,0.603,18,8.910,1.944,3.727,7.708
TRT00614,4.241,4.482,4.813,4.361,0.536,4.503,0.527,4.254,0.568,18,9.059,1.632,3.326,7.972
TRT00615,3.509,3.189,3.486,3.644,0.676,3.073,0.650,3.345,0.651,18,9.237,1.977,3.721,7.705
TRT00616,3.379,4.808,6.554,3.699,0.750,4.212,0.717,5.332,0.830,18,8.032,2.297,3.070,7.627
TRT00617,2.494,4.552,3.432,3.212,0.543,4.237,0.695,3.196,0.737,18,8.917,1.975,3.682,7.742
TRT00618,3.055,2.021,2.404,3.591,0.499,2.829,0.760,2.719,0.583,18,8.338,1.842,3.506,7.160
TRT00619,4.856,2.923,4.642,4.739,0.401,3.085,0.673,4.169,0.595,18,9.473,1.668,3.660,7.900
TRT00620,3.789,5.172,4.038,4.051,0.472,4.476,0.794,3.784,0.617,18,8.729,1.883,4.087,7.645
TRT00621,5.535,5.198,3.101,5.174,0.578,4.723,0.744,3.239,0.651,18,9.161,1.973,3.420,7.792
TRT00622,5.659,3.291,2.856,5.308,0.749,3.586,0.651,3.298,0.521,18,9.104,1.921,4.174,7.715
TRT00623,4.517,4.136,4.519,4.592,0.622,4.166,0.795,4.228,0.556,18,9.400,1.972,3.832,7.682
TRT00624,5.724,3.426,5.915,5.458,0.648,3.612,0.930,5.061,0.699,18,8.488,2.277,3.737,7.494
TRT00625,5.045,3.597,4.347,5.084,0.470,3.762,0.583,3.991,0.441,18,9.325,1.494,4.110,7.852
TRT00626,2.840,3.390,1.714,3.556,0.575,3.484,0.803,2.105,0.655,18,8.983,2.034,3.781,7.935
TRT00627,2.417,3.358,2.905,3.233,0.467,3.631,0.690,3.247,0.449,18,8.543,1.607,3.597,7.856
TRT00628,5.266,3.041,1.672,5.141,0.545,3.122,0.625,1.974,0.412,18,9.427,1.582,3.748,7.754
TRT00629,3.442,2.725,4.503,3.834,0.493,2.931,0.692,4.204,0.807,18,8.751,1.991,3.818,7.751
TRT00630,3.892,2.741,2.643,3.823,0.742,3.023,0.686,2.953,0.716,18,9.437,2.144,3.770,7.634
TRT00631,2.851,4.044,4.374,3.434,0.351,3.743,0.522,4.064,0.505,18,8.944,1.378,3.721,8.197
TRT00632,4.753,5.090,2.959,4.817,0.491,4.781,0.757,3.270,0.758,18,9.177,2.007,3.833,8.171
TRT00633,3.451,3.715,1.627,3.910,0.684,3.775,0.496,2.076,0.635,18,9.174,1.815,3.572,7.548
TRT00634,3.612,3.020,2.376,3.912,0.509,3.224,0.503,3.060,0.552,18,9.174,1.564,3.634,7.887
TRT00635,5.098,3.852,2.146,5.166,0.557,3.875,0.591,2.714,0.709,18,9.661,1.858,4.145,8.024
TRT00636,4.897,2.695,3.226,4.967,0.624,3.175,0.620,3.510,0.404,18,9.289,1.647,3.961,7.623
TRT00637,3.641,3.972,3.234,4.117,0.423,3.752,0.858,3.280,0.751,18,9.270,2.032,3.998,7.649
TRT00638,5.584,4.403,3.474,5.288,0.545,4.040,0.665,3.503,0.765,18,9.404,1.976,3.879,7.593
TRT00639,6.148,3.869,3.147,5.512,0.565,3.801,0.836,3.271,0.599,18,8.939,1.999,3.969,7.603
TRT00640,5.221,3.545,3.562,4.976,0.508,3.844,0.598,3.412,0.674,18,9.064,1.780,3.875,7.813
TRT00641,5.705,4.460,4.026,5.215,0.627,4.313,0.588,4.159,0.515,18,9.584,1.730,3.868,7.849
TRT00642,5.254,4.024,3.313,5.181,0.711,3.833,0.723,3.288,0.504,18,9.731,1.939,3.638,7.872
TRT00643,3.771,5.030,3.181,3.881,0.847,4.503,0.725,3.158,0.565,18,9.457,2.137,3.324,8.044
TRT00644,2.885,4.279,5.329,3.795,0.613,4.048,0.654,4.570,0.702,18,8.365,1.968,3.637,7.695
TRT00645,4.003,4.542,3.659,4.431,0.711,4.382,0.590,3.444,0.473,18,9.339,1.774,4.056,7.771
TRT00646,2.459,5.805,5.232,3.261,0.444,5.075,0.590,4.498,0.813,18,7.362,1.847,4.201,6.913
TRT00647,4.611,4.716,4.328,4.568,0.599,4.579,0.552,4.347,0.745,18,10.000,1.897,3.933,7.959
TRT00648,2.226,4.619,5.344,3.141,0.802,4.209,0.771,4.911,0.806,18,8.345,2.380,3.628,7.305
TRT00649,5.308,1.305,4.307,5.129,0.621,2.245,0.597,4.187,0.410,18,8.673,1.629,3.834,7.694
TRT00650,4.349,2.368,6.658,4.310,0.799,3.014,0.567,5.675,0.651,18,8.420,2.017,4.141,7.178
TRT00651,4.831,4.174,3.104,4.836,0.443,3.739,0.724,3.097,0.728,18,9.449,1.895,3.814,7.751
TRT00652,5.156,4.995,1.515,5.041,0.538,4.463,0.681,2.482,0.645,18,8.539,1.865,3.789,7.422
TRT00653,5.134,3.502,4.077,4.857,0.636,3.493,0.659,3.836,0.597,18,9.211,1.892,3.844,8.050
TRT00654,2.653,5.069,3.399,3.465,0.508,4.576,0.609,3.504,0.589,18,8.557,1.707,4.140,7.514
TRT00655,3.771,4.612,3.193,3.906,0.549,4.131,0.750,3.261,0.668,18,9.099,1.967,3.805,7.816
TRT00656,4.461,3.271,4.797,4.637,0.559,3.561,0.576,4.504,0.503,18,9.328,1.638,3.665,7.865
TRT00657,3.346,4.744,3.166,3.769,0.413,4.372,0.715,3.488,0.620,18,8.735,1.748,3.831,7.421
TRT00658,4.044,3.366,4.454,4.355,0.614,3.413,0.696,3.963,0.470,18,9.448,1.780,4.067,7.580
TRT00659,3.630,3.763,3.786,4.110,0.801,3.950,0.718,3.691,0.635,18,8.939,2.153,4.207,7.922
TRT00660,3.006,4.586,4.409,3.745,0.532,3.963,0.805,4.133,0.770,18,8.382,2.107,3.768,7.200
TRT00661,3.957,4.404,3.333,4.438,0.563,4.231,0.646,3.472,0.668,18,8.965,1.877,4.192,7.867
TRT00662,5.824,3.977,2.835,5.519,0.470,3.875,0.585,3.153,0.712,18,8.992,1.767,3.443,7.945
TRT00663,4.119,4.913,2.383,4.273,0.620,4.316,0.593,2.875,0.627,18,8.822,1.840,3.467,7.733
TRT00664,4.395,4.698,3.075,4.635,0.582,4.393,0.464,3.422,0.858,18,8.946,1.904,3.864,7.784
TRT00665,4.500,2.577,3.012,4.376,0.677,2.979,0.523,3.398,0.573,18,9.335,1.773,3.859,8.134
TRT00666,4.286,3.886,4.212,4.582,0.489,3.791,0.496,3.935,0.478,18,9.281,1.463,3.683,7.868
TRT00667,6.074,6.667,3.051,5.417,0.525,5.651,0.639,3.429,0.550,18,7.873,1.713,3.900,7.034
TRT00668,2.283,4.219,1.865,3.048,0.644,4.136,0.623,2.275,0.492,18,8.784,1.758,3.621,7.864
TRT00669,4.546,4.504,5.936,4.563,0.647,4.164,0.652,5.088,0.695,18,9.200,1.994,3.802,7.715
TRT00670,4.807,2.085,2.443,4.871,0.475,2.566,0.947,2.582,0.765,18,9.652,2.188,3.620,7.979
TRT00671,4.929,6.822,4.056,4.923,0.603,5.717,0.739,3.657,0.618,18,8.455,1.960,3.708,7.268
TRT00672,3.841,5.596,3.424,4.280,0.676,4.839,0.624,3.471,0.701,18,8.852,2.001,3.859,8.040
TRT00673,3.040,4.077,4.753,3.560,0.401,3.986,0.654,4.178,0.594,18,8.702,1.649,3.965,8.172
TRT00674,4.578,3.525,3.255,4.604,0.474,3.458,0.727,3.506,0.675,18,10.000,1.877,3.855,7.896
TRT00675,4.653,2.913,2.220,4.528,0.518,3.159,0.595,2.675,0.513,18,9.079,1.626,3.824,7.745
TRT00676,5.081,5.676,4.829,4.892,0.408,4.935,0.435,4.447,0.837,18,8.537,1.679,4.039,7.608
TRT00677,2.933,3.365,3.158,3.385,0.641,3.640,0.675,3.464,0.585,18,9.019,1.902,3.541,7.594
TRT00678,5.893,4.408,4.621,5.558,0.607,4.175,0.666,4.290,0.688,18,9.280,1.961,3.998,7.626
TRT00679,4.598,2.959,2.053,4.740,0.576,3.240,0.544,2.619,0.488,18,9.238,1.608,3.745,7.713
TRT00680,3.606,3.635,2.828,4.161,0.401,3.595,0.860,3.117,0.712,18,9.485,1.974,4.051,8.146
TRT00681,4.798,2.939,3.703,4.766,0.384,3.318,0.733,3.678,0.761,18,9.806,1.878,4.048,8.056
TRT00682,4.564,5.024,3.975,4.644,0.650,4.339,0.664,3.827,0.707,18,9.062,2.021,3.945,7.731
TRT00683,2.955,4.267,3.840,3.575,0.697,3.958,0.712,3.551,0.572,18,8.940,1.980,3.885,7.453
TRT00684,3.665,3.429,3.289,4.094,0.620,3.431,0.683,3.009,0.614,18,9.158,1.917,4.034,7.865
TRT00685,6.106,4.726,3.384,5.540,0.786,4.430,0.615,3.483,0.569,18,9.135,1.970,4.124,7.981
TRT00686,4.561,4.575,4.345,4.502,0.492,4.181,0.516,3.942,0.542,18,9.064,1.550,3.545,7.729
TRT00687,2.777,5.661,1.928,3.364,0.702,4.913,0.555,2.463,0.763,18,7.987,2.021,3.419,7.479
TRT00688,4.496,5.612,1.549,4.541,0.645,4.689,0.640,2.074,0.657,18,8.411,1.942,3.107,7.383
