person_id,assessment_context,occasion,trait_score,trait_extraversion,trait_conscientiousness,trait_neuroticism,state_extraversion,state_conscientiousness,state_assertiveness,state_withdrawal,situation_demand,situation_sociality,situation_evaluation,situation_trust,situation_autonomy,situation_threat,behavioral_consistency_marker,conditional_signature_score,state_inertia_marker
PSD00074,clinical_conceptual_context,11,5.502,5.803,4.219,3.327,4.385,4.790,3.890,1.000,5.860,1.292,3.981,2.319,2.455,3.363,5.965,2.178,0.368
PSD00074,clinical_conceptual_context,12,5.502,5.803,4.219,3.327,5.394,3.971,3.960,1.663,2.867,2.903,4.252,2.627,3.633,4.412,6.255,1.724,0.640
PSD00074,clinical_conceptual_context,13,5.502,5.803,4.219,3.327,5.051,3.817,5.049,1.805,3.191,1.000,4.720,4.025,2.903,3.143,6.567,1.746,0.432
PSD00074,clinical_conceptual_context,14,5.502,5.803,4.219,3.327,5.685,4.071,4.268,1.778,1.214,5.551,5.263,1.765,3.705,4.423,6.648,1.833,0.424
PSD00074,clinical_conceptual_context,15,5.502,5.803,4.219,3.327,5.792,4.697,4.635,1.000,6.142,2.855,5.002,5.119,3.732,4.783,6.132,1.843,0.469
PSD00074,clinical_conceptual_context,16,5.502,5.803,4.219,3.327,4.132,4.037,2.983,1.000,4.714,1.281,4.792,3.640,4.377,4.466,5.471,1.892,0.993
PSD00075,clinical_conceptual_context,1,5.499,6.098,4.377,2.539,5.172,3.637,4.542,1.218,2.134,1.000,3.634,5.530,2.650,5.722,6.026,1.747,0.708
PSD00075,clinical_conceptual_context,2,5.499,6.098,4.377,2.539,5.085,4.018,4.627,1.000,3.693,2.966,3.440,5.230,4.647,4.613,6.406,2.030,0.193
PSD00075,clinical_conceptual_context,3,5.499,6.098,4.377,2.539,5.689,4.284,3.496,1.000,3.887,3.189,5.230,3.799,2.936,4.315,6.199,1.692,0.500
PSD00075,clinical_conceptual_context,4,5.499,6.098,4.377,2.539,5.920,4.333,5.140,1.000,3.365,1.735,5.128,4.078,3.998,4.645,7.197,1.522,0.481
PSD00075,clinical_conceptual_context,5,5.499,6.098,4.377,2.539,4.776,4.142,3.803,1.392,4.248,1.677,4.309,2.529,3.607,3.825,6.144,2.039,0.766
PSD00075,clinical_conceptual_context,6,5.499,6.098,4.377,2.539,4.314,4.670,3.516,1.348,2.823,1.000,4.992,2.915,3.102,4.329,5.874,2.195,0.330
PSD00075,clinical_conceptual_context,7,5.499,6.098,4.377,2.539,4.558,4.758,2.988,1.000,3.736,1.000,5.348,3.428,2.374,3.514,5.576,2.056,0.302
PSD00075,clinical_conceptual_context,8,5.499,6.098,4.377,2.539,4.767,4.068,4.037,1.028,3.250,2.003,5.056,2.420,2.887,4.445,6.007,2.000,0.494
PSD00075,clinical_conceptual_context,9,5.499,6.098,4.377,2.539,4.652,4.580,4.067,1.000,2.543,2.498,5.098,3.599,3.830,3.845,5.875,1.185,0.171
PSD00075,clinical_conceptual_context,10,5.499,6.098,4.377,2.539,5.131,4.912,3.406,1.688,3.321,3.810,3.586,2.104,2.014,3.091,6.271,1.701,0.540
PSD00075,clinical_conceptual_context,11,5.499,6.098,4.377,2.539,4.418,4.457,2.566,1.795,2.142,2.701,4.246,2.283,3.183,5.717,6.026,1.962,0.529
PSD00075,clinical_conceptual_context,12,5.499,6.098,4.377,2.539,5.460,3.793,3.467,1.164,3.980,3.782,4.014,2.457,2.867,3.945,6.319,1.307,0.809
PSD00075,clinical_conceptual_context,13,5.499,6.098,4.377,2.539,4.589,3.680,3.566,1.000,3.707,1.809,3.810,2.820,2.637,3.740,6.212,1.871,0.312
PSD00075,clinical_conceptual_context,14,5.499,6.098,4.377,2.539,4.282,4.485,3.586,1.000,4.283,2.313,5.068,1.262,4.801,3.324,5.779,2.020,0.283
PSD00075,clinical_conceptual_context,15,5.499,6.098,4.377,2.539,4.944,4.094,5.760,1.000,4.554,1.828,5.205,4.647,4.746,4.366,6.479,1.786,0.807
PSD00075,clinical_conceptual_context,16,5.499,6.098,4.377,2.539,4.484,3.928,4.019,1.000,4.239,1.276,3.296,2.728,2.526,3.913,6.228,1.834,0.592
PSD00076,clinical_conceptual_context,1,6.123,6.453,4.168,2.771,6.565,4.568,4.846,1.315,2.913,3.841,4.006,2.697,4.289,2.358,6.296,1.444,1.384
PSD00076,clinical_conceptual_context,2,6.123,6.453,4.168,2.771,4.608,4.121,3.599,1.000,5.586,2.244,2.770,2.590,2.270,3.750,5.554,2.208,0.991
PSD00076,clinical_conceptual_context,3,6.123,6.453,4.168,2.771,5.506,4.454,3.376,1.000,2.258,4.043,5.119,3.681,2.598,3.747,5.948,1.500,0.363
PSD00076,clinical_conceptual_context,4,6.123,6.453,4.168,2.771,4.790,3.491,3.484,1.000,3.706,1.723,5.056,4.244,2.754,5.392,5.904,2.210,0.447
PSD00076,clinical_conceptual_context,5,6.123,6.453,4.168,2.771,5.639,4.821,5.240,1.000,5.805,3.816,5.503,3.721,3.235,3.010,6.000,1.760,0.984
PSD00076,clinical_conceptual_context,6,6.123,6.453,4.168,2.771,6.272,4.856,4.197,1.000,4.489,2.252,3.992,2.963,5.490,4.639,6.278,2.166,0.428
PSD00076,clinical_conceptual_context,7,6.123,6.453,4.168,2.771,6.802,3.539,3.817,1.000,4.210,4.185,2.753,2.189,4.322,4.172,6.339,1.985,0.557
PSD00076,clinical_conceptual_context,8,6.123,6.453,4.168,2.771,5.291,4.631,4.153,1.000,4.460,1.000,4.957,3.218,4.101,4.065,5.658,2.268,0.735
PSD00076,clinical_conceptual_context,9,6.123,6.453,4.168,2.771,4.575,3.876,3.280,1.000,3.385,1.178,4.349,3.788,2.820,4.838,5.802,2.073,0.586
PSD00076,clinical_conceptual_context,10,6.123,6.453,4.168,2.771,5.146,3.669,3.414,1.000,1.000,2.670,4.326,1.964,2.885,4.750,6.234,1.839,0.228
PSD00076,clinical_conceptual_context,11,6.123,6.453,4.168,2.771,6.234,4.200,4.861,1.073,5.283,3.516,6.258,3.333,3.120,5.300,6.648,1.825,0.785
PSD00076,clinical_conceptual_context,12,6.123,6.453,4.168,2.771,3.909,2.913,3.094,1.438,3.370,2.447,4.200,1.412,1.776,5.365,5.619,2.321,1.436
PSD00076,clinical_conceptual_context,13,6.123,6.453,4.168,2.771,4.757,3.587,4.308,1.090,2.414,3.017,3.990,3.744,2.057,4.979,5.884,1.553,0.771
PSD00076,clinical_conceptual_context,14,6.123,6.453,4.168,2.771,5.147,3.846,3.638,1.000,5.804,2.108,4.140,2.494,3.000,5.899,5.906,2.556,0.352
PSD00076,clinical_conceptual_context,15,6.123,6.453,4.168,2.771,5.561,4.337,3.802,1.000,4.519,1.000,3.334,3.714,3.218,2.652,6.479,2.141,0.267
PSD00076,clinical_conceptual_context,16,6.123,6.453,4.168,2.771,5.935,4.301,3.805,1.645,2.777,1.602,5.042,1.730,2.859,4.486,6.362,1.909,0.264
PSD00077,clinical_conceptual_context,1,5.835,3.791,6.454,2.225,3.827,6.059,4.254,1.000,3.556,4.043,4.815,5.312,3.783,5.436,6.137,1.418,0.888
PSD00077,clinical_conceptual_context,2,5.835,3.791,6.454,2.225,4.138,7.000,4.256,1.000,4.298,1.000,4.205,4.296,3.059,3.857,6.157,1.680,0.313
PSD00077,clinical_conceptual_context,3,5.835,3.791,6.454,2.225,2.504,6.485,3.973,1.000,2.770,2.350,6.062,3.275,2.468,5.177,6.148,1.924,0.608
PSD00077,clinical_conceptual_context,4,5.835,3.791,6.454,2.225,2.890,6.408,3.878,1.545,5.201,2.993,4.508,3.423,2.354,5.505,6.658,1.927,0.276
PSD00077,clinical_conceptual_context,5,5.835,3.791,6.454,2.225,3.379,7.000,5.209,1.000,5.449,2.114,3.604,3.959,3.429,2.798,6.889,1.645,0.739
PSD00077,clinical_conceptual_context,6,5.835,3.791,6.454,2.225,3.511,6.850,3.701,1.000,3.854,4.059,4.341,2.877,2.497,4.074,6.518,1.375,0.447
PSD00077,clinical_conceptual_context,7,5.835,3.791,6.454,2.225,2.773,6.528,4.000,1.000,4.437,2.191,4.426,3.178,3.571,4.942,6.248,1.775,0.340
PSD00077,clinical_conceptual_context,8,5.835,3.791,6.454,2.225,2.476,6.688,3.556,1.000,5.098,1.444,3.871,3.469,3.992,5.939,5.670,2.334,0.225
PSD00077,clinical_conceptual_context,9,5.835,3.791,6.454,2.225,2.875,6.637,5.109,1.000,4.016,2.612,4.842,3.286,3.902,4.818,6.535,1.320,0.501
PSD00077,clinical_conceptual_context,10,5.835,3.791,6.454,2.225,3.927,6.361,3.921,1.000,4.071,2.639,3.575,2.775,4.139,4.120,6.743,1.481,0.629
PSD00077,clinical_conceptual_context,11,5.835,3.791,6.454,2.225,3.906,6.688,4.480,1.000,4.183,2.305,4.446,3.264,3.816,4.075,6.834,1.341,0.227
PSD00077,clinical_conceptual_context,12,5.835,3.791,6.454,2.225,2.999,7.000,4.176,1.000,3.751,1.000,5.593,3.829,2.722,4.147,6.241,1.497,0.381
PSD00077,clinical_conceptual_context,13,5.835,3.791,6.454,2.225,2.668,5.847,3.953,1.353,2.924,2.407,4.245,2.620,3.828,5.331,6.528,1.954,0.515
PSD00077,clinical_conceptual_context,14,5.835,3.791,6.454,2.225,2.421,5.875,4.058,1.140,3.390,3.590,3.152,3.911,2.525,4.199,6.197,1.629,0.148
PSD00077,clinical_conceptual_context,15,5.835,3.791,6.454,2.225,3.150,5.299,4.405,1.000,2.138,2.183,4.445,2.821,3.892,6.223,6.011,1.690,0.448
PSD00077,clinical_conceptual_context,16,5.835,3.791,6.454,2.225,3.020,6.198,3.502,1.000,4.092,1.778,3.795,1.719,3.893,5.562,5.632,1.466,0.483
PSD00078,clinical_conceptual_context,1,4.972,3.761,6.592,3.351,4.040,6.036,3.765,2.223,2.851,3.356,4.453,1.149,4.998,3.653,6.462,1.182,0.943
PSD00078,clinical_conceptual_context,2,4.972,3.761,6.592,3.351,3.274,6.268,2.853,1.789,2.816,4.468,4.447,2.661,2.124,6.251,6.614,1.614,0.586
PSD00078,clinical_conceptual_context,3,4.972,3.761,6.592,3.351,3.527,6.866,4.358,1.000,4.818,1.396,5.212,3.441,3.945,5.089,6.549,1.814,0.786
PSD00078,clinical_conceptual_context,4,4.972,3.761,6.592,3.351,3.286,6.912,4.155,1.516,3.625,2.728,3.375,3.405,3.183,3.437,6.621,1.486,0.252
PSD00078,clinical_conceptual_context,5,4.972,3.761,6.592,3.351,2.995,6.797,2.851,1.392,2.800,3.376,4.576,2.283,1.883,4.399,6.106,1.973,0.459
PSD00078,clinical_conceptual_context,6,4.972,3.761,6.592,3.351,3.343,6.433,2.737,1.000,2.777,1.568,3.305,4.025,3.297,4.109,6.332,2.044,0.304
PSD00078,clinical_conceptual_context,7,4.972,3.761,6.592,3.351,4.061,6.891,3.643,1.406,4.658,2.891,4.414,3.640,5.014,4.828,6.496,1.868,0.622
PSD00078,clinical_conceptual_context,8,4.972,3.761,6.592,3.351,2.747,6.531,3.681,1.042,3.491,4.806,2.821,3.193,2.125,3.454,6.055,1.284,0.519
PSD00078,clinical_conceptual_context,9,4.972,3.761,6.592,3.351,3.299,7.000,4.122,1.479,4.624,2.997,4.359,2.848,3.794,4.768,6.271,1.492,0.474
PSD00078,clinical_conceptual_context,10,4.972,3.761,6.592,3.351,3.767,7.000,3.253,1.000,4.775,3.968,3.702,2.745,4.079,3.282,6.271,1.486,0.454
PSD00078,clinical_conceptual_context,11,4.972,3.761,6.592,3.351,3.719,5.872,2.866,1.000,1.570,1.000,6.131,4.744,2.048,3.239,5.931,2.369,0.391
PSD00078,clinical_conceptual_context,12,4.972,3.761,6.592,3.351,3.493,6.446,3.567,1.160,3.062,3.468,3.602,3.629,3.969,5.038,6.799,1.693,0.415
PSD00078,clinical_conceptual_context,13,4.972,3.761,6.592,3.351,3.239,5.748,3.261,1.266,2.675,1.000,5.514,3.101,3.006,4.253,5.953,2.050,0.341
PSD00078,clinical_conceptual_context,14,4.972,3.761,6.592,3.351,2.472,5.553,3.295,1.357,1.883,3.315,4.233,1.631,4.287,4.195,5.416,1.679,0.272
PSD00078,clinical_conceptual_context,15,4.972,3.761,6.592,3.351,2.879,7.000,3.584,1.729,3.536,2.874,4.420,2.733,3.418,5.185,6.191,1.564,0.628
PSD00078,clinical_conceptual_context,16,4.972,3.761,6.592,3.351,2.471,7.000,3.687,1.000,5.269,3.712,5.270,1.747,3.725,4.082,6.168,1.837,0.310
PSD00079,clinical_conceptual_context,1,5.825,4.415,6.356,2.923,4.363,7.000,4.665,1.000,3.706,2.234,4.528,3.724,4.707,3.534,6.356,1.633,1.173
PSD00079,clinical_conceptual_context,2,5.825,4.415,6.356,2.923,3.802,7.000,3.804,1.204,4.084,3.267,5.629,2.474,3.138,4.423,5.879,1.530,0.406
PSD00079,clinical_conceptual_context,3,5.825,4.415,6.356,2.923,3.952,5.865,4.363,1.000,4.114,2.660,3.357,4.144,3.672,4.777,6.408,1.760,0.512
PSD00079,clinical_conceptual_context,4,5.825,4.415,6.356,2.923,3.608,7.000,3.247,1.000,3.676,3.008,5.264,1.831,3.575,3.763,5.634,1.769,0.649
PSD00079,clinical_conceptual_context,5,5.825,4.415,6.356,2.923,2.828,6.467,2.559,2.478,4.134,3.805,3.438,1.000,1.150,3.786,6.013,1.630,0.870
PSD00079,clinical_conceptual_context,6,5.825,4.415,6.356,2.923,3.286,6.266,3.889,1.561,2.674,2.127,4.262,2.780,3.538,4.649,6.166,1.809,0.726
PSD00079,clinical_conceptual_context,7,5.825,4.415,6.356,2.923,2.753,6.688,4.338,1.000,2.921,1.000,5.206,4.025,4.654,3.766,6.194,1.828,0.491
PSD00079,clinical_conceptual_context,8,5.825,4.415,6.356,2.923,3.347,6.311,3.152,1.174,3.795,2.857,3.193,3.349,2.747,4.931,5.942,1.606,0.583
PSD00079,clinical_conceptual_context,9,5.825,4.415,6.356,2.923,3.410,5.559,4.414,1.412,5.274,4.351,1.919,3.437,2.848,5.374,5.923,1.518,0.578
PSD00079,clinical_conceptual_context,10,5.825,4.415,6.356,2.923,3.564,6.955,4.621,1.000,4.002,1.849,5.505,3.537,3.978,3.082,6.119,1.898,0.542
PSD00079,clinical_conceptual_context,11,5.825,4.415,6.356,2.923,3.061,6.938,4.054,1.077,3.796,2.848,3.782,1.568,3.990,5.079,5.614,2.106,0.291
PSD00079,clinical_conceptual_context,12,5.825,4.415,6.356,2.923,3.372,5.419,4.975,1.233,1.488,2.716,3.470,3.457,4.611,5.058,5.841,2.091,0.727
PSD00079,clinical_conceptual_context,13,5.825,4.415,6.356,2.923,3.157,6.938,3.501,1.000,4.207,3.354,3.721,3.106,3.552,3.759,6.049,1.709,0.860
PSD00079,clinical_conceptual_context,14,5.825,4.415,6.356,2.923,3.994,5.870,3.827,1.000,3.026,4.556,4.315,4.008,3.274,5.695,6.407,2.206,0.558
PSD00079,clinical_conceptual_context,15,5.825,4.415,6.356,2.923,3.445,6.063,3.660,1.184,3.745,2.248,2.509,2.738,2.978,3.888,6.710,1.781,0.273
PSD00079,clinical_conceptual_context,16,5.825,4.415,6.356,2.923,2.992,5.758,4.684,1.242,3.376,1.677,2.798,1.620,3.874,3.808,5.897,1.122,0.460
PSD00080,clinical_conceptual_context,1,5.497,3.313,6.222,3.094,3.219,4.810,4.235,1.780,2.009,4.064,5.275,3.492,1.406,4.159,6.482,1.827,0.693
PSD00080,clinical_conceptual_context,2,5.497,3.313,6.222,3.094,2.754,6.392,3.343,1.053,3.896,1.632,3.998,2.280,3.692,5.595,5.889,1.449,0.917
PSD00080,clinical_conceptual_context,3,5.497,3.313,6.222,3.094,3.287,5.314,3.853,1.000,1.862,2.049,3.900,4.078,2.841,5.208,5.912,2.003,0.543
PSD00080,clinical_conceptual_context,4,5.497,3.313,6.222,3.094,2.359,6.115,4.154,1.548,4.437,1.672,4.965,2.347,3.769,4.884,5.847,1.450,0.644
PSD00080,clinical_conceptual_context,5,5.497,3.313,6.222,3.094,3.427,5.241,4.382,1.000,3.261,3.257,2.952,3.381,3.456,4.231,6.105,1.731,0.679
PSD00080,clinical_conceptual_context,6,5.497,3.313,6.222,3.094,2.193,6.535,3.268,1.961,4.028,2.202,5.327,3.029,2.867,3.987,5.977,1.598,1.151
PSD00080,clinical_conceptual_context,7,5.497,3.313,6.222,3.094,3.079,6.118,3.617,1.029,4.304,3.441,4.173,3.364,2.836,6.098,5.828,1.510,0.646
PSD00080,clinical_conceptual_context,8,5.497,3.313,6.222,3.094,2.404,5.822,3.041,1.149,5.265,3.153,3.411,2.060,3.788,5.764,6.108,1.691,0.417
PSD00080,clinical_conceptual_context,9,5.497,3.313,6.222,3.094,3.343,5.770,4.528,1.000,3.057,2.040,4.196,4.991,4.591,4.592,6.194,1.501,0.657
PSD00080,clinical_conceptual_context,10,5.497,3.313,6.222,3.094,3.296,7.000,4.129,1.000,3.987,3.151,4.960,4.596,3.990,2.598,5.988,1.782,0.419
PSD00080,clinical_conceptual_context,11,5.497,3.313,6.222,3.094,3.862,6.573,3.138,1.000,4.287,3.111,2.606,3.275,4.135,6.184,5.919,1.932,0.496
PSD00080,clinical_conceptual_context,12,5.497,3.313,6.222,3.094,2.358,5.796,2.859,1.000,2.779,2.306,3.529,1.054,3.609,4.810,5.652,2.074,0.640
PSD00080,clinical_conceptual_context,13,5.497,3.313,6.222,3.094,2.032,6.872,3.104,1.404,4.005,3.193,6.932,2.906,2.379,4.416,5.871,1.976,0.513
PSD00080,clinical_conceptual_context,14,5.497,3.313,6.222,3.094,2.012,7.000,2.983,1.000,4.477,2.740,4.887,2.287,4.075,3.807,5.518,1.680,0.168
PSD00080,clinical_conceptual_context,15,5.497,3.313,6.222,3.094,1.904,7.000,2.896,1.491,5.453,2.223,5.144,1.446,2.274,5.046,6.165,1.667,0.172
PSD00080,clinical_conceptual_context,16,5.497,3.313,6.222,3.094,1.684,6.600,3.376,1.000,5.271,3.890,1.484,3.279,1.562,5.277,5.869,1.654,0.397
PSD00081,clinical_conceptual_context,1,3.657,3.807,4.597,5.358,2.814,4.451,3.393,4.672,2.359,4.882,4.378,2.400,3.285,4.963,6.540,1.506,0.535
PSD00081,clinical_conceptual_context,2,3.657,3.807,4.597,5.358,3.786,3.780,4.406,3.721,2.785,4.083,2.209,4.219,3.922,3.309,6.502,1.863,0.902
PSD00081,clinical_conceptual_context,3,3.657,3.807,4.597,5.358,3.793,4.295,4.086,3.174,4.233,3.345,3.278,5.124,3.096,3.299,6.672,2.142,0.347
PSD00081,clinical_conceptual_context,4,3.657,3.807,4.597,5.358,2.610,5.235,4.831,4.211,5.642,2.515,5.228,3.618,2.996,4.216,5.920,1.558,0.976
PSD00081,clinical_conceptual_context,5,3.657,3.807,4.597,5.358,3.582,5.230,3.929,3.685,5.867,2.762,3.655,3.674,3.153,3.137,6.455,1.118,0.601
PSD00081,clinical_conceptual_context,6,3.657,3.807,4.597,5.358,3.336,5.637,4.647,4.204,5.169,2.888,5.806,3.471,4.374,6.006,6.799,1.916,0.472
PSD00081,clinical_conceptual_context,7,3.657,3.807,4.597,5.358,3.239,5.087,4.761,3.001,4.594,3.931,4.309,5.387,4.641,3.316,6.305,1.817,0.491
PSD00081,clinical_conceptual_context,8,3.657,3.807,4.597,5.358,2.808,4.746,2.901,3.934,3.612,4.026,4.238,2.206,2.726,5.383,6.305,1.317,0.891
PSD00081,clinical_conceptual_context,9,3.657,3.807,4.597,5.358,2.364,4.775,4.057,3.360,4.001,4.011,4.184,3.312,2.562,1.723,6.504,1.490,0.551
PSD00081,clinical_conceptual_context,10,3.657,3.807,4.597,5.358,4.126,4.788,4.258,3.488,2.632,1.022,4.942,3.284,5.682,3.839,6.432,1.847,0.526
PSD00081,clinical_conceptual_context,11,3.657,3.807,4.597,5.358,2.623,5.147,4.253,4.048,4.945,2.558,3.980,1.725,3.572,5.626,5.895,1.415,0.607
PSD00081,clinical_conceptual_context,12,3.657,3.807,4.597,5.358,3.529,4.801,3.485,4.118,4.198,2.402,3.495,3.817,3.269,4.957,6.811,1.498,0.522
PSD00081,clinical_conceptual_context,13,3.657,3.807,4.597,5.358,2.588,4.432,3.816,4.070,3.820,1.952,4.771,3.137,3.853,3.106,6.429,1.861,0.422
PSD00081,clinical_conceptual_context,14,3.657,3.807,4.597,5.358,3.618,4.680,3.704,3.791,4.424,2.736,3.981,4.074,4.298,4.355,6.759,1.231,0.417
PSD00081,clinical_conceptual_context,15,3.657,3.807,4.597,5.358,3.054,4.267,4.796,3.924,2.435,1.732,4.539,3.994,1.723,2.863,6.617,1.992,0.551
PSD00081,clinical_conceptual_context,16,3.657,3.807,4.597,5.358,2.783,4.767,3.647,3.729,4.719,1.723,1.367,2.970,4.701,4.469,6.548,2.318,0.529
PSD00082,clinical_conceptual_context,1,3.731,3.721,4.814,5.313,3.167,4.505,3.205,3.710,2.850,3.468,4.088,4.395,2.872,4.237,6.303,1.360,0.486
PSD00082,clinical_conceptual_context,2,3.731,3.721,4.814,5.313,3.387,5.552,2.941,2.979,5.284,2.393,3.786,3.237,3.708,2.335,6.039,1.900,0.565
PSD00082,clinical_conceptual_context,3,3.731,3.721,4.814,5.313,3.038,5.000,3.718,3.817,4.210,2.141,2.819,2.513,3.657,4.225,6.627,1.466,0.629
PSD00082,clinical_conceptual_context,4,3.731,3.721,4.814,5.313,3.284,4.083,3.436,4.585,4.026,2.178,4.233,2.788,3.074,4.659,6.911,1.255,0.553
PSD00082,clinical_conceptual_context,5,3.731,3.721,4.814,5.313,2.862,3.936,3.536,5.364,3.479,2.603,4.186,2.974,2.954,6.491,6.778,1.658,0.362
PSD00082,clinical_conceptual_context,6,3.731,3.721,4.814,5.313,2.653,4.673,3.184,4.915,3.000,3.643,5.326,1.994,4.225,3.385,6.386,1.266,0.437
PSD00082,clinical_conceptual_context,7,3.731,3.721,4.814,5.313,3.880,4.672,4.864,3.255,2.664,3.613,4.057,4.844,4.051,3.373,6.561,1.598,1.142
PSD00082,clinical_conceptual_context,8,3.731,3.721,4.814,5.313,3.583,5.205,3.872,4.431,3.690,2.595,4.427,4.106,2.880,4.444,6.968,1.263,0.749
PSD00082,clinical_conceptual_context,9,3.731,3.721,4.814,5.313,3.299,4.731,4.403,3.632,3.400,2.577,5.001,4.499,4.223,4.565,6.476,1.746,0.522
PSD00082,clinical_conceptual_context,10,3.731,3.721,4.814,5.313,2.994,4.213,2.885,3.990,3.381,2.184,3.250,2.913,2.294,4.542,6.405,1.626,0.675
PSD00082,clinical_conceptual_context,11,3.731,3.721,4.814,5.313,3.184,4.433,2.577,3.636,3.387,3.329,2.236,2.574,3.483,5.598,6.484,2.010,0.268
PSD00082,clinical_conceptual_context,12,3.731,3.721,4.814,5.313,3.011,4.661,5.187,3.589,2.354,1.904,5.719,3.999,4.886,4.508,6.308,2.048,0.764
PSD00082,clinical_conceptual_context,13,3.731,3.721,4.814,5.313,3.281,5.158,4.559,3.511,5.479,2.842,4.257,4.907,3.309,2.663,6.588,1.815,0.369
PSD00082,clinical_conceptual_context,14,3.731,3.721,4.814,5.313,2.334,5.347,3.546,3.420,3.600,3.263,5.532,3.328,2.788,3.845,6.121,1.413,0.560
PSD00082,clinical_conceptual_context,15,3.731,3.721,4.814,5.313,2.261,4.306,2.877,4.883,3.575,2.834,2.544,2.508,1.997,5.149,6.515,1.661,0.811
PSD00082,clinical_conceptual_context,16,3.731,3.721,4.814,5.313,3.358,3.770,3.728,3.914,1.765,2.325,3.152,3.598,2.612,4.808,6.622,1.900,0.863
PSD00083,clinical_conceptual_context,1,4.451,3.502,3.860,6.218,1.928,4.872,3.846,5.599,4.811,1.452,5.412,1.463,3.063,4.345,6.360,1.699,0.869
PSD00083,clinical_conceptual_context,2,4.451,3.502,3.860,6.218,2.349,3.689,4.213,4.187,1.916,2.954,4.882,2.534,4.287,4.690,6.574,1.822,0.846
PSD00083,clinical_conceptual_context,3,4.451,3.502,3.860,6.218,2.340,3.934,3.815,4.492,5.304,2.801,1.781,1.505,2.800,4.123,6.212,1.471,0.239
PSD00083,clinical_conceptual_context,4,4.451,3.502,3.860,6.218,3.143,4.169,4.317,4.789,2.493,1.000,3.581,3.999,3.798,5.989,6.357,1.756,0.459
PSD00083,clinical_conceptual_context,5,4.451,3.502,3.860,6.218,2.753,4.277,4.427,4.702,4.770,3.745,5.050,4.029,4.726,4.897,6.674,1.411,0.174
PSD00083,clinical_conceptual_context,6,4.451,3.502,3.860,6.218,3.116,3.864,4.179,4.119,3.914,2.930,3.915,4.228,2.482,4.436,6.715,1.266,0.402
PSD00083,clinical_conceptual_context,7,4.451,3.502,3.860,6.218,3.410,4.086,4.669,4.324,3.752,3.473,3.469,4.174,2.858,4.605,6.984,1.471,0.303
PSD00083,clinical_conceptual_context,8,4.451,3.502,3.860,6.218,2.663,3.452,2.920,5.047,1.180,1.000,3.277,2.396,1.581,4.327,6.754,1.694,0.963
PSD00083,clinical_conceptual_context,9,4.451,3.502,3.860,6.218,2.696,3.437,3.515,4.630,3.514,2.522,3.563,1.943,3.967,3.718,6.610,1.494,0.265
PSD00083,clinical_conceptual_context,10,4.451,3.502,3.860,6.218,2.144,3.857,4.762,4.506,2.970,2.987,4.748,3.880,2.972,3.597,6.319,1.656,0.586
PSD00083,clinical_conceptual_context,11,4.451,3.502,3.860,6.218,2.639,3.759,2.952,4.996,5.089,3.853,3.757,1.000,3.519,4.803,6.190,1.537,0.723
PSD00083,clinical_conceptual_context,12,4.451,3.502,3.860,6.218,2.432,4.137,4.647,3.973,4.070,4.495,5.562,5.102,3.707,3.765,6.283,2.090,0.825
PSD00083,clinical_conceptual_context,13,4.451,3.502,3.860,6.218,2.232,3.208,3.593,4.294,3.346,3.252,2.906,2.233,2.894,3.618,5.906,1.834,0.626
PSD00083,clinical_conceptual_context,14,4.451,3.502,3.860,6.218,2.669,2.874,3.596,5.199,3.993,3.834,5.778,3.568,1.715,5.837,6.091,1.470,0.420
PSD00083,clinical_conceptual_context,15,4.451,3.502,3.860,6.218,2.593,3.663,2.568,3.922,3.788,4.088,4.689,2.761,4.431,3.712,5.899,1.517,0.793
PSD00083,clinical_conceptual_context,16,4.451,3.502,3.860,6.218,2.917,3.990,3.726,3.868,2.130,1.314,4.399,3.124,3.441,3.973,6.321,1.477,0.466
PSD00084,clinical_conceptual_context,1,3.341,3.479,4.005,6.084,2.691,4.427,4.779,4.226,2.193,3.028,6.970,4.157,4.351,2.884,6.706,2.133,1.301
PSD00084,clinical_conceptual_context,2,3.341,3.479,4.005,6.084,3.136,4.319,4.058,3.587,3.841,2.494,3.370,2.068,4.383,2.335,6.194,1.905,0.478
PSD00084,clinical_conceptual_context,3,3.341,3.479,4.005,6.084,3.386,5.284,4.224,3.889,4.070,3.936,4.575,3.666,3.503,2.013,6.259,1.880,0.421
PSD00084,clinical_conceptual_context,4,3.341,3.479,4.005,6.084,2.517,4.615,2.859,4.413,4.389,2.366,3.545,2.315,3.458,4.808,6.447,1.538,0.857
PSD00084,clinical_conceptual_context,5,3.341,3.479,4.005,6.084,2.522,4.644,3.692,4.332,2.723,1.733,4.675,2.571,3.702,3.628,6.518,1.422,0.237
PSD00084,clinical_conceptual_context,6,3.341,3.479,4.005,6.084,2.811,3.881,3.163,4.151,3.470,1.749,1.888,2.402,3.218,4.696,6.628,1.904,0.441
PSD00084,clinical_conceptual_context,7,3.341,3.479,4.005,6.084,3.004,3.980,3.174,4.281,2.264,3.838,4.037,3.212,4.088,5.652,6.371,1.337,0.108
PSD00084,clinical_conceptual_context,8,3.341,3.479,4.005,6.084,2.345,3.771,3.626,3.665,4.530,1.814,3.293,3.082,3.116,4.009,6.900,1.555,0.484
PSD00084,clinical_conceptual_context,9,3.341,3.479,4.005,6.084,2.239,3.440,2.922,4.796,4.040,4.252,4.682,4.459,2.385,6.128,6.201,1.329,0.568
