child_id,developmental_context,inhibition_t1,negative_affect_t1,surgency_t1,effortful_control_t1,parenting_support_t1,family_stress_t1,classroom_support_t2,peer_support_t2,institutional_stability_t2,conscientiousness_t2,neuroticism_t2,social_confidence_t2,regulation_skill_t2,reactivity_regulation_balance,environmental_support_index,developmental_risk_index,adaptive_pathway_score
TEM00333,family_stress_context,5.888,5.869,1.538,2.211,3.071,4.860,3.279,3.742,3.609,2.797,5.105,1.673,2.663,4.143,3.345,6.412,2.078
TEM00334,family_stress_context,5.871,3.752,3.367,4.479,3.223,4.055,3.877,1.672,4.244,4.340,4.426,2.031,4.642,2.951,3.484,4.368,4.448
TEM00335,family_stress_context,3.987,6.137,2.114,4.139,1.933,5.994,3.630,3.748,4.748,3.803,5.833,2.319,4.019,3.339,3.260,5.421,3.092
TEM00336,family_stress_context,4.963,5.672,1.954,3.983,2.613,4.595,1.983,3.563,3.745,2.945,5.817,1.638,3.864,3.650,2.873,5.729,2.728
TEM00337,family_stress_context,6.837,4.877,3.466,3.789,2.719,4.672,3.027,2.649,1.830,2.762,5.401,2.512,3.890,4.280,2.435,6.727,3.428
TEM00338,family_stress_context,7.000,6.113,2.568,2.531,2.533,3.870,3.543,1.811,3.189,3.364,6.604,1.450,2.730,4.981,3.245,6.913,2.409
TEM00339,family_stress_context,6.108,4.858,2.491,2.857,2.777,4.891,3.114,3.361,2.742,3.350,5.501,1.484,2.392,4.140,3.031,5.945,2.788
TEM00340,family_stress_context,5.963,4.561,3.146,3.680,3.776,5.722,2.773,1.000,3.461,3.577,5.509,2.278,3.506,3.816,2.611,5.736,2.816
TEM00341,family_stress_context,5.453,4.658,1.907,4.041,3.749,4.336,4.358,4.232,3.551,4.363,5.177,2.122,3.619,3.422,3.767,5.444,3.300
TEM00342,family_stress_context,5.766,6.641,3.231,1.530,1.272,5.589,2.655,2.290,2.474,1.678,6.490,1.630,1.324,5.278,2.143,7.505,1.763
TEM00343,family_stress_context,5.171,6.477,3.574,2.019,2.650,5.741,3.581,2.765,2.123,2.178,5.953,1.000,2.968,4.457,2.583,6.958,2.680
TEM00344,family_stress_context,4.957,6.829,2.646,4.062,3.314,5.365,1.770,2.596,4.314,4.082,5.858,2.581,4.012,4.211,2.845,6.033,3.602
TEM00345,family_stress_context,4.702,6.789,2.775,2.741,4.155,3.530,2.618,3.980,4.927,3.401,5.498,2.371,2.874,4.691,3.860,5.526,2.956
TEM00346,family_stress_context,5.361,7.000,4.299,2.402,3.277,5.409,2.159,3.465,3.027,3.454,6.556,2.544,2.083,4.661,3.166,6.377,2.905
TEM00347,family_stress_context,4.558,6.603,3.175,2.757,2.804,5.269,1.652,2.682,2.799,2.969,5.886,1.488,2.430,4.201,2.337,6.467,2.221
TEM00348,family_stress_context,5.196,5.836,2.509,4.136,3.884,3.558,3.517,3.998,2.927,5.172,4.629,2.227,3.379,3.829,3.377,5.026,2.951
TEM00349,family_stress_context,5.417,6.395,3.313,1.877,3.280,3.978,2.387,2.653,2.578,2.895,6.079,2.303,2.675,4.270,2.616,6.657,2.515
TEM00350,family_stress_context,5.186,5.024,3.737,1.778,1.993,3.632,2.870,3.218,3.513,2.853,5.384,3.171,2.247,4.242,2.473,5.615,2.414
TEM00351,family_stress_context,4.165,6.252,4.373,1.983,3.018,5.368,4.120,3.793,3.082,2.933,6.278,3.542,2.342,4.505,3.604,6.182,2.851
TEM00352,family_stress_context,4.956,5.812,2.695,2.508,4.006,4.248,3.538,2.314,2.819,2.808,5.465,3.204,3.137,4.088,3.133,5.549,3.009
TEM00353,family_stress_context,4.815,5.561,3.817,2.102,1.513,4.408,1.891,1.648,2.314,2.722,6.087,3.047,2.059,3.996,1.852,5.689,2.445
TEM00354,family_stress_context,5.137,4.178,2.751,1.943,2.619,4.511,3.577,3.941,2.639,3.569,5.642,2.297,2.840,3.740,3.534,5.278,2.417
TEM00355,family_stress_context,3.717,6.094,4.241,1.762,1.688,4.497,3.131,2.920,2.166,3.093,5.356,2.603,1.344,3.809,2.520,5.607,2.047
TEM00356,family_stress_context,5.361,6.441,3.455,3.274,4.406,5.490,1.513,2.205,4.783,3.727,5.386,2.036,3.344,4.147,2.766,6.609,2.869
TEM00357,family_stress_context,5.133,6.561,2.841,2.255,2.671,4.281,2.797,3.564,2.753,2.382,6.360,2.759,2.088,4.593,3.045,6.559,2.147
TEM00358,family_stress_context,4.040,5.470,3.270,2.118,3.002,4.647,2.189,1.805,2.743,3.068,4.435,3.319,2.588,3.729,2.628,5.999,2.181
TEM00359,family_stress_context,4.405,6.276,1.958,1.937,3.221,4.631,2.772,3.310,3.838,2.744,5.205,1.580,2.496,4.210,3.047,6.984,2.281
TEM00360,family_stress_context,5.093,6.120,3.932,1.273,1.964,4.080,2.659,2.588,3.247,2.283,5.997,2.449,1.750,4.627,2.537,6.286,1.761
TEM00361,family_stress_context,2.505,3.219,5.965,4.616,3.266,4.568,4.733,3.771,2.270,4.985,3.057,4.675,4.498,1.256,3.507,3.925,4.395
TEM00362,family_stress_context,2.473,3.648,5.801,5.445,2.888,4.170,2.762,2.882,3.223,4.490,3.517,4.268,4.943,1.337,3.386,3.147,4.935
TEM00363,family_stress_context,2.713,3.538,5.477,3.574,2.718,4.406,2.944,3.729,2.760,4.201,2.870,4.049,3.036,2.044,2.868,4.633,2.824
TEM00364,family_stress_context,3.201,4.287,6.350,4.824,3.512,4.623,4.819,1.478,2.048,3.828,3.796,4.155,4.175,2.175,3.064,4.032,4.289
TEM00365,family_stress_context,3.244,3.758,5.804,4.389,3.370,4.800,2.033,1.153,3.067,3.856,4.240,2.366,4.036,2.283,2.235,4.111,3.566
TEM00366,family_stress_context,3.536,3.206,5.383,3.691,2.057,4.930,2.832,2.096,2.421,3.942,3.955,3.201,3.041,2.269,2.193,4.136,2.896
TEM00367,family_stress_context,4.416,2.570,5.186,4.694,3.284,5.652,3.601,2.355,3.711,4.463,3.599,2.828,4.080,2.054,3.023,4.617,3.636
TEM00368,family_stress_context,2.437,4.455,5.269,3.530,3.062,4.861,4.106,4.061,3.257,3.187,3.671,4.713,2.938,2.279,3.321,4.322,3.973
TEM00369,family_stress_context,4.135,2.917,6.421,4.854,2.350,4.935,2.932,4.147,2.781,4.666,4.023,3.872,4.559,2.233,2.580,3.815,3.600
TEM00370,family_stress_context,3.457,4.601,5.331,3.905,2.453,6.492,2.688,1.324,3.426,3.413,4.548,2.897,3.290,3.109,2.137,5.530,2.993
TEM00371,family_stress_context,2.876,2.655,6.039,4.645,2.475,4.902,1.964,2.652,4.146,3.440,3.282,3.881,4.431,1.456,2.865,3.716,4.281
TEM00372,family_stress_context,1.056,3.205,5.955,4.085,2.184,4.060,3.686,3.196,4.041,4.278,2.772,4.564,3.464,0.712,3.348,2.899,4.507
TEM00373,family_stress_context,2.708,2.689,5.468,3.767,2.107,4.612,2.930,2.799,3.860,3.814,3.017,3.448,3.161,1.364,2.664,4.156,3.516
TEM00374,family_stress_context,2.479,4.076,5.192,4.126,2.652,5.226,3.038,3.694,3.735,3.544,4.117,4.590,3.664,2.335,3.151,4.073,3.468
TEM00375,family_stress_context,2.683,3.000,6.067,5.124,2.757,3.682,2.086,3.388,3.101,4.593,2.488,4.588,4.215,1.209,3.127,2.833,4.993
TEM00376,family_stress_context,1.985,4.102,4.822,3.788,2.867,4.549,3.130,2.337,4.023,4.209,4.806,4.129,3.403,1.310,3.194,3.661,3.698
TEM00377,family_stress_context,3.462,4.058,5.656,3.978,4.069,6.865,2.069,2.048,1.634,2.912,4.279,3.122,3.409,2.423,2.831,4.904,3.258
TEM00378,family_stress_context,3.028,3.342,6.562,3.688,1.914,5.100,4.079,3.023,4.160,3.697,3.463,4.157,3.627,1.489,3.115,4.134,3.412
TEM00379,family_stress_context,3.246,3.407,3.465,5.723,1.465,4.648,3.615,1.470,2.434,4.533,4.110,2.234,4.721,1.218,2.021,4.161,3.741
TEM00380,family_stress_context,3.374,2.631,4.945,6.194,3.963,3.156,4.043,4.986,4.799,5.379,1.331,4.560,6.001,0.821,4.318,2.147,5.707
TEM00381,family_stress_context,3.972,4.059,4.084,4.607,1.268,3.780,3.085,2.285,1.968,4.665,4.817,2.808,3.324,2.278,2.016,4.372,3.614
TEM00382,family_stress_context,2.969,2.686,4.565,4.154,3.672,4.981,3.063,2.450,2.145,3.544,2.574,3.199,4.514,1.162,3.208,3.460,3.931
TEM00383,family_stress_context,2.838,3.953,4.509,5.281,2.437,3.699,2.920,3.806,3.389,4.729,3.343,3.626,3.964,1.449,3.044,3.316,3.974
TEM00384,family_stress_context,3.158,2.697,4.534,5.722,2.830,4.149,1.735,3.987,3.211,4.341,2.905,4.118,4.845,0.854,2.727,2.907,4.064
TEM00385,family_stress_context,3.876,4.238,2.582,5.340,1.964,5.068,3.496,3.782,4.271,4.297,3.885,2.654,4.513,1.940,3.337,4.806,3.338
TEM00386,family_stress_context,2.461,2.674,3.492,5.467,2.375,3.145,3.881,2.510,2.855,5.951,2.665,3.082,4.423,1.031,2.806,2.369,4.412
TEM00387,family_stress_context,4.403,3.981,2.904,4.310,1.999,5.442,3.594,3.213,3.806,3.632,4.007,1.944,3.806,2.489,2.693,5.030,3.196
TEM00388,family_stress_context,3.567,4.427,5.144,6.278,3.283,5.457,1.000,2.654,2.390,4.831,3.582,2.999,4.033,1.920,2.218,4.737,3.965
TEM00389,family_stress_context,2.619,3.125,3.160,6.109,2.763,5.135,3.464,2.610,3.784,5.016,3.005,2.772,5.334,0.851,3.052,3.169,4.769
TEM00390,family_stress_context,3.434,2.968,2.858,6.095,2.974,3.423,2.418,2.679,3.551,4.770,3.312,1.934,5.227,1.207,3.192,3.078,4.177
TEM00391,family_stress_context,4.410,3.661,3.009,4.112,2.058,5.097,2.748,2.690,4.301,3.963,4.185,2.210,3.963,2.525,2.814,4.920,3.428
TEM00392,family_stress_context,3.811,3.483,4.016,5.399,3.491,5.302,4.256,2.364,3.384,4.965,3.817,3.160,4.733,1.832,3.064,3.246,3.992
TEM00393,family_stress_context,2.618,2.453,4.667,6.250,3.607,4.964,3.818,3.077,2.282,4.307,2.173,3.460,4.862,0.559,3.019,2.934,4.367
TEM00394,family_stress_context,2.986,2.535,3.524,5.354,1.651,3.522,3.359,2.998,3.107,4.209,3.493,2.463,3.990,0.910,2.755,2.776,3.768
TEM00395,family_stress_context,2.341,2.077,3.605,6.405,3.322,5.014,2.594,3.115,4.223,4.776,1.944,3.036,5.014,0.229,3.073,2.772,4.451
TEM00396,family_stress_context,2.573,2.580,3.392,6.185,2.112,4.274,3.080,2.841,2.882,4.328,2.864,3.633,5.130,0.881,2.712,3.003,4.379
TEM00397,family_stress_context,2.534,4.438,3.370,4.462,3.692,4.368,3.642,3.238,2.182,4.349,3.361,3.936,3.227,1.942,3.287,3.606,4.020
TEM00398,family_stress_context,4.676,3.235,3.703,4.704,2.394,4.660,3.555,3.244,2.020,3.544,4.090,2.963,4.466,2.059,2.931,4.061,3.976
TEM00399,family_stress_context,4.886,3.769,2.816,4.006,1.888,3.292,2.224,4.509,2.249,3.409,3.546,3.410,4.362,2.449,2.753,4.283,3.927
TEM00400,family_stress_context,3.360,4.179,4.096,4.289,3.886,4.406,3.290,2.176,2.284,3.784,3.873,3.568,4.205,2.323,2.929,4.071,3.435
TEM00401,family_stress_context,3.915,3.501,4.856,4.098,2.900,5.222,3.882,4.346,3.319,3.610,3.791,4.354,4.082,2.249,3.609,4.495,3.920
TEM00402,family_stress_context,3.809,4.140,3.209,4.258,4.355,4.888,4.009,3.270,3.722,4.918,4.837,3.211,4.386,2.406,3.795,4.244,4.074
TEM00403,family_stress_context,4.496,4.262,4.775,4.770,3.372,3.952,4.176,1.850,2.587,4.731,3.823,2.924,4.479,1.843,3.034,4.282,3.916
TEM00404,family_stress_context,4.646,4.040,3.135,3.889,3.311,3.758,3.455,3.456,3.251,4.128,4.427,2.762,4.741,2.921,3.397,4.517,3.281
TEM00405,family_stress_context,3.586,4.764,2.803,3.964,2.762,5.124,3.038,3.930,1.867,3.461,4.038,3.123,2.200,2.796,2.745,5.075,2.689
TEM00406,family_stress_context,4.029,4.949,3.958,2.806,3.096,4.446,3.887,2.866,2.474,3.712,4.964,2.805,3.166,3.490,2.763,5.583,2.757
TEM00407,family_stress_context,6.022,5.573,4.954,2.156,3.066,5.476,3.646,4.930,2.217,2.581,5.930,3.280,2.636,4.751,3.445,7.259,2.655
TEM00408,family_stress_context,3.120,5.245,4.014,3.167,2.728,4.850,2.852,2.732,2.890,3.000,5.299,3.612,3.418,3.015,2.649,4.435,2.833
TEM00409,family_stress_context,5.362,3.227,3.784,4.513,2.425,4.903,2.844,1.406,3.598,4.378,5.016,1.443,3.527,2.102,2.478,4.726,3.484
TEM00410,family_stress_context,3.663,4.964,3.379,4.575,4.422,3.782,4.585,1.459,2.676,4.558,4.314,3.977,3.786,2.846,3.326,4.085,3.579
TEM00411,family_stress_context,4.206,6.111,3.398,4.401,3.607,6.264,2.417,3.370,2.213,3.476,5.670,2.193,2.578,3.226,3.068,5.759,2.946
TEM00412,family_stress_context,3.483,3.654,4.399,4.775,2.944,4.440,4.869,3.147,3.670,4.196,3.441,3.532,5.095,1.547,3.565,3.787,4.116
TEM00413,family_stress_context,5.228,3.370,3.596,4.867,2.798,3.385,3.930,3.821,4.236,4.850,3.520,3.307,3.740,2.348,3.411,4.015,3.943
TEM00414,family_stress_context,2.331,4.376,4.264,3.407,2.964,3.677,3.075,4.966,3.499,4.024,3.143,3.769,4.245,1.763,3.574,3.870,3.483
TEM00415,family_stress_context,4.021,4.264,5.225,5.599,4.545,4.312,3.166,2.896,3.938,4.809,3.724,4.044,4.676,2.055,3.574,3.814,4.742
TEM00416,family_stress_context,5.928,4.266,5.930,5.094,2.441,3.243,1.350,1.613,3.231,4.317,4.852,2.347,3.110,2.759,2.208,4.585,4.213
TEM00417,family_stress_context,3.521,5.148,4.558,4.268,2.165,4.369,1.873,2.813,2.991,3.111,4.546,3.105,3.769,2.901,2.228,4.839,2.933
TEM00418,family_stress_context,4.698,6.118,4.836,5.188,2.843,4.086,3.234,2.510,2.672,4.287,4.891,3.648,4.281,3.270,2.798,5.099,3.422
TEM00419,family_stress_context,3.850,4.941,5.387,4.478,2.565,5.501,4.133,3.814,3.708,3.819,4.551,4.279,3.064,2.656,3.277,5.392,3.748
TEM00420,family_stress_context,5.257,5.224,4.422,4.169,3.035,3.310,3.463,3.388,3.120,4.123,4.881,2.669,4.635,3.066,3.072,5.087,3.823
TEM00421,family_stress_context,3.417,4.188,3.634,4.738,3.313,4.502,3.509,1.563,2.880,4.249,4.090,1.259,4.077,1.782,3.305,4.342,4.142
TEM00422,family_stress_context,4.818,4.706,5.371,3.857,1.675,4.063,3.316,3.078,1.181,2.669,5.421,3.866,2.729,2.827,2.595,5.577,3.510
TEM00423,family_stress_context,5.609,5.143,4.842,4.893,3.302,5.205,2.509,3.122,4.382,4.689,5.229,3.400,3.413,3.859,3.429,5.851,3.426
TEM00424,family_stress_context,3.665,3.828,4.073,4.791,2.500,4.216,3.520,2.462,1.892,4.219,3.500,3.802,3.170,1.843,2.823,4.616,3.604
TEM00425,family_stress_context,3.975,5.532,5.140,4.362,2.965,3.615,4.235,3.524,3.877,4.543,4.564,3.521,3.981,2.784,3.625,3.976,3.889
TEM00426,family_stress_context,3.145,5.190,6.055,4.342,2.343,4.554,3.505,2.440,2.059,3.419,4.260,4.345,3.415,2.600,2.467,4.575,3.650
TEM00427,family_stress_context,3.662,4.717,5.792,5.060,3.474,5.990,3.709,3.913,3.251,4.052,3.620,3.938,4.726,2.459,3.386,4.653,3.950
TEM00428,family_stress_context,4.549,4.272,5.514,4.473,2.025,3.938,3.486,2.757,2.695,3.668,4.507,3.008,3.788,2.916,2.568,4.245,3.962
TEM00429,family_stress_context,4.661,5.909,4.912,4.302,3.061,5.206,3.760,2.158,2.850,4.865,4.638,3.043,3.403,3.999,2.598,5.398,2.795
TEM00430,family_stress_context,4.124,5.165,5.049,3.446,3.726,3.682,2.142,3.621,3.729,3.598,4.297,3.818,3.374,2.938,3.615,4.570,3.645
TEM00431,family_stress_context,4.949,3.733,5.083,4.974,2.525,4.359,2.108,2.732,3.509,3.641,3.789,2.145,3.663,2.229,2.505,4.441,3.711
TEM00432,family_stress_context,4.931,4.505,3.651,4.506,2.621,4.951,3.988,1.589,3.336,4.663,4.297,1.830,3.724,3.058,2.935,5.040,3.150
TEM00433,low_institutional_support_context,6.382,5.614,2.419,3.760,3.486,4.988,2.516,2.329,3.107,4.035,5.755,1.773,3.207,3.995,2.759,6.805,2.428
TEM00434,low_institutional_support_context,6.376,4.664,2.328,5.000,3.731,4.174,3.385,3.486,1.827,4.636,4.728,1.758,3.982,2.893,3.374,4.890,3.893
TEM00435,low_institutional_support_context,5.603,5.241,2.777,3.497,3.951,2.673,2.487,2.863,1.880,3.711,4.237,2.583,4.599,3.492,3.265,4.994,3.616
TEM00436,low_institutional_support_context,4.847,4.247,3.316,3.306,4.565,3.200,3.341,2.693,2.376,3.582,4.214,2.904,3.576,2.774,3.692,3.866,3.146
TEM00437,low_institutional_support_context,6.649,6.818,2.311,3.685,1.424,3.077,2.407,2.363,2.859,3.133,5.961,1.757,3.018,4.646,2.427,6.273,3.059
TEM00438,low_institutional_support_context,5.916,5.241,2.967,3.989,3.348,5.113,2.885,3.279,2.421,3.865,4.563,2.587,3.353,3.576,3.095,5.626,2.801
TEM00439,low_institutional_support_context,6.509,5.764,3.341,3.111,4.110,4.763,2.002,2.920,2.928,3.579,5.367,2.631,2.862,4.668,3.068,6.973,2.499
TEM00440,low_institutional_support_context,6.580,4.666,2.601,2.431,3.753,4.981,2.689,2.088,3.126,3.367,5.846,1.408,2.328,4.639,3.043,6.695,2.436
TEM00441,low_institutional_support_context,5.515,4.428,1.930,3.423,3.404,4.476,2.652,4.164,3.441,3.797,4.649,1.961,3.396,3.771,3.262,5.109,2.443
TEM00442,low_institutional_support_context,6.314,4.395,2.295,3.777,1.714,3.468,1.714,3.895,1.104,2.694,4.704,1.647,2.748,3.264,2.036,4.937,2.786
TEM00443,low_institutional_support_context,5.704,4.065,2.003,2.442,3.126,2.953,1.425,1.409,1.879,3.574,4.687,1.000,2.838,3.193,2.186,5.226,2.406
TEM00444,low_institutional_support_context,6.889,4.541,2.017,3.926,2.931,3.323,3.444,2.846,3.120,4.989,5.328,1.724,3.431,3.429,3.347,5.063,3.965
TEM00445,low_institutional_support_context,5.318,6.670,3.409,3.398,3.128,4.184,3.431,1.963,2.721,4.162,7.000,1.486,2.701,4.043,2.796,6.071,2.705
TEM00446,low_institutional_support_context,4.767,3.610,2.861,3.937,3.148,3.160,2.846,3.635,2.823,4.205,4.184,2.985,3.821,2.395,3.186,3.928,3.145
TEM00447,low_institutional_support_context,5.978,5.049,2.979,3.459,3.895,4.313,3.760,3.369,1.932,3.638,4.483,2.262,2.868,3.893,3.803,5.657,3.244
TEM00448,low_institutional_support_context,6.371,4.301,2.670,3.752,3.389,4.352,3.080,3.437,4.061,4.591,5.988,2.043,3.847,3.534,3.332,4.986,2.753
TEM00449,low_institutional_support_context,5.114,3.707,2.761,4.684,3.230,3.338,2.820,3.225,2.888,4.571,3.792,2.162,3.980,2.570,2.998,4.444,4.090
TEM00450,low_institutional_support_context,6.145,5.142,2.146,3.274,1.744,4.797,2.801,2.280,2.593,2.666,5.456,1.408,2.609,3.923,2.366,6.236,2.023
TEM00451,low_institutional_support_context,2.626,5.192,2.239,2.146,4.760,4.186,2.300,2.936,1.910,3.932,3.887,2.840,3.193,3.397,3.219,4.531,2.640
TEM00452,low_institutional_support_context,4.161,5.295,4.069,2.928,3.012,4.589,4.507,4.614,2.083,2.987,4.550,4.448,3.547,3.720,3.551,5.430,3.593
TEM00453,low_institutional_support_context,4.147,5.289,2.457,2.883,2.449,2.657,2.876,1.229,2.985,3.440,4.682,1.914,3.654,3.009,2.514,5.652,3.097
TEM00454,low_institutional_support_context,4.911,5.414,3.490,3.109,3.407,3.434,3.675,4.006,2.428,2.711,4.888,3.346,3.285,3.207,3.681,4.998,3.150
TEM00455,low_institutional_support_context,6.439,5.385,4.297,3.007,4.397,4.181,2.623,2.674,2.844,3.887,5.993,3.167,3.311,4.334,3.329,5.768,3.239
TEM00456,low_institutional_support_context,4.858,5.393,3.231,2.131,1.709,3.236,2.426,2.239,2.828,2.674,5.161,1.886,2.327,3.802,2.616,5.143,2.273
TEM00457,low_institutional_support_context,4.560,6.824,2.319,2.641,2.600,2.392,2.891,2.066,1.458,3.175,4.440,1.875,2.696,4.205,2.202,5.317,2.362
TEM00458,low_institutional_support_context,5.311,6.224,3.860,1.971,3.073,4.741,3.153,2.925,2.488,2.438,5.731,2.802,2.201,4.781,3.350,6.215,2.970
TEM00459,low_institutional_support_context,6.682,6.667,3.117,2.269,2.494,4.886,2.825,4.468,2.162,3.368,6.091,2.571,1.822,5.245,3.061,6.766,2.007
TEM00460,low_institutional_support_context,5.417,7.000,3.555,2.456,2.663,3.618,1.019,4.242,3.656,2.564,5.033,2.376,1.885,4.580,2.737,6.805,2.159
TEM00461,low_institutional_support_context,4.707,5.342,2.157,2.794,3.697,4.570,1.124,1.805,2.946,3.440,4.820,1.449,2.400,3.531,2.399,5.906,2.708
TEM00462,low_institutional_support_context,5.329,5.303,3.031,1.930,2.055,2.840,2.563,4.653,2.625,3.767,4.539,2.424,2.616,4.149,3.152,5.915,3.032
TEM00463,low_institutional_support_context,5.305,6.988,2.858,2.309,3.243,4.532,1.892,3.512,1.725,2.244,6.864,2.844,2.458,5.051,2.905,6.847,2.407
TEM00464,low_institutional_support_context,4.503,7.000,3.389,2.009,2.775,3.286,1.000,3.806,1.995,2.458,6.091,2.176,2.116,4.839,2.383,6.417,2.640
TEM00465,low_institutional_support_context,5.527,7.000,3.115,2.127,3.264,5.043,2.976,3.462,3.580,2.709,5.892,2.305,2.610,4.875,3.615,6.657,2.414
TEM00466,low_institutional_support_context,4.577,5.097,3.900,2.974,2.419,3.712,3.386,3.035,1.465,3.241,4.476,2.911,2.885,3.561,2.629,5.221,3.202
TEM00467,low_institutional_support_context,4.715,7.000,2.627,2.552,4.099,3.769,3.218,2.420,3.414,3.381,4.870,2.485,2.815,4.499,2.988,6.101,2.455
TEM00468,low_institutional_support_context,4.593,5.974,2.718,2.237,1.395,4.058,3.352,3.254,2.230,3.244,5.294,1.640,2.059,4.079,2.863,5.943,2.540
TEM00469,low_institutional_support_context,1.522,3.493,6.432,5.043,2.742,3.701,3.637,3.901,1.617,4.212,1.647,5.058,3.929,0.981,3.311,2.796,4.420
TEM00470,low_institutional_support_context,2.192,2.613,6.410,4.214,3.592,4.633,1.926,2.686,3.256,3.518,2.352,3.858,4.029,0.906,3.215,3.465,4.374
TEM00471,low_institutional_support_context,2.950,2.764,6.220,4.552,2.405,2.415,1.000,4.308,3.586,3.704,3.153,4.729,4.468,0.957,2.844,2.733,4.179
TEM00472,low_institutional_support_context,1.734,1.272,4.777,3.951,4.243,3.682,1.938,3.060,2.856,3.633,1.337,3.135,4.457,0.515,3.009,2.477,4.099
TEM00473,low_institutional_support_context,3.765,2.187,4.995,4.426,2.502,3.492,3.551,3.095,2.480,4.131,3.075,3.782,4.646,1.014,3.132,3.207,4.360
TEM00474,low_institutional_support_context,2.858,3.199,4.861,3.888,3.249,4.655,2.398,3.733,3.215,4.256,3.660,3.859,3.465,2.091,2.936,3.758,3.540
TEM00475,low_institutional_support_context,3.407,2.451,5.847,4.149,2.046,4.352,1.765,2.212,2.765,3.800,2.661,3.230,3.383,1.382,2.070,4.300,3.423
TEM00476,low_institutional_support_context,1.344,4.346,4.336,4.321,2.701,5.218,2.759,2.187,2.350,3.555,4.549,3.551,3.674,1.180,2.578,4.306,3.179
TEM00477,low_institutional_support_context,3.400,4.016,6.614,2.685,3.567,3.741,3.136,2.896,1.763,2.500,3.463,4.110,3.029,2.424,3.097,4.397,3.459
TEM00478,low_institutional_support_context,4.159,3.034,6.280,4.781,3.092,4.673,3.648,2.653,2.020,4.149,3.802,4.117,4.659,2.110,2.917,3.974,4.527
TEM00479,low_institutional_support_context,1.500,2.736,6.232,4.583,2.629,2.367,3.622,3.462,1.993,4.927,2.171,4.549,4.719,0.601,3.366,2.769,4.765
TEM00480,low_institutional_support_context,3.237,2.716,6.363,3.912,4.532,4.067,3.282,2.242,2.077,4.339,2.855,4.529,4.055,1.463,2.874,3.660,3.808
TEM00481,low_institutional_support_context,1.746,2.813,6.089,4.967,3.593,4.394,2.288,3.512,3.555,4.747,2.480,4.103,4.047,0.723,3.549,2.903,4.534
TEM00482,low_institutional_support_context,3.409,3.282,5.229,4.489,2.314,4.609,3.334,1.968,1.865,3.500,4.174,3.434,3.580,1.883,2.209,4.562,3.366
TEM00483,low_institutional_support_context,2.868,2.927,6.256,3.531,2.301,4.050,2.894,3.992,3.412,3.588,3.802,4.037,3.145,1.487,3.142,4.105,4.071
TEM00484,low_institutional_support_context,2.214,2.763,4.883,3.960,2.729,4.426,3.525,2.126,3.530,3.496,2.540,3.586,4.323,1.002,3.273,2.753,4.381
TEM00485,low_institutional_support_context,2.746,3.488,4.467,4.065,2.520,4.958,3.305,1.354,2.202,3.468,3.385,3.192,3.204,2.173,2.559,4.230,3.770
TEM00486,low_institutional_support_context,2.450,2.156,5.500,5.024,2.778,3.621,3.088,2.832,3.968,4.434,1.991,3.927,5.664,0.344,3.318,2.302,4.583
TEM00487,low_institutional_support_context,3.468,3.715,3.290,6.307,3.596,3.957,2.666,3.409,4.165,4.525,3.603,3.518,5.115,1.067,3.601,3.385,4.948
TEM00488,low_institutional_support_context,2.499,1.671,4.188,5.809,4.094,4.727,2.957,2.794,1.725,4.866,2.611,4.091,5.306,0.263,2.878,2.600,5.143
TEM00489,low_institutional_support_context,1.974,2.637,4.389,5.725,3.021,4.085,1.000,4.000,3.416,4.255,2.534,3.104,4.201,0.599,3.168,2.683,4.923
TEM00490,low_institutional_support_context,4.003,3.015,4.361,4.865,3.170,4.164,2.016,4.421,3.451,3.840,3.013,3.459,4.593,1.922,3.069,4.280,3.948
TEM00491,low_institutional_support_context,3.381,2.414,2.513,4.878,1.714,2.119,2.618,2.320,1.564,3.473,2.876,2.978,4.051,1.338,2.024,3.007,3.397
TEM00492,low_institutional_support_context,2.758,2.708,4.711,6.618,4.531,5.217,2.549,1.259,3.923,5.465,2.825,3.188,5.449,0.920,3.025,3.371,4.680
TEM00493,low_institutional_support_context,1.754,3.289,3.871,4.466,2.137,4.354,3.221,3.614,5.210,4.084,3.382,4.119,4.560,1.193,3.483,3.337,4.069
TEM00494,low_institutional_support_context,2.845,3.024,3.948,5.330,3.693,4.226,3.481,3.011,3.628,5.392,2.796,2.890,5.119,0.965,3.510,3.799,4.338
TEM00495,low_institutional_support_context,3.275,3.043,4.161,6.026,3.356,4.877,3.603,3.082,2.803,4.871,3.518,3.210,4.479,1.153,3.316,2.994,4.462
TEM00496,low_institutional_support_context,3.975,3.219,3.163,6.636,3.164,4.336,1.836,2.973,3.341,5.858,3.913,2.836,5.114,1.033,3.040,3.348,4.569
TEM00497,low_institutional_support_context,2.378,3.976,3.716,6.039,3.180,3.832,3.945,1.572,3.042,5.589,3.566,2.554,5.162,1.275,3.236,3.355,5.051
TEM00498,low_institutional_support_context,3.313,2.600,4.788,5.501,2.276,5.698,4.841,3.456,3.764,4.637,3.563,4.413,4.680,1.503,3.241,4.065,4.353
TEM00499,low_institutional_support_context,3.214,3.145,2.753,4.360,3.601,4.606,2.348,3.968,3.123,3.713,3.483,1.944,3.845,1.550,2.980,3.740,3.332
TEM00500,low_institutional_support_context,3.635,3.502,3.917,5.683,2.821,6.361,2.811,2.589,2.678,4.417,3.346,2.150,5.177,1.987,2.659,4.330,3.602
