participant_id,institutional_context,machiavellianism,narcissism,psychopathy,sadism,honesty_humility,conscientious_reliability,fairness_orientation,compassion_kindness,moral_identity,practical_judgment,institutional_accountability,status_reward_pressure,unethical_behavior,prosocial_restraint,harm_indicator,dark_trait_burden,virtue_relevant_tendency,moral_integration_index,dark_accountability_risk
DTV0302,professional_ethics_context,4.173,4.154,4.845,3.804,3.304,3.824,3.400,4.102,3.151,3.436,4.164,3.167,2.619,2.800,2.285,4.244,3.657,3.415,4.013
DTV0303,professional_ethics_context,3.673,3.703,6.019,4.696,3.507,3.817,3.387,3.615,3.666,4.027,4.183,3.077,2.154,3.766,2.502,4.523,3.581,3.758,4.247
DTV0304,professional_ethics_context,4.215,4.339,6.673,4.180,3.338,4.002,3.425,3.499,3.475,3.389,4.830,3.316,2.380,3.183,2.216,4.852,3.566,3.477,3.509
DTV0305,professional_ethics_context,4.307,4.673,4.861,5.699,3.483,3.430,3.884,3.797,4.063,3.476,4.345,3.605,2.910,3.200,2.530,4.885,3.649,3.729,4.323
DTV0306,professional_ethics_context,3.974,3.575,4.380,4.800,3.703,4.249,4.352,4.382,4.158,3.603,4.130,3.129,2.016,3.533,1.608,4.182,4.171,3.977,4.001
DTV0307,professional_ethics_context,3.085,4.053,4.005,5.380,3.823,5.105,4.733,4.570,3.797,3.564,3.819,2.780,2.051,3.653,2.191,4.131,4.558,3.973,4.380
DTV0308,professional_ethics_context,3.777,3.625,4.745,6.682,4.158,4.146,3.806,3.476,3.724,3.984,4.441,3.396,2.066,3.158,2.040,4.707,3.897,3.869,4.015
DTV0309,professional_ethics_context,4.025,4.000,3.804,3.937,3.806,3.636,3.440,2.940,3.176,3.761,4.390,3.797,2.372,2.871,1.975,3.941,3.455,3.464,3.429
DTV0310,professional_ethics_context,4.574,3.479,3.970,5.167,3.656,4.209,4.637,4.023,3.813,4.481,4.688,3.502,2.310,4.138,2.350,4.297,4.131,4.142,3.312
DTV0311,professional_ethics_context,3.924,3.793,3.938,5.183,2.380,3.082,2.434,2.648,2.832,3.034,4.626,3.140,2.988,2.813,3.132,4.210,2.636,2.834,3.331
DTV0312,professional_ethics_context,4.365,4.312,4.667,5.828,4.140,3.928,4.093,3.745,3.372,3.560,4.699,3.767,2.605,3.571,2.548,4.793,3.977,3.636,3.677
DTV0313,professional_ethics_context,3.552,3.580,3.895,2.934,5.103,4.794,5.290,4.445,3.932,5.416,4.759,2.646,1.395,4.856,1.510,3.490,4.908,4.752,2.607
DTV0314,professional_ethics_context,3.458,3.784,3.687,2.768,4.775,5.397,4.759,4.602,4.382,3.736,4.794,3.598,1.817,3.382,2.086,3.424,4.883,4.334,2.518
DTV0315,professional_ethics_context,2.977,3.527,2.667,3.675,5.233,4.737,4.485,4.951,3.808,4.767,4.633,2.682,1.000,4.502,1.657,3.211,4.852,4.476,2.534
DTV0316,professional_ethics_context,3.683,4.102,3.493,3.272,5.796,6.452,5.082,5.326,4.636,4.407,4.270,3.412,1.874,4.166,1.574,3.637,5.664,4.903,3.310
DTV0317,professional_ethics_context,3.916,4.562,4.069,3.779,4.198,4.257,4.115,4.817,3.809,3.566,3.814,3.158,2.237,3.344,2.604,4.081,4.347,3.907,4.334
DTV0318,professional_ethics_context,3.085,2.485,2.976,2.202,5.707,5.675,5.224,5.564,4.996,4.488,4.442,3.036,1.000,5.121,1.160,2.687,5.542,5.009,2.291
DTV0319,professional_ethics_context,2.823,2.865,3.579,2.547,4.120,4.190,4.149,4.190,3.968,4.098,4.296,3.225,1.174,3.555,1.378,2.954,4.162,4.076,2.662
DTV0320,professional_ethics_context,3.153,3.937,3.826,3.371,4.445,4.830,5.053,5.595,4.601,3.918,4.206,3.656,1.632,3.394,2.160,3.572,4.981,4.500,3.326
DTV0321,professional_ethics_context,5.118,5.153,5.230,6.615,3.306,3.266,2.548,3.220,3.378,3.056,4.132,3.473,3.119,2.489,3.148,5.529,3.085,3.173,5.285
DTV0322,professional_ethics_context,4.088,4.144,4.239,4.679,3.343,3.236,3.114,3.400,2.956,2.763,4.039,2.884,2.056,2.271,1.982,4.287,3.273,2.997,4.232
DTV0323,professional_ethics_context,4.638,5.071,5.210,4.711,3.921,3.886,3.888,4.401,3.529,4.195,4.674,3.571,2.761,3.307,2.463,4.908,4.024,3.916,3.805
DTV0324,professional_ethics_context,4.222,4.845,4.461,4.181,3.839,4.096,3.592,4.481,4.393,3.170,4.573,3.318,2.309,3.526,2.099,4.427,4.002,3.855,3.582
DTV0325,professional_ethics_context,5.073,5.182,5.115,3.939,2.752,3.213,3.280,2.905,3.158,3.021,3.497,3.399,2.746,2.541,2.684,4.827,3.038,3.072,5.636
DTV0326,professional_ethics_context,4.860,5.038,3.905,4.291,4.044,4.076,3.456,3.953,3.519,2.765,4.458,4.166,2.466,3.151,2.940,4.523,3.882,3.389,3.833
DTV0327,professional_ethics_context,3.125,3.731,2.553,4.555,3.861,3.848,3.709,3.956,4.371,3.619,4.807,3.728,1.598,3.584,1.966,3.491,3.844,3.944,2.551
DTV0328,professional_ethics_context,4.349,5.209,4.539,4.738,4.011,2.816,3.028,4.385,3.271,2.898,3.954,3.386,2.806,3.234,2.338,4.709,3.560,3.243,4.781
DTV0329,professional_ethics_context,4.526,3.942,4.540,3.567,5.394,5.654,5.896,4.460,4.513,4.528,4.291,3.084,1.690,5.106,1.147,4.144,5.351,4.797,3.741
DTV0330,professional_ethics_context,3.876,4.177,4.680,4.254,3.117,3.155,3.772,4.171,3.567,2.948,3.747,3.515,2.480,2.671,2.749,4.247,3.554,3.356,4.606
DTV0331,professional_ethics_context,4.046,4.218,3.043,3.577,3.955,3.987,4.002,3.977,3.527,3.612,4.552,2.854,2.408,3.286,1.524,3.721,3.980,3.706,3.037
DTV0332,professional_ethics_context,3.379,4.193,3.523,3.437,3.889,3.801,3.637,4.037,3.369,3.870,4.360,2.916,1.813,3.520,1.701,3.633,3.841,3.693,3.197
DTV0333,professional_ethics_context,2.686,2.354,3.378,3.636,5.246,4.346,4.335,4.218,4.085,3.934,4.191,3.064,1.017,3.798,1.437,3.014,4.536,4.185,2.821
DTV0334,professional_ethics_context,2.799,3.496,3.779,2.679,5.467,4.942,5.362,5.538,5.042,4.473,4.431,3.579,1.123,4.537,1.764,3.188,5.327,4.947,2.730
DTV0335,professional_ethics_context,3.408,3.221,2.687,3.462,5.680,4.667,4.335,4.100,4.364,4.606,5.373,2.777,1.495,3.915,1.420,3.194,4.695,4.555,1.733
DTV0336,professional_ethics_context,3.670,3.612,4.163,4.072,3.886,4.416,3.858,4.014,4.093,3.236,4.796,2.749,2.088,4.071,1.271,3.879,4.044,3.791,2.849
