person_id,assessment_context,s1,s2,s3,s4,s5,o1,o2,o3,o4,o5,attention_check,careless_response_risk,social_desirability_pressure,self_missing_count,observer_missing_count,self_conscientiousness,observer_conscientiousness,self_other_discrepancy,absolute_self_other_discrepancy,method_effect_index,reliability_context_score,professional_reflection_score
PME00287,high_stakes_selection_context,5.927,4.894,6.088,4.965,5.826,4.209,3.731,3.789,4.482,3.210,1,3.057,6.729,0,0,5.540,3.884,1.656,1.656,4.263,2.785,4.143
PME00288,high_stakes_selection_context,4.535,4.831,5.290,5.282,4.870,,,4.176,3.920,4.700,0,2.068,6.207,0,0,4.962,4.280,0.682,0.682,2.826,3.552,3.525
PME00289,clinical_intake_context,5.906,6.229,6.825,6.008,6.240,5.991,5.876,,5.611,5.943,1,1.511,3.762,0,0,6.242,5.766,0.476,0.476,1.861,4.119,4.248
PME00290,clinical_intake_context,6.449,5.646,5.927,5.887,5.949,5.779,5.926,4.727,5.586,5.674,0,2.260,3.697,1,0,5.983,5.538,0.444,0.444,2.071,3.896,4.064
PME00291,clinical_intake_context,6.151,6.135,5.869,6.010,6.224,5.697,5.735,5.740,5.299,5.350,0,1.448,3.451,0,1,6.078,5.522,0.556,0.556,1.375,4.085,4.234
PME00292,clinical_intake_context,6.212,6.271,6.133,6.463,5.346,,5.280,5.457,4.975,5.649,1,1.893,4.400,0,0,6.085,5.417,0.668,0.668,2.177,4.163,4.342
PME00293,clinical_intake_context,5.412,6.647,5.784,6.418,5.897,5.109,5.351,4.847,6.114,6.014,1,1.020,3.510,0,0,6.032,5.487,0.545,0.545,1.192,4.124,3.937
PME00294,clinical_intake_context,5.981,5.820,6.140,5.793,6.331,5.428,5.089,5.797,5.918,5.356,1,1.651,1.985,0,0,6.013,5.518,0.495,0.495,2.116,4.367,4.091
PME00295,clinical_intake_context,6.746,6.619,6.243,5.688,6.344,5.985,5.818,5.506,5.827,5.241,1,1.677,3.680,0,0,6.328,5.675,0.653,0.653,1.808,4.247,4.194
PME00296,clinical_intake_context,5.665,5.740,5.874,6.003,6.468,,5.589,5.619,5.447,5.947,0,0.812,2.270,0,0,5.950,5.667,0.283,0.283,1.159,4.472,4.494
PME00297,clinical_intake_context,6.053,6.052,6.223,5.915,6.357,5.542,5.437,5.484,5.590,,1,0.145,3.676,0,0,6.120,5.578,0.542,0.542,1.135,4.612,4.380
PME00298,clinical_intake_context,5.872,6.553,6.016,5.573,5.837,,5.621,5.490,5.480,5.208,1,2.306,3.155,1,0,5.994,5.485,0.510,0.510,2.453,3.384,3.772
PME00299,clinical_intake_context,5.674,6.399,5.845,6.004,6.232,5.640,5.864,5.732,6.130,5.743,1,1.343,2.835,0,0,6.031,5.822,0.209,0.209,1.517,4.290,4.098
PME00300,clinical_intake_context,6.464,6.629,6.176,5.623,5.839,5.744,5.434,5.621,,5.869,1,0.856,3.899,0,0,6.146,5.642,0.505,0.505,1.136,4.078,3.824
PME00301,clinical_intake_context,3.887,4.205,4.828,,4.471,4.177,3.990,4.218,3.895,3.998,1,1.913,3.018,1,0,4.305,4.056,0.250,0.250,2.410,4.143,4.123
PME00302,clinical_intake_context,4.553,4.522,4.344,4.754,,3.897,4.389,4.233,3.736,3.878,1,1.624,3.526,1,0,4.460,4.027,0.434,0.434,1.780,3.796,3.602
PME00303,clinical_intake_context,4.404,4.538,,4.744,4.429,4.197,4.575,4.214,4.154,4.358,1,1.702,2.841,0,0,4.483,4.300,0.184,0.184,1.412,3.825,3.820
PME00304,clinical_intake_context,4.403,4.408,3.872,4.260,4.633,3.666,3.891,3.836,4.438,4.161,1,1.751,2.666,0,1,4.315,3.889,0.426,0.426,1.464,3.863,3.963
PME00305,clinical_intake_context,4.299,4.239,4.527,4.816,4.403,3.875,4.467,4.372,3.916,4.187,1,1.375,3.649,0,0,4.457,4.163,0.293,0.293,1.530,4.446,4.493
PME00306,clinical_intake_context,4.288,4.266,3.791,3.996,3.796,3.921,3.922,3.619,3.676,3.925,1,1.666,1.927,1,0,4.086,3.813,0.274,0.274,1.043,4.278,3.981
PME00307,clinical_intake_context,4.139,4.541,4.450,4.194,4.600,3.798,3.853,3.636,3.826,4.554,1,1.473,3.407,1,0,4.346,3.934,0.412,0.412,1.848,3.650,3.791
PME00308,clinical_intake_context,4.817,,4.291,4.221,4.631,4.222,4.137,3.492,4.065,4.653,1,2.738,3.863,0,0,4.377,4.114,0.263,0.263,2.121,3.397,4.412
PME00309,clinical_intake_context,4.980,4.128,5.042,4.636,4.260,3.567,,4.143,3.761,3.904,1,1.710,3.164,0,0,4.609,3.857,0.752,0.752,2.349,3.911,4.218
PME00310,clinical_intake_context,4.167,4.687,4.368,4.345,4.600,,4.126,4.020,4.308,4.195,1,2.231,2.824,0,1,4.433,4.267,0.167,0.167,1.553,3.735,4.205
PME00311,clinical_intake_context,4.778,4.490,4.194,3.834,4.679,3.557,3.835,4.228,4.228,4.334,1,2.278,3.281,0,1,4.395,4.156,0.239,0.239,1.583,3.625,4.452
PME00312,clinical_intake_context,4.668,4.680,4.783,3.993,4.312,3.918,4.410,4.094,4.120,4.146,1,1.956,3.452,0,0,4.487,4.137,0.350,0.350,1.901,3.474,5.000
PME00313,clinical_intake_context,3.468,2.848,3.203,3.092,2.802,3.093,2.678,3.197,,2.734,1,1.396,4.308,1,2,2.986,3.001,-0.015,0.015,1.721,4.328,4.010
PME00314,clinical_intake_context,3.116,3.261,3.101,2.838,2.940,2.916,2.412,3.225,1.736,2.970,1,1.265,3.442,0,0,3.051,2.652,0.399,0.399,1.257,4.538,4.314
PME00315,clinical_intake_context,2.622,2.312,2.920,2.923,2.641,2.862,2.695,2.717,3.495,2.379,1,1.977,2.570,0,2,2.684,2.645,0.038,0.038,1.291,3.833,4.147
PME00316,clinical_intake_context,3.323,2.816,3.080,2.807,3.548,2.603,2.798,2.829,3.216,2.880,0,1.852,3.559,1,0,3.124,2.865,0.258,0.258,1.898,3.708,3.981
PME00317,clinical_intake_context,2.909,2.849,3.019,2.579,3.183,2.785,2.873,2.683,2.918,,1,1.858,3.778,0,0,2.908,2.846,0.062,0.062,1.836,3.872,4.865
PME00318,clinical_intake_context,2.765,2.828,3.470,2.991,2.637,2.892,3.281,2.612,2.754,2.811,1,1.448,3.098,0,0,2.938,2.870,0.068,0.068,1.306,4.510,3.743
PME00319,clinical_intake_context,3.387,2.278,3.078,2.934,2.515,,2.542,2.642,2.571,2.291,1,1.385,2.210,0,0,2.839,2.597,0.242,0.242,1.148,4.414,4.152
PME00320,clinical_intake_context,3.218,2.863,3.087,2.886,3.338,2.462,2.960,3.241,2.747,2.255,1,2.293,3.275,0,0,3.078,2.733,0.345,0.345,2.127,3.570,4.076
PME00321,clinical_intake_context,2.319,2.526,2.358,,3.010,3.302,2.468,2.458,3.231,2.515,1,2.888,2.503,0,0,2.631,2.795,-0.164,0.164,1.933,3.385,3.904
PME00322,clinical_intake_context,2.724,2.998,2.116,2.923,3.001,3.217,3.142,2.557,2.309,2.269,1,2.387,3.598,0,0,2.752,2.699,0.053,0.053,2.541,3.823,4.189
PME00323,clinical_intake_context,3.150,2.479,3.364,2.839,2.770,3.063,2.664,2.381,2.971,2.763,1,2.284,3.217,0,0,2.920,2.768,0.152,0.152,1.741,3.936,3.715
PME00324,clinical_intake_context,3.098,2.712,2.779,2.637,3.109,2.736,2.365,3.061,2.686,2.310,1,1.177,3.365,1,0,2.809,2.632,0.178,0.178,1.790,4.204,4.556
PME00325,clinical_intake_context,4.949,5.847,4.849,5.829,6.153,4.018,4.837,3.883,3.398,3.855,1,1.811,2.650,0,0,5.525,3.998,1.527,1.527,2.616,3.855,3.901
PME00326,clinical_intake_context,6.275,6.064,5.787,5.913,5.693,3.744,3.808,4.153,3.528,3.992,1,1.089,4.003,0,0,5.947,3.845,2.102,2.102,2.726,3.811,4.485
PME00327,clinical_intake_context,6.315,5.454,6.053,6.334,5.722,4.093,3.803,3.672,3.938,3.070,1,1.730,3.540,0,0,5.976,3.715,2.260,2.260,2.898,3.907,4.139
PME00328,clinical_intake_context,5.948,4.997,5.603,5.496,5.183,4.278,4.555,3.381,3.534,3.634,1,1.493,3.987,0,0,5.445,3.876,1.569,1.569,2.587,3.370,3.950
PME00329,clinical_intake_context,4.803,5.160,5.416,6.000,4.386,3.226,3.328,3.276,3.852,,1,1.553,3.175,0,0,5.153,3.454,1.699,1.699,2.424,3.647,4.325
PME00330,clinical_intake_context,6.281,5.504,5.856,6.281,6.162,3.647,3.611,4.041,4.362,4.269,0,1.534,4.314,0,1,6.017,4.071,1.946,1.946,3.219,3.581,4.514
PME00331,clinical_intake_context,5.471,5.862,,5.432,4.899,3.808,3.775,3.327,3.337,3.514,1,1.728,3.095,0,1,5.388,3.496,1.892,1.892,2.775,3.591,4.388
PME00332,clinical_intake_context,5.883,,5.508,5.874,5.953,,2.788,3.030,3.387,4.007,1,1.744,3.359,0,0,5.928,3.362,2.566,2.566,3.331,3.036,4.464
PME00333,clinical_intake_context,5.621,5.474,5.580,4.605,4.899,2.368,4.122,4.279,4.395,4.013,1,1.302,3.106,0,0,5.236,3.835,1.400,1.400,2.041,3.700,4.769
PME00334,clinical_intake_context,5.920,5.381,5.274,4.925,5.713,3.269,2.919,4.295,4.191,4.084,1,2.508,2.708,0,0,5.442,3.752,1.691,1.691,2.380,3.448,4.194
PME00335,clinical_intake_context,5.084,5.803,5.508,6.104,5.000,4.493,3.502,3.639,,3.646,1,1.523,3.241,0,1,5.500,3.820,1.680,1.680,2.218,4.088,4.742
PME00336,clinical_intake_context,6.435,6.094,5.713,4.995,6.568,2.626,3.903,3.201,3.752,2.618,1,2.344,3.253,0,0,5.961,3.220,2.741,2.741,3.359,3.089,4.966
PME00337,clinical_intake_context,4.468,2.565,,,4.177,4.787,5.518,4.427,5.592,4.947,1,2.298,3.218,0,0,3.605,5.054,-1.450,1.450,2.216,3.399,4.196
PME00338,clinical_intake_context,3.316,3.648,3.249,4.217,3.406,5.219,4.709,4.625,4.968,4.715,1,1.941,2.524,0,0,3.567,4.847,-1.280,1.280,2.309,3.749,3.928
PME00339,clinical_intake_context,3.636,3.571,3.446,2.990,4.254,4.884,5.204,4.154,4.472,4.521,1,1.394,3.264,0,0,3.579,4.647,-1.068,1.068,1.831,4.203,4.144
PME00340,clinical_intake_context,3.347,3.191,2.853,3.268,3.917,4.615,5.093,4.413,4.922,5.426,1,1.726,3.038,0,0,3.315,4.894,-1.578,1.578,2.434,3.623,4.433
PME00341,clinical_intake_context,3.810,2.927,3.524,2.982,3.589,5.041,4.430,4.736,5.078,4.584,1,2.000,3.230,1,0,3.311,4.774,-1.463,1.463,2.368,3.423,4.399
PME00342,clinical_intake_context,4.050,3.069,3.820,3.592,3.315,,4.655,5.317,5.746,4.531,1,1.552,3.585,0,1,3.569,5.062,-1.493,1.493,2.397,3.738,4.039
PME00343,clinical_intake_context,3.256,3.950,3.308,3.234,3.738,5.146,3.936,4.857,4.789,5.492,1,1.692,2.238,0,1,3.497,4.858,-1.361,1.361,1.862,3.740,4.136
PME00344,clinical_intake_context,3.547,4.189,3.642,3.350,3.714,5.105,5.167,5.126,4.879,4.400,1,1.289,3.294,0,0,3.688,4.936,-1.247,1.247,2.251,4.871,4.571
PME00345,clinical_intake_context,4.376,4.078,3.427,4.004,3.624,6.075,4.908,5.347,5.066,,1,1.938,3.925,0,0,3.902,5.288,-1.386,1.386,2.352,3.407,4.046
PME00346,clinical_intake_context,3.670,3.079,3.826,,3.722,4.222,4.843,5.468,4.490,5.577,1,2.434,4.211,0,1,3.546,5.027,-1.482,1.482,2.485,3.320,3.973
PME00347,clinical_intake_context,4.382,3.414,3.522,3.466,3.261,4.190,,5.499,4.830,5.526,1,1.108,3.159,1,0,3.631,4.941,-1.311,1.311,1.906,3.982,4.739
PME00348,clinical_intake_context,3.006,2.426,3.659,,3.449,5.340,4.643,4.857,5.620,4.988,1,1.874,2.219,0,0,3.315,5.090,-1.775,1.775,2.171,3.447,4.810
PME00349,clinical_intake_context,3.768,5.014,5.454,5.249,4.089,,4.231,4.515,3.799,3.364,1,1.444,3.589,0,0,4.715,4.098,0.617,0.617,2.417,3.862,4.543
PME00350,clinical_intake_context,4.513,4.490,4.264,5.028,5.890,,4.777,,3.898,3.684,1,1.673,1.377,0,0,4.837,4.145,0.692,0.692,1.879,3.266,4.104
PME00351,clinical_intake_context,5.822,5.269,5.717,4.403,5.761,4.278,3.397,4.988,4.306,3.983,1,0.670,3.053,1,0,5.303,4.190,1.113,1.113,1.435,4.149,3.655
PME00352,clinical_intake_context,5.207,4.323,4.509,5.581,4.505,3.912,3.113,3.600,3.658,3.849,1,1.230,2.751,0,0,4.825,3.626,1.199,1.199,1.555,4.439,3.999
PME00353,clinical_intake_context,5.970,4.586,3.474,4.657,4.205,3.602,3.826,4.232,4.126,3.468,1,1.442,3.028,0,0,4.578,3.851,0.728,0.728,2.399,3.678,4.591
PME00354,clinical_intake_context,5.290,4.544,5.465,5.658,4.568,3.764,3.177,4.486,4.831,3.517,1,1.008,3.033,0,0,5.105,3.955,1.150,1.150,1.851,4.168,5.104
PME00355,clinical_intake_context,5.105,3.965,5.479,5.899,4.389,3.749,4.000,3.630,4.611,2.780,1,1.853,1.988,1,0,5.112,3.754,1.358,1.358,1.969,3.845,3.860
PME00356,clinical_intake_context,4.878,4.397,5.454,4.415,4.626,5.015,4.126,4.422,,3.698,1,2.998,3.869,0,0,4.754,4.311,0.443,0.443,2.737,3.565,4.072
PME00357,clinical_intake_context,5.011,5.487,4.331,,5.547,3.197,2.044,3.728,2.569,3.549,1,1.664,3.338,0,0,5.236,3.017,2.219,2.219,2.422,3.899,3.933
PME00358,clinical_intake_context,4.959,4.694,4.351,4.970,4.911,,4.187,3.299,5.450,,1,1.217,2.502,0,0,4.777,4.192,0.585,0.585,1.198,3.728,4.834
PME00359,clinical_intake_context,4.417,,5.152,5.253,4.970,4.568,3.539,3.843,4.509,3.805,1,3.059,2.876,0,0,4.958,4.053,0.905,0.905,2.484,3.393,3.732
PME00360,clinical_intake_context,4.212,4.543,4.511,6.069,5.127,3.287,5.190,,3.598,2.962,1,1.382,3.586,0,1,4.893,3.416,1.476,1.476,2.611,3.742,5.030
PME00361,digital_measurement_reflection_context,6.184,6.326,6.071,6.319,5.657,5.286,5.365,6.054,5.677,5.369,1,2.049,2.678,0,1,6.111,5.424,0.688,0.688,1.692,3.280,3.541
PME00362,digital_measurement_reflection_context,,6.042,5.542,6.084,6.022,5.310,5.176,5.823,5.529,6.145,1,2.240,2.753,0,0,5.928,5.597,0.332,0.332,1.532,3.745,3.783
PME00363,digital_measurement_reflection_context,5.699,5.973,5.690,6.404,6.212,5.478,5.464,4.823,5.628,5.524,1,1.276,2.763,0,0,5.996,5.383,0.612,0.612,1.272,4.114,3.912
PME00364,digital_measurement_reflection_context,6.102,6.315,5.860,5.586,6.236,5.389,5.349,5.659,5.215,5.590,1,1.172,3.461,0,0,6.020,5.441,0.579,0.579,1.375,4.162,4.112
PME00365,digital_measurement_reflection_context,6.397,6.047,6.125,6.002,6.316,5.900,5.777,5.659,6.067,5.879,1,1.495,3.120,0,0,6.177,5.856,0.321,0.321,1.577,3.839,4.049
PME00366,digital_measurement_reflection_context,6.130,,6.010,6.210,6.256,5.487,5.498,5.759,5.621,5.542,1,1.826,4.032,1,0,6.152,5.581,0.570,0.570,2.045,3.335,4.200
PME00367,digital_measurement_reflection_context,6.366,6.393,6.108,6.129,6.085,5.889,5.182,5.882,6.080,5.082,1,2.184,2.918,0,0,6.216,5.623,0.593,0.593,1.491,3.991,2.896
PME00368,digital_measurement_reflection_context,5.736,5.638,5.756,,5.689,5.802,5.360,5.669,5.356,6.068,1,1.664,2.185,0,0,5.692,5.651,0.041,0.041,1.132,3.817,4.738
PME00369,digital_measurement_reflection_context,6.055,6.864,6.035,5.900,5.980,5.531,5.779,5.653,5.152,5.387,1,1.861,1.805,0,0,6.166,5.500,0.666,0.666,1.866,4.044,4.305
PME00370,digital_measurement_reflection_context,6.012,,6.308,5.873,6.406,5.607,5.436,5.421,5.953,5.766,1,1.905,3.051,0,1,6.227,5.687,0.540,0.540,1.895,3.547,3.976
PME00371,digital_measurement_reflection_context,6.081,5.323,5.489,5.736,6.117,5.645,5.534,5.925,5.628,5.493,1,2.063,2.426,0,1,5.749,5.649,0.100,0.100,1.699,3.768,4.385
PME00372,digital_measurement_reflection_context,5.656,6.106,6.105,,,5.485,5.237,5.745,5.817,5.292,1,1.368,1.472,0,0,5.902,5.515,0.386,0.386,1.135,3.661,3.722
PME00373,digital_measurement_reflection_context,,3.936,3.532,4.718,4.426,3.880,3.846,4.062,4.216,4.225,1,2.188,2.538,1,1,4.249,4.087,0.161,0.161,1.673,3.543,3.823
PME00374,digital_measurement_reflection_context,4.778,4.557,4.403,4.461,4.004,3.876,4.147,3.818,4.315,3.863,1,1.652,2.190,0,1,4.441,3.968,0.473,0.473,1.664,3.542,3.326
PME00375,digital_measurement_reflection_context,,4.211,4.096,4.606,3.885,3.970,,4.096,4.513,3.993,1,1.908,1.921,0,0,4.212,4.051,0.161,0.161,1.410,3.903,3.594
PME00376,digital_measurement_reflection_context,4.325,4.325,4.281,4.325,3.758,4.080,,4.022,3.988,3.987,1,1.219,2.544,0,0,4.203,4.016,0.187,0.187,1.231,4.683,4.105
PME00377,digital_measurement_reflection_context,4.068,4.170,4.039,4.281,4.498,,,3.682,4.045,3.975,1,2.360,1.251,0,1,4.211,3.942,0.269,0.269,1.520,3.512,4.096
PME00378,digital_measurement_reflection_context,4.121,4.307,4.390,4.714,4.228,3.960,3.637,3.492,4.120,4.596,1,1.914,2.863,0,0,4.352,3.961,0.391,0.391,1.956,3.867,4.159
PME00379,digital_measurement_reflection_context,4.324,4.119,4.058,4.530,,4.101,3.842,4.604,4.221,4.274,1,2.443,3.807,0,0,4.388,4.208,0.179,0.179,1.957,3.717,3.468
PME00380,digital_measurement_reflection_context,,4.170,4.689,4.373,4.347,4.242,3.559,4.338,3.668,4.127,1,1.971,1.663,1,0,4.395,3.987,0.408,0.408,1.300,4.153,4.253
PME00381,digital_measurement_reflection_context,3.920,4.412,4.247,4.075,,4.214,4.267,4.152,4.425,3.976,1,1.104,1.351,1,0,4.169,4.207,-0.038,0.038,0.280,4.127,4.322
PME00382,digital_measurement_reflection_context,4.180,4.530,4.407,3.874,4.518,4.215,4.251,3.546,4.050,4.227,1,2.259,2.638,0,0,4.302,4.058,0.244,0.244,1.510,3.341,3.329
PME00383,digital_measurement_reflection_context,4.445,,4.317,4.418,4.402,4.100,3.846,4.034,3.445,4.176,1,2.917,3.105,1,0,4.321,3.920,0.400,0.400,2.014,3.795,4.100
PME00384,digital_measurement_reflection_context,4.671,4.352,4.520,4.778,3.794,3.764,3.901,3.407,4.122,3.875,1,0.974,2.441,0,0,4.423,3.814,0.609,0.609,1.169,4.058,4.077
PME00385,digital_measurement_reflection_context,3.008,2.575,2.532,3.547,3.023,3.414,2.905,2.469,,2.114,1,2.945,3.192,0,0,2.937,2.688,0.249,0.249,2.096,3.825,4.131
PME00386,digital_measurement_reflection_context,2.722,3.147,3.544,2.847,3.462,3.093,2.699,3.205,2.776,2.729,1,1.228,2.883,0,1,3.144,2.943,0.201,0.201,1.703,4.418,4.177
PME00387,digital_measurement_reflection_context,3.005,3.038,3.666,2.455,3.013,2.695,3.192,,2.931,3.109,1,1.791,3.633,1,0,3.041,3.001,0.040,0.040,1.314,3.854,3.545
PME00388,digital_measurement_reflection_context,2.603,3.610,2.321,2.528,3.069,,2.452,2.794,3.108,,1,1.901,2.533,0,0,2.826,2.826,0.000,0.000,1.032,3.844,3.771
PME00389,digital_measurement_reflection_context,2.762,2.959,2.836,2.841,3.252,2.999,2.346,2.867,2.883,2.913,1,1.593,3.251,0,0,2.930,2.802,0.128,0.128,1.233,3.793,4.092
PME00390,digital_measurement_reflection_context,2.315,3.563,2.618,2.841,2.310,3.214,3.340,3.115,3.194,2.477,1,1.352,1.557,1,0,2.833,3.068,-0.235,0.235,0.816,4.035,3.972
PME00391,digital_measurement_reflection_context,2.593,2.934,3.703,2.887,2.717,2.914,3.715,2.672,2.701,3.106,1,1.429,3.460,0,0,2.967,3.022,-0.055,0.055,1.468,3.922,4.531
PME00392,digital_measurement_reflection_context,2.811,3.100,3.103,,3.029,3.061,3.052,2.760,3.188,2.324,1,1.833,1.541,1,0,2.886,2.877,0.009,0.009,1.245,3.734,4.279
PME00393,digital_measurement_reflection_context,2.939,2.978,2.550,3.558,3.486,2.366,2.898,2.329,2.266,2.956,1,0.661,2.786,0,0,3.102,2.563,0.539,0.539,1.721,4.389,4.218
PME00394,digital_measurement_reflection_context,2.409,2.869,2.748,2.491,2.648,2.890,2.765,3.558,3.077,2.971,1,2.355,2.108,0,0,2.633,3.052,-0.419,0.419,1.657,3.952,4.088
PME00395,digital_measurement_reflection_context,2.556,2.829,2.836,3.183,2.934,2.767,2.743,3.397,2.169,2.891,1,1.972,2.246,2,0,2.776,2.793,-0.018,0.018,1.376,3.749,3.964
PME00396,digital_measurement_reflection_context,2.753,3.123,3.173,2.587,2.877,2.372,2.675,2.224,2.913,2.231,1,1.696,2.132,1,0,2.909,2.483,0.426,0.426,0.912,4.454,4.074
PME00397,digital_measurement_reflection_context,5.579,5.719,4.528,5.674,5.232,,,3.782,4.027,3.908,1,1.661,2.798,0,0,5.346,3.771,1.575,1.575,2.168,3.527,4.582
PME00398,digital_measurement_reflection_context,,4.948,6.331,6.048,5.713,3.769,3.600,,3.273,,1,2.851,2.737,0,0,5.844,3.617,2.227,2.227,3.187,2.765,4.005
PME00399,digital_measurement_reflection_context,5.610,5.069,5.698,5.169,5.324,3.923,4.155,4.039,3.597,4.206,1,1.651,2.412,0,0,5.374,3.984,1.390,1.390,2.395,3.429,4.095
PME00400,digital_measurement_reflection_context,6.360,6.212,4.973,5.999,6.483,4.008,3.785,3.210,3.434,3.522,1,2.074,2.531,0,0,6.005,3.592,2.414,2.414,2.429,3.052,4.080
PME00401,digital_measurement_reflection_context,5.761,5.600,6.167,6.251,5.019,4.282,3.420,3.978,2.545,3.493,1,2.034,3.201,1,0,5.658,3.544,2.114,2.114,2.669,3.705,4.106
PME00402,digital_measurement_reflection_context,5.756,5.706,6.055,5.134,6.372,2.846,4.001,4.026,3.635,3.327,1,2.125,3.107,0,0,5.805,3.567,2.238,2.238,2.766,2.891,4.610
PME00403,digital_measurement_reflection_context,5.648,5.473,5.994,5.445,5.163,4.009,3.401,3.497,4.289,,1,2.188,2.039,0,0,5.545,3.825,1.719,1.719,2.099,3.484,3.528
PME00404,digital_measurement_reflection_context,5.522,6.056,5.447,5.733,4.621,3.600,3.743,3.597,3.422,3.240,1,2.784,2.592,1,0,5.331,3.520,1.811,1.811,2.611,3.324,4.232
PME00405,digital_measurement_reflection_context,5.393,5.565,,5.281,6.018,3.715,2.896,3.874,3.779,3.690,1,2.432,3.456,0,0,5.533,3.591,1.942,1.942,2.996,3.232,4.134
PME00406,digital_measurement_reflection_context,5.592,4.729,5.611,5.865,5.376,3.491,2.993,4.638,4.226,3.733,1,2.286,1.977,0,0,5.435,3.817,1.618,1.618,2.310,3.281,3.555
PME00407,digital_measurement_reflection_context,5.142,5.566,5.660,5.111,5.237,2.955,3.339,4.209,2.359,3.020,1,1.918,3.188,0,0,5.343,3.176,2.167,2.167,2.822,3.434,4.577
PME00408,digital_measurement_reflection_context,5.526,4.996,5.119,,5.486,3.486,4.220,4.137,3.745,3.572,1,2.196,2.364,1,0,5.096,3.832,1.264,1.264,2.096,3.508,3.871
PME00409,digital_measurement_reflection_context,2.692,3.588,4.385,3.522,4.367,5.067,5.302,5.083,5.006,4.373,1,1.904,3.806,0,2,3.711,4.914,-1.203,1.203,2.735,3.915,4.445
PME00410,digital_measurement_reflection_context,3.891,,3.657,4.029,3.365,4.091,5.315,4.694,,4.513,1,2.327,3.190,1,1,3.589,4.677,-1.088,1.088,2.423,3.455,3.633
PME00411,digital_measurement_reflection_context,4.248,,3.700,4.409,3.572,4.942,4.985,5.339,5.120,3.858,1,1.692,4.092,0,1,3.997,4.815,-0.818,0.818,2.027,4.342,3.805
PME00412,digital_measurement_reflection_context,3.379,3.457,3.436,3.557,4.320,5.315,5.609,4.953,4.778,5.117,0,2.180,3.453,0,1,3.630,5.041,-1.411,1.411,2.569,3.326,3.703
PME00413,digital_measurement_reflection_context,3.279,3.492,3.550,2.786,2.911,4.642,5.222,4.727,4.970,4.289,1,2.351,2.024,0,1,3.204,4.657,-1.453,1.453,2.263,3.196,4.286
PME00414,digital_measurement_reflection_context,3.665,3.597,4.902,,2.843,5.466,4.949,4.787,5.339,4.469,1,1.915,2.012,0,0,3.804,5.002,-1.198,1.198,1.655,3.872,3.590
PME00415,digital_measurement_reflection_context,3.564,3.461,3.155,4.289,3.863,4.504,5.061,,5.524,5.191,1,2.864,2.161,0,0,3.666,4.972,-1.306,1.306,2.270,3.402,4.212
PME00416,digital_measurement_reflection_context,3.039,,2.883,3.029,3.436,4.972,4.724,5.009,4.969,,1,2.211,3.266,0,0,3.223,4.861,-1.638,1.638,2.329,3.134,4.535
PME00417,digital_measurement_reflection_context,3.809,3.540,3.375,3.350,3.470,4.880,5.111,5.331,5.771,5.154,1,1.588,2.473,0,0,3.509,5.249,-1.740,1.740,2.131,3.557,4.337
PME00418,digital_measurement_reflection_context,3.574,3.237,3.286,3.596,3.118,5.498,4.905,5.317,,4.358,1,2.339,1.503,1,1,3.304,4.853,-1.549,1.549,2.184,3.672,3.699
PME00419,digital_measurement_reflection_context,2.883,3.525,3.896,3.710,3.053,4.905,5.570,5.177,5.219,5.000,1,1.549,2.200,0,0,3.413,5.174,-1.761,1.761,2.432,3.849,3.773
PME00420,digital_measurement_reflection_context,3.421,2.391,3.604,3.007,3.377,4.825,4.842,4.608,4.888,5.400,1,1.810,2.537,0,0,3.160,4.913,-1.753,1.753,2.203,3.652,4.280
PME00421,digital_measurement_reflection_context,4.655,4.196,5.482,4.348,4.399,3.428,3.474,3.145,5.584,5.186,1,1.681,2.911,0,0,4.616,4.163,0.453,0.453,1.840,3.785,4.707
PME00422,digital_measurement_reflection_context,5.747,5.607,4.583,4.150,5.034,4.048,3.820,3.795,4.178,4.391,1,2.651,1.489,0,0,5.024,4.046,0.978,0.978,1.740,3.160,3.583
PME00423,digital_measurement_reflection_context,3.549,4.261,4.962,4.867,5.162,3.474,4.284,3.330,,4.249,1,2.570,1.927,1,0,4.483,3.953,0.531,0.531,1.787,3.163,4.197
PME00424,digital_measurement_reflection_context,3.837,5.787,4.825,4.850,6.122,3.740,3.075,4.289,3.770,4.936,1,2.552,1.938,0,2,5.084,3.712,1.372,1.372,2.145,2.871,4.098
PME00425,digital_measurement_reflection_context,5.170,4.017,5.111,5.301,4.632,4.987,3.045,4.967,4.644,4.138,1,1.887,2.903,0,1,4.846,4.199,0.648,0.648,1.763,3.638,4.913
PME00426,digital_measurement_reflection_context,,5.159,4.208,4.477,4.942,4.453,3.564,3.520,4.552,4.412,1,2.296,2.402,1,1,4.933,4.234,0.699,0.699,1.877,3.933,3.900
PME00427,digital_measurement_reflection_context,5.054,4.209,5.832,4.755,4.640,4.386,3.533,4.404,3.701,,1,1.814,2.891,0,3,4.898,3.960,0.938,0.938,1.895,3.967,4.302
PME00428,digital_measurement_reflection_context,5.261,4.285,5.664,4.851,4.518,5.071,3.772,4.278,3.595,4.550,1,2.348,2.794,0,0,4.916,4.253,0.663,0.663,1.620,3.382,3.110
PME00429,digital_measurement_reflection_context,5.707,4.959,5.631,5.360,4.622,3.068,5.203,3.390,4.567,4.939,1,1.851,2.628,1,0,5.162,4.233,0.929,0.929,1.760,3.821,3.974
